GEO_ID,B08503_001E,B08503_001M,B08503_002E,B08503_002M,B08503_003E,B08503_003M,B08503_004E,B08503_004M,B08503_005E,B08503_005M,B08503_006E,B08503_006M,B08503_007E,B08503_007M,NAME,B08503_001EA,B08503_001MA,B08503_002MA,B08503_002EA,B08503_003EA,B08503_003MA,B08503_004EA,B08503_004MA,B08503_005EA,B08503_005MA,B08503_006EA,B08503_006MA,B08503_007EA,B08503_007MA,state
0400000US29,41.3,0.2,41.6,0.2,38.4,0.7,39.4,2.4,36.3,2.2,40.1,1.8,45.8,1.0,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,42.8,0.4,43.1,0.4,36.9,1.8,33.4,6.3,42.7,2.8,34.7,6.6,49.6,0.8,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,41.4,0.2,41.4,0.3,38.3,1.2,39.6,1.0,44.7,1.7,40.7,2.6,48.2,1.1,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,40.2,0.3,40.8,0.3,35.1,0.8,37.3,2.7,38.1,3.1,41.3,3.2,46.7,1.4,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42.8,0.3,43.0,0.4,39.1,2.1,25.9,4.0,40.8,5.2,40.2,9.8,45.9,1.6,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,42.4,0.2,42.9,0.2,39.3,0.7,38.5,0.7,39.3,1.0,38.2,1.7,47.5,0.6,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41.6,0.3,42.0,0.4,37.2,1.0,45.4,5.2,40.8,2.2,38.8,6.3,49.4,1.0,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,41.7,0.1,43.0,0.2,40.6,0.4,39.3,0.3,38.5,0.7,40.1,0.6,46.7,0.6,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,40.5,0.1,40.9,0.2,36.3,0.7,34.6,2.1,38.4,2.0,37.3,1.5,47.2,1.1,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,42.2,0.4,42.0,0.4,38.9,1.8,33.6,7.0,46.9,2.3,37.7,5.8,47.7,1.7,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,41.7,0.2,42.1,0.1,36.9,0.6,38.0,1.6,35.9,1.5,35.6,1.4,46.6,0.7,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41.2,0.2,41.5,0.3,37.2,1.1,41.6,2.2,41.0,2.4,37.9,3.0,46.3,1.2,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,41.2,0.3,41.9,0.3,36.7,1.0,35.6,0.9,37.7,1.8,35.3,1.1,47.5,1.2,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,42.7,0.2,43.3,0.1,38.8,0.7,39.6,0.6,38.1,1.2,38.7,2.3,46.7,0.8,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,41.7,0.4,42.2,0.5,38.4,1.8,34.5,5.7,38.4,7.9,39.4,6.2,45.7,1.9,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,40.8,0.2,41.3,0.2,36.9,0.9,35.5,3.7,38.3,3.1,35.5,1.5,47.6,1.8,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,41.8,0.3,41.6,0.4,39.9,1.5,39.7,6.7,43.7,2.6,39.8,7.1,47.6,1.7,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,40.8,0.2,41.2,0.3,37.0,0.6,40.6,4.5,41.6,1.5,36.9,2.5,46.8,1.3,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,40.0,0.2,40.4,0.1,36.1,0.4,40.1,1.2,38.9,1.0,35.8,1.2,46.4,0.5,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,35.6,0.2,36.4,0.3,31.4,0.8,32.1,1.3,26.9,1.8,32.2,2.9,38.9,1.3,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,43.4,0.4,43.9,0.5,39.5,1.9,36.0,5.5,39.5,4.0,36.6,4.0,48.8,1.6,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,41.5,0.2,41.9,0.2,36.6,0.8,41.0,1.0,37.2,2.3,38.2,1.6,46.7,0.8,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,41.0,0.3,41.6,0.3,36.9,0.7,38.6,0.8,35.4,1.3,39.2,1.7,48.0,0.7,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,42.1,0.4,42.1,0.4,39.6,1.4,38.5,10.7,42.6,3.1,37.1,6.0,49.1,2.0,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,41.6,0.2,41.9,0.2,38.1,0.7,36.3,2.3,38.5,1.4,38.2,2.1,46.6,0.5,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,42.8,0.5,43.0,0.7,37.6,2.7,46.7,8.4,41.4,5.0,36.7,6.5,51.2,1.8,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,38.7,0.3,38.4,0.3,38.8,0.9,41.8,2.2,42.6,2.3,36.5,1.8,44.4,2.4,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
