B17010H_039M,B17010H_040E,B17010H_040M,B17010H_041E,B17010H_041M,GEO_ID,B17010H_001E,B17010H_001M,B17010H_002E,B17010H_002M,B17010H_003E,B17010H_003M,B17010H_004E,B17010H_004M,B17010H_005E,B17010H_005M,B17010H_006E,B17010H_006M,B17010H_007E,B17010H_007M,B17010H_008E,B17010H_008M,B17010H_009E,B17010H_009M,B17010H_010E,B17010H_010M,B17010H_011E,B17010H_011M,B17010H_012E,B17010H_012M,B17010H_013E,B17010H_013M,B17010H_014E,B17010H_014M,B17010H_015E,B17010H_015M,B17010H_016E,B17010H_016M,B17010H_017E,B17010H_017M,B17010H_018E,B17010H_018M,B17010H_019E,B17010H_019M,B17010H_020E,B17010H_020M,B17010H_021E,B17010H_021M,B17010H_022E,B17010H_022M,B17010H_023E,B17010H_023M,B17010H_024E,B17010H_024M,B17010H_025E,B17010H_025M,B17010H_026E,B17010H_026M,B17010H_027E,B17010H_027M,B17010H_028E,B17010H_028M,B17010H_029E,B17010H_029M,B17010H_030E,B17010H_030M,B17010H_031E,B17010H_031M,B17010H_032E,B17010H_032M,B17010H_033E,B17010H_033M,B17010H_034E,B17010H_034M,B17010H_035E,B17010H_035M,B17010H_036E,B17010H_036M,B17010H_037E,B17010H_037M,B17010H_038E,B17010H_038M,B17010H_039E,B17010H_039MA,B17010H_040MA,B17010H_040EA,B17010H_041EA,B17010H_041MA,NAME,B17010H_001MA,B17010H_001EA,B17010H_002EA,B17010H_002MA,B17010H_003EA,B17010H_003MA,B17010H_004MA,B17010H_004EA,B17010H_005MA,B17010H_005EA,B17010H_006MA,B17010H_006EA,B17010H_007EA,B17010H_007MA,B17010H_008EA,B17010H_008MA,B17010H_009MA,B17010H_009EA,B17010H_010MA,B17010H_010EA,B17010H_011MA,B17010H_011EA,B17010H_012EA,B17010H_012MA,B17010H_013EA,B17010H_013MA,B17010H_014MA,B17010H_014EA,B17010H_015MA,B17010H_015EA,B17010H_016MA,B17010H_016EA,B17010H_017EA,B17010H_017MA,B17010H_018EA,B17010H_018MA,B17010H_019MA,B17010H_019EA,B17010H_020MA,B17010H_020EA,B17010H_021MA,B17010H_021EA,B17010H_022EA,B17010H_022MA,B17010H_023EA,B17010H_023MA,B17010H_024EA,B17010H_024MA,B17010H_025EA,B17010H_025MA,B17010H_026EA,B17010H_026MA,B17010H_027MA,B17010H_027EA,B17010H_028EA,B17010H_028MA,B17010H_029EA,B17010H_029MA,B17010H_030EA,B17010H_030MA,B17010H_031EA,B17010H_031MA,B17010H_032MA,B17010H_032EA,B17010H_033MA,B17010H_033EA,B17010H_034MA,B17010H_034EA,B17010H_035MA,B17010H_035EA,B17010H_036EA,B17010H_036MA,B17010H_037EA,B17010H_037MA,B17010H_038MA,B17010H_038EA,B17010H_039EA,state
743,16624,1740,12137,1319,0400000US31,398135,5815,22419,1878,8002,882,4332,679,953,343,1636,468,1743,380,3670,656,14417,1684,2504,817,1941,613,896,529,349,218,696,340,563,381,11913,1612,11031,1577,3102,757,2372,702,5557,1079,882,364,375716,5630,323308,5376,143408,4041,30591,2623,27454,2004,85363,3085,179900,4829,52408,2718,16712,1452,9427,1099,1606,616,915,336,6906,950,7285,1215,35696,2435,23559,2136,4092,731,2843,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
669,20669,2353,19458,2339,0400000US32,377662,6886,21575,2943,10910,2490,4368,1617,1469,833,1286,1050,1613,685,6542,1892,10665,1713,1852,750,1044,553,259,253,0,297,785,466,808,540,8813,1580,7755,1461,2870,1052,1144,638,3741,936,1058,435,356087,6708,284173,6688,106005,4680,21717,2599,20775,2350,63513,3660,178168,5748,71914,4304,25068,2893,12887,2233,2467,1082,1152,904,9268,1537,12181,1998,46846,3514,27388,2774,4686,1286,2033,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
718,16827,1929,13120,1672,0400000US33,320350,5302,15499,1962,5182,950,2509,756,260,218,699,524,1550,483,2673,731,10317,1839,1148,580,997,554,340,414,72,91,585,347,151,156,9169,1784,8561,1736,2598,890,1930,757,4033,1223,608,352,304851,5505,252788,5882,113298,3898,19768,2031,18459,2027,75071,3889,139490,4383,52063,3487,17031,2145,9983,1778,2195,755,538,280,7250,1331,7048,1193,35032,2765,21912,2192,2877,980,2208,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
1257,58650,4155,82738,3872,0400000US34,1435802,12007,45583,3714,22514,2940,10353,2047,1540,534,2931,873,5882,1614,12161,1855,23069,2438,3272,905,1750,709,206,195,330,319,1214,584,1522,629,19797,2444,16692,2207,3719,968,2677,1113,10296,1758,3105,860,1390219,11797,1167797,13054,528468,8101,105594,4828,89693,3769,333181,7761,639329,9807,222422,7502,65807,4365,27445,3325,4433,1674,2567,892,20445,2734,38362,2701,156615,5753,73877,4376,8167,1240,7060,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
582,9992,1846,9839,1261,0400000US35,229565,5452,14243,1837,6002,1059,3235,882,1186,642,584,361,1465,502,2767,695,8241,1472,1522,630,1127,521,214,247,68,115,845,474,395,303,6719,1332,6092,1222,1254,617,1922,762,2916,944,627,393,215322,5710,182702,5719,62939,3134,11351,1492,11326,1657,40262,2722,119763,4800,32620,2817,10416,1738,6249,1523,687,333,678,637,4884,1310,4167,945,22204,2252,12365,1934,1120,404,1253,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
1975,141897,6798,173879,5910,0400000US36,2934826,19830,174907,7242,86023,5652,45141,3785,8764,1655,14481,2196,21896,2733,40882,3704,88884,4467,15450,1961,10976,1682,2326,718,2017,690,6633,1169,4474,1089,73434,4311,61151,3637,15472,2236,11362,1737,34317,2738,12283,1875,2759919,19288,2253368,19055,957288,13226,192990,6972,166121,6372,598177,9668,1296080,14467,506551,11749,156080,7189,72738,4869,16040,2561,6406,1368,50292,3899,83342,4870,350471,10684,176592,7641,20360,2287,14335,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
1801,70618,4407,62309,4066,0400000US37,1631466,13157,114591,6116,48981,3747,25268,2768,3500,1059,8251,1471,13517,2141,23713,2620,65610,4578,11304,1438,7951,1261,2269,857,740,296,4942,1077,3353,1062,54306,4317,49304,3964,11439,1908,9765,2173,28100,3214,5002,994,1516875,14158,1290035,14202,530802,8913,115584,5482,96103,4904,319115,7318,759233,11514,226840,7950,74357,4397,40077,3590,8327,1932,2920,877,28830,2675,34280,2664,152483,6531,90174,5086,11316,1818,8240,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
301,5211,874,4647,935,0400000US38,154775,3464,9896,1578,3862,848,1711,585,535,427,398,255,778,335,2151,537,6034,1192,951,437,747,446,429,389,81,91,237,191,204,157,5083,1152,4577,1031,1443,628,965,491,2169,666,506,421,144879,3515,127303,3218,52985,2596,9883,1380,10073,1272,33029,1831,74318,2454,17576,1723,6143,891,3301,670,614,322,105,94,2582,576,2842,582,11433,1396,6786,1065,961,415,614,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
2157,120588,5249,120350,5298,0400000US39,2538403,16524,186883,7253,69601,4554,40885,3578,8419,1837,11784,1716,20682,2140,28716,2445,117282,6424,18457,2658,14640,2546,4537,1468,2895,942,7208,1919,3817,936,98825,6021,88459,5583,25138,2952,19227,2541,44094,3547,10366,1622,2351520,17504,1940585,17211,823928,12110,152381,5628,156489,5640,515058,10552,1116657,13815,410935,9350,126848,5396,70829,4674,14315,2402,6547,1367,49967,3891,56019,4014,284087,7956,163737,6098,25369,2860,17780,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1069,32881,2832,26351,2223,0400000US40,703501,8771,70333,4300,29537,2749,16310,1981,3322,841,5501,1118,7487,1159,13227,1794,40796,3309,5172,1091,4020,1000,1115,504,988,550,1917,624,1152,549,35624,3240,31620,3121,8035,1980,7196,1632,16389,2120,4004,968,633168,9289,531820,9682,213890,5897,40922,2609,40392,2797,132576,4836,317930,6883,101348,4301,32738,2636,18248,1947,3438,1076,1866,707,12944,1570,14490,1732,68610,3430,42259,3032,5442,1197,3936,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1296,39635,3265,30896,2201,0400000US41,772789,8766,62593,3606,23289,2557,11770,1898,2085,786,5269,1500,4416,954,11519,1905,39304,3288,5513,1342,3960,1113,921,665,680,569,2359,856,1553,735,33791,3109,29878,2841,7665,1718,4886,1239,17327,2032,3913,1212,710196,8400,589983,9396,233272,6431,47919,3259,42826,3610,142527,5147,356711,6996,120213,5145,39036,3295,22808,2504,3527,1148,2110,852,17171,1980,16228,1980,81177,4392,50281,3941,5467,1591,5179,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
1731,122970,5930,136595,5057,0400000US42,2724159,17594,159673,5904,65115,4366,35736,3462,6051,1302,10037,1744,19648,2436,29379,2509,94558,4416,13978,1755,10262,1439,2772,768,1609,524,5881,1055,3716,1026,80580,4158,70022,4219,17776,2229,15721,2265,36525,2926,10558,1446,2564486,16706,2132127,18427,864274,12155,159621,4679,145956,5483,558697,9584,1267853,14028,432359,10044,140364,5870,71711,5181,17612,2122,4465,939,49634,4368,68653,4091,291995,8506,155400,6684,19699,2201,12731,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
469,11838,1527,12472,1556,0400000US44,212253,4656,10399,1719,2674,756,1090,440,267,242,359,235,464,300,1584,589,7725,1546,1345,799,986,729,658,674,82,99,246,266,359,339,6380,1377,5337,1211,1136,484,1542,672,2659,907,1043,619,201854,4547,164883,4809,66802,3306,12732,1854,11988,1756,42082,2770,98081,4215,36971,2920,9964,1461,3604,966,1547,625,139,131,1918,655,6360,1273,27007,2249,14535,1818,1733,757,964,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
1051,30571,2401,32818,2679,0400000US45,750934,9216,54156,3231,23832,2321,13619,1923,3958,1580,3573,1030,6088,1145,10213,1525,30324,2912,4113,1138,2614,888,1246,829,285,295,1083,487,1499,679,26211,2734,23700,2567,6827,1458,3502,959,13371,2071,2511,815,696778,8780,591802,8879,237469,6298,46947,3225,44211,3070,146311,4783,354333,7607,104976,4019,32515,3039,19614,2489,4129,1246,1652,755,13833,2026,12901,1825,72461,3176,39643,2998,5180,1196,3892,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
553,7442,1178,6087,998,0400000US46,182982,3460,11919,1568,5585,1215,2952,773,202,167,920,362,1830,704,2633,662,6334,1239,1245,604,881,504,548,410,155,197,178,123,364,356,5089,1109,4611,1091,1815,655,891,452,1905,712,478,256,171063,3604,146146,3860,60502,2667,10140,1356,11931,1496,38431,2160,85644,2907,24917,2119,8859,1259,5511,1129,1542,669,581,356,3388,749,3348,690,16058,1632,9971,1313,1394,455,1135,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
1520,55055,3607,57903,4093,0400000US47,1290322,12959,130409,7294,62174,4372,35504,3191,7530,1420,10754,1819,17220,1900,26670,2838,68235,5069,10459,1658,7332,1474,2213,941,1351,649,3768,1044,3127,827,57776,4844,49989,4760,12149,2622,9852,2082,27988,3126,7787,1352,1159913,14059,967588,14552,399712,8194,78799,4617,73476,4060,247437,6645,567876,10723,192325,7708,60419,4402,34548,3493,8122,2156,2661,965,23765,3013,25871,3037,131906,5804,74003,4407,11611,1909,7337,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
2873,134940,5645,117169,5833,0400000US48,2978144,19250,180044,6809,80431,4355,44465,3033,10345,1694,12582,1697,21538,2145,35966,3209,99613,4974,15461,2280,11654,1965,3188,1121,1571,656,6895,1362,3807,1107,84152,4614,73889,4556,15117,2265,17436,2595,41336,3722,10263,1441,2798100,19449,2367498,19894,992837,13329,199352,7269,185851,6519,607634,11930,1374661,14875,430602,11846,132858,7279,75967,5441,11380,1885,7183,1449,57404,4483,56891,3834,297744,8994,180575,7384,27500,3204,18135,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
1074,21108,2681,18878,1748,0400000US49,510157,6948,31174,2774,16768,1787,9990,1285,4222,993,3254,935,2514,639,6778,1532,14406,2021,1986,732,1183,549,306,208,68,95,809,507,803,478,12420,1860,10811,1775,2399,818,2324,793,6088,1558,1609,540,478983,7384,411784,8555,218011,6058,50894,3396,63574,4256,103543,3977,193773,6325,67199,5128,19531,2301,12148,2073,1889,693,2241,1344,8018,1504,7383,1225,47668,4101,28790,3455,3532,1019,4150,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
404,7731,1222,7079,945,0400000US50,151897,3545,11289,1700,4107,945,2423,815,397,302,847,493,1179,500,1684,523,7182,1346,1426,502,1160,500,480,369,37,46,643,320,266,151,5756,1163,5317,1098,1221,629,1298,549,2798,756,439,299,140608,3569,113194,3935,44371,2537,7649,1022,6392,841,30330,2093,68823,3212,27414,1902,9906,1421,6850,1374,1315,636,335,265,5200,1113,3056,713,17508,1529,10429,1161,1810,561,888,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1690,59210,3873,56027,3859,0400000US51,1382874,13808,67166,4526,30903,2436,15960,2076,3774,1128,4373,1149,7813,1239,14943,1704,36263,3407,5129,1061,3971,953,419,330,391,320,3161,830,1158,521,31134,3221,25639,3049,6423,1618,5248,1572,13968,2061,5495,1197,1315708,13486,1121688,14634,475364,8694,97017,4267,82370,4377,295977,8212,646324,9805,194020,7536,59285,3640,33961,2949,7927,1864,2389,826,23645,2295,25324,2546,134735,6137,78708,4585,13390,2057,6108,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
1582,67454,4029,49212,3323,0400000US53,1263815,12352,79717,4597,31653,3166,16343,2149,3493,1071,5321,1235,7529,1255,15310,2201,48064,3471,6759,1353,5616,1268,855,393,743,364,4018,1160,1143,528,41305,3041,38243,2826,10881,2367,6502,1165,20860,2289,3062,884,1184098,13393,984017,12729,403536,9308,76425,4791,72763,4042,254348,6878,580481,10368,200081,7147,61721,3430,37482,2901,7138,1405,3343,1163,27001,2485,24239,2356,138360,5764,89148,4624,12685,2369,9009,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
784,14953,1971,25404,2677,0400000US54,477705,6551,64811,4696,29766,2851,17116,2367,3194,864,3759,924,10163,2085,12650,1764,35045,3345,6716,1409,4895,1374,1512,790,844,548,2539,950,1821,730,28329,3016,23350,2560,4779,1133,4648,1186,13923,2119,4979,1135,412894,7686,345774,7553,127998,5079,22282,2477,20118,2155,85598,3969,217776,6591,67120,4033,21851,2617,10888,2040,2633,1158,1163,536,7092,1643,10963,1702,45269,3083,19865,2235,2876,776,2036,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1389,56333,3520,46977,3053,0400000US55,1276112,10806,59926,3456,21175,1711,11040,1125,1853,478,3436,712,5751,881,10135,1246,38751,3107,6558,1000,5537,1010,2034,745,524,354,2979,766,1021,332,32193,2830,29012,2908,8395,1498,6384,1156,14233,2020,3181,762,1216186,11157,1025342,11084,425385,6895,82967,3876,78407,3573,264011,5416,599957,8586,190844,6229,69071,3974,40576,2878,8936,1339,3729,1060,27911,2304,28495,2732,121773,4891,74796,3882,10757,1612,7706,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
383,5006,1174,2793,699,0400000US56,122768,3287,6275,1231,3030,791,1683,616,492,430,566,286,625,343,1347,512,3245,940,264,202,264,202,0,258,0,258,264,202,0,258,2981,903,2716,863,998,455,613,531,1105,600,265,215,116493,3200,99636,3126,38602,2015,8009,1204,6118,1112,24475,1916,61034,2734,16857,1964,7740,1325,4829,1119,1679,698,258,210,2892,763,2911,866,9117,1375,6324,1174,694,356,624,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
101,968,493,424,282,0400000US72,12311,1608,3016,811,1765,597,851,466,0,280,267,322,584,325,914,384,1251,466,93,112,56,94,56,94,0,280,0,280,37,62,1158,445,987,422,35,60,221,210,731,386,171,142,9295,1446,7397,1263,3080,884,870,459,259,208,1951,706,4317,850,1898,608,317,209,155,154,0,280,0,280,155,154,162,143,1581,545,1157,496,128,156,61,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
