GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001EA,C25055_001MA,C25055_002EA,C25055_002MA,C25055_003MA,C25055_003EA,C25055_004MA,C25055_004EA,C25055_005MA,C25055_005EA,state
0400000US44,146580,4631,104724,4475,16868,2023,8191,1238,16797,1721,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,434611,10278,354765,9446,41017,2664,20804,2188,18025,1936,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,85794,3356,62655,2804,7256,1351,4958,873,10925,1158,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,662081,13355,542624,12336,55930,3838,33565,2455,29962,2347,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2635115,26681,2212626,25205,213328,8174,101727,5064,107434,4737,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,219795,6838,191903,6560,14326,1957,6282,1126,7284,958,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,66928,3030,52243,2703,5509,1120,3957,821,5219,762,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,820686,13392,657433,11961,74955,4076,41474,3605,46824,3110,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,824078,11486,657525,10528,77695,4700,39258,3308,49600,3020,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,152856,5850,118471,5172,17123,2083,8735,1491,8527,1301,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,631793,10103,475582,9626,56436,3521,34833,1911,64942,2802,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,52235,2972,42742,2632,4560,991,1901,550,3032,610,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,220416,6529,165845,5466,25371,2603,16258,1620,12942,1678,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
