B08513_029E,B08513_029M,B08513_030E,B08513_030M,B08513_031E,B08513_031M,B08513_032E,B08513_032M,B08513_033E,B08513_033M,B08513_034E,B08513_034M,B08513_035E,B08513_035M,B08513_036E,B08513_036M,B08513_037E,B08513_037M,B08513_038E,B08513_038M,B08513_039E,B08513_039M,B08513_040E,B08513_040M,B08513_041E,B08513_041M,B08513_042E,B08513_042M,B08513_043E,B08513_043M,B08513_044E,B08513_044M,B08513_045E,B08513_045M,B08513_046E,B08513_046M,B08513_047E,B08513_047M,B08513_048E,B08513_048M,B08513_049E,B08513_049M,B08513_050E,B08513_050M,B08513_051E,B08513_051M,B08513_052E,B08513_052M,B08513_053E,B08513_053M,B08513_054E,B08513_054M,B08513_055E,B08513_055M,B08513_056E,B08513_056M,GEO_ID,B08513_001E,B08513_001M,B08513_002E,B08513_002M,B08513_003E,B08513_003M,B08513_004E,B08513_004M,B08513_005E,B08513_005M,B08513_006E,B08513_006M,B08513_007E,B08513_007M,B08513_008E,B08513_008M,B08513_009E,B08513_009M,B08513_010E,B08513_010M,B08513_011E,B08513_011M,B08513_012E,B08513_012M,B08513_013E,B08513_013M,B08513_014E,B08513_014M,B08513_015E,B08513_015M,B08513_016E,B08513_016M,B08513_017E,B08513_017M,B08513_018E,B08513_018M,B08513_019E,B08513_019M,B08513_020E,B08513_020M,B08513_021E,B08513_021M,B08513_022E,B08513_022M,B08513_023E,B08513_023M,B08513_024E,B08513_024M,B08513_025E,B08513_025M,B08513_026E,B08513_026M,B08513_027E,B08513_027M,B08513_028E,B08513_028M,B08513_029EA,B08513_029MA,B08513_030EA,B08513_030MA,B08513_031MA,B08513_031EA,B08513_032MA,B08513_032EA,B08513_033MA,B08513_033EA,B08513_034EA,B08513_034MA,B08513_035MA,B08513_035EA,B08513_036MA,B08513_036EA,B08513_037MA,B08513_037EA,B08513_038MA,B08513_038EA,B08513_039MA,B08513_039EA,B08513_040MA,B08513_040EA,B08513_041EA,B08513_041MA,B08513_042EA,B08513_042MA,B08513_043EA,B08513_043MA,B08513_044MA,B08513_044EA,B08513_045MA,B08513_045EA,B08513_046EA,B08513_046MA,B08513_047EA,B08513_047MA,B08513_048EA,B08513_048MA,B08513_049MA,B08513_049EA,B08513_050MA,B08513_050EA,B08513_051EA,B08513_051MA,B08513_052EA,B08513_052MA,B08513_053EA,B08513_053MA,B08513_054MA,B08513_054EA,B08513_055MA,B08513_055EA,B08513_056EA,B08513_056MA,NAME,B08513_001EA,B08513_001MA,B08513_002EA,B08513_002MA,B08513_003EA,B08513_003MA,B08513_004MA,B08513_004EA,B08513_005MA,B08513_005EA,B08513_006MA,B08513_006EA,B08513_007EA,B08513_007MA,B08513_008EA,B08513_008MA,B08513_009MA,B08513_009EA,B08513_010MA,B08513_010EA,B08513_011MA,B08513_011EA,B08513_012EA,B08513_012MA,B08513_013EA,B08513_013MA,B08513_014MA,B08513_014EA,B08513_015MA,B08513_015EA,B08513_016MA,B08513_016EA,B08513_017MA,B08513_017EA,B08513_018EA,B08513_018MA,B08513_019EA,B08513_019MA,B08513_020MA,B08513_020EA,B08513_021MA,B08513_021EA,B08513_022MA,B08513_022EA,B08513_023EA,B08513_023MA,B08513_024EA,B08513_024MA,B08513_025MA,B08513_025EA,B08513_026MA,B08513_026EA,B08513_027MA,B08513_027EA,B08513_028MA,B08513_028EA,state
277003,11364,491622,14666,285339,10844,206283,8242,471640,14337,278803,9459,99029,7086,44777,4810,54252,4646,93808,5283,54791,4081,39017,3646,165192,8778,116278,7557,24054,2750,10415,2044,13639,2007,24860,3316,15617,2483,9243,2050,291801,11018,220135,8222,34747,3731,15617,2598,19130,2809,36919,4107,22402,3497,14517,2259,0400000US36,8693739,33267,6311260,34247,1158034,18432,599837,16535,558197,14638,1224445,21025,739406,17148,485039,12357,4708597,28252,3895260,25419,348236,10358,213869,8864,134367,6777,465101,16145,299293,12057,165808,8408,667134,17304,449650,12176,105349,7684,45543,4497,59806,5674,112135,7726,61964,4801,50171,5470,2389375,26000,1351134,20164,546619,13974,269616,11390,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
2781,1208,3803,1598,2197,1290,1606,981,53652,4681,44138,3819,6649,2370,1527,693,5122,2136,2865,956,1397,653,1468,684,54670,4856,44999,4598,6992,1898,1665,963,5327,1748,2679,1139,1627,709,1052,918,124086,6185,115569,6241,4462,1571,2469,1133,1993,978,4055,935,2791,732,1264,567,0400000US37,3907957,20742,3517378,22774,263050,7197,94458,5967,168592,6328,127529,5676,83202,5101,44327,3789,3179452,22238,2922243,24261,163667,6601,75244,4964,88423,4863,93542,5285,63230,4712,30312,3106,463425,13363,364682,12931,78158,4719,13212,2106,64946,4629,20585,2687,11960,2107,8625,1817,32672,3220,25747,2513,3122,1247,341,314,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0,268,45,76,45,76,0,268,13386,1533,12527,1420,110,125,84,120,26,32,749,386,683,377,66,68,4486,963,4079,928,82,109,29,52,53,87,325,202,101,101,224,172,17244,1533,16435,1407,182,189,182,189,0,268,627,386,568,378,59,70,0400000US38,345718,4469,329333,4772,5468,1021,3697,846,1771,549,10917,1563,8565,1387,2352,611,271136,4435,259906,4509,3777,917,2768,777,1009,454,7453,1242,6016,1133,1437,443,38142,2762,35107,2499,1317,467,634,307,683,332,1718,755,1152,454,566,427,1324,418,1279,406,0,268,0,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
299,325,3509,909,2144,658,1365,638,97456,5990,86499,5531,2790,1281,1556,1208,1234,600,8167,1520,5929,1236,2238,735,51844,3721,45175,3560,1535,693,861,533,674,421,5134,1095,4044,1039,1090,470,155538,5349,144899,5002,2249,658,1569,571,680,386,8390,1619,5853,1599,2537,756,0400000US39,5195684,24512,4884047,25614,107357,4861,67713,3641,39644,3310,204280,7648,141713,5813,62567,4224,4364679,25231,4138608,25583,76689,4617,52670,3608,24019,2747,149382,6674,106252,5295,43130,3304,435316,11798,384495,11197,21123,2849,8385,1505,12738,2206,29698,3058,17491,2336,12207,1912,90851,6288,84371,6376,2971,903,2672,854,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
297,365,385,349,295,304,90,115,27148,3196,23804,3009,1510,925,559,432,951,845,1834,1180,1332,1052,502,358,23543,2878,20372,2545,2397,928,846,598,1551,733,774,434,494,370,280,267,50613,3562,47888,3373,1826,783,806,419,1020,555,899,393,736,374,163,162,0400000US40,1538895,13673,1402458,14048,91346,4037,39896,3133,51450,3490,45091,4067,30255,3739,14836,2203,1261622,15036,1161648,14817,64320,4241,32615,2926,31705,3053,35654,3636,23852,3144,11802,2209,167271,7691,140841,6623,20885,2720,4959,1237,15926,2831,5545,1131,3546,891,1999,645,8698,1822,7905,1714,408,403,111,152,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
4612,1370,7362,1414,4238,1126,3124,871,53890,3978,45279,3461,6066,1582,2384,1004,3682,1555,2545,914,1439,529,1106,627,43193,3385,37266,3260,3290,969,1711,793,1579,728,2637,781,1946,739,691,360,85768,4724,78346,4703,3519,1143,2204,964,1315,740,3903,935,2617,839,1286,581,0400000US41,1716891,12393,1480038,12448,144138,6577,56961,5405,87177,5721,92715,4922,57792,4387,34923,2768,1266194,14640,1111016,13535,92592,6037,38917,4358,53675,4327,62586,4045,40175,3468,22411,2374,197459,8288,152713,6000,31064,4316,8750,1927,22314,3833,13682,2240,7377,1712,6305,1361,70387,4402,55418,3549,7607,1688,2995,1044,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
8175,1853,23844,2557,15306,2057,8538,1485,200322,8218,173733,7207,10676,1930,6074,1174,4602,1489,15913,2516,10057,1939,5856,1828,59979,4683,48556,3818,2897,1036,1347,701,1550,652,8526,2139,4935,1519,3591,1069,171801,6570,151962,5764,4710,1855,3764,1577,946,867,15129,2158,10366,1659,4763,1347,0400000US42,5455635,25275,4988621,25605,168330,6576,101229,5701,67101,5463,298684,11124,189543,7865,109141,7473,4212524,24848,3926281,26234,102450,4650,65502,4113,36948,3857,183793,8105,125458,6320,58335,4800,526194,12736,445266,10551,29449,3632,14569,2836,14880,2129,51479,5865,23421,3066,28058,5727,284815,9914,242823,9265,18148,2760,9973,2238,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1387,1178,1194,637,467,339,727,551,12435,3085,7722,1446,2395,1436,281,290,2114,1420,2318,1830,793,506,1525,1780,6163,1556,4365,1291,1219,785,223,307,996,722,579,396,223,213,356,331,13924,1815,11722,1698,1307,558,730,440,577,406,895,466,639,388,256,267,0400000US44,471613,8269,388391,7771,36748,3423,16139,2128,20609,3249,46474,3544,29142,2675,17332,2609,387778,8468,330361,7946,22847,2439,12152,1865,10695,2332,34570,3031,22963,2395,11607,1782,41174,4465,27710,3049,6546,2155,1706,925,4840,1811,6918,1549,4057,1079,2861,1005,10139,2075,6511,1423,2434,1345,1047,596,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
346,382,570,436,108,140,462,416,27514,3115,23376,2807,2208,848,456,288,1752,781,1930,1184,748,479,1182,1142,27023,3132,23060,2835,2416,872,375,389,2041,822,1547,714,982,536,565,417,44577,3365,41850,3255,1346,578,836,478,510,343,1381,526,1162,495,219,181,0400000US45,1822503,17056,1701215,17416,73193,3997,26376,2915,46817,3599,48095,5208,30259,2864,17836,3786,1497530,17501,1420875,16971,40950,3401,19644,2557,21306,2212,35705,5031,23512,2739,12193,3395,213695,9135,181068,8452,25665,3617,4803,1045,20862,3258,6962,1465,3747,1049,3215,905,12164,2225,10986,2090,608,452,262,255,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0,268,61,81,61,81,0,268,15374,1732,14013,1599,485,306,349,290,136,118,876,443,440,230,436,326,4072,848,3866,814,15,25,0,268,15,25,191,176,117,130,74,123,23233,2286,22297,2171,169,162,169,162,0,268,767,413,368,201,399,335,0400000US46,385189,5237,365929,5567,6849,1170,3817,953,3032,693,12411,2162,7993,1338,4418,1543,299377,4990,286682,4894,4373,887,2418,674,1955,620,8322,1437,5999,1207,2323,871,41955,3114,37954,2918,1807,771,881,577,926,436,2194,1248,1008,412,1186,1044,1178,494,1117,509,0,268,0,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
66,110,587,440,467,392,120,148,36403,3774,31690,3162,1895,992,904,659,991,736,2818,1753,1775,1048,1043,957,29867,3453,27791,3342,1251,715,307,394,944,582,825,404,587,327,238,197,73541,4999,69067,4826,2535,1090,2178,1059,357,300,1939,604,1621,644,318,236,0400000US47,2704348,15751,2539105,16919,93318,4913,40841,4279,52477,4849,71925,5397,47237,4406,24688,3230,2263836,18807,2145141,18425,61134,4260,31719,3723,29415,3692,57561,4604,38621,4001,18940,2445,283311,10659,249102,9744,26014,3477,5310,1432,20704,3549,8195,1638,4166,1036,4029,1201,17390,2654,16314,2426,489,311,423,290,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
39756,5553,9253,1705,5962,1629,3291,951,146042,7639,89229,5723,47438,4440,20381,3150,27057,3332,9375,1874,6268,1483,3107,968,170149,8904,96033,5862,66807,6144,26821,3179,39986,5075,7309,1469,5457,1307,1852,662,331556,10230,259884,8507,52506,5075,29332,3509,23174,3225,19166,3615,13686,3117,5480,1289,0400000US48,9943499,32950,6682730,31688,2782038,26025,1490497,21785,1291541,23206,478731,11318,318421,10329,160310,7134,7889896,34901,5485877,31652,2029732,21996,1194066,19950,835666,18223,374287,11700,256453,10493,117834,6215,1240857,21185,657672,14859,523844,14559,197942,8536,325902,13386,59341,4882,30595,3243,28746,3659,164999,9561,94035,6142,61711,6369,21955,3198,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
2663,1415,2004,774,1407,736,597,350,23795,3083,19999,2812,2504,759,1346,569,1158,604,1292,534,1114,489,178,236,18873,2235,15373,1938,2262,725,1300,551,962,533,1238,591,515,320,723,593,54103,3911,49528,3896,2855,870,1860,661,995,615,1720,460,1311,454,409,299,0400000US49,1150730,8983,982260,9756,107146,4929,50404,4087,56742,3984,61324,3453,44984,3280,16340,2169,880457,10611,757265,10518,77584,4827,37384,3996,40200,3817,45608,2989,34396,2727,11212,1976,146607,7122,118290,6017,18855,2936,8091,1736,10764,2358,9462,1621,6241,1343,3221,1024,26895,2850,21805,2279,3086,1468,423,269,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0,268,328,289,73,100,255,273,16540,2135,15727,2109,81,114,81,114,0,268,732,296,326,181,406,278,4749,1030,4277,932,46,54,27,42,19,33,426,386,296,353,130,153,17384,1626,16434,1484,36,43,17,30,19,32,914,550,869,543,45,65,0400000US50,312278,4427,297387,4526,1694,517,1371,476,323,173,13197,1976,9873,1594,3324,932,235329,5294,225184,5125,1390,472,1165,437,225,133,8755,1546,6901,1349,1854,610,35670,2656,33487,2570,141,183,81,147,60,111,2042,578,1408,482,634,323,2606,952,2278,852,0,268,0,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
7821,2001,9591,1737,6395,1224,3196,1124,62744,4971,50716,4043,5501,1860,1763,882,3738,1523,6527,1658,3582,1114,2945,1111,45714,3705,37399,3490,4665,1279,768,501,3897,1148,3650,1223,2442,1119,1208,594,126001,6623,112776,5952,5042,1312,2811,886,2231,890,8183,1527,5578,1163,2605,876,0400000US51,3533270,19125,3073423,19991,213509,7074,94965,6343,118544,6430,246338,9678,163301,7194,83037,5169,2818333,19041,2499089,20036,130430,6501,71190,5075,59240,5254,188814,8465,128868,6514,59946,4622,391566,10983,304524,10316,57469,5120,15852,2730,41617,3971,29573,3399,16436,2296,13137,2371,88912,5308,68919,4280,10402,1977,2581,942,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
6353,2411,19714,2664,10849,2131,8865,1912,81817,4818,71370,4116,3595,1093,1884,589,1711,834,6852,1352,3817,1033,3035,860,47626,3656,40843,3316,3016,896,1399,634,1617,658,3767,1100,2241,823,1526,724,132979,6674,118719,6318,5398,1604,2937,1161,2461,998,8862,1719,4643,1042,4219,1196,0400000US53,2861021,18188,2409141,20021,193253,6419,85971,6281,107282,5392,258627,11137,148694,8194,109933,6488,2125637,17510,1825640,18297,124419,5737,65025,5399,59394,4642,175578,9213,105181,6788,70397,5327,338928,11573,248201,10441,46873,4429,11127,1687,35746,4223,43854,4423,21963,2798,21891,2975,134034,6736,104368,5414,9952,2650,3599,1103,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0,268,157,129,33,57,124,116,17987,2113,17524,2107,141,113,118,113,23,6,322,222,222,173,100,129,8170,1444,7907,1382,0,268,0,268,0,268,263,341,66,116,197,323,20722,2853,20574,2793,0,268,0,268,0,268,148,218,148,218,0,268,0400000US54,692130,9528,676859,9038,6134,1173,3512,844,2622,788,9137,1569,6151,1321,2986,768,571792,9658,559718,9294,4825,1045,3066,733,1759,615,7249,1414,4990,1274,2259,604,69374,5007,67208,4892,1168,508,328,264,840,503,998,417,692,350,306,244,4085,1050,3928,1035,0,268,0,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
1940,704,2258,686,1586,603,672,351,79191,4760,71446,4202,3142,888,1542,658,1600,581,4603,1121,3393,915,1210,571,43464,2827,39404,2662,1839,574,1168,414,671,347,2221,520,1517,405,704,344,104037,3853,97275,3685,1998,512,1286,442,712,287,4764,892,3743,845,1021,364,0400000US55,2663113,15298,2470574,15773,101069,4206,50020,3538,51049,3335,91470,4639,64292,4252,27178,2450,2158814,16546,2024322,16570,68593,3481,37085,2982,31508,2644,65899,4458,46714,3755,19185,2211,237925,7452,204479,6154,21721,3364,7103,1673,14618,2764,11725,2053,7339,1439,4386,1458,39682,3232,33648,3056,3776,1013,1836,606,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0,268,68,108,68,108,0,268,11431,1961,10639,1952,400,267,145,154,255,223,392,361,392,361,0,268,4589,1130,4380,1095,149,176,0,268,149,176,60,100,60,100,0,268,14634,1723,14243,1711,169,162,123,140,46,77,222,189,141,133,81,94,0400000US56,262992,4750,249295,4846,9116,1598,5538,1236,3578,985,4581,1133,3983,1062,598,272,194862,5078,184904,5158,6769,1391,4020,967,2749,921,3189,887,2802,876,387,233,33583,3069,31304,2986,1629,593,1250,568,379,230,650,317,520,328,130,141,3893,1032,3825,1029,0,268,0,268,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
30933,2672,0,268,0,268,0,268,45900,3266,1807,565,44027,3257,5970,1182,38057,2800,66,111,0,268,66,111,34619,3267,1306,543,33243,3148,4438,954,28805,3050,70,115,70,115,0,268,20627,2272,608,276,19759,2224,5743,1293,14016,1711,260,217,212,211,48,79,0400000US72,1163976,13505,37948,3585,1123410,13518,244329,8878,879081,13520,2618,765,1493,507,1125,644,885299,13062,27270,3000,856194,13025,198940,7989,657254,11956,1835,664,1154,472,681,437,139930,6632,5238,1035,134305,6605,24289,2764,110016,5680,387,447,57,96,330,437,37601,2914,1719,524,35882,2790,4949,1097,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
