GEO_ID,B12002G_001E,B12002G_001M,B12002G_002E,B12002G_002M,B12002G_003E,B12002G_003M,B12002G_004E,B12002G_004M,B12002G_005E,B12002G_005M,B12002G_006E,B12002G_006M,B12002G_007E,B12002G_007M,B12002G_008E,B12002G_008M,B12002G_009E,B12002G_009M,B12002G_010E,B12002G_010M,B12002G_011E,B12002G_011M,B12002G_012E,B12002G_012M,B12002G_013E,B12002G_013M,NAME,B12002G_001EA,B12002G_001MA,B12002G_002EA,B12002G_002MA,B12002G_003MA,B12002G_003EA,B12002G_004MA,B12002G_004EA,B12002G_005MA,B12002G_005EA,B12002G_006MA,B12002G_006EA,B12002G_007EA,B12002G_007MA,B12002G_008EA,B12002G_008MA,B12002G_009MA,B12002G_009EA,B12002G_010MA,B12002G_010EA,B12002G_011MA,B12002G_011EA,B12002G_012EA,B12002G_012MA,B12002G_013EA,B12002G_013MA,state
0400000US36,173051,9017,81368,5676,39244,3913,30271,2892,4239,1168,1114,450,6500,1920,91683,5696,41951,4015,29999,2583,4049,1001,5863,1155,9821,1641,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,66022,4828,32194,3607,14310,2381,12927,2110,958,601,907,624,3092,1005,33828,3150,11404,2136,12521,1832,2545,1155,2015,566,5343,1312,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,3416,894,1795,646,1242,552,543,311,0,203,0,203,10,19,1621,535,709,401,637,245,16,30,87,76,172,166,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,84928,5377,39384,3341,18956,2379,14377,1678,323,290,951,450,4777,1002,45544,3672,19786,2764,15700,2149,1221,485,3251,1124,5586,1087,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,131136,6010,64371,4139,24973,3253,27978,2280,1560,849,1476,546,8384,1299,66765,3822,18778,2213,30632,2570,1498,670,6190,1130,9667,1479,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,64516,4272,32886,3246,14819,2283,13343,2015,508,442,280,227,3936,1004,31630,2403,11812,1999,12803,1871,840,499,1636,608,4539,1007,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,67786,4029,30775,2694,15701,1947,11070,1554,745,409,330,219,2929,891,37011,3020,17347,2061,11617,1594,1118,413,1691,549,5238,1117,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,10802,2377,4480,1438,2532,1136,1262,620,74,125,0,284,612,473,6322,1546,2807,981,2011,767,246,218,494,340,764,526,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,23893,3102,11471,1803,4895,1268,4448,864,388,337,149,136,1591,874,12422,2042,4275,1160,4826,1156,692,476,1146,604,1483,703,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,5265,1239,2429,791,914,407,1137,535,66,108,14,30,298,338,2836,872,1066,490,1134,505,90,117,120,123,426,346,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,35211,3290,16470,2175,6900,1457,6303,1283,951,635,237,191,2079,588,18741,2109,5761,1171,6618,1310,671,441,1662,731,4029,877,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,208919,10121,103209,6175,39886,4556,48948,3934,3718,1362,1513,556,9144,1681,105710,5671,33494,3414,46803,3616,3763,1057,7413,1452,14237,1970,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,18127,2425,9432,1689,4020,1175,4677,1007,58,111,120,152,557,316,8695,1513,3795,959,3062,785,336,282,396,289,1106,565,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5845,740,2360,454,982,335,1053,326,44,65,18,39,263,157,3485,561,675,285,1265,375,64,79,297,217,1184,445,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,70308,5257,33817,3348,14177,2386,14305,1953,516,448,737,601,4082,1242,36491,3707,15812,2264,14017,2119,1122,785,1956,953,3584,1206,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,120936,6096,53810,3598,25931,2585,20071,2228,1319,1064,808,423,5681,1586,67126,4300,31744,2948,20229,2219,3034,896,3293,1186,8826,1516,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,11687,1608,5823,1099,2438,743,2479,714,0,266,187,151,719,388,5864,1070,1976,730,2268,696,120,127,590,266,910,446,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31600,3009,15794,1803,9070,1487,5092,1052,48,60,238,186,1346,634,15806,1973,7279,1365,5205,925,125,121,807,440,2390,720,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,6008,1037,2730,664,990,484,1265,441,0,258,0,258,475,340,3278,921,675,370,1683,806,0,258,462,438,458,304,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,140458,7659,70144,4845,27004,3080,32981,2664,2380,818,1477,656,6302,1328,70314,4510,23590,2419,26516,2070,3998,907,6212,1156,9998,1588,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
