GEO_ID,B01001I_001E,B01001I_001M,B01001I_002E,B01001I_002M,B01001I_003E,B01001I_003M,B01001I_004E,B01001I_004M,B01001I_005E,B01001I_005M,B01001I_006E,B01001I_006M,B01001I_007E,B01001I_007M,B01001I_008E,B01001I_008M,B01001I_009E,B01001I_009M,B01001I_010E,B01001I_010M,B01001I_011E,B01001I_011M,B01001I_012E,B01001I_012M,B01001I_013E,B01001I_013M,B01001I_014E,B01001I_014M,B01001I_015E,B01001I_015M,B01001I_016E,B01001I_016M,B01001I_017E,B01001I_017M,B01001I_018E,B01001I_018M,B01001I_019E,B01001I_019M,B01001I_020E,B01001I_020M,B01001I_021E,B01001I_021M,B01001I_022E,B01001I_022M,B01001I_023E,B01001I_023M,B01001I_024E,B01001I_024M,B01001I_025E,B01001I_025M,B01001I_026E,B01001I_026M,B01001I_027E,B01001I_027M,B01001I_028E,B01001I_028M,B01001I_029E,B01001I_029M,B01001I_030E,B01001I_030M,B01001I_031E,B01001I_031M,NAME,B01001I_001MA,B01001I_001EA,B01001I_002EA,B01001I_002MA,B01001I_003MA,B01001I_003EA,B01001I_004EA,B01001I_004MA,B01001I_005EA,B01001I_005MA,B01001I_006MA,B01001I_006EA,B01001I_007MA,B01001I_007EA,B01001I_008MA,B01001I_008EA,B01001I_009EA,B01001I_009MA,B01001I_010EA,B01001I_010MA,B01001I_011MA,B01001I_011EA,B01001I_012MA,B01001I_012EA,B01001I_013EA,B01001I_013MA,B01001I_014EA,B01001I_014MA,B01001I_015EA,B01001I_015MA,B01001I_016EA,B01001I_016MA,B01001I_017MA,B01001I_017EA,B01001I_018MA,B01001I_018EA,B01001I_019EA,B01001I_019MA,B01001I_020EA,B01001I_020MA,B01001I_021EA,B01001I_021MA,B01001I_022MA,B01001I_022EA,B01001I_023MA,B01001I_023EA,B01001I_024EA,B01001I_024MA,B01001I_025EA,B01001I_025MA,B01001I_026EA,B01001I_026MA,B01001I_027EA,B01001I_027MA,B01001I_028MA,B01001I_028EA,B01001I_029MA,B01001I_029EA,B01001I_030EA,B01001I_030MA,B01001I_031EA,B01001I_031MA,state
0400000US44,112722,0,55010,710,6471,445,5179,921,5725,959,3340,335,1170,37,5375,363,5706,310,4658,277,8325,333,5134,377,2264,91,1239,355,424,333,0,284,57712,709,5966,335,4865,789,6559,870,3191,261,1457,729,4499,793,5952,632,4522,240,8921,407,6315,526,3083,422,1741,418,532,370,109,195,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,135041,2138,75529,2330,7617,1290,6874,1341,5207,957,2427,713,2568,656,9889,1229,9195,1138,9065,1124,13916,1661,5013,875,2443,691,733,339,513,319,69,86,59512,2241,8020,1313,5114,776,5408,900,3135,862,1415,587,5346,1030,6109,1041,6681,1020,9831,1386,4059,781,2230,598,805,374,999,448,360,251,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,14140,712,7362,677,1145,388,559,278,491,238,449,266,319,282,676,415,602,260,718,321,1396,413,620,236,210,186,156,228,0,219,21,35,6778,642,1042,398,1504,428,298,158,213,141,177,166,594,388,853,323,593,360,759,365,464,259,61,71,38,50,161,245,21,36,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,172704,2424,96467,2546,11779,1106,7350,1370,6203,1100,4333,826,3578,769,11522,1788,12225,1270,11910,1211,16385,1484,6670,1501,2900,705,1193,568,322,196,97,157,76237,2492,10691,1183,8038,1238,6235,1166,2461,795,1700,571,7220,1096,6614,1275,7443,1117,13725,1720,5426,1063,4225,820,2090,869,127,127,242,220,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7903079,0,4008991,3692,456405,2397,387650,6991,369505,7068,201956,2371,130832,2858,357168,3848,376707,3077,349434,3083,581444,3692,399575,3316,215423,2073,112377,2303,59651,2481,10864,1559,3894088,3693,436982,2262,375219,7895,353347,7800,194614,2137,119555,2147,324030,3415,332675,3489,323899,2392,553344,3002,399027,2460,236179,1570,139703,2163,83240,2590,22274,2095,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,264084,0,139545,963,17587,723,14193,1284,12658,1342,5942,416,5508,928,12508,907,17219,641,15089,918,19744,811,10566,725,5240,509,2601,327,690,396,0,258,124539,964,16817,685,15570,1319,9392,1218,5892,550,4239,620,10768,718,14410,827,11785,917,16735,737,9086,504,5612,576,2398,427,1564,365,271,187,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5214,649,2397,381,135,98,270,175,358,185,43,54,56,91,38,64,305,166,160,176,303,187,383,242,273,194,40,66,33,54,0,211,2817,543,239,144,276,198,339,218,189,195,36,62,184,166,313,191,102,153,523,292,295,218,247,238,20,27,18,22,36,71,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,438789,3186,231454,3357,24410,1699,19371,1994,16697,1995,9953,1568,7104,1491,23896,1817,28234,1896,26374,2077,39259,2057,21454,1633,9617,1004,3475,822,1465,505,145,202,207335,3210,24826,1539,17235,2361,18359,2185,9482,1376,4874,896,17131,1472,20833,1235,19057,1515,34254,1689,21525,1406,11389,1198,4319,1072,2610,873,1441,786,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,541722,0,285056,1869,34881,968,29611,2227,27186,2128,13317,771,9582,1064,29482,1583,29241,1520,27634,1927,43251,1945,23874,1351,9899,860,4738,777,2219,706,141,135,256666,1869,31069,858,28934,1871,25172,1964,13485,962,7246,1147,24454,1455,24327,1204,23361,1370,37724,1454,20563,1329,11604,1076,5483,808,2370,601,874,471,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10139,1124,5332,892,314,198,698,350,134,71,416,256,165,189,1098,588,373,347,136,161,911,475,590,418,149,214,69,77,173,196,106,171,4807,826,594,315,548,209,294,246,280,178,65,83,396,339,445,319,208,184,719,364,239,174,440,302,244,168,265,242,70,119,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,242287,1287,129468,1738,13730,760,12356,1092,11054,1105,7594,805,4650,682,12394,1020,16058,969,12161,1124,19060,1433,12528,1371,4360,599,2372,593,830,337,321,183,112819,1461,13352,644,12233,1062,11333,1135,5642,535,3673,931,10363,1104,10526,843,9127,881,15487,1311,12028,1323,4571,643,2925,609,1127,390,432,268,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,33437,0,16664,1164,1892,533,1099,439,1577,482,609,304,590,354,1870,800,1443,593,943,449,1714,560,2627,667,1365,667,558,368,377,261,0,258,16773,1165,1827,533,1396,434,1795,473,361,230,515,360,1232,474,1347,586,1879,668,1945,706,1902,508,760,378,748,334,908,475,158,159,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3809041,5233,1816619,3483,128044,1539,147630,4395,155538,4433,88703,792,56472,1653,141516,1971,130887,1129,120307,1618,241717,1737,217156,1391,184610,787,122056,921,62656,1776,19327,1682,1992422,3847,125035,1694,141107,4389,144906,4192,86523,841,55423,1514,146709,1938,141191,1134,132812,1233,272215,1580,256203,918,221716,751,148377,804,90776,2117,29429,2030,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
