GEO_ID,B22001_001E,B22001_001M,B22001_002E,B22001_002M,B22001_003E,B22001_003M,B22001_004E,B22001_004M,B22001_005E,B22001_005M,B22001_006E,B22001_006M,B22001_007E,B22001_007M,NAME,B22001_001EA,B22001_001MA,B22001_002EA,B22001_002MA,B22001_003EA,B22001_003MA,B22001_004EA,B22001_004MA,B22001_005MA,B22001_005EA,B22001_006MA,B22001_006EA,B22001_007MA,B22001_007EA,state
0400000US30,368268,2828,30032,2736,6042,1167,23990,2648,338236,3850,109848,2385,228388,3614,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,695592,4475,46226,2728,8015,1087,38211,2474,649366,5124,197713,3444,451653,4962,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,906719,6595,38595,3556,11164,1565,27431,3147,868124,6668,257118,4918,611006,6623,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,497054,4541,24214,2431,4591,1006,19623,2193,472840,4807,143195,2834,329645,4652,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3141956,9862,129203,6708,37547,3775,91656,5775,3012753,11364,1001900,8562,2010853,11330,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,727820,5484,70230,3863,14147,1717,56083,3862,657590,5693,208726,4333,448864,5916,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7114431,15213,663074,13781,224853,6985,438221,10994,6451357,20848,2097596,15437,4353761,18990,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3409840,14997,294728,9795,63164,4032,231564,8615,3115112,15792,919029,8372,2196083,13117,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,270437,2052,16954,1643,3745,696,13209,1573,253483,2599,77359,1581,176124,2484,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4507821,13987,398030,10378,80622,4413,317408,9251,4109791,15985,1305317,9705,2804474,14139,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1380595,8810,151861,6625,28001,2063,123860,6283,1228734,10412,391419,5739,837315,8353,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1425340,7083,164750,6729,33088,2468,131662,6457,1260590,9377,387670,5802,872920,8956,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4860140,14124,373802,8667,84617,5129,289185,8115,4486338,16525,1580627,10036,2905711,15405,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406089,2961,25076,2281,4832,1227,20244,2199,381013,3789,125388,2650,255625,3755,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1635907,9252,163205,6635,34359,2754,128846,6084,1472702,11573,470445,5928,1002257,9736,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,310331,2851,23915,2093,3212,747,20703,2042,286416,3498,88692,1807,197724,3306,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2366130,12369,291110,9829,66209,3682,224901,9096,2075020,14130,639016,8403,1436004,11918,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7978095,18793,795194,14206,176164,6051,619030,13033,7182901,21339,1932894,13350,5250007,18429,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,791929,4640,47285,3443,7320,1071,39965,3140,744644,5818,179979,3070,564665,5770,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,248825,2206,20696,2020,5453,827,15243,1948,228129,2462,70700,1909,157429,2552,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2889688,11234,184373,7415,50754,3550,133619,6951,2705315,14868,783189,9357,1922126,13442,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2450474,8355,207478,6974,41282,3282,166196,6775,2242996,11410,631304,6346,1611692,10758,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,740702,5802,89820,5019,18685,2081,71135,4612,650882,7066,242432,4195,408450,6617,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2219571,6843,120273,5199,22402,1901,97871,5070,2099298,8079,626010,5374,1473288,7091,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,204935,2466,11527,1521,1824,650,9703,1508,193408,2779,57032,1828,136376,2864,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1254318,8503,359095,7789,161639,6131,197456,5706,895223,10328,341163,7438,554060,8702,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
