B23011_047M,B23011_048E,B23011_048M,B23011_049E,B23011_049M,B23011_050E,B23011_050M,B23011_051E,B23011_051M,B23011_052E,B23011_052M,B23011_053E,B23011_053M,B23011_054E,B23011_054M,B23011_055E,B23011_055M,B23011_056E,B23011_056M,B23011_057E,B23011_057M,B23011_058E,B23011_058M,B23011_059E,B23011_059M,B23011_060E,B23011_060M,B23011_061E,B23011_061M,B23011_062E,B23011_062M,B23011_063E,B23011_063M,B23011_064E,B23011_064M,B23011_065E,B23011_065M,B23011_066E,B23011_066M,B23011_067E,B23011_067M,B23011_068E,B23011_068M,B23011_069E,B23011_069M,B23011_070E,B23011_070M,B23011_071E,B23011_071M,B23011_072E,B23011_072M,B23011_073E,B23011_073M,B23011_074E,B23011_074M,B23011_075E,B23011_075M,B23011_076E,B23011_076M,B23011_077E,B23011_077M,B23011_078E,B23011_078M,B23011_079E,B23011_079M,B23011_080E,B23011_080M,B23011_081E,B23011_081M,B23011_082E,B23011_082M,B23011_083E,B23011_083M,B23011_084E,B23011_084M,B23011_085E,B23011_085M,B23011_086E,B23011_086M,B23011_087E,B23011_087M,B23011_088E,B23011_088M,B23011_089E,B23011_089M,B23011_090E,B23011_090M,B23011_091E,B23011_091M,B23011_092E,B23011_092M,B23011_093E,B23011_093M,B23011_094E,B23011_094M,B23011_095E,B23011_095M,B23011_096E,B23011_096M,B23011_097E,B23011_097M,B23011_098E,B23011_098M,B23011_099E,B23011_099M,GEO_ID,B23011_001E,B23011_001M,B23011_002E,B23011_002M,B23011_003E,B23011_003M,B23011_004E,B23011_004M,B23011_005E,B23011_005M,B23011_006E,B23011_006M,B23011_007E,B23011_007M,B23011_008E,B23011_008M,B23011_009E,B23011_009M,B23011_010E,B23011_010M,B23011_011E,B23011_011M,B23011_012E,B23011_012M,B23011_013E,B23011_013M,B23011_014E,B23011_014M,B23011_015E,B23011_015M,B23011_016E,B23011_016M,B23011_017E,B23011_017M,B23011_018E,B23011_018M,B23011_019E,B23011_019M,B23011_020E,B23011_020M,B23011_021E,B23011_021M,B23011_022E,B23011_022M,B23011_023E,B23011_023M,B23011_024E,B23011_024M,B23011_025E,B23011_025M,B23011_026E,B23011_026M,B23011_027E,B23011_027M,B23011_028E,B23011_028M,B23011_029E,B23011_029M,B23011_030E,B23011_030M,B23011_031E,B23011_031M,B23011_032E,B23011_032M,B23011_033E,B23011_033M,B23011_034E,B23011_034M,B23011_035E,B23011_035M,B23011_036E,B23011_036M,B23011_037E,B23011_037M,B23011_038E,B23011_038M,B23011_039E,B23011_039M,B23011_040E,B23011_040M,B23011_041E,B23011_041M,B23011_042E,B23011_042M,B23011_043E,B23011_043M,B23011_044E,B23011_044M,B23011_045E,B23011_045M,B23011_046E,B23011_046M,B23011_047E,B23011_047MA,B23011_048EA,B23011_048MA,B23011_049MA,B23011_049EA,B23011_050MA,B23011_050EA,B23011_051MA,B23011_051EA,B23011_052EA,B23011_052MA,B23011_053EA,B23011_053MA,B23011_054EA,B23011_054MA,B23011_055MA,B23011_055EA,B23011_056MA,B23011_056EA,B23011_057EA,B23011_057MA,B23011_058EA,B23011_058MA,B23011_059EA,B23011_059MA,B23011_060EA,B23011_060MA,B23011_061MA,B23011_061EA,B23011_062MA,B23011_062EA,B23011_063MA,B23011_063EA,B23011_064EA,B23011_064MA,B23011_065EA,B23011_065MA,B23011_066MA,B23011_066EA,B23011_067MA,B23011_067EA,B23011_068MA,B23011_068EA,B23011_069EA,B23011_069MA,B23011_070EA,B23011_070MA,B23011_071EA,B23011_071MA,B23011_072MA,B23011_072EA,B23011_073MA,B23011_073EA,B23011_074MA,B23011_074EA,B23011_075EA,B23011_075MA,B23011_076EA,B23011_076MA,B23011_077MA,B23011_077EA,B23011_078MA,B23011_078EA,B23011_079MA,B23011_079EA,B23011_080EA,B23011_080MA,B23011_081EA,B23011_081MA,B23011_082EA,B23011_082MA,B23011_083MA,B23011_083EA,B23011_084MA,B23011_084EA,B23011_085MA,B23011_085EA,B23011_086EA,B23011_086MA,B23011_087EA,B23011_087MA,B23011_088MA,B23011_088EA,B23011_089MA,B23011_089EA,B23011_090MA,B23011_090EA,B23011_091EA,B23011_091MA,B23011_092EA,B23011_092MA,B23011_093EA,B23011_093MA,B23011_094MA,B23011_094EA,B23011_095MA,B23011_095EA,B23011_096MA,B23011_096EA,B23011_097EA,B23011_097MA,B23011_098EA,B23011_098MA,B23011_099MA,B23011_099EA,NAME,B23011_001MA,B23011_001EA,B23011_002EA,B23011_002MA,B23011_003EA,B23011_003MA,B23011_004EA,B23011_004MA,B23011_005EA,B23011_005MA,B23011_006MA,B23011_006EA,B23011_007EA,B23011_007MA,B23011_008EA,B23011_008MA,B23011_009EA,B23011_009MA,B23011_010EA,B23011_010MA,B23011_011MA,B23011_011EA,B23011_012MA,B23011_012EA,B23011_013MA,B23011_013EA,B23011_014EA,B23011_014MA,B23011_015EA,B23011_015MA,B23011_016EA,B23011_016MA,B23011_017MA,B23011_017EA,B23011_018MA,B23011_018EA,B23011_019MA,B23011_019EA,B23011_020EA,B23011_020MA,B23011_021EA,B23011_021MA,B23011_022MA,B23011_022EA,B23011_023MA,B23011_023EA,B23011_024MA,B23011_024EA,B23011_025EA,B23011_025MA,B23011_026EA,B23011_026MA,B23011_027EA,B23011_027MA,B23011_028MA,B23011_028EA,B23011_029MA,B23011_029EA,B23011_030MA,B23011_030EA,B23011_031EA,B23011_031MA,B23011_032EA,B23011_032MA,B23011_033MA,B23011_033EA,B23011_034MA,B23011_034EA,B23011_035MA,B23011_035EA,B23011_036EA,B23011_036MA,B23011_037EA,B23011_037MA,B23011_038EA,B23011_038MA,B23011_039MA,B23011_039EA,B23011_040MA,B23011_040EA,B23011_041MA,B23011_041EA,B23011_042EA,B23011_042MA,B23011_043EA,B23011_043MA,B23011_044MA,B23011_044EA,B23011_045MA,B23011_045EA,B23011_046MA,B23011_046EA,B23011_047EA,state
1329,8240,1419,17902,2271,255671,8294,2999364,5834,376886,11050,158220,6901,111567,6232,66625,4672,4438,1349,9331,1596,9998,1562,9480,2014,11695,1455,36434,3471,11758,2202,1336,590,3202,1082,5657,1795,6507,1446,7974,1690,10219,1553,2327,778,79,139,908,494,1480,601,1497,643,3928,1013,218666,8649,2622478,12816,2043147,13821,1533168,15392,1121207,14696,62628,3885,112331,5576,92500,5153,69212,4902,75290,5141,411943,11307,168022,7342,19160,2340,44441,3891,52184,4830,58324,4220,69812,4786,98036,4821,21731,2173,2931,785,10264,1733,13144,1944,15624,1979,34342,3164,579331,11259,0400000US13,5904946,6710,2905582,5709,347336,9757,174930,6521,137438,6217,90678,5681,7398,1552,12011,2150,7964,1543,8837,1617,10550,1637,28862,2792,8402,1433,949,399,1960,725,3867,1005,6010,1403,7674,1737,8630,1335,2441,678,535,489,166,170,446,325,1303,582,3739,1136,172406,7698,2558246,10350,2302575,10298,2037786,12457,1630221,15593,77850,5542,105062,5773,75612,5752,70877,5173,78164,5707,215658,8512,80168,5161,8464,1463,26355,3835,25177,3112,35266,3488,40228,4020,49131,3644,12449,2027,1822,784,4215,952,4503,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
500,1660,667,1836,585,39568,3167,399086,1330,36083,3344,16108,2396,11355,1924,6085,1540,1021,473,1627,659,1275,498,629,447,718,408,3622,975,1388,608,269,252,702,472,336,211,353,225,574,310,1131,463,285,272,74,100,145,153,13,21,190,158,424,284,19975,2079,363003,3712,289542,4824,205687,4830,156008,4569,14576,1489,12407,1660,7832,1357,7025,1118,7839,1509,69568,3302,33222,2826,4620,1078,7163,1274,6948,1288,8735,1501,8880,1283,14287,1778,4480,1068,1305,548,1539,458,1446,501,2302,671,3215,816,73461,3611,0400000US15,802993,1929,403907,1551,41309,2998,22299,2483,17273,2201,10940,1878,821,342,2088,666,1311,605,1134,490,979,501,4001,928,1307,609,139,187,596,301,275,208,868,420,816,413,1025,396,361,260,133,159,36,66,12,20,148,145,335,221,19010,2118,362598,3163,323030,3407,275793,4000,221525,4797,17988,1785,12516,1487,8912,1548,7973,1437,6879,1372,38945,3078,17266,2260,2840,803,3194,859,3672,1005,6977,1564,4996,1096,8292,1384,2351,697,431,290,1019,401,995,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
336,2174,1095,3742,1306,23527,2689,455562,2126,56034,3801,29648,2680,19403,2679,11743,1741,978,444,1629,942,2310,1115,1442,692,1301,530,7918,1242,3085,779,401,288,595,338,1011,462,1456,607,1370,403,2327,575,616,384,179,184,130,115,241,185,563,274,598,324,26386,2340,399528,4353,321114,5494,209276,5455,139973,4544,14966,1796,15393,2034,16546,2142,10178,1681,12220,1593,91047,4498,39929,3237,4907,1173,11184,1500,11827,1574,10305,1634,12895,1704,20791,1921,5176,994,773,363,1955,570,2724,644,4167,951,5996,1101,78414,4423,0400000US16,909061,2612,453499,1866,60976,3374,35114,2276,26255,2314,17032,1880,1043,437,3067,1063,2186,638,1286,571,1641,500,7104,1355,2061,721,208,228,679,387,988,540,1209,459,1959,947,1755,557,544,349,0,256,211,194,198,180,358,226,444,214,25862,2347,392523,3874,368996,3929,315326,4750,227962,4684,20974,2475,25176,2742,15577,2340,15126,1920,10511,1601,43220,3420,15608,1972,1942,633,5146,1197,5371,1045,7308,1622,7845,1142,10450,1719,2590,722,322,283,942,437,680,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
1517,15262,1884,25489,2414,373443,9203,4107718,4823,412169,10320,196749,7568,120029,5914,79468,4763,4733,1053,9288,1243,9428,1546,9202,1298,7910,1857,59393,4429,23664,2710,2038,570,6505,1389,8133,1759,7603,1597,11450,1856,17327,2521,5023,1322,303,200,1722,559,1693,565,3451,1204,5135,1172,215420,7520,3695549,11560,2912310,14412,2049058,14900,1521411,16127,92195,4905,143515,6123,107719,4951,89018,5020,95200,5835,698792,14281,317902,10122,37859,3454,78974,4744,73021,4909,90365,5225,100671,5079,164460,6397,43985,3111,5953,959,17798,1909,20963,2271,27829,2342,47932,3137,783239,13382,0400000US17,8133553,6279,4025835,4168,385599,9974,206877,7301,153575,6613,99037,5028,7387,1105,10346,1576,11163,1752,12257,1699,13385,1858,40555,3427,14518,1869,1996,685,3001,794,4227,1030,7483,1646,9330,1501,12747,1986,3142,802,489,309,1764,1269,1072,521,1460,467,4820,1165,178722,6754,3640236,10236,3266793,13422,2843483,15238,2204621,16077,133688,6153,159427,6712,129501,6824,112013,6069,104233,6533,339730,9812,132559,6305,14233,1948,31719,2606,35159,2969,56353,4507,69707,4653,83580,4994,24598,2989,3569,963,5893,1261,8769,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
749,6831,1049,10225,1399,147301,5670,1987261,3852,260664,7301,120932,5709,76021,4759,47103,3430,2709,762,7098,1361,6579,1514,5619,988,6913,1392,35783,3510,10492,1873,1707,592,3604,1392,4088,831,7931,1717,7961,1393,9128,1248,1812,539,394,254,551,302,930,399,1291,508,4150,903,139732,5916,1726597,8435,1404281,10486,987881,10295,731273,10565,40709,2476,72295,4213,60066,3695,42799,3542,40739,3100,339710,8021,150769,6312,15525,1597,40032,3073,39722,3253,47280,4377,46382,3095,76690,3779,20593,1907,3032,659,8868,1466,9446,1269,13980,1691,20771,2394,322316,8663,0400000US18,3948673,4628,1961412,3486,250161,7307,140182,4969,108730,4912,69270,4249,5022,920,9007,1746,8117,1263,8018,1240,9296,1990,25504,2936,7230,1435,299,216,2527,869,4004,1154,5099,1501,6345,1348,5948,998,1317,552,85,70,235,156,883,517,972,453,2456,657,109979,5190,1711251,7520,1563950,8586,1367382,10242,1081428,11500,56011,3761,76878,4435,57120,3710,52045,3763,43900,3388,162482,8703,58980,5373,6723,1341,16560,1983,21459,2773,26201,2471,32559,2794,34086,2769,8483,1565,1274,603,3646,836,3627,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
542,4940,862,6998,1162,52348,3028,931725,2601,101081,4135,54330,3423,30872,2561,19043,1825,1430,531,3462,1244,2409,668,2338,642,2190,696,17660,2078,7228,1272,350,237,1703,513,2259,575,1843,566,4277,1128,5798,989,1632,571,227,198,710,421,777,286,527,255,1925,633,46751,2872,830644,4953,725729,6377,508573,7601,385423,6636,22322,1797,37177,2939,30452,2222,16060,1972,17139,1916,173216,4761,84934,3616,8692,1291,19917,2163,20032,1825,20436,2300,19205,2155,43940,2780,12193,1223,1141,407,5335,937,6179,1120,8319,1511,10773,1526,104915,4957,0400000US19,1872607,2993,940882,2515,107686,4693,66160,3820,48751,3338,31998,2717,1633,580,2802,787,3899,1327,4424,1008,3995,1082,12239,1546,4763,1019,319,247,1318,518,1306,525,1211,434,3322,919,5170,824,1419,442,69,87,479,283,680,338,849,303,1674,557,41526,2652,833196,4799,780848,5647,678702,6355,546656,7634,28055,2137,31867,2397,26237,2364,23645,2446,22242,2364,77983,3112,29592,2756,4596,1052,7846,1118,8852,1556,12761,1615,14336,1821,24163,1958,6696,1140,781,339,2661,911,2087,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
583,3766,764,5969,1094,50203,2959,869041,2769,100447,5249,52436,4097,33038,3384,19794,2460,1977,1122,1832,643,3762,792,2205,633,3468,953,14884,1897,6225,1201,564,295,1295,586,1210,472,2472,775,3118,855,4514,889,1199,455,220,207,314,231,629,391,398,263,1754,567,48011,3229,768594,5714,644587,6668,460093,6909,336220,7059,19876,1838,36806,2756,28348,2487,18748,2061,20095,2402,147205,4679,61816,3585,6826,1199,18157,1962,17514,1810,22548,2186,20344,2002,37289,2520,10429,1413,1132,434,4945,1119,3835,984,6690,967,10258,1335,124007,5135,0400000US20,1736451,3134,867410,3216,97113,4515,58665,3797,44886,3293,30574,2563,2205,605,3571,1019,2192,552,3115,763,3229,803,10652,1497,4269,1181,144,165,942,456,852,432,2180,685,2265,776,3127,839,1023,460,170,204,45,74,241,265,385,274,1263,413,38448,2494,770297,5028,720094,5184,626953,6900,506161,6809,25675,2138,28790,2766,22042,2057,20391,2286,23894,2655,76018,4558,29761,2949,4256,1098,8516,1362,9591,1636,10792,1583,13102,1713,17123,1662,4104,828,273,220,978,465,2033,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
660,3294,710,5278,1101,108263,5144,1367409,3003,256670,7043,95344,4612,60998,4186,36434,3046,2247,724,6187,1274,4565,1249,5126,1188,6439,1493,27654,2210,9894,1747,1054,425,2708,785,3465,927,3734,978,6799,1391,6692,1401,2501,995,233,215,169,195,762,404,1110,422,1917,709,161326,5814,1110739,7383,870487,8663,627934,8617,450448,8063,27676,2312,50753,3700,37064,2359,32972,3195,29021,2814,202541,7320,91935,5121,8003,1510,19241,2301,25218,2540,26472,2772,31672,2411,40012,3209,10300,1282,1464,517,4228,867,4989,989,6823,1340,12208,1987,240252,7221,0400000US21,2695007,4001,1327598,3371,248761,7120,97093,4713,74785,4163,45340,3115,4694,1402,6271,1280,6441,1235,6086,1303,5953,1236,18466,2390,4894,967,545,352,1084,446,2621,1040,3871,974,5451,1233,3842,909,871,374,46,74,158,155,497,525,360,270,1910,681,151668,5347,1078837,7924,970574,8225,843139,9211,655312,8736,36700,2840,48366,3630,36027,3163,34535,3393,32199,2789,109327,5686,41260,3495,3393,877,11448,1929,12957,1809,17952,1924,22317,2382,18108,1856,5184,1207,484,347,1913,1079,1955,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
760,3039,891,8290,1466,147920,6330,1490709,3412,221262,6944,88778,4169,61147,3725,33743,2647,3890,1122,5552,1256,6543,1187,6055,1127,5364,1156,21735,2449,6053,1176,873,452,2018,631,2614,1025,4857,1320,5320,1128,5896,1080,1805,558,132,138,337,183,454,270,1015,459,2153,754,132484,5647,1269447,8172,969516,9674,716663,11203,503854,9604,33313,3055,57811,4305,47488,3604,36831,3222,37366,4078,210704,7662,85963,5061,9059,1487,21551,2117,25354,3195,32961,3264,35816,3566,42149,3777,12134,1831,876,425,3278,863,4760,1192,6963,1272,14138,2042,299931,8238,0400000US22,2882423,4507,1391714,4230,222300,7448,100690,6005,80080,5496,47216,4486,5070,1365,5217,1360,8658,1514,7902,2002,6017,1150,15983,2147,4266,922,544,325,1439,734,1703,560,3127,1006,4904,1212,4627,1204,969,548,276,244,144,166,458,346,866,529,1914,821,121610,5499,1169414,8569,1021494,9220,884509,10886,662032,11535,39699,3064,48662,3965,43046,3513,50973,3749,40097,4217,116042,5373,39150,3686,3103,1139,9662,1623,12052,2022,23296,2870,28779,2704,20943,2411,4701,1050,828,458,1838,770,2247,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
450,1571,691,1803,468,24418,1973,438890,1477,61832,3752,28924,2972,15386,2194,9176,1576,630,527,1415,411,1259,532,1448,539,1458,601,10454,1404,3639,875,666,291,1071,491,1748,676,1379,348,1951,713,3084,664,939,374,75,91,367,250,241,202,418,280,1044,388,32908,2361,377058,3894,324085,5051,217207,5379,161504,5017,7840,1221,17924,1717,12630,1499,8789,1576,8520,1625,90450,3519,43606,2902,4050,971,9921,1298,10096,1196,10793,1744,11984,1605,16428,1580,4779,895,724,314,1201,436,2058,646,2929,838,4737,947,52973,2971,0400000US23,862857,1896,423967,1607,68317,3443,38695,2747,28062,2503,16712,1941,981,530,2714,904,2098,698,2906,869,2651,815,7989,1252,3307,950,418,416,868,461,296,195,1301,568,1799,640,2644,729,737,517,22,39,87,91,222,170,362,288,1214,375,29622,2162,355650,3850,331232,4117,286252,4547,217730,4915,11721,1649,19077,2181,16063,2072,11054,1627,10607,1527,37573,2580,15226,1779,1527,485,3905,825,3830,860,6637,1246,6448,1011,7407,1162,2297,748,386,262,266,177,1084,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
897,6379,1411,12577,2365,131344,6780,1875444,3604,192143,7357,96952,5382,63966,4198,39795,3126,2551,745,5166,1043,5958,1639,5356,1563,5140,1283,24873,2649,8408,1527,1306,618,2882,1071,2880,994,4141,998,5256,1421,8113,1646,1972,556,547,283,642,452,1065,650,1027,463,2860,985,95191,5172,1683301,7852,1394865,11813,1046815,11525,784227,10644,47113,4380,82780,4621,48106,4389,40276,3545,44313,3947,283428,8828,125184,6237,14552,1808,32137,3236,29082,2875,37010,3262,45463,4022,64622,4192,17721,2226,2673,750,7307,1322,7506,1275,12051,1609,17364,2201,288436,9181,0400000US24,3617422,4270,1741978,3690,171794,8197,98077,5665,75572,5561,53084,5151,3438,949,4027,1042,4151,1145,5007,872,5865,1309,17404,2396,5020,1128,438,276,1861,869,2806,1223,2664,740,4615,1222,5101,1063,1439,665,274,234,401,273,401,281,535,292,2051,696,73717,5484,1570184,8521,1438840,10525,1270312,10035,1019293,10920,54298,3410,68254,5750,40648,3723,42121,3702,45698,3259,134053,6774,46015,4274,5048,1309,13971,1989,13579,2106,22948,2474,32492,3432,34475,3318,9183,1695,1330,627,1887,610,3119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
