GEO_ID,B17010_001E,B17010_001M,B17010_002E,B17010_002M,B17010_003E,B17010_003M,B17010_004E,B17010_004M,B17010_005E,B17010_005M,B17010_006E,B17010_006M,B17010_007E,B17010_007M,B17010_008E,B17010_008M,B17010_009E,B17010_009M,B17010_010E,B17010_010M,B17010_011E,B17010_011M,B17010_012E,B17010_012M,B17010_013E,B17010_013M,B17010_014E,B17010_014M,B17010_015E,B17010_015M,B17010_016E,B17010_016M,B17010_017E,B17010_017M,B17010_018E,B17010_018M,B17010_019E,B17010_019M,B17010_020E,B17010_020M,B17010_021E,B17010_021M,B17010_022E,B17010_022M,B17010_023E,B17010_023M,B17010_024E,B17010_024M,B17010_025E,B17010_025M,B17010_026E,B17010_026M,B17010_027E,B17010_027M,B17010_028E,B17010_028M,B17010_029E,B17010_029M,B17010_030E,B17010_030M,B17010_031E,B17010_031M,B17010_032E,B17010_032M,B17010_033E,B17010_033M,B17010_034E,B17010_034M,B17010_035E,B17010_035M,B17010_036E,B17010_036M,B17010_037E,B17010_037M,B17010_038E,B17010_038M,B17010_039E,B17010_039M,B17010_040E,B17010_040M,B17010_041E,B17010_041M,NAME,B17010_001MA,B17010_001EA,B17010_002MA,B17010_002EA,B17010_003EA,B17010_003MA,B17010_004EA,B17010_004MA,B17010_005EA,B17010_005MA,B17010_006MA,B17010_006EA,B17010_007MA,B17010_007EA,B17010_008EA,B17010_008MA,B17010_009EA,B17010_009MA,B17010_010EA,B17010_010MA,B17010_011MA,B17010_011EA,B17010_012MA,B17010_012EA,B17010_013MA,B17010_013EA,B17010_014EA,B17010_014MA,B17010_015EA,B17010_015MA,B17010_016EA,B17010_016MA,B17010_017MA,B17010_017EA,B17010_018MA,B17010_018EA,B17010_019EA,B17010_019MA,B17010_020EA,B17010_020MA,B17010_021EA,B17010_021MA,B17010_022MA,B17010_022EA,B17010_023MA,B17010_023EA,B17010_024MA,B17010_024EA,B17010_025EA,B17010_025MA,B17010_026EA,B17010_026MA,B17010_027MA,B17010_027EA,B17010_028MA,B17010_028EA,B17010_029MA,B17010_029EA,B17010_030EA,B17010_030MA,B17010_031EA,B17010_031MA,B17010_032MA,B17010_032EA,B17010_033MA,B17010_033EA,B17010_034MA,B17010_034EA,B17010_035MA,B17010_035EA,B17010_036EA,B17010_036MA,B17010_037EA,B17010_037MA,B17010_038MA,B17010_038EA,B17010_039MA,B17010_039EA,B17010_040MA,B17010_040EA,B17010_041EA,B17010_041MA,state
0400000US13,2285356,15485,264016,8042,79343,4630,50176,3569,9438,1827,15944,1969,24794,2694,29167,2939,184673,6779,26840,3314,18044,2702,4690,1553,4982,1451,8372,2117,8796,2017,157833,6562,137754,6081,29213,3384,40040,4216,68501,4808,20079,2750,2021340,16632,1564564,16668,761443,13274,166561,6295,147901,7487,446981,10576,803121,13616,456776,10043,129764,6531,72543,4514,13954,2558,7386,1342,51203,3938,57221,4730,327012,8432,210045,7111,28953,3076,28855,3651,152237,5275,116967,5599,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,305789,4989,23445,2364,9595,1321,5213,1086,1100,477,1205,454,2908,916,4382,981,13850,2069,2573,784,1275,512,111,112,151,131,1013,451,1298,570,11277,1994,9286,1621,1597,548,2670,1029,5019,1229,1991,727,282344,5042,220071,4940,101427,4156,19441,1941,21862,2392,60124,3306,118644,4047,62273,3233,19703,1913,9134,1741,1848,792,1183,529,6103,1496,10569,1155,42570,2817,23467,2274,3624,967,3243,831,16600,1942,19103,1908,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,372230,5271,38217,2566,18154,1799,13089,1608,2582,804,4682,1151,5825,1175,5065,896,20063,2392,2637,771,2352,769,962,591,338,300,1052,524,285,294,17426,2273,16572,2229,5106,1396,3885,1088,7581,1444,854,384,334013,5371,281313,6461,129621,4864,22768,2120,27699,2736,79154,3809,151692,4460,52700,4228,18533,2297,11846,1903,3044,933,1212,442,7590,1432,6687,1194,34167,3368,21461,2934,2366,860,3624,1263,15471,2270,12706,1716,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3126131,16885,286603,8945,96041,5509,62253,4678,12011,2099,23384,2973,26858,2696,33788,3114,190562,8102,22471,2679,18185,2421,5880,1442,4402,1219,7903,1473,4286,887,168091,8036,147448,7489,32556,3955,39867,3545,75025,4920,20643,2627,2839528,17258,2234077,17344,1062434,14180,202976,7143,217228,7725,642230,11739,1171643,13493,605451,11519,180441,7263,92582,5115,18347,2401,11620,2012,62615,3995,87859,4858,425010,9561,255755,8163,34279,3400,34035,3748,187441,6902,169255,6540,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1639949,14074,148206,6424,49853,3763,29577,3095,6011,1735,10012,1777,13554,1770,20276,1990,98353,6005,14102,1646,11902,1532,3507,961,2061,704,6334,1261,2200,667,84251,5740,77345,5644,18418,2820,20112,3190,38815,3811,6906,1288,1491743,15106,1211924,16458,531258,11876,95299,4894,109180,5113,326779,8802,680666,10170,279819,8313,86306,4741,53848,4001,11327,1739,7482,1596,35039,3291,32458,2613,193513,6592,119920,5858,17576,2100,15247,1961,87097,5128,73593,4082,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,790132,7973,59201,3204,22913,2000,13083,1832,3350,952,3738,879,5995,1294,9830,1353,36288,2907,5506,1164,4631,1094,1233,455,1550,829,1848,714,875,398,30782,2620,28207,2511,7416,1040,7185,1220,13606,1941,2575,716,730931,8525,615887,9205,255553,5790,48603,3182,51527,2838,155423,4111,360334,6953,115044,4419,32525,2939,21748,2510,5291,1139,1746,640,14711,2172,10777,1344,82519,3567,53556,3248,9219,1486,7080,1249,37257,2885,28963,2111,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,715841,7568,60394,3618,22420,1974,14553,1815,2755,840,6680,1529,5118,899,7867,1114,37974,3240,5893,1476,4852,1403,2155,1278,555,348,2142,747,1041,458,32081,2801,28996,2749,8880,1689,7422,1233,12694,1932,3085,716,655447,8112,542284,9566,239029,6442,42484,2423,47947,3503,148598,5182,303255,6105,113163,4831,34751,2636,21917,2447,4005,864,2423,834,15489,1996,12834,1517,78412,4360,53455,3924,8773,1914,6254,1145,38428,3182,24957,1967,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1119243,11078,149521,6061,65750,4404,38729,3702,7364,1798,11549,2068,19816,2343,27021,2209,83771,4697,10271,1524,8608,1354,1745,672,1351,520,5512,1091,1663,687,73500,4491,65397,3996,15234,2315,13665,2366,36498,3267,8103,1663,969722,11907,786101,11747,335100,7885,63120,3986,64560,4278,207420,6232,451001,8041,183621,6660,54843,4191,28173,2901,5260,1180,2887,900,20026,2513,26670,2819,128778,5720,77060,4400,11654,2162,9406,1794,56000,3558,51718,3449,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1137005,12840,183193,7692,50281,3401,31307,3174,5242,1200,9873,1836,16192,2309,18974,1925,132912,6927,13362,2021,10312,1959,1829,843,2569,1052,5914,1675,3050,713,119550,6524,103458,5861,20877,2971,26497,2929,56084,5248,16092,2119,953812,13268,718470,13862,323280,9031,57444,4263,60119,4392,205717,6765,395190,9287,235342,8418,62015,5057,30541,2732,8594,2054,3333,843,18614,1992,31474,3546,173327,6723,102982,5141,13571,2101,14566,2391,74845,4613,70345,4132,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,355469,6210,32066,2640,12331,1823,6339,1466,1143,716,2543,861,2653,767,5992,1140,19735,2367,4338,1013,3728,978,1542,645,313,330,1873,665,610,370,15397,2052,14064,2017,3034,735,2381,836,8649,1700,1333,580,323403,5989,265744,6294,98761,3879,15554,1590,16073,1893,67134,3218,166983,4892,57659,3754,21250,2030,13086,1801,2938,925,1056,518,9092,1511,8164,1350,36409,3275,22417,2647,2379,778,2736,896,17302,2233,13992,1846,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1397971,11798,83703,5927,24255,2771,12065,1659,2306,1098,3320,1093,6439,1300,12190,2277,59448,5119,6316,1483,5062,1443,1607,752,964,658,2491,862,1254,399,53132,4665,48923,4577,10357,1721,12443,2561,26123,3633,4209,1022,1314268,13510,997594,12424,474094,10299,95195,5170,87641,5443,291258,7456,523500,10069,316674,8666,83589,4439,45491,3839,10354,1910,5552,1225,29585,2912,38098,3651,233085,8064,145937,7458,22785,2907,17277,2776,105875,6358,87148,4538,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1569672,13085,118636,5983,34123,3214,19439,2296,3322,1077,5344,1357,10773,1919,14684,2289,84513,5593,10558,2477,6662,1524,1173,606,1043,548,4446,1222,3896,1904,73955,5063,67071,4673,13137,2665,16091,2935,37843,3170,6884,1786,1451036,12071,1132086,14616,531203,10105,111765,5492,97467,5629,321971,8092,600883,11655,318950,8350,91473,5707,45389,4249,11071,2401,3490,1067,30828,3359,46084,4069,227477,7787,129975,6585,18539,2630,13478,2084,97958,5422,97502,5099,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2594228,16786,257314,7987,81653,3799,50466,2970,6973,1093,16805,2016,26688,2694,31187,2268,175661,7155,27460,2968,22342,2883,7368,1517,4522,1298,10452,1739,5118,1140,148201,6859,132808,6650,25729,3076,34790,3939,72289,4605,15393,1683,2336914,16419,1865119,17496,821847,10123,146943,5588,165967,6059,508937,8727,1043272,14000,471795,9373,141366,6082,78174,4843,16971,2386,9586,1857,51617,4095,63192,3785,330429,8196,197123,6376,27907,3034,23693,2914,145523,5280,133306,4833,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1329046,11155,81468,5045,30547,2731,18526,2161,3566,849,7247,1663,7713,1224,12021,1321,50921,4187,8775,1468,7388,1377,1616,587,1687,747,4085,899,1387,526,42146,3807,39415,3661,11107,1914,9742,1633,18566,2691,2731,732,1247578,11120,1033681,11078,467604,7429,94876,4384,93294,4814,279434,5401,566077,7895,213897,6908,72375,3718,43725,3131,10763,1582,5035,1476,27927,2849,28650,2641,141522,5353,93668,4493,14245,1924,12086,1835,67337,3906,47854,3241,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,759999,9906,127358,4700,32796,2979,21011,2580,3951,1195,5576,1314,11484,1811,11785,1566,94562,4581,10465,1992,7638,1695,1331,577,1933,762,4374,1339,2827,1040,84097,4224,74636,4332,12443,2360,23903,2841,38290,2950,9461,1456,632641,9500,470836,9795,205600,6651,37047,3144,40293,3187,128260,5761,265236,7139,161805,6075,41438,3885,23398,3231,4873,1383,3531,1178,14994,2749,18040,2321,120367,4903,73549,4672,10132,1981,12255,1968,51162,3611,46818,3652,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1520559,12830,151576,6397,51887,3394,32523,2776,7343,1469,10567,1716,14613,2034,19364,2056,99689,5059,14262,1929,11151,1756,3201,968,1273,568,6677,1438,3111,922,85427,4818,78939,4786,17667,2143,20664,2452,40608,3544,6488,1109,1368983,13811,1098552,14139,469100,9095,91636,3930,89200,4485,288264,7115,629452,8967,270431,7436,81526,4838,49848,3973,11007,2067,5887,1717,32954,2986,31678,3134,188905,6589,116551,5431,19789,2494,15587,2461,81175,3922,72354,3727,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,236793,4302,24840,2399,11143,1427,6665,1087,1226,482,2092,752,3347,678,4478,861,13697,1849,2936,833,2165,714,352,336,427,327,1386,585,771,490,10761,1748,10079,1671,2473,822,1962,679,5644,1215,682,371,211953,4560,180818,4514,69439,2576,12941,1519,12947,1747,43551,2392,111379,4238,31135,2626,10239,1453,6085,1125,1084,485,996,608,4005,868,4154,946,20896,2114,14390,1777,2563,876,1424,660,10403,1425,6506,1101,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
