GEO_ID,B14001D_001E,B14001D_001M,B14001D_002E,B14001D_002M,B14001D_003E,B14001D_003M,B14001D_004E,B14001D_004M,B14001D_005E,B14001D_005M,B14001D_006E,B14001D_006M,B14001D_007E,B14001D_007M,NAME,B14001D_001EA,B14001D_001MA,B14001D_002MA,B14001D_002EA,B14001D_003EA,B14001D_003MA,B14001D_004MA,B14001D_004EA,B14001D_005MA,B14001D_005EA,B14001D_006EA,B14001D_006MA,B14001D_007EA,B14001D_007MA,state
0400000US46,4325,897,1693,627,95,114,783,408,317,190,498,297,2632,526,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,70514,2859,21084,2036,2197,714,8175,1198,4491,1206,6221,1182,49430,2313,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,692709,6331,221196,4852,24518,2370,75877,2977,35641,2349,85160,3370,471513,5306,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,45737,1980,15267,1696,1272,409,4880,973,2697,807,6418,1026,30470,1447,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,6426,692,2082,632,207,160,590,340,754,369,531,305,4344,495,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,327952,4828,89902,4330,11301,1617,30773,2181,16471,1513,31357,2950,238050,3795,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,390868,5144,106317,4255,9052,1448,37835,2360,22171,2014,37259,2725,284551,4572,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7934,1197,3238,992,126,127,857,401,318,245,1937,773,4696,739,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,101119,2721,40669,3102,3048,788,16050,1595,10056,1378,11515,1722,60450,2499,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3148,1286,1158,779,0,258,182,164,773,716,203,214,1990,692,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,9426,2703,2938,1152,339,268,1245,717,1137,694,217,265,6488,1914,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
