GEO_ID,B13002_001E,B13002_001M,B13002_002E,B13002_002M,B13002_003E,B13002_003M,B13002_004E,B13002_004M,B13002_005E,B13002_005M,B13002_006E,B13002_006M,B13002_007E,B13002_007M,B13002_008E,B13002_008M,B13002_009E,B13002_009M,B13002_010E,B13002_010M,B13002_011E,B13002_011M,NAME,B13002_001MA,B13002_001EA,B13002_002MA,B13002_002EA,B13002_003MA,B13002_003EA,B13002_004EA,B13002_004MA,B13002_005EA,B13002_005MA,B13002_006MA,B13002_006EA,B13002_007MA,B13002_007EA,B13002_008MA,B13002_008EA,B13002_009MA,B13002_009EA,B13002_010EA,B13002_010MA,B13002_011EA,B13002_011MA,state
0400000US13,2391789,5378,145284,7508,92950,5884,2927,938,71092,5152,18931,2577,52334,4850,9512,2009,38485,4579,4337,1263,2246505,8456,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,297897,1924,16618,2143,12191,1785,53,92,8620,1681,3518,780,4427,1007,640,317,3238,905,549,393,281279,2700,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,355431,2411,21079,2132,15837,1662,339,260,13115,1494,2383,707,5242,1259,728,417,4240,1147,274,220,334352,3218,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3218142,5401,191336,7912,128713,6440,1695,678,94574,5366,32444,2649,62623,5077,13634,2813,44017,3812,4972,1452,3026806,9153,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1536785,4140,85240,4639,56305,3810,1190,749,45496,3202,9619,1437,28935,2805,5776,1446,21514,2174,1645,644,1451545,6616,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,710015,2587,42816,3285,29971,2499,373,265,24692,2277,4906,878,12845,1864,2052,749,10108,1634,685,476,667199,4167,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,678457,3095,40210,3319,29568,2586,542,396,23335,2487,5691,1205,10642,1798,1733,576,8460,1738,449,267,638247,4411,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1042979,3703,58889,3873,40682,3601,1026,472,33278,3316,6378,1154,18207,2176,3821,953,13268,2060,1118,519,984090,5143,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1164192,3869,65174,4305,34827,3185,117,136,27869,3060,6841,1250,30347,3282,5178,1088,23353,3020,1816,687,1099018,6045,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,323324,1634,15089,1878,11337,1615,425,388,8333,1431,2579,678,3752,834,951,452,2641,741,160,134,308235,2644,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1444933,3765,79046,5028,53783,3763,436,290,35020,3127,18327,2142,25263,3231,4457,1479,19145,2683,1661,617,1365887,6219,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1615623,3892,81264,5736,61528,4453,75,121,39881,3348,21572,2552,19736,2638,1852,733,15864,2463,2020,711,1534359,6130,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2526593,4566,144404,6206,96971,4642,1150,549,70756,3578,25065,2735,47433,3877,8689,2032,35446,2940,3298,838,2382189,8019,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1298146,3475,75641,4874,58526,4030,425,327,44609,3401,13492,1414,17115,2220,2196,668,12377,1954,2542,815,1222505,6142,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,736744,3499,43321,4027,23913,2874,397,299,19386,2504,4130,1097,19408,2553,2684,980,15362,2322,1362,714,693423,5566,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1445964,3902,79016,4585,53248,3731,1220,485,42091,3460,9937,1283,25768,2612,4631,1059,19259,2445,1878,690,1366948,6100,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,226052,1881,12561,1718,8901,1317,0,231,7492,1258,1409,441,3660,1068,383,273,3200,1054,77,126,213491,2133,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,427564,2172,29564,2234,22760,1896,450,288,18763,1531,3547,757,6804,1295,1208,417,5272,1191,324,194,398000,3074,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,595503,2599,34430,3181,24904,2784,621,463,20206,2495,4077,1032,9526,1795,2222,796,6448,1585,856,484,561073,4396,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,328256,2042,14535,1667,11125,1511,23,39,8148,1308,2954,694,3410,840,620,400,2275,694,515,272,313721,2687,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2170753,3935,119608,6822,91119,5782,452,301,60630,4375,30037,3014,28489,3523,5288,1366,20231,3115,2970,994,2051145,8064,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,477390,2662,27246,2705,16304,2300,994,526,12425,2082,2885,944,10942,2155,2978,1078,6700,1726,1264,625,450144,3979,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4847881,6499,247124,8123,172534,6915,1876,758,113783,5520,56875,4140,74590,5312,10779,1809,55896,3921,7915,1555,4600757,11003,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2166134,5382,116804,5996,75564,4634,2046,805,57371,3916,16147,2250,41240,3977,8047,1823,30617,3412,2576,942,2049330,7212,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,151961,1296,8689,1328,6404,1191,57,102,4838,1072,1509,516,2285,720,471,278,1618,668,196,161,143272,1829,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2832421,5353,156574,6313,106575,5378,1371,581,83188,4863,22016,2194,49999,3954,9242,1765,36645,3640,4112,1351,2675847,8218,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,872183,3823,55123,3545,37529,3134,1489,796,30445,2657,5595,1083,17594,2511,2619,883,13574,2213,1401,580,817060,5235,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,896416,2821,51176,3804,40284,3473,360,314,31159,3300,8765,1488,10892,1656,1760,731,8380,1669,752,398,845240,4664,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2974503,4925,152013,6117,101537,4884,1092,472,74332,3526,26113,2732,50476,3640,8218,1639,36858,3298,5400,1145,2822490,8227,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,266589,2063,14342,2250,9630,1746,0,284,6725,1399,2905,990,4712,1210,455,333,3540,1023,717,564,252247,3054,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1058086,3699,58762,4066,36607,3248,1012,598,28511,2583,7084,1607,22155,2951,3937,1165,15915,2229,2303,903,999324,5583,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,185823,1441,12344,1597,8088,1351,221,243,6390,1183,1477,575,4256,996,1201,516,2654,956,401,299,173479,2042,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1508041,3852,89825,5919,59757,4092,1964,769,46630,3424,11163,1851,30068,3864,6237,1295,20206,3188,3625,1313,1418216,6072,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5858687,8096,393363,10259,277839,8937,9968,2059,217339,8988,50532,3821,115524,6859,26424,3197,80713,5678,8387,1637,5465324,13535,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,649720,2428,56659,3729,48053,3409,860,397,41281,3223,5912,938,8606,1759,1275,426,6985,1683,346,212,593061,4150,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,152964,1234,6572,1017,4606,829,171,256,3384,721,1051,361,1966,663,375,327,1515,589,76,76,146392,1691,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1910819,4716,104388,6067,80199,5349,803,570,57033,4415,22363,2452,24189,2331,4785,1097,18127,2335,1277,483,1806431,7546,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1603514,4503,88105,4927,64133,4205,699,372,47823,3626,15611,1881,23972,3209,4012,1143,16764,2632,3196,1445,1515409,6884,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,430518,2119,17143,1935,11258,1721,285,285,9221,1487,1752,655,5885,1251,1211,593,3979,906,695,441,413375,3115,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1376240,3000,75853,4334,53251,3202,884,357,40805,2729,11562,1278,22602,2467,2599,726,18818,2258,1185,400,1300387,4894,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,125353,1308,7466,1229,5220,969,192,192,4704,914,324,197,2246,713,754,443,1464,606,28,48,117887,1824,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1007603,2323,51900,3438,30841,2615,2971,900,24565,2357,3305,985,21059,2419,4562,1042,15241,2080,1256,540,955703,4272,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
