GEO_ID,B02001_001E,B02001_001M,B02001_002E,B02001_002M,B02001_003E,B02001_003M,B02001_004E,B02001_004M,B02001_005E,B02001_005M,B02001_006E,B02001_006M,B02001_007E,B02001_007M,B02001_008E,B02001_008M,B02001_009E,B02001_009M,B02001_010E,B02001_010M,NAME,B02001_001EA,B02001_001MA,B02001_002EA,B02001_002MA,B02001_003EA,B02001_003MA,B02001_004EA,B02001_004MA,B02001_005MA,B02001_005EA,B02001_006MA,B02001_006EA,B02001_007EA,B02001_007MA,B02001_008EA,B02001_008MA,B02001_009EA,B02001_009MA,B02001_010MA,B02001_010EA,state
0400000US20,2662616,0,2269482,7705,147455,4920,23647,2624,53129,1662,1169,566,108800,7132,58934,4133,10285,2221,48649,3835,Kansas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4058633,0,3646690,4706,292012,4113,8343,1883,35561,1915,3184,1697,28695,4361,44148,3768,4108,1236,40040,3521,Kentucky,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4389747,0,2795263,4781,1425685,5155,24921,2205,58392,2147,347,252,37078,4312,48061,4999,6079,1617,41982,4434,Louisiana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1283673,0,1239525,1627,8788,1028,7060,893,10907,957,14,27,4772,1868,12607,1550,1231,832,11376,1423,Maine,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5461318,0,3356489,11434,1564914,6641,16711,3460,258529,3637,2554,1166,168909,11166,93212,6752,13888,3193,79324,5749,Maryland,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6182860,0,5156426,16197,363095,11147,13708,1865,292537,3349,626,416,269564,20343,86904,7510,21189,3922,65715,5820,Massachusetts,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9865583,0,7890608,9349,1379010,8917,57840,3173,227585,2808,3546,1847,151670,8793,155324,10248,25717,6201,129607,7147,Michigan,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4989848,0,4390040,8022,205160,4269,53573,2618,177645,3127,2460,1167,87512,7419,73458,5270,8668,1983,64790,4828,Minnesota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2824156,0,1716444,3238,1030075,6224,12280,1563,21523,3179,588,494,18679,2903,24567,4392,1988,1057,22579,4034,Mississippi,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5631910,0,4760327,6544,627978,5687,23091,2775,78554,2414,3100,721,55841,6059,83019,5831,8819,1927,74200,5591,Missouri,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,910651,0,824721,1654,4135,1056,55079,2327,5508,904,648,466,4759,1270,15801,2286,1175,541,14626,2257,Montana,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1706976,0,1529471,4113,68389,2621,13250,1795,24820,1312,557,468,44869,4250,25620,3415,4070,1326,21550,2911,Nebraska,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2381281,0,1811535,14452,170854,3413,28163,2612,138054,2899,11490,980,146725,12322,74460,8317,17445,5185,57015,6468,Nevada,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1272486,0,1214616,2852,10456,988,4499,1785,22850,1362,326,272,7271,2220,12468,1763,1294,596,11174,1661,New Hampshire,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8521427,0,5954926,20073,1130967,8071,20745,4410,620588,5987,3626,2025,665275,21262,125300,8112,38434,4286,86866,6818,New Jersey,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1887200,0,1311829,12607,35604,2500,181064,3333,22454,1580,1711,1071,274204,12376,60334,5849,27768,4156,32566,3895,New Mexico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18655275,0,12508643,32831,2858062,16127,67460,4608,1246567,6387,6123,2102,1684562,38901,283858,12077,81490,6371,202368,9941,New York,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8411041,0,6005471,14055,1765698,8882,106931,3833,146795,3952,3344,1160,257169,13288,125633,8378,17547,2805,108086,8087,North Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,609645,0,557952,893,4981,712,29985,1805,5459,1146,486,396,3505,715,7277,1455,539,420,6738,1342,North Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11155606,0,9408020,7843,1283908,6753,22682,2680,162117,3256,2652,1268,109717,7215,166510,7173,19193,2669,147317,6740,Ohio,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3433496,0,2589660,6911,243094,5154,253783,6161,54270,2510,3598,1718,93669,7099,195422,8050,12477,2032,182945,7783,Oklahoma,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3560109,0,3089729,11119,58309,2121,47805,5009,125049,3135,6579,1043,125273,11073,107365,5923,13032,2855,94333,5860,Oregon,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11979147,0,10132144,12741,1208536,8425,15307,1662,266473,3206,1812,879,225678,11651,129197,6847,22180,3228,107017,6096,Pennsylvania,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1032662,0,856314,7005,51843,3375,5389,1079,26803,1839,792,798,71685,6930,19836,3621,3798,1628,16038,3242,Rhode Island,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4113961,0,2774429,5665,1174488,4916,13859,2026,44560,2211,1485,1017,60114,5226,45026,5173,5460,1955,39566,4551,South Carolina,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,746033,0,656165,1642,6166,656,62916,2418,4756,821,174,186,4447,1173,11409,2193,749,517,10660,2028,South Dakota,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5810590,0,4625715,6230,954287,5752,15770,2150,73824,2979,1200,995,72499,5473,67295,5318,9625,2485,57670,4510,Tennessee,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,22270165,0,16021256,50737,2442350,11025,113898,8972,726027,6469,12725,2375,2580469,49289,373440,16282,145927,9950,227513,11723,Texas,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2427350,0,2178777,8570,18325,1504,29875,1904,46962,2136,14993,1854,102090,8668,36328,3565,8646,1976,27682,2931,Utah,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,602290,0,581874,769,2932,441,1168,475,6659,712,65,78,960,407,8632,1066,515,535,8117,956,Vermont,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7332608,0,5259281,11462,1397192,8973,24261,3309,342239,4863,4192,1501,171128,12024,134315,9260,17472,2933,116843,8459,Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6146338,0,4988017,12740,202286,4470,88363,5662,405030,5202,28400,2087,229830,13253,204412,8755,25368,4515,179044,7667,Washington,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1771750,0,1682489,2330,54270,2862,2269,885,7967,1222,1121,644,3281,1177,20353,2686,1137,669,19216,2731,West Virginia,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5375751,0,4734357,7461,307950,3860,45516,2267,107517,2776,845,433,117156,7873,62410,4916,10879,1764,51531,4056,Wisconsin,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,495226,0,457681,2447,3317,779,9437,981,3148,1286,23,40,12072,2194,9548,1699,1385,562,8163,1551,Wyoming,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3865280,0,2953015,19780,276503,13907,7942,2300,9541,2763,298,306,430194,14438,187787,10893,21623,3091,166164,10194,Puerto Rico,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
