GEO_ID,B14001G_001E,B14001G_001M,B14001G_002E,B14001G_002M,B14001G_003E,B14001G_003M,B14001G_004E,B14001G_004M,B14001G_005E,B14001G_005M,B14001G_006E,B14001G_006M,B14001G_007E,B14001G_007M,NAME,B14001G_001EA,B14001G_001MA,B14001G_002EA,B14001G_002MA,B14001G_003MA,B14001G_003EA,B14001G_004MA,B14001G_004EA,B14001G_005MA,B14001G_005EA,B14001G_006EA,B14001G_006MA,B14001G_007EA,B14001G_007MA,state
0400000US36,256226,11579,115381,6523,18220,2273,52377,3833,23027,3014,21757,2238,140845,8265,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,109624,7217,54201,4700,9285,1713,25913,3699,10279,1929,8724,1865,55423,4491,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,6562,1322,4035,1045,563,320,2177,663,1041,421,254,213,2527,754,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,147559,6793,75246,5045,14045,2152,37727,3557,14938,2177,8536,1494,72313,4541,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,181690,7475,69883,4268,9248,1405,33521,2498,13430,1695,13684,2451,111807,5244,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,98297,5450,45495,3698,6968,1368,21028,2570,10192,2032,7307,1524,52802,3670,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,115148,6169,56421,4910,10431,2014,28664,3024,10869,1931,6457,1114,58727,3456,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,17145,3069,8550,1935,935,426,4391,1208,2147,956,1077,530,8595,1992,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,40411,4876,18206,3251,3772,1213,9166,1978,2718,810,2550,850,22205,2783,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9556,1824,4547,1093,1146,645,2213,674,753,361,435,259,5009,1229,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,58807,4737,26198,3537,4021,1090,14327,2330,4712,1085,3138,925,32609,3248,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,333086,14304,157040,9529,25966,3119,76336,5544,29959,3445,24779,3367,176046,8059,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,32010,3308,16648,2357,3039,750,7824,1339,3418,1067,2367,784,15362,1892,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7801,962,2525,579,174,125,1516,419,530,282,305,206,5276,736,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,119987,8380,59630,6041,9538,1709,30269,3626,11487,2087,8336,1739,60357,5082,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,184270,8054,85581,5086,11269,1520,39651,3296,21098,2135,13563,1941,98689,6404,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,18541,2536,8835,1668,552,327,4921,1329,2075,705,1287,678,9706,1388,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,54554,4387,30187,3400,5559,944,13549,1907,5784,1326,5295,1336,24367,2284,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8640,1449,3533,1003,132,176,1895,645,914,504,592,388,5107,1066,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,180834,10435,61507,5669,6569,1178,28327,3464,13033,2021,13578,2371,119327,6429,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
