C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050MA,C24070_051MA,C24070_051EA,C24070_052MA,C24070_052EA,C24070_053MA,C24070_053EA,C24070_054EA,C24070_054MA,C24070_055EA,C24070_055MA,C24070_056EA,C24070_056MA,C24070_057MA,C24070_057EA,C24070_058MA,C24070_058EA,C24070_059EA,C24070_059MA,C24070_060EA,C24070_060MA,C24070_061EA,C24070_061MA,C24070_062MA,C24070_062EA,C24070_063MA,C24070_063EA,C24070_064MA,C24070_064EA,C24070_065EA,C24070_065MA,C24070_066EA,C24070_066MA,C24070_067EA,C24070_067MA,C24070_068MA,C24070_068EA,C24070_069MA,C24070_069EA,C24070_070EA,C24070_070MA,C24070_071EA,C24070_071MA,C24070_072EA,C24070_072MA,C24070_073MA,C24070_073EA,C24070_074MA,C24070_074EA,C24070_075EA,C24070_075MA,C24070_076EA,C24070_076MA,C24070_077EA,C24070_077MA,C24070_078MA,C24070_078EA,C24070_079MA,C24070_079EA,C24070_080EA,C24070_080MA,C24070_081EA,C24070_081MA,C24070_082EA,C24070_082MA,C24070_083MA,C24070_083EA,C24070_084MA,C24070_084EA,NAME,C24070_001MA,C24070_001EA,C24070_002MA,C24070_002EA,C24070_003MA,C24070_003EA,C24070_004EA,C24070_004MA,C24070_005EA,C24070_005MA,C24070_006EA,C24070_006MA,C24070_007MA,C24070_007EA,C24070_008MA,C24070_008EA,C24070_009MA,C24070_009EA,C24070_010EA,C24070_010MA,C24070_011EA,C24070_011MA,C24070_012EA,C24070_012MA,C24070_013MA,C24070_013EA,C24070_014MA,C24070_014EA,C24070_015EA,C24070_015MA,C24070_016EA,C24070_016MA,C24070_017EA,C24070_017MA,C24070_018MA,C24070_018EA,C24070_019MA,C24070_019EA,C24070_020EA,C24070_020MA,C24070_021EA,C24070_021MA,C24070_022EA,C24070_022MA,C24070_023MA,C24070_023EA,C24070_024MA,C24070_024EA,C24070_025EA,C24070_025MA,C24070_026EA,C24070_026MA,C24070_027EA,C24070_027MA,C24070_028MA,C24070_028EA,C24070_029MA,C24070_029EA,C24070_030EA,C24070_030MA,C24070_031EA,C24070_031MA,C24070_032EA,C24070_032MA,C24070_033MA,C24070_033EA,C24070_034MA,C24070_034EA,C24070_035EA,C24070_035MA,C24070_036EA,C24070_036MA,C24070_037EA,C24070_037MA,C24070_038MA,C24070_038EA,C24070_039MA,C24070_039EA,C24070_040EA,C24070_040MA,C24070_041EA,C24070_041MA,C24070_042EA,C24070_042MA,C24070_043MA,C24070_043EA,C24070_044MA,C24070_044EA,C24070_045MA,C24070_045EA,C24070_046MA,C24070_046EA,C24070_047MA,C24070_047EA,C24070_048EA,C24070_048MA,C24070_049EA,C24070_049MA,C24070_050EA,state
1459,23387,2286,13246,1852,393519,10641,21586,2126,96710,4801,0,242,691693,13755,1426,524,16662,1885,3462,856,75,81,3385,954,59887,4739,4388,1358,10935,1475,9115,1457,333829,10344,8619,1390,1512,699,238398,7622,365288,9280,26411,2529,72934,4333,14801,1838,8193,1503,33037,2748,14353,1766,3193,849,26303,2496,64372,4728,35241,2720,19924,2793,46526,4240,0,242,0400000US42,5684223,22948,70377,3515,370901,9077,779542,13430,203823,6686,672775,13845,287806,9804,118152,6201,385242,9445,516153,11721,1346975,18080,425856,11196,268223,9262,238398,7622,3882547,24378,37684,2598,252025,8217,744285,13817,185175,6373,607668,13138,202222,7628,103031,5301,311250,8372,398598,10993,566969,13444,362524,10900,111116,6325,0,242,164478,6533,4132,997,26205,2804,12005,1600,8163,1273,19773,2441,5602,1225,1430,543,13367,1799,30822,2505,17417,1969,13203,2242,12359,2195,0,242,580217,12505,724,347,3075,923,4989,1076,2217,839,8912,1801,5742,1177,6110,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
300,2271,794,1543,813,33672,2591,3417,880,6260,1322,0,284,68349,3524,0,284,868,513,275,193,0,284,47,77,4715,1206,959,434,411,257,1552,552,35978,2496,2321,861,0,284,21223,2387,30206,2887,728,471,5910,1395,898,414,245,203,2248,673,827,494,509,408,2557,713,6426,1263,2936,754,2328,846,4594,1022,0,284,0400000US44,517678,6471,2612,1267,34585,3438,68567,4553,14978,1799,64591,4444,18136,2513,10332,1628,41246,3472,42222,3714,123941,4834,51105,4772,24140,2850,21223,2387,348674,7743,1743,1112,23519,2556,64963,4600,13877,1723,60014,4343,10906,1744,8301,1441,33649,3016,29335,3219,49596,4063,41144,4295,11627,1991,0,284,20180,2008,141,137,3906,1175,1474,646,805,494,1789,824,1028,656,0,284,2358,830,3366,799,1759,596,1895,866,1659,619,0,284,50269,3332,0,284,382,384,957,613,51,85,493,334,660,658,563,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
406,3434,1085,2122,891,49296,4323,5433,1331,31759,3089,0,286,304888,9835,853,391,5179,1341,2335,814,400,242,2932,1101,16728,1996,2573,708,3228,985,6478,1307,164274,6946,5839,1349,677,336,93392,4463,127963,6137,4330,1068,30253,2799,3692,860,3500,1056,11565,1806,4752,1044,2344,1023,10592,1617,20939,2712,8687,1614,6650,2026,20587,2380,72,131,0400000US45,1895910,14445,19185,2570,162967,7264,302353,9120,64923,3630,225072,8506,90308,4537,35703,3772,110399,5151,152077,7461,375813,9427,169091,8425,94555,5776,93464,4443,1293147,13840,12792,2209,113380,6359,290599,9295,56260,3635,199810,8603,64381,3716,29368,3731,85674,4879,111587,5780,146478,5837,146906,7898,35912,3419,0,286,66460,4564,839,397,12639,2136,3279,771,3702,861,7829,1509,1986,836,803,456,7471,1259,10951,1895,7078,1479,4263,1149,5620,1292,0,286,103452,5695,371,258,1516,716,2448,834,1061,951,2936,1078,2461,847,615,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
219,865,430,351,241,25096,2233,1295,518,6968,1166,0,219,64498,2811,522,285,2222,479,22,42,40,63,205,169,4218,791,771,324,984,446,1214,460,29972,2450,3011,843,34,56,21283,2099,45102,2836,15632,1344,5986,1237,1095,507,422,257,3464,728,2425,854,293,260,2964,885,4097,834,2852,575,1485,559,4387,1061,0,219,0400000US46,389188,4373,27515,1993,28213,2296,38240,2654,12146,1510,44976,2570,18109,2066,7391,1039,30965,2621,23943,2258,85063,3797,32912,2727,18432,2001,21283,2099,228700,4610,8540,1245,17648,1991,35504,2544,11025,1416,39296,2350,10268,1615,6249,943,25230,2233,15967,1903,26263,2143,26504,2501,6206,1099,0,219,13850,1740,2620,689,2291,589,822,433,528,450,1592,534,349,283,78,116,922,368,2314,696,880,508,617,387,837,424,0,219,37038,2504,201,173,66,47,797,388,131,106,419,341,849,365,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
714,5781,1170,3734,1077,100909,4911,7255,1551,42866,3192,0,282,370951,10561,724,333,9276,1396,2599,810,484,337,1563,576,34663,3134,2554,658,4399,955,10044,1666,181832,6974,7339,1443,472,289,115002,6005,224424,8405,12493,1855,53230,4137,7313,1449,4677,1193,21618,2622,8463,1406,2775,846,15093,1810,36204,3645,16572,1950,11936,2527,34050,3208,0,282,0400000US47,2722266,15193,29280,2762,209956,8313,448712,13702,98868,5277,322659,8221,163056,6342,58537,5145,156042,5843,215768,8098,536285,11794,234977,10484,133124,5555,115002,6005,1882966,16053,14670,2078,132438,6477,429807,13601,89865,5371,288253,8182,114710,5248,49659,4966,124387,5105,154836,6469,229579,8110,203709,9873,51053,3722,0,282,66070,4739,898,404,12191,1970,4873,1198,2927,1082,7954,1477,1913,741,1168,587,6382,1163,10950,1954,7393,1297,4738,1369,4683,1292,0,282,177855,6716,495,372,2821,1380,4120,1188,915,474,3271,895,3307,909,2381,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
942,20599,2266,20395,2904,297066,9722,26418,3089,136434,5556,0,288,1469406,19578,2457,808,25900,3121,6825,1208,704,411,8989,1978,94251,5236,8775,1357,13600,1884,23075,2886,820372,16709,23194,2942,3014,917,438250,11681,795837,17322,48150,3151,155958,8127,25010,3072,18010,2676,68833,5146,32273,3392,7237,1639,67653,4018,144139,6641,67422,4002,43079,4244,118073,6852,0,288,0400000US48,10185187,31276,264552,9710,922935,21837,1054339,17905,381028,12655,1208164,19462,567500,13780,233437,8834,716049,15556,1023140,20195,2014431,20446,809898,19746,551464,14695,438250,11681,7043773,38054,198521,8533,678171,17531,993525,17193,339706,11606,1082938,20232,415194,12414,209843,8789,584074,14605,769842,17166,799889,13163,701213,20293,270857,10923,0,288,316388,10509,11405,1749,52168,4634,17641,2448,18598,2823,34277,3285,14678,1877,3047,795,30123,2518,65689,4684,29682,3033,15994,2472,23086,2909,0,288,559783,12714,4019,1036,10738,1995,11338,1995,4010,1154,13127,1823,11104,1696,4535,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
576,4725,986,1551,466,46246,3998,3036,1099,14288,1965,0,258,184060,7258,2165,663,3001,904,340,306,60,111,480,274,10704,1667,2321,673,1527,584,4695,1295,90363,4598,5341,1071,248,232,62815,4216,71591,4554,2362,704,9682,1672,2384,881,1102,468,5325,1598,3174,1026,1578,605,7649,1399,10532,1490,10696,1907,4077,1047,13030,2031,0,258,0400000US49,1177505,8328,19859,2145,94956,5884,130755,5960,42234,3136,153156,7482,58201,3472,29613,3471,87799,4754,115962,5679,232810,7218,94378,5476,54967,3979,62815,4216,789304,10114,14039,1987,70295,5312,123109,5863,37718,2816,137291,6498,42258,3128,24366,3088,66229,3957,89895,5191,81421,4282,79397,4689,23286,2399,0,258,53845,3862,1136,356,10978,2149,3374,928,2832,1022,6345,1663,965,429,531,304,7669,1375,9289,1551,4084,828,2527,1081,4115,1204,0,258,78705,4643,157,118,1000,467,1548,647,522,272,3715,1441,1100,368,817,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
330,1598,560,777,435,28370,2226,1473,500,3901,777,0,211,45053,2918,199,146,1459,571,108,105,10,18,53,65,2152,539,388,174,242,193,678,303,23612,1987,671,366,148,155,15333,1749,36598,2404,2880,699,10067,1264,1448,430,557,305,1726,488,900,457,323,156,1776,496,6719,1044,3911,717,2475,649,3816,747,0,211,0400000US50,325080,4176,7529,1094,28585,2359,40414,2429,9505,1463,39611,2718,11554,1393,6495,901,16310,2056,26443,1967,80738,3149,28596,2547,13967,1675,15333,1749,190366,4352,3344,640,15060,1903,37423,2305,8668,1326,35451,2540,7380,1173,4645,750,11681,1676,15599,1583,23385,2253,22317,2077,5413,1102,0,211,13912,1750,852,365,1832,517,1212,518,175,180,1421,594,704,409,224,212,1013,412,2670,595,1460,918,1660,650,689,343,0,211,39151,2522,254,277,167,180,223,191,95,131,960,522,418,239,915,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
1339,10937,1684,18068,2083,111111,5304,12503,2153,77541,4835,0,284,729781,12849,1168,568,9758,1503,11610,1587,634,351,5983,1385,38374,3111,8426,1553,11863,1856,18018,2232,284388,7282,16788,2132,1354,552,321417,9740,214039,8556,13095,1559,42838,3554,3714,884,3279,1408,15924,2060,6507,1351,2671,893,16540,1892,45377,3556,25211,2654,10978,1971,27905,3621,0,284,0400000US51,3628879,16290,40465,3094,301057,10931,331028,8402,95591,5351,423386,11388,154954,7415,109382,5179,250140,7804,454802,11726,681086,11603,273419,8164,192152,7706,321417,9740,2301730,19075,22987,2660,221391,9786,306550,8418,85503,4510,380857,11508,100453,5704,92387,4991,200372,7418,345328,10327,245476,8740,224989,7840,75437,5166,0,284,129065,6158,2909,843,23607,2813,4256,1179,5308,1508,14726,2048,5822,1435,1022,582,10428,1567,28011,2317,14900,1818,8161,1900,9915,1968,0,284,254264,8248,306,278,3463,1048,4898,1282,867,464,5896,1627,3798,966,4876,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
1022,11388,2033,10529,1833,116555,6068,10274,1905,40184,3007,0,268,479274,12029,2874,825,10166,1313,10580,2010,361,236,2411,813,42498,3653,4855,990,2306,744,9207,1857,224515,7507,10328,1348,854,373,158319,7379,206907,7624,11504,1888,28404,2743,7652,1408,4806,1118,18112,2337,5082,911,4061,1088,20864,2272,41612,2947,24933,2230,13572,1896,26305,2907,0,268,0400000US53,2969913,14982,74381,4912,219614,8128,324074,10223,117983,6388,354818,11629,154135,6542,84851,4427,194016,8867,314332,9827,585154,13592,249206,9635,139030,5934,158319,7379,1964995,18825,54368,4690,159280,7456,296975,9305,105881,6428,316831,10099,101074,5473,72417,4006,149506,7467,227449,7794,208670,7996,207780,9384,64764,4993,0,268,114747,5903,5086,1023,19613,2284,6532,1440,5542,1172,12622,1854,3589,1045,1620,738,9952,1726,25535,3009,10481,1362,7252,1427,6923,1541,0,268,203990,7642,549,358,2151,858,2335,793,1393,684,4842,1308,1892,704,1898,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
222,1532,516,2012,696,32353,2668,2295,987,11345,1748,0,266,136096,6143,398,265,4196,905,654,343,0,266,78,101,10388,1653,1384,487,1682,620,2090,757,68871,4467,2750,1004,0,266,43605,4061,45509,4485,3526,912,8667,1605,1339,536,630,451,5360,1606,2342,686,556,296,2292,643,6153,1347,5026,1073,1605,715,8013,1717,0,266,0400000US54,744722,8250,35294,3085,54666,3535,72312,4509,20626,2415,93725,5036,47021,2946,15509,2012,33849,2834,50498,3574,174943,6787,67983,4630,34691,2909,43605,4061,488139,7304,29606,2728,37965,3059,68842,4267,19030,2234,83284,4675,32591,2887,12813,1956,26514,2491,37658,2961,66169,4510,59887,4301,13780,1799,0,266,21117,2968,1409,564,2841,979,939,538,916,540,3750,1086,864,456,461,472,1829,876,2585,774,2524,963,1446,572,1553,503,0,266,53861,3075,355,299,997,591,538,407,50,76,1253,690,836,468,295,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
670,8841,1592,4481,965,150652,5645,9372,1310,35425,2461,0,211,342284,9699,1654,459,8987,946,1116,521,104,114,792,411,21715,2337,5820,1148,2990,697,4900,1111,188059,6880,8039,1347,988,577,97120,4772,182741,5791,36163,2308,28926,2118,6334,1111,3473,964,15122,1842,7795,1019,1965,539,12058,1663,23956,1981,16863,1731,12073,1428,18013,1712,0,211,0400000US55,2776916,12797,71159,3264,190345,6534,544181,10857,96143,4792,328131,7942,121295,5014,53724,3192,176488,6490,193803,6457,577497,9147,217361,7989,109669,4971,97120,4772,1933426,12371,26083,1724,132181,5778,523975,10568,87350,4598,296587,7112,86862,3994,43488,2701,146115,5457,147166,5762,213550,6042,180719,7591,49350,3373,0,211,94453,3990,6399,709,19056,1895,7246,1488,4784,1011,12207,1368,2980,559,573,291,6484,879,13300,1571,8373,1274,7158,1030,5893,1179,0,211,224012,6860,860,359,1195,508,5510,1079,432,230,3423,746,1943,708,1878,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
81,1329,543,335,292,10907,1689,1118,685,3472,812,0,258,51245,3254,1062,430,1563,715,0,258,0,258,142,187,2456,605,520,282,108,130,1125,487,27857,2412,1549,638,430,375,14433,1756,23194,2356,5308,932,3131,857,894,476,90,120,2283,850,666,376,214,242,1523,652,2401,802,2272,581,1243,531,3169,876,0,258,0400000US56,265249,4247,32354,2779,21831,2629,9434,1282,5814,1165,31282,3026,18289,2206,4392,1203,12893,2043,15743,2127,57742,3767,28488,2847,12554,1783,14433,1756,159124,4824,23622,2556,15113,2137,7996,1130,5245,1123,27483,2954,14023,2044,3156,1058,9195,1504,10082,1541,15400,1830,23188,2334,4621,1216,0,258,12481,2092,2065,786,1903,668,160,205,479,382,615,351,709,488,454,342,738,410,1800,896,1306,586,1390,609,862,467,0,258,19205,2477,297,274,121,140,384,395,0,258,759,549,435,353,48,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
302,2196,660,1904,568,22856,2111,1313,534,7561,1359,0,280,314621,8267,703,352,10033,1749,182,157,76,126,1107,534,22138,2207,623,341,3580,1161,8887,1726,139613,4517,6883,1590,651,338,120145,5219,101483,5324,4225,1051,18397,2338,3179,942,1919,824,11891,1756,5756,1231,149,151,2983,852,15618,2301,8246,1224,8955,1409,20165,2651,0,280,0400000US72,1210602,12859,18403,2089,99486,4817,137423,7104,41703,3411,151872,7063,48669,3085,22223,2608,67540,4905,98092,4905,252873,5816,94001,4816,58172,3943,120145,5219,713086,11002,11015,1624,63081,4461,131385,6871,36550,3240,131314,6761,19236,1928,20646,2549,56815,4464,65301,4134,79237,4326,72716,4070,25790,2925,0,280,39198,3005,2162,709,6238,1328,1721,613,2261,771,5692,1377,1335,721,381,330,1966,585,6382,1318,2921,861,4134,1190,4005,926,0,280,42214,2958,298,226,1737,599,956,456,897,417,1868,693,204,207,424,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
