C24070_050M,C24070_051E,C24070_051M,C24070_052E,C24070_052M,C24070_053E,C24070_053M,C24070_054E,C24070_054M,C24070_055E,C24070_055M,C24070_056E,C24070_056M,C24070_057E,C24070_057M,C24070_058E,C24070_058M,C24070_059E,C24070_059M,C24070_060E,C24070_060M,C24070_061E,C24070_061M,C24070_062E,C24070_062M,C24070_063E,C24070_063M,C24070_064E,C24070_064M,C24070_065E,C24070_065M,C24070_066E,C24070_066M,C24070_067E,C24070_067M,C24070_068E,C24070_068M,C24070_069E,C24070_069M,C24070_070E,C24070_070M,C24070_071E,C24070_071M,C24070_072E,C24070_072M,C24070_073E,C24070_073M,C24070_074E,C24070_074M,C24070_075E,C24070_075M,C24070_076E,C24070_076M,C24070_077E,C24070_077M,C24070_078E,C24070_078M,C24070_079E,C24070_079M,C24070_080E,C24070_080M,C24070_081E,C24070_081M,C24070_082E,C24070_082M,C24070_083E,C24070_083M,C24070_084E,C24070_084M,GEO_ID,C24070_001E,C24070_001M,C24070_002E,C24070_002M,C24070_003E,C24070_003M,C24070_004E,C24070_004M,C24070_005E,C24070_005M,C24070_006E,C24070_006M,C24070_007E,C24070_007M,C24070_008E,C24070_008M,C24070_009E,C24070_009M,C24070_010E,C24070_010M,C24070_011E,C24070_011M,C24070_012E,C24070_012M,C24070_013E,C24070_013M,C24070_014E,C24070_014M,C24070_015E,C24070_015M,C24070_016E,C24070_016M,C24070_017E,C24070_017M,C24070_018E,C24070_018M,C24070_019E,C24070_019M,C24070_020E,C24070_020M,C24070_021E,C24070_021M,C24070_022E,C24070_022M,C24070_023E,C24070_023M,C24070_024E,C24070_024M,C24070_025E,C24070_025M,C24070_026E,C24070_026M,C24070_027E,C24070_027M,C24070_028E,C24070_028M,C24070_029E,C24070_029M,C24070_030E,C24070_030M,C24070_031E,C24070_031M,C24070_032E,C24070_032M,C24070_033E,C24070_033M,C24070_034E,C24070_034M,C24070_035E,C24070_035M,C24070_036E,C24070_036M,C24070_037E,C24070_037M,C24070_038E,C24070_038M,C24070_039E,C24070_039M,C24070_040E,C24070_040M,C24070_041E,C24070_041M,C24070_042E,C24070_042M,C24070_043E,C24070_043M,C24070_044E,C24070_044M,C24070_045E,C24070_045M,C24070_046E,C24070_046M,C24070_047E,C24070_047M,C24070_048E,C24070_048M,C24070_049E,C24070_049M,C24070_050E,C24070_050MA,C24070_051MA,C24070_051EA,C24070_052MA,C24070_052EA,C24070_053MA,C24070_053EA,C24070_054EA,C24070_054MA,C24070_055EA,C24070_055MA,C24070_056EA,C24070_056MA,C24070_057MA,C24070_057EA,C24070_058MA,C24070_058EA,C24070_059EA,C24070_059MA,C24070_060EA,C24070_060MA,C24070_061EA,C24070_061MA,C24070_062MA,C24070_062EA,C24070_063MA,C24070_063EA,C24070_064MA,C24070_064EA,C24070_065EA,C24070_065MA,C24070_066EA,C24070_066MA,C24070_067EA,C24070_067MA,C24070_068MA,C24070_068EA,C24070_069MA,C24070_069EA,C24070_070EA,C24070_070MA,C24070_071EA,C24070_071MA,C24070_072EA,C24070_072MA,C24070_073MA,C24070_073EA,C24070_074MA,C24070_074EA,C24070_075EA,C24070_075MA,C24070_076EA,C24070_076MA,C24070_077EA,C24070_077MA,C24070_078MA,C24070_078EA,C24070_079MA,C24070_079EA,C24070_080EA,C24070_080MA,C24070_081EA,C24070_081MA,C24070_082EA,C24070_082MA,C24070_083MA,C24070_083EA,C24070_084MA,C24070_084EA,NAME,C24070_001MA,C24070_001EA,C24070_002MA,C24070_002EA,C24070_003MA,C24070_003EA,C24070_004EA,C24070_004MA,C24070_005EA,C24070_005MA,C24070_006EA,C24070_006MA,C24070_007MA,C24070_007EA,C24070_008MA,C24070_008EA,C24070_009MA,C24070_009EA,C24070_010EA,C24070_010MA,C24070_011EA,C24070_011MA,C24070_012EA,C24070_012MA,C24070_013MA,C24070_013EA,C24070_014MA,C24070_014EA,C24070_015EA,C24070_015MA,C24070_016EA,C24070_016MA,C24070_017EA,C24070_017MA,C24070_018MA,C24070_018EA,C24070_019MA,C24070_019EA,C24070_020EA,C24070_020MA,C24070_021EA,C24070_021MA,C24070_022EA,C24070_022MA,C24070_023MA,C24070_023EA,C24070_024MA,C24070_024EA,C24070_025EA,C24070_025MA,C24070_026EA,C24070_026MA,C24070_027EA,C24070_027MA,C24070_028MA,C24070_028EA,C24070_029MA,C24070_029EA,C24070_030EA,C24070_030MA,C24070_031EA,C24070_031MA,C24070_032EA,C24070_032MA,C24070_033MA,C24070_033EA,C24070_034MA,C24070_034EA,C24070_035EA,C24070_035MA,C24070_036EA,C24070_036MA,C24070_037EA,C24070_037MA,C24070_038MA,C24070_038EA,C24070_039MA,C24070_039EA,C24070_040EA,C24070_040MA,C24070_041EA,C24070_041MA,C24070_042EA,C24070_042MA,C24070_043MA,C24070_043EA,C24070_044MA,C24070_044EA,C24070_045MA,C24070_045EA,C24070_046MA,C24070_046EA,C24070_047MA,C24070_047EA,C24070_048EA,C24070_048MA,C24070_049EA,C24070_049MA,C24070_050EA,state
869,6708,1398,6714,1314,116324,6527,8094,1834,56411,3818,0,297,632023,14813,1201,443,11905,2304,3850,1043,458,298,2942,899,46166,3676,4279,1606,7030,2123,9366,1582,314475,10274,9552,2064,839,430,219960,8809,278958,10047,11435,1474,68374,5770,8006,1355,4544,1077,26689,3490,11249,1917,4386,1577,21068,2272,51059,4143,19071,2297,11849,1816,41228,3696,0,297,0400000US13,4185729,18960,50584,3912,372325,11585,506593,10895,159754,7186,503276,14423,260292,8932,118426,7431,294747,9575,425675,10368,768359,14480,309264,9178,196474,9272,219960,8809,2876324,23780,33352,3594,252154,9650,478036,11041,143704,6864,449064,13110,191730,7707,105785,7113,241974,8332,321556,9440,304502,8993,269175,9501,85292,5695,0,297,183272,8447,3663,1147,37608,4939,9924,2316,10040,1950,20343,3463,7178,1925,2284,812,17967,2589,36980,3599,13987,2003,10594,1742,12704,2826,0,297,215152,9735,933,676,2284,835,6777,1896,1008,677,4238,1002,3969,1429,1692,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
397,3693,872,1259,428,19368,2185,2335,692,9346,1602,0,264,121868,6320,213,199,1981,609,2519,892,15,24,1888,826,6611,1374,798,404,539,317,3010,782,50671,4047,4725,919,552,539,48346,4093,52017,4062,1695,561,4877,1015,1959,742,1326,567,5164,1123,1666,819,310,201,6351,1409,10274,1737,5720,1245,5024,1525,7651,1707,0,264,0400000US15,582731,6807,7595,1399,46085,4149,19685,2209,18163,2407,70369,3628,32823,3183,11632,1759,43416,3237,54983,4328,109556,5153,91093,6491,28985,2605,48346,4093,348685,8663,5281,1241,35474,3616,14180,1931,15816,2154,60521,3359,23100,2379,9237,1607,30879,2609,35814,3134,31884,3065,76449,6257,10050,1643,0,264,20940,2268,358,267,3386,1425,973,461,1006,470,1537,637,550,376,691,442,1954,640,4626,1268,1913,575,2560,985,1386,438,0,264,39221,3336,48,61,367,306,54,86,0,264,1259,701,896,549,596,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
478,1335,533,1424,547,23583,2451,2669,1127,6794,1300,0,256,104672,4526,3453,850,2704,795,367,208,48,67,229,214,4520,1022,673,339,568,273,2967,767,48693,2996,2671,769,313,283,37466,2612,66400,4276,9348,1519,10936,1423,1834,611,1209,565,5402,1073,2963,1068,473,280,5665,1229,9745,2036,7579,2075,2903,851,8343,1555,0,256,0400000US16,671516,8168,37156,2885,63970,4599,70331,3764,22798,2128,79594,4422,30262,2380,12398,1715,38370,3407,62082,4694,129798,5046,57388,4218,29903,3368,37466,2612,428855,7342,20925,1988,42825,3614,65488,3838,20531,1941,69607,4339,20393,1806,10230,1607,28305,2599,43014,3552,47536,2842,47334,3774,12667,2085,0,256,29425,2716,2657,814,6459,1269,1434,545,713,347,3081,918,1648,523,0,256,2497,738,4932,1253,2407,649,1811,887,1786,1073,0,256,42164,3641,773,771,1046,617,1208,902,297,164,1275,758,738,433,1022,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
1284,14129,2126,15202,2132,286729,8854,22262,2997,95232,5362,0,266,756598,15339,1504,644,14807,1660,2615,762,318,256,2421,883,69115,4285,10299,1386,8543,1480,11216,1607,377214,10021,20711,2581,1708,858,236127,8832,337357,12123,25236,2242,53601,3912,8272,1546,5923,1460,24127,2760,15700,2450,5033,1494,31986,3020,58586,4440,44067,3830,18590,2306,46236,4350,0,266,0400000US17,5951354,21085,62096,3540,385129,10754,815406,15731,232523,9117,645111,13269,353672,11140,149259,7140,478925,11000,607321,13525,1218536,19471,481011,15131,286238,9130,236127,8832,4157488,28380,28984,2347,276423,9620,778314,14924,211978,8744,586897,12955,252620,9395,124924,6458,401317,10963,474656,12934,489735,11361,404149,14041,127491,6498,0,266,228400,8071,6269,1236,37597,3818,13334,1734,11942,1994,24454,2653,9757,1557,2775,871,22950,2452,47661,3854,20791,2721,15299,2347,15571,2620,0,266,471511,13393,103,97,2701,942,12871,7036,2362,663,7212,1578,6480,1538,6228,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
908,5272,1186,3659,902,153597,6439,8218,1471,46820,3054,0,264,331786,7690,547,318,7773,1334,1804,687,386,372,1447,588,25684,2508,4917,879,1877,553,4617,1235,174014,5810,6776,1342,965,447,100979,5022,163058,5706,15613,1875,29331,2712,4869,782,4422,1446,14860,1703,7041,1317,2624,706,10335,1315,23123,2187,18286,1922,7153,1356,25401,2089,0,264,0400000US18,2918053,14954,39430,3231,200677,6510,597542,11336,101210,5347,336396,10125,148538,6478,54293,3758,171635,6378,195577,6957,590392,11191,244588,9551,136796,5879,100979,5022,2090658,15993,19032,2238,144587,6129,577914,10951,91248,5188,302279,8760,109546,5327,42848,3696,146295,6142,147725,5689,236621,7949,214883,8721,57680,3436,0,264,95841,5267,3934,851,16828,2297,7131,1181,4579,1091,13940,2120,3056,902,702,375,7856,1261,16453,2027,7874,1234,7558,1419,5930,1362,0,264,236710,7706,304,191,2158,812,5824,1482,575,369,3870,1207,3211,751,3202,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
307,2743,696,2547,984,80774,4327,5061,1374,21812,2201,0,221,212414,5573,203,165,6208,968,978,448,304,221,579,309,14779,1806,2168,550,1708,563,3739,940,126331,4681,4964,1113,521,244,49932,2719,124719,4797,31921,2439,18937,2021,3058,721,2899,742,10934,1201,5402,1256,1098,412,6534,1076,10555,1480,14019,1516,5378,1313,13984,1808,0,221,0400000US19,1507271,9646,59387,3463,97426,4166,241672,6232,55812,3339,184345,5717,76780,4037,31313,2912,111482,4863,92033,4661,338325,6321,102791,5195,65973,3803,49932,2719,1001842,11702,18905,1862,65907,3530,233233,6052,50491,3123,164393,5677,52921,3417,26605,2557,96962,4212,69589,4523,113393,4452,83225,4455,26218,2389,0,221,48023,3015,8070,1219,5990,972,2407,674,1942,512,5993,928,2234,619,840,452,3535,794,5603,950,3808,1100,4163,1124,3438,850,0,221,120273,5110,288,166,384,222,1996,617,176,147,2446,869,1444,558,602,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
333,2526,707,2349,773,61403,3513,4903,1292,21867,2161,0,240,219382,6424,348,215,6593,955,845,495,160,180,1277,560,15489,1744,2851,947,2854,1420,3149,876,118162,4782,6626,1248,690,456,60338,3590,103062,4435,21423,1816,16504,2044,2565,672,1416,490,8746,1385,3086,645,1037,647,6759,1158,13072,1562,12447,1431,3433,992,12574,1445,0,240,0400000US20,1355967,9835,51637,2665,89689,5058,189706,6731,46915,3519,153380,6145,69187,3778,38926,3663,82971,3821,106681,5154,301524,6667,102028,5156,62985,4320,60338,3590,886680,12207,24397,2105,59464,3686,182573,6716,42742,3489,136435,5685,48183,3342,33641,3411,66846,3753,79993,4618,104398,4603,83695,4773,24313,2919,0,240,46787,3397,5240,1074,6366,1247,1890,489,2225,607,5293,1142,1083,343,560,436,3986,907,8118,1454,5114,1350,3371,1052,3541,1202,0,240,100056,5077,229,187,762,452,1833,684,372,245,1629,645,1346,602,837,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
675,3186,756,2175,609,74012,3783,3752,958,25804,2641,0,270,275833,6577,1302,617,6833,1218,1951,1183,436,488,1261,566,17559,2075,2871,959,2361,694,3933,945,143706,5382,7301,1507,501,347,85818,4230,125665,4710,16979,1845,29318,3344,4507,1097,1321,457,11135,1505,5547,1121,498,326,7694,1190,16918,1960,9829,1523,3790,978,18129,2524,0,270,0400000US21,1816063,14801,57718,3939,136344,7203,290253,8200,58048,3600,211228,8938,106763,5563,32983,3162,101672,4842,125150,5439,383576,9184,138864,6184,87646,5333,85818,4230,1230997,14450,36195,3333,85676,5570,277208,7723,53150,3609,188463,8600,77954,5032,27371,2886,83058,4428,93704,5176,149731,6000,120798,5883,37689,3640,0,270,61130,4683,3008,865,13228,2460,2742,783,2882,847,7661,1165,2282,785,490,332,5373,1228,8420,1560,6298,1579,3223,1037,5523,1278,0,270,122438,5161,234,199,1289,495,3845,1123,259,244,2708,980,3421,1125,1753,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
260,5379,1241,2784,861,68589,5419,4863,1245,28419,3367,0,278,321081,9306,1216,554,6805,1304,1137,586,119,145,724,380,19828,2673,2379,853,1841,674,5100,1175,159585,7166,4818,1199,562,324,116967,6685,115989,5967,8828,1368,23456,3090,1874,681,1951,663,11341,1702,4951,1197,1157,517,7535,1324,20001,1999,10107,1690,5881,1413,18907,2162,0,278,0400000US22,1915246,13496,75034,4199,149182,7757,170747,7040,64809,4812,230539,8661,104002,6194,32007,2991,110076,5861,153968,6728,429173,9798,180252,9542,98490,6712,116967,6685,1290607,17888,61816,3957,108547,6402,164138,6961,58551,4715,209187,8029,73409,5012,27712,2914,89279,5773,111482,5995,183161,8609,160206,9139,43119,4227,0,278,70137,4056,2461,662,8976,1713,2782,700,3643,1087,7896,1633,3773,1071,265,213,6042,1150,14601,1880,7731,1581,4484,1085,7483,1641,0,278,117432,6596,713,395,1398,653,816,442,545,394,1391,687,2041,733,494,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
319,1472,561,2883,781,49140,2836,2481,771,8924,1500,0,229,96495,4744,200,150,2670,706,2786,877,0,229,111,118,8097,1323,700,269,435,262,1137,481,50491,3557,1344,575,405,384,28119,2653,65055,3566,7525,1177,16707,1847,2196,598,792,386,4781,1120,1805,558,486,312,3094,782,8150,1210,6401,1256,4375,942,8743,1597,0,229,0400000US23,654928,5771,15277,1789,55224,3190,67194,3545,20773,2497,90547,4918,28194,2279,11880,1298,41831,3210,48303,3588,166076,5330,51584,3962,29926,2919,28119,2653,397938,6839,6061,1093,29498,2421,60438,3403,18189,2185,80120,4370,17042,1978,10024,1263,35293,2730,31462,2867,58299,3454,41039,3695,10473,1609,0,229,26079,2180,1316,375,6125,1226,1350,515,1217,540,3841,1023,400,224,151,136,1537,608,4671,1021,1745,568,2345,806,1381,666,0,229,69361,3524,175,141,224,201,424,343,575,381,1694,854,850,398,519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
885,11845,2391,16418,2472,121751,6843,8116,1524,62231,4620,0,282,604082,14583,281,220,7434,1358,3363,983,426,334,2788,1099,32761,3054,7932,1383,14242,2008,27570,2941,189652,8191,11766,2126,929,439,304938,9768,160788,6947,5515,1160,25207,2871,3143,778,3721,1231,11286,1731,5865,1132,2085,770,14484,1962,32591,2945,25366,2424,10622,2548,20903,2324,0,282,0400000US24,2759741,15735,15438,2468,212560,7031,163071,6546,71890,5561,283672,9613,124817,7129,73343,4805,205107,7638,391194,10199,566999,10893,197931,7084,148781,7127,304938,9768,1653498,14954,7943,1829,160005,7146,151311,6295,63559,4880,253267,9002,79733,5739,58277,4193,153839,7139,288199,9311,217788,7733,160071,6627,59506,4597,0,282,105728,5210,1554,929,18559,2139,3022,886,3223,1018,11342,2169,3933,1116,1972,712,10697,1831,26416,3045,12442,1459,7356,1450,5212,967,0,282,235645,9149,145,209,1355,572,2232,800,961,592,4989,1216,2525,836,3077,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
1042,11042,1634,13999,2169,235090,9137,12707,1964,45515,3121,0,282,401226,10934,231,195,9141,1501,1165,481,115,136,923,419,36165,3729,6384,1053,5060,1088,6132,1401,203076,7610,5780,1096,878,511,126176,5594,222559,9349,3203,810,48003,3840,6096,1224,4433,954,13724,1637,4903,1077,2553,757,17899,1844,51627,3710,29782,2963,16425,3885,23911,2969,0,282,0400000US25,3119025,17145,12120,2121,210260,8394,332341,10587,102015,5186,345027,10222,121877,5988,87265,5221,257729,8768,377534,10751,773218,13728,234042,11202,139421,6226,126176,5594,2062511,21665,7298,1754,134770,7697,315889,10549,91489,4626,315451,9703,75346,4970,73185,4919,214441,8238,283804,8947,297630,8840,190399,9643,62809,5115,0,282,98413,5510,1218,547,17408,2257,5285,1152,5627,1294,11026,2330,2832,866,1079,466,9287,1605,21972,2560,7640,1371,8731,1556,6308,1585,0,282,334316,10351,170,158,938,490,3906,1209,351,293,3903,1132,2631,1036,4064,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
791,18712,1967,9785,1461,233933,7798,15394,2051,63580,3674,0,238,532257,12756,1206,469,11099,1522,1208,445,1171,1364,876,461,42098,3594,5942,1026,2928,743,6469,1832,284810,8527,11754,1524,1249,494,161447,6209,279253,8516,16141,1639,54920,4139,9940,1373,6089,1262,20972,2101,8729,1632,4179,1084,21050,1873,43577,3079,41124,3203,16373,2329,36159,2594,0,238,0400000US26,4539015,18234,47120,2713,292662,9083,895443,13174,147338,5602,529641,11839,188159,7830,87038,4618,254356,7350,382603,10859,963664,16197,384405,9786,205139,7163,161447,6209,3182960,22963,24735,2221,194790,7161,861435,13025,129299,5472,481703,11554,128785,6368,71301,4381,198861,7394,289767,9946,382190,10397,328457,9534,91637,4679,0,238,174902,6308,4461,817,29093,2906,11739,1726,8871,1336,19851,2333,6035,1320,2494,1060,12805,1677,33005,2937,21607,2534,12427,1923,12514,1813,0,238,369643,8937,577,281,2760,1021,11121,2189,1908,628,6239,1331,2512,641,3122,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
652,10973,1461,7268,1555,166381,5971,11599,1484,45075,2971,0,209,323565,8552,1084,367,8238,1108,943,459,211,148,1283,426,24562,2242,4418,812,3760,845,3416,705,179906,6842,9026,1347,330,230,86388,4050,193726,5519,30277,1630,33200,2143,6735,1094,3563,846,14396,2104,8108,1302,2925,770,13742,1454,26055,2272,24930,2247,9585,1290,20210,1965,0,209,0400000US27,2662848,12004,59765,2671,181865,5554,389190,8274,94807,4638,313455,8168,120811,5916,58739,4111,199405,6469,242679,7934,579814,11423,211942,7375,123988,5396,86388,4050,1788805,14698,22254,1895,118925,4760,372146,7967,85687,4559,284135,7678,83194,5500,47610,3664,161269,5688,185900,7293,200939,7306,174365,6703,52381,3441,0,209,101116,4233,5963,744,19942,2222,5936,936,4285,845,9324,1172,3411,792,1537,784,9661,1249,20040,1941,7658,1130,7367,1457,5992,1032,0,209,255636,7106,187,91,1560,677,3430,1018,1061,466,4317,1075,1536,434,2249,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
