GEO_ID,B16002_001E,B16002_001M,B16002_002E,B16002_002M,B16002_003E,B16002_003M,B16002_004E,B16002_004M,B16002_005E,B16002_005M,B16002_006E,B16002_006M,B16002_007E,B16002_007M,B16002_008E,B16002_008M,B16002_009E,B16002_009M,B16002_010E,B16002_010M,B16002_011E,B16002_011M,B16002_012E,B16002_012M,B16002_013E,B16002_013M,B16002_014E,B16002_014M,NAME,B16002_001EA,B16002_001MA,B16002_002EA,B16002_002MA,B16002_003MA,B16002_003EA,B16002_004MA,B16002_004EA,B16002_005MA,B16002_005EA,B16002_006EA,B16002_006MA,B16002_007EA,B16002_007MA,B16002_008EA,B16002_008MA,B16002_009MA,B16002_009EA,B16002_010MA,B16002_010EA,B16002_011EA,B16002_011MA,B16002_012EA,B16002_012MA,B16002_013EA,B16002_013MA,B16002_014MA,B16002_014EA,state
0400000US13,3320278,14891,2915120,15635,223140,6455,78083,5078,145057,5653,101149,4963,13255,2137,87894,4573,60084,3389,14689,2132,45395,3097,20785,2433,2316,935,18469,2434,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,430007,3658,298272,4377,12438,1606,1220,663,11218,1516,9998,1499,789,466,9209,1425,108683,3907,22982,2710,85701,3639,616,412,0,264,616,412,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,532135,3986,469958,4617,42343,2051,10590,1703,31753,2220,10150,1580,873,465,9277,1526,6235,1154,1283,503,4952,1080,3449,864,227,189,3222,910,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4691020,12381,3701803,14793,501229,7489,147883,7398,353346,9061,331684,9925,72437,5601,259247,8941,122194,4158,28643,2703,93551,4112,34110,3664,4537,1164,29573,3271,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2443010,11121,2233312,11673,112527,4374,26410,2434,86117,4614,65483,3668,7783,1375,57700,3454,25062,1789,6872,1320,18190,1838,6626,1238,691,470,5935,1156,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1200833,6448,1110603,7258,48866,2683,10475,1544,38391,2682,26598,2353,2586,695,24012,2334,11921,1247,3549,676,8372,1121,2845,829,484,315,2361,758,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1071938,6448,959407,6874,64622,2933,16991,2058,47631,3254,27014,2615,3174,1019,23840,2421,15759,1449,4966,1169,10793,1203,5136,1215,1434,797,3702,925,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1653898,9151,1571263,9483,41660,2509,7857,1196,33803,2492,25655,2203,3692,1034,21963,2167,11666,1216,2526,794,9140,1156,3654,1018,553,452,3101,938,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1676599,9999,1462431,10555,61564,3907,8724,1731,52840,3741,130198,5546,12018,1564,118180,5552,17477,2073,6236,1322,11241,1664,4929,1325,1140,787,3789,1259,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,542158,4476,482728,5124,7741,1516,206,176,7535,1494,46725,2508,4707,864,42018,2304,3127,579,970,493,2157,585,1837,562,637,517,1200,466,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2085647,7404,1746879,9752,123190,4804,27127,2414,96063,4593,112444,5104,14382,1866,98062,5249,68900,3110,18087,2139,50813,2928,34234,2949,3624,1013,30610,2593,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2448032,10748,1898655,14491,177068,5950,51296,3635,125772,5778,267100,8781,57790,4791,209310,7702,79875,3703,25872,2904,54003,2865,25334,3339,4262,1394,21072,2858,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3887994,12280,3477133,13749,139033,5030,26276,2739,112757,4695,161065,4898,23173,2049,137892,4762,57229,2802,16449,1813,40780,2415,53534,3851,10955,1882,42579,3397,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2020144,7496,1805061,8251,77723,3695,15623,1948,62100,3753,67404,4018,7797,1405,59607,3732,41855,2415,12297,1439,29558,2313,28101,2707,8414,1347,19687,2470,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1084034,7745,1039588,8076,25165,1939,4719,1026,20446,1967,10730,1470,630,430,10100,1403,5854,1200,1184,512,4670,1199,2697,684,413,222,2284,648,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2285280,10457,2131997,10509,71368,3711,10703,1352,60665,3850,50493,3508,7911,1685,42582,3017,24177,1614,5780,1173,18397,1527,7245,1649,556,279,6689,1676,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,368268,2828,344698,3379,8143,1265,592,328,7551,1280,9718,1236,534,326,9184,1194,1461,416,418,269,1043,306,4248,766,0,231,4248,766,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,695592,4475,627596,5212,41925,2265,13351,1350,28574,2198,15841,1811,2504,746,13337,1559,7189,1179,2084,679,5105,998,3041,848,774,346,2267,817,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,906719,6595,667815,8485,151382,4857,50156,4274,101226,5346,34802,2791,3586,1163,31216,2550,44618,2364,7584,1360,37034,2464,8102,1662,1466,780,6636,1500,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,497054,4541,435232,5198,12916,1456,1852,1038,11064,1499,39989,2824,3834,800,36155,2723,6182,1008,1098,615,5084,932,2735,820,494,366,2241,704,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3141956,9862,2243242,13143,410777,6780,120326,4775,290451,6732,310885,8811,58098,4375,252787,7473,133676,4200,29672,2930,104004,4247,43376,3355,5668,1482,37708,3215,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,727820,5484,429163,6801,236337,5688,38780,3171,197557,5551,13429,1765,1158,483,12271,1649,6573,980,1843,720,4730,899,42318,2211,8349,1162,33969,2082,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7114431,15213,5043085,19193,979709,10661,285790,9181,693919,11537,714994,12897,157207,6539,557787,12110,281290,6683,102604,6084,178686,5894,95353,5000,18059,2508,77294,4358,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3409840,14997,3074797,15558,203365,5962,71516,4354,131849,5392,74052,5068,7351,1772,66701,4653,41610,3012,10765,1564,30845,2672,16016,2110,3135,1312,12881,1862,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,270437,2052,248416,2544,5083,1001,273,204,4810,1024,14000,1409,1471,407,12529,1273,1176,452,246,176,930,405,1762,424,62,94,1700,446,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4507821,13987,4150965,14676,127136,4575,17882,1976,109254,4519,150242,5925,20090,2053,130152,5493,45951,2603,12330,1383,33621,2451,33527,3186,6587,1412,26940,3140,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1380595,8810,1250177,9576,76856,3249,21878,2303,54978,3062,19722,1833,1910,864,17812,1674,18201,1634,4444,1143,13757,1507,15639,2042,2019,637,13620,1946,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1425340,7083,1219272,8841,111271,4470,32019,3083,79252,4953,50641,3740,7520,1311,43121,3476,37760,2335,11712,1683,26048,2167,6396,1139,430,292,5966,1107,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4860140,14124,4343135,16140,192505,5093,36077,2934,156428,5072,231282,7000,32899,3176,198383,6337,68255,3427,21995,2183,46260,2878,24963,3232,5639,1567,19324,2617,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,406089,2961,315514,4484,37581,2174,11677,1966,25904,2072,44534,3027,7254,1424,37280,2739,5676,860,1829,607,3847,715,2784,948,230,298,2554,892,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1635907,9252,1520316,9452,66321,2859,17978,1686,48343,2869,32116,2982,3983,1283,28133,2630,12823,1375,3773,910,9050,1182,4331,1388,812,493,3519,1255,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,310331,2851,285885,3097,7797,1152,965,342,6832,1190,7977,1022,859,460,7118,905,1547,439,433,227,1114,382,7125,963,1004,531,6121,794,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2366130,12369,2210672,13101,84306,3933,24156,2762,60150,4291,40512,3296,3190,877,37322,3219,20818,1785,5222,1204,15596,1831,9822,1888,1450,522,8372,1874,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7978095,18793,5298478,16590,2243209,15099,608616,14807,1634593,15638,201484,7534,21264,2456,180220,6999,188339,5669,53430,4186,134909,5554,46585,3944,5973,1546,40612,4006,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,791929,4640,653554,5626,81913,3617,21345,2312,60568,3412,29619,2344,1550,449,28069,2423,19171,1696,3005,1012,16166,1582,7672,1269,1339,1037,6333,1121,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,248825,2206,229294,2566,2822,526,75,68,2747,520,14183,1662,1083,400,13100,1583,1809,566,367,195,1442,563,717,274,0,211,717,274,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2889688,11234,2492297,12037,165337,5775,40632,3379,124705,5691,113356,4925,12164,1892,101192,4936,90013,3477,22553,2029,67460,3355,28685,3424,5087,1422,23598,3012,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2450474,8355,2033018,10980,160414,4828,45051,3449,115363,4997,108590,6116,19275,2701,89315,5602,127146,3985,34466,2743,92680,3593,21306,2684,4106,1011,17200,2400,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,740702,5802,715317,5728,10337,1334,537,310,9800,1250,10085,1303,764,363,9321,1220,3179,879,712,462,2467,686,1784,714,235,207,1549,711,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2219571,6843,2008606,9055,103166,3742,20208,2137,82958,3755,72147,3768,7632,1196,64515,3541,26383,2036,5506,1050,20877,1829,9269,2160,835,464,8434,2053,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,204935,2466,186953,2919,10486,1279,1495,583,8991,1338,4815,1079,79,91,4736,1072,996,445,188,222,808,403,1685,600,11,22,1674,599,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1254318,8503,43761,2452,1207893,8597,867892,9532,340001,6920,1965,583,409,249,1556,480,524,347,333,278,191,218,175,223,0,280,175,223,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
