GEO_ID,C16007_001E,C16007_001M,C16007_002E,C16007_002M,C16007_003E,C16007_003M,C16007_004E,C16007_004M,C16007_005E,C16007_005M,C16007_006E,C16007_006M,C16007_007E,C16007_007M,C16007_008E,C16007_008M,C16007_009E,C16007_009M,C16007_010E,C16007_010M,C16007_011E,C16007_011M,C16007_012E,C16007_012M,C16007_013E,C16007_013M,NAME,C16007_001EA,C16007_001MA,C16007_002EA,C16007_002MA,C16007_003EA,C16007_003MA,C16007_004MA,C16007_004EA,C16007_005MA,C16007_005EA,C16007_006EA,C16007_006MA,C16007_007EA,C16007_007MA,C16007_008EA,C16007_008MA,C16007_009MA,C16007_009EA,C16007_010MA,C16007_010EA,C16007_011EA,C16007_011MA,C16007_012EA,C16007_012MA,C16007_013EA,C16007_013MA,state
0400000US13,8125787,3431,1657320,3222,1473353,6569,122325,4521,61642,4048,5656964,4434,4938789,12693,417465,9192,300710,9309,811503,3754,772191,3889,13499,2019,25813,2491,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1148331,472,208744,691,175103,3791,3632,1230,30009,3589,770692,817,582574,7439,17466,2548,170652,6930,168895,685,115525,3162,1168,426,52202,3068,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1289728,1117,267030,1240,240445,2424,22104,2113,4481,980,865978,1497,774837,4201,68268,3240,22873,2857,156720,1218,149701,1159,3423,891,3596,1028,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11541146,1763,2332381,2169,1839226,12115,354252,8804,138903,6988,7772612,2658,5990489,20618,1030919,10002,751204,18109,1436153,2109,1234487,5514,63244,2099,138422,5352,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5663249,2027,1162893,2322,1073408,5200,54797,3181,34688,4080,3773185,2321,3483913,6988,165174,5421,124098,5615,727171,1996,694864,2643,10652,1423,21655,2385,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2679362,1413,484747,1651,446706,2518,25732,1590,12309,1857,1792448,1658,1676756,4200,61369,3181,54323,4288,402167,1534,390732,1716,3242,708,8193,1348,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2474976,1383,483807,1985,431377,3809,40446,2984,11984,1532,1661041,2165,1495951,5583,103671,3996,61419,3871,330128,1631,314541,1972,6266,1212,9321,1476,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3787480,1985,704958,2276,672500,3497,18528,2090,13930,2495,2586637,2354,2477959,6032,54443,3147,54235,4435,495885,1811,488694,1951,1809,613,5382,982,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4070976,1871,821857,2165,778612,3833,21108,2436,22137,1959,2750236,2680,2524316,8106,77099,4154,148821,5697,498883,2359,426428,4914,10611,1335,61844,4028,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1216504,715,209050,1006,197489,1759,2497,651,9064,1764,826139,838,768160,3882,7680,1616,50299,3929,181315,684,158977,2304,541,354,21797,2044,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5079545,1425,1015890,1811,883880,6617,67678,3843,64332,4694,3454205,2432,2910563,10660,212963,5723,330679,10130,609450,1888,549857,3279,13106,1389,46487,3108,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5787790,985,1055601,1373,854094,8239,95151,4443,106356,7351,3935401,1903,3095829,18071,285016,6323,554556,17156,796788,1392,661893,5967,18580,1287,116315,5868,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9214148,1661,1861228,1999,1694380,7955,68560,3624,98288,7171,6158418,2360,5597581,12497,187538,6440,373299,9792,1194502,2166,1104332,3689,13828,1491,76342,3393,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4652645,1843,889516,2061,787949,5315,41188,2853,60379,4230,3185811,1947,2883913,6083,113833,4613,188065,5996,577318,1511,543534,2717,3862,824,29922,2461,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2613859,1661,533649,1838,517465,2339,9088,1657,7096,1606,1742748,2484,1683562,4085,33800,2884,25386,2815,337462,2123,332666,2162,1980,619,2816,788,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5253164,2150,992398,2339,933653,3757,30005,2399,28740,3639,3539628,2505,3338494,7932,90389,3759,110745,6400,721138,2255,701306,2441,6488,1171,13344,1980,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,856752,866,149831,1330,143897,1830,2603,772,3331,943,585857,1392,560445,2884,7689,1269,17723,2226,121064,846,116662,1223,550,341,3852,987,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1584316,984,306272,1191,272388,2600,26566,2055,7318,1589,1060127,1167,960731,3723,65861,2632,33535,2988,217917,1118,207946,1345,3860,1064,6111,1054,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2208391,1108,445915,1152,318223,5469,111847,4681,15845,2170,1494800,1281,1087807,7547,287146,6007,119847,5480,267676,1232,223726,3550,18232,1500,25718,2748,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1198995,1145,229409,1153,215186,2068,4438,1114,9785,1461,818265,989,743008,5033,16805,1712,58452,4572,151321,652,136325,1509,1604,540,13392,1513,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7940313,1136,1573569,1290,1192929,10866,219555,6525,161085,8177,5298734,2290,3722498,17544,783003,9810,793233,14588,1068010,2206,849631,5553,72130,2103,146249,5403,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1755649,1718,354810,1765,249088,6004,81757,5051,23965,2921,1173154,1995,728523,8538,343779,7130,100852,4165,227685,1797,144530,2500,67666,2233,15489,1283,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,17407992,1631,3272488,1936,2407474,13626,489849,9454,375165,10652,11764631,3115,8294775,29030,1753195,13391,1716661,25940,2370873,2310,1793983,10766,196757,3158,380133,9819,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7810389,2904,1531365,3382,1381351,6340,110482,3790,39532,4769,5293149,3854,4753660,9989,357381,7905,182108,7292,985875,2887,953251,4270,9421,1753,23203,2565,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,573060,642,98678,698,93023,1153,2607,717,3048,604,387727,746,370347,2114,4944,1112,12436,1660,86655,608,77183,1205,196,167,9276,1043,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10420402,2054,2018404,2688,1896777,7555,48513,3114,73114,6000,6971014,2758,6532636,12442,148601,5909,289777,11236,1430984,2125,1354661,4139,10911,1282,65412,4050,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3188478,1471,603395,1782,552236,4026,37666,2858,13493,2611,2143320,2815,1953236,6753,121091,3816,68993,4846,441763,2536,426235,2639,6080,1372,9448,1461,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3334045,1462,620397,1993,517148,6053,71720,4321,31529,3097,2266240,2228,1935433,10239,198869,6232,131938,6599,447408,1752,417710,2187,8580,1521,21118,1794,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,11253570,1604,2074197,1860,1865824,9108,102559,5350,105814,7738,7424907,2352,6731702,14474,275539,6246,417666,12934,1754466,1926,1628761,4939,20816,1834,104889,4699,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,968612,753,180281,1073,142715,2619,23822,2250,13744,1913,648370,1339,517818,5463,64703,2621,65849,4625,139961,878,111460,2360,3708,426,24793,2357,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3835500,1914,743743,2050,699333,3177,32637,2410,11773,1971,2586169,1980,2420069,7564,100304,3730,65796,6557,505588,1595,491477,1914,4609,940,9502,1116,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,692220,891,132432,856,122913,2442,3324,853,6195,2213,458698,841,431471,2700,8483,1142,18744,2277,101090,685,96002,804,356,287,4732,909,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5422454,2406,994670,3269,933611,5878,36448,3245,24611,4410,3719131,2875,3490667,9019,125097,4760,103367,6677,708653,2415,694743,2884,3965,917,9945,1578,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20403745,3358,4433871,4055,2940704,19295,1350646,17985,142521,6539,13822025,5370,8977939,22614,4149285,20441,694801,11624,2147849,4677,1638343,6564,421241,4862,88265,3861,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2191308,1072,502895,1374,444109,4560,43123,3421,15663,2337,1482865,1267,1254543,6973,144705,5265,83617,4528,205548,902,188410,1636,7242,1116,9896,1384,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,570045,430,100324,610,96466,845,1368,439,2490,679,392906,588,373720,2425,2660,556,16526,2374,76815,431,70815,1308,149,152,5851,1189,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6826604,2798,1306584,3107,1155327,7850,83465,4688,67792,5622,4696972,3264,4043217,11713,289810,6466,363945,10525,823048,2563,763342,3983,13601,1400,46105,2978,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5751180,1544,1082349,1517,901415,7290,96143,4574,84791,5908,3985057,2205,3316392,16417,277143,6577,391522,13894,683774,1915,612932,4117,14832,1775,56010,3589,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1672814,935,281555,1391,273294,2224,5789,1690,2472,910,1124874,1509,1100621,2705,9274,1418,14979,2033,266385,1132,261869,1404,655,360,3861,858,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5035768,1640,950745,1913,857481,4110,50772,2808,42492,2985,3410559,1897,3134516,7513,147380,4769,128663,5911,674464,1647,638735,2461,7332,1013,28397,2381,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,464197,904,81848,938,77909,1290,2985,1023,954,528,323128,1233,303678,2692,11918,1974,7532,1572,59221,805,55392,1014,1930,662,1899,663,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3609858,756,773683,759,30864,2926,742101,3074,718,801,2356903,0,106018,6015,2246970,6101,3915,1090,479272,0,28380,2229,450289,2189,603,340,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,72
