GEO_ID,B17006_001E,B17006_001M,B17006_002E,B17006_002M,B17006_003E,B17006_003M,B17006_004E,B17006_004M,B17006_005E,B17006_005M,B17006_006E,B17006_006M,B17006_007E,B17006_007M,B17006_008E,B17006_008M,B17006_009E,B17006_009M,B17006_010E,B17006_010M,B17006_011E,B17006_011M,B17006_012E,B17006_012M,B17006_013E,B17006_013M,B17006_014E,B17006_014M,B17006_015E,B17006_015M,B17006_016E,B17006_016M,B17006_017E,B17006_017M,B17006_018E,B17006_018M,B17006_019E,B17006_019M,B17006_020E,B17006_020M,B17006_021E,B17006_021M,B17006_022E,B17006_022M,B17006_023E,B17006_023M,B17006_024E,B17006_024M,B17006_025E,B17006_025M,B17006_026E,B17006_026M,B17006_027E,B17006_027M,B17006_028E,B17006_028M,B17006_029E,B17006_029M,NAME,B17006_001MA,B17006_001EA,B17006_002EA,B17006_002MA,B17006_003EA,B17006_003MA,B17006_004EA,B17006_004MA,B17006_005EA,B17006_005MA,B17006_006MA,B17006_006EA,B17006_007MA,B17006_007EA,B17006_008MA,B17006_008EA,B17006_009MA,B17006_009EA,B17006_010EA,B17006_010MA,B17006_011EA,B17006_011MA,B17006_012MA,B17006_012EA,B17006_013MA,B17006_013EA,B17006_014MA,B17006_014EA,B17006_015MA,B17006_015EA,B17006_016MA,B17006_016EA,B17006_017EA,B17006_017MA,B17006_018EA,B17006_018MA,B17006_019EA,B17006_019MA,B17006_020MA,B17006_020EA,B17006_021MA,B17006_021EA,B17006_022MA,B17006_022EA,B17006_023EA,B17006_023MA,B17006_024EA,B17006_024MA,B17006_025MA,B17006_025EA,B17006_026MA,B17006_026EA,B17006_027EA,B17006_027MA,B17006_028EA,B17006_028MA,B17006_029EA,B17006_029MA,state
0400000US45,1002542,3370,223504,10313,53806,6123,16503,2416,3703,1212,33600,4770,169698,9876,11124,2872,4490,1612,492,397,6142,1994,158574,9556,53325,4514,9711,1954,95538,7362,779038,10219,578383,12583,156541,5139,30647,2906,391195,9567,200655,9766,47373,5126,10879,2118,2243,866,34251,4215,153282,8853,33582,3288,9205,2137,110495,6991,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,181704,1610,32284,3714,9690,2190,2320,640,810,301,6560,1892,22594,3010,3103,988,1687,809,85,93,1331,608,19491,3098,9626,1882,1096,506,8769,1783,149420,3809,121117,4692,31671,1930,6942,973,82504,3769,28303,3213,10126,1975,2805,919,795,467,6526,1340,18177,2496,4218,1068,644,362,13315,1975,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1352058,4653,284087,14080,93104,7531,31944,3746,5711,1148,55449,5216,190983,11406,16785,2817,5867,1332,1046,496,9872,2103,174198,10843,55065,5766,10028,1995,109105,7680,1067971,14519,806609,14737,226304,5586,45672,3403,534633,11741,261362,11679,65811,6810,17693,4168,2511,968,45607,4816,195551,11109,45453,4758,8747,1806,141351,8035,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6188281,8459,1520781,32454,669488,25010,239013,12543,42925,4034,387550,15756,851293,27018,96109,9473,36331,4865,5083,1422,54695,5732,755184,26491,254492,12296,46895,4970,453797,18619,4667500,30566,3626368,33655,1059795,14703,202843,7318,2363730,28378,1041132,26075,280618,14309,77216,5750,13195,2557,190207,11486,760514,21198,174326,10106,38359,3802,547829,15441,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,729752,2263,77519,7190,43077,5516,18162,2732,3919,925,20996,3226,34442,4669,3870,1168,1494,602,295,329,2081,967,30572,4594,10033,1983,1248,590,19291,3604,652233,7565,565764,12099,184950,4856,31923,2549,348891,8355,86469,9827,29215,5592,9153,3026,1512,845,18550,3141,57254,6551,10782,1863,3875,1433,42597,5315,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,129304,968,18710,3151,6004,1860,1898,777,63,61,4043,1387,12706,2783,2014,876,465,360,172,167,1377,703,10692,2685,3246,1195,652,334,6794,1864,110594,3240,84327,3597,21221,1437,3623,718,59483,2915,26267,2343,9243,1846,1819,866,193,149,7231,1489,17024,2129,3289,854,549,302,13186,1959,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1779805,4652,231489,12084,57596,6120,21047,3746,3598,1159,32951,3873,173893,10585,17389,3240,4362,1345,1486,622,11541,2577,156504,10261,52442,5501,8760,2026,95302,6495,1548316,12850,1209447,14685,344927,6937,65063,4771,799457,11103,338869,12929,79743,6607,23962,3331,3747,1040,52034,4549,259126,12933,53876,5230,13393,2268,191857,10100,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1438535,4481,209621,10670,79213,6353,27431,2815,4450,942,47332,4504,130408,8670,17268,3626,4713,1441,1075,602,11480,2614,113140,8379,35348,3688,6554,1563,71238,6316,1228914,11727,959675,14716,261658,6042,48554,3304,649463,11481,269239,12661,84857,7410,19281,2774,3904,986,61672,6263,184382,8707,37955,4053,7462,1741,138965,6578,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,369581,2502,92598,6196,37456,4821,10704,1835,1148,417,25604,4018,55142,4987,8392,2219,3156,1224,434,404,4802,1518,46750,4626,12562,1698,2037,585,32151,4100,276983,6755,225449,6750,57732,3007,10744,1493,156973,5796,51534,4102,16684,2923,5023,1662,805,403,10856,2261,34850,3634,6477,1394,1687,704,26686,3167,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1263641,3150,170963,8333,45235,4430,13226,1782,2414,470,29595,3668,125728,7920,13594,2700,5466,1807,914,499,7214,1619,112134,7323,37974,3438,6278,1484,67882,5343,1092678,8327,864120,10879,231473,4678,44486,2543,588161,8439,228558,9344,70761,6114,17539,2235,2710,737,50512,5265,157797,8264,29785,3029,7135,1416,120877,6671,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,109949,1377,11773,2107,4390,1358,1606,600,233,212,2551,968,7383,1863,805,473,360,342,67,72,378,288,6578,1827,2628,784,568,317,3382,1395,98176,2299,78509,3556,21241,1666,4184,921,53084,2966,19667,2850,8124,1889,2575,920,203,200,5346,1593,11543,2067,2280,992,720,442,8543,1686,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,982390,4247,532972,12437,224216,11416,55123,4420,10573,1601,158520,8622,308756,9924,30725,4128,11579,1860,2008,703,17138,2854,278031,9153,66662,4383,17034,2021,194335,7465,449418,12925,331426,11001,88854,5399,18464,2165,224108,8399,117992,7732,19794,2980,6945,1644,995,621,11854,2241,98198,6516,20608,2653,4048,1036,73542,5082,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
