GEO_ID,B12002I_001E,B12002I_001M,B12002I_002E,B12002I_002M,B12002I_003E,B12002I_003M,B12002I_004E,B12002I_004M,B12002I_005E,B12002I_005M,B12002I_006E,B12002I_006M,B12002I_007E,B12002I_007M,B12002I_008E,B12002I_008M,B12002I_009E,B12002I_009M,B12002I_010E,B12002I_010M,B12002I_011E,B12002I_011M,B12002I_012E,B12002I_012M,B12002I_013E,B12002I_013M,NAME,B12002I_001MA,B12002I_001EA,B12002I_002MA,B12002I_002EA,B12002I_003EA,B12002I_003MA,B12002I_004EA,B12002I_004MA,B12002I_005MA,B12002I_005EA,B12002I_006MA,B12002I_006EA,B12002I_007MA,B12002I_007EA,B12002I_008MA,B12002I_008EA,B12002I_009EA,B12002I_009MA,B12002I_010EA,B12002I_010MA,B12002I_011MA,B12002I_011EA,B12002I_012MA,B12002I_012EA,B12002I_013MA,B12002I_013EA,state
0400000US38,5978,499,3255,560,1576,585,1465,339,0,203,14,33,200,197,2723,768,627,291,1590,561,0,203,85,153,421,341,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,177245,2075,92605,2005,35589,2647,44835,2400,1997,811,1257,472,8927,1339,84640,1781,27444,2235,39345,2624,3329,972,4944,1058,9578,1522,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,156220,1447,84701,1551,31595,2173,45104,2450,1811,673,1045,587,5146,908,71519,1592,18001,1618,41013,2161,3150,1047,2972,674,6383,1334,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,236535,937,129844,1245,49670,3278,65632,4136,6027,1471,1396,869,7119,1966,106691,1357,32160,2439,55013,2909,8085,2148,3335,947,8098,1585,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,333126,1504,166791,1586,72383,4276,73157,4042,5692,1705,2441,993,13118,2355,166335,1187,65929,2677,67885,3205,9170,1591,9315,1297,14036,1978,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,77957,559,37635,668,15536,1577,16807,1542,1587,793,629,479,3076,1006,40322,749,14540,1555,16850,1840,3366,1230,1320,649,4246,1090,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,96801,1653,55831,1726,20738,1830,31381,1901,1135,550,305,229,2272,942,40970,1712,11728,1572,23418,1718,2032,1218,1575,481,2217,625,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,9101,784,5167,600,2080,628,2391,633,147,154,165,227,384,298,3934,478,1401,447,1572,501,114,84,47,58,800,378,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,122408,2192,71135,2442,30012,3209,34465,3457,2610,1154,405,325,3643,1194,51273,2256,13350,1675,29645,2247,2001,1020,2258,895,4019,1263,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5523971,2239,2795431,2539,940028,11653,1568933,16550,81255,7368,40414,3632,164801,8160,2728540,2618,752620,10712,1431359,16324,142701,7363,160363,5752,241497,9814,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,177867,601,95107,605,34221,2947,52388,3309,1351,686,1479,634,5668,1197,82760,750,23749,2187,46160,2892,3750,1249,3392,795,5709,1273,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,3597,541,1634,347,571,229,924,295,39,68,0,211,100,109,1963,419,776,283,751,390,91,102,44,73,301,200,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,317891,3306,170976,2703,69707,5068,87195,4924,5317,1593,837,548,7920,1887,146915,2525,44738,3686,75310,3549,8764,1900,5494,1185,12609,2068,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,364869,1014,193378,1477,77098,3581,98031,4038,4700,1366,1320,487,12229,2039,171491,1710,52634,3442,88645,4271,7920,1912,5817,1174,16475,2227,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7557,1064,4186,883,2012,695,1617,592,64,110,162,199,331,336,3371,740,1006,448,1300,500,153,172,569,357,343,184,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,168229,1325,92328,1420,41564,2738,42067,2825,2011,776,1281,631,5405,1256,75901,1140,26392,2187,36406,2386,2752,783,3404,731,6947,1097,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,23851,943,12096,1356,4296,1142,5842,903,0,258,633,567,1325,572,11755,807,2939,645,6524,931,276,230,931,495,1085,509,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2966781,4373,1385407,2758,473162,7608,708106,8440,42396,3362,38742,2648,123001,5612,1581374,2673,453985,6716,689455,9358,66451,4633,164957,4755,206526,5767,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
