GEO_ID,B18103_001E,B18103_001M,B18103_002E,B18103_002M,B18103_003E,B18103_003M,B18103_004E,B18103_004M,B18103_005E,B18103_005M,B18103_006E,B18103_006M,B18103_007E,B18103_007M,B18103_008E,B18103_008M,B18103_009E,B18103_009M,B18103_010E,B18103_010M,B18103_011E,B18103_011M,B18103_012E,B18103_012M,B18103_013E,B18103_013M,B18103_014E,B18103_014M,B18103_015E,B18103_015M,B18103_016E,B18103_016M,B18103_017E,B18103_017M,B18103_018E,B18103_018M,B18103_019E,B18103_019M,B18103_020E,B18103_020M,B18103_021E,B18103_021M,B18103_022E,B18103_022M,B18103_023E,B18103_023M,B18103_024E,B18103_024M,B18103_025E,B18103_025M,B18103_026E,B18103_026M,B18103_027E,B18103_027M,B18103_028E,B18103_028M,B18103_029E,B18103_029M,B18103_030E,B18103_030M,B18103_031E,B18103_031M,B18103_032E,B18103_032M,B18103_033E,B18103_033M,B18103_034E,B18103_034M,B18103_035E,B18103_035M,B18103_036E,B18103_036M,B18103_037E,B18103_037M,B18103_038E,B18103_038M,B18103_039E,B18103_039M,NAME,B18103_001MA,B18103_001EA,B18103_002MA,B18103_002EA,B18103_003EA,B18103_003MA,B18103_004MA,B18103_004EA,B18103_005MA,B18103_005EA,B18103_006MA,B18103_006EA,B18103_007EA,B18103_007MA,B18103_008EA,B18103_008MA,B18103_009EA,B18103_009MA,B18103_010MA,B18103_010EA,B18103_011MA,B18103_011EA,B18103_012EA,B18103_012MA,B18103_013MA,B18103_013EA,B18103_014EA,B18103_014MA,B18103_015MA,B18103_015EA,B18103_016MA,B18103_016EA,B18103_017EA,B18103_017MA,B18103_018EA,B18103_018MA,B18103_019EA,B18103_019MA,B18103_020EA,B18103_020MA,B18103_021MA,B18103_021EA,B18103_022MA,B18103_022EA,B18103_023EA,B18103_023MA,B18103_024MA,B18103_024EA,B18103_025EA,B18103_025MA,B18103_026MA,B18103_026EA,B18103_027MA,B18103_027EA,B18103_028MA,B18103_028EA,B18103_029MA,B18103_029EA,B18103_030EA,B18103_030MA,B18103_031EA,B18103_031MA,B18103_032MA,B18103_032EA,B18103_033MA,B18103_033EA,B18103_034MA,B18103_034EA,B18103_035MA,B18103_035EA,B18103_036EA,B18103_036MA,B18103_037MA,B18103_037EA,B18103_038MA,B18103_038EA,B18103_039MA,B18103_039EA,state
0400000US13,10241594,3158,4921118,8847,337570,5070,1002,740,336568,5142,939898,6529,7116,1358,932782,6694,1144102,6258,11169,2051,1132933,6608,1903201,7018,52975,4465,1850226,8505,389353,3693,20029,2183,369324,3738,206994,3225,18353,1974,188641,3751,5320476,8017,317653,4637,1337,779,316316,4636,916923,5375,8930,2139,907993,5564,1210100,4311,15149,2289,1194951,4345,2100011,5486,57477,4567,2042534,7236,470275,3336,22885,2144,447390,4264,305514,2955,35921,3565,269593,4283,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1373202,2427,671429,2782,45962,505,0,187,45962,505,111281,1003,585,308,110696,1068,144675,2047,2271,1151,142404,2220,256505,2046,4085,883,252420,2354,69404,747,2148,761,67256,973,43602,822,2862,673,40740,1107,701773,1666,43611,533,269,407,43342,671,104797,985,1219,589,103578,1218,150268,1207,1745,616,148523,1465,266676,1125,4526,1356,262150,1901,74428,669,1809,543,72619,868,61993,804,5078,1046,56915,1110,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1695273,1260,846431,2702,60741,1555,22,43,60719,1558,166725,2033,1577,644,165148,2151,190441,2838,3713,1265,186728,3141,306155,2667,9157,2303,296998,3415,77519,1058,2549,780,74970,1265,44850,717,4757,1077,40093,1240,848842,2797,55322,1489,185,161,55137,1488,159968,1827,1197,582,158771,1812,183545,1960,3318,1243,180227,1982,313838,1863,9399,1769,304439,2395,81553,1240,3362,965,78191,1539,54616,1082,5676,1151,48940,1399,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12620126,1888,6173024,4831,393722,2405,1080,622,392642,2436,1082918,2567,7715,1442,1075203,2899,1459896,4209,16637,2194,1443259,4746,2411401,3606,49940,3848,2361461,5426,513903,2469,22062,2224,491841,3195,311184,2175,22465,2400,288719,2891,6447102,4671,373626,1981,1961,838,371665,2329,1040990,2740,5616,1184,1035374,3042,1453593,3425,15228,2606,1438365,4096,2522506,3995,49511,4011,2472995,5632,592051,2363,23445,1999,568606,2866,464336,2236,41533,3313,422803,4242,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6568434,898,3223272,5239,217518,2388,807,478,216711,2431,590825,3497,6301,1795,584524,4123,749562,3110,11419,2306,738143,3938,1227251,4188,33491,3078,1193760,5157,276714,1762,12509,1829,264205,2254,161402,1729,13911,1378,147491,1940,3345162,5188,202034,2278,528,289,201506,2298,559821,3128,5680,1204,554141,3269,750199,3304,9144,1491,741055,3489,1283561,4337,34772,3413,1248789,5422,314470,2086,13226,1663,301244,2491,235077,1982,25776,2232,209301,2429,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3102179,690,1537348,3690,100627,2280,273,215,100354,2283,270891,2488,1400,495,269491,2540,359265,2679,1940,581,357325,2698,581403,3087,10007,1185,571396,3320,137427,1266,3631,758,133796,1481,87735,1135,5692,900,82043,1444,1564831,3550,97996,2163,449,275,97547,2199,258625,2822,1922,732,256703,2926,346146,2383,3062,804,343084,2424,586743,3357,10352,1525,576391,3573,149029,1111,3183,729,145846,1391,126292,1403,9070,1256,117222,1676,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2855454,1638,1411724,4183,98170,2381,592,446,97578,2406,266292,2454,2598,1182,263694,2860,332269,3037,3621,890,328648,3331,521291,2823,13315,1952,507976,3322,120774,1196,4282,862,116492,1436,72928,1209,6979,1084,65949,1530,1443730,3964,94879,2084,849,530,94030,2108,251561,2807,2158,810,249403,2916,324991,2679,3760,899,321231,2654,537809,2662,14255,1737,523554,3345,131265,1701,5039,969,126226,1884,103225,1485,10356,1368,92869,1845,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4370940,1538,2138621,4275,144843,2500,531,277,144312,2486,376529,3277,6736,1456,369793,3613,482941,3267,9133,1460,473808,3310,828673,2928,32940,2803,795733,4117,194844,1372,10745,1617,184099,2103,110791,1406,11484,1234,99307,1863,2232319,3960,131513,2516,1089,492,130424,2516,359692,3200,5021,1233,354671,3544,481503,3572,9532,1863,471971,3954,880312,3284,34525,2889,845787,3750,223340,1510,13750,1679,209590,2110,155959,1535,20346,1881,135613,2212,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4580258,1767,2209005,5998,156873,3696,630,422,156243,3731,411740,4096,4200,1103,407540,4361,518797,4414,6978,1796,511819,4725,824998,4537,31976,2745,793022,5136,192623,2507,10826,1634,181797,2559,103974,2192,11594,1629,92380,2352,2371253,5656,149340,3834,204,209,149136,3865,389837,3505,6872,1862,382965,3962,549780,3791,12045,2302,537735,4016,903796,3725,32459,3212,871337,4747,221223,1898,14972,1831,206251,2378,157277,2050,18547,2595,138730,3258,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1321649,577,646260,1882,32516,824,280,271,32236,835,97325,1512,958,516,96367,1555,134045,1388,2594,1284,131451,1861,263075,1341,5116,1060,257959,1630,76102,869,2090,640,74012,1099,43197,807,2700,702,40497,1125,675389,1856,31874,1030,0,175,31874,1030,91811,1115,543,440,91268,1252,131400,1300,920,457,130480,1410,279711,1477,6394,1055,273317,1802,81107,828,3067,923,78040,1248,59486,850,4829,1027,54657,1272,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5957871,2105,2866331,4274,184781,1508,191,222,184590,1508,502811,2835,2900,746,499911,2945,657616,2750,4172,1168,653444,2786,1139767,3356,21395,2741,1118372,4129,238070,1407,7560,1240,230510,1958,143286,1500,9157,1325,134129,2055,3091540,3956,178523,1791,612,434,177911,1821,478871,2186,3822,996,475049,2497,679769,2192,6067,1291,673702,2445,1257279,2169,24550,2530,1232729,3250,287324,1301,10297,1607,277027,2058,209774,1626,18088,1828,191686,2545,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6785622,1021,3288881,3288,186169,1311,1558,866,184611,1625,514305,1885,2307,745,511998,2114,821893,2539,6841,1504,815052,3015,1299498,2744,22081,2683,1277417,4013,289400,1407,8948,1512,280452,1898,177616,1460,12884,1582,164732,2245,3496741,3066,174167,1371,596,445,173571,1576,492584,1657,3457,1004,489127,1776,835950,1847,7635,1512,828315,2210,1389638,2400,25085,2614,1364553,3099,338262,1543,10985,1514,327277,2196,266140,1915,25346,2676,240794,3022,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9853156,970,4830752,4066,292245,1807,1368,604,290877,1928,819030,3177,6675,1230,812355,3528,1110673,3110,13465,2116,1097208,3640,1878169,3360,43098,3576,1835071,4848,456771,1630,15467,1651,441304,2339,273864,1721,19532,1808,254332,2779,5022404,4066,280125,2164,1008,536,279117,2231,780914,2454,7377,1292,773537,2767,1093451,2118,13212,2010,1080239,2859,1971945,2821,47328,3037,1924617,4289,512686,1866,17041,1493,495645,2317,383283,1972,35730,2370,347553,3106,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5519199,675,2746565,3827,181921,1739,880,508,181041,1778,480639,2907,2896,895,477743,2989,633759,2806,5271,1280,628488,3119,1072457,3045,17373,1677,1055084,3256,235179,1337,8866,1341,226313,1550,142610,1501,9791,1141,132819,1810,2772634,3819,171939,1960,309,209,171630,1974,461028,2087,1606,538,459422,2203,615008,2425,5336,1165,609672,2564,1073302,2393,17218,2009,1056084,3244,252870,1298,6950,1053,245920,1650,198487,1660,16301,1705,182186,2158,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2920808,1463,1398217,5846,92776,3372,582,365,92194,3380,272172,4227,3373,1068,268799,4155,317016,5139,5663,1554,311353,5169,520709,5142,23460,2818,497249,5300,124691,2324,8014,1435,116677,2494,70853,2015,9187,1518,61666,2143,1522591,5669,89691,2678,218,238,89473,2658,256841,3557,4826,1190,252015,3489,333808,3694,6838,1676,326970,3912,586308,3876,25610,2746,560698,4745,150184,2155,9884,1399,140300,2712,105759,1416,14743,1520,91016,1937,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6000326,1538,2926378,5137,193604,2970,667,494,192937,3039,515475,4087,5569,1357,509906,4266,672033,4035,5863,1150,666170,4036,1113084,4000,30187,3163,1082897,4763,266979,2094,12841,1925,254138,2711,165203,1683,14974,1899,150229,2354,3073948,5070,180303,2593,692,475,179611,2681,492547,3822,6524,1745,486023,3837,680896,3618,6958,1360,673938,3915,1178349,3464,32197,3020,1146152,4921,307443,1931,15309,1875,292134,2565,234410,1903,23105,2097,211305,2647,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1036245,559,516864,2153,31592,1010,90,139,31502,1037,84162,1520,647,339,83515,1510,115478,1303,1171,599,114307,1442,196176,1866,3889,850,192287,2050,56707,639,1782,496,54925,788,32749,937,3364,893,29385,1071,519381,2172,29813,1009,92,161,29721,1034,83261,1534,487,281,82774,1544,110365,1475,920,355,109445,1531,200419,1720,4484,853,195935,1984,56167,792,1755,571,54412,1000,39356,693,3823,892,35533,1109,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1891453,931,942886,2799,67921,1423,402,407,67519,1264,175219,1891,1036,422,174183,1910,220836,2077,2238,729,218598,2090,349608,2093,7821,1255,341787,2438,80363,1016,4364,822,75999,1061,48939,913,5245,854,43694,1192,948567,2827,63723,1403,220,228,63503,1468,166521,1811,1473,495,165048,1867,216864,1736,2102,757,214762,1840,348464,1790,7061,1111,341403,2108,86203,841,3583,690,82620,1075,66792,907,5387,923,61405,1297,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2962236,1424,1477770,2694,94073,1375,364,471,93709,1485,256913,1463,1889,921,255024,1788,339294,1839,5981,1261,333313,1936,572032,2096,14679,2358,557353,2925,137509,1258,8251,1738,129258,1692,77949,776,7131,1453,70818,1583,1484466,2711,89982,1241,746,522,89236,1395,242166,1418,3350,1110,238816,1683,331973,1789,5646,1479,326327,2246,581319,1953,16816,2270,564503,3055,147484,850,7380,1341,140104,1510,91542,721,9548,1611,81994,1847,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
