GEO_ID,B10052_001E,B10052_001M,B10052_002E,B10052_002M,B10052_003E,B10052_003M,B10052_004E,B10052_004M,B10052_005E,B10052_005M,B10052_006E,B10052_006M,B10052_007E,B10052_007M,B10052_008E,B10052_008M,B10052_009E,B10052_009M,B10052_010E,B10052_010M,B10052_011E,B10052_011M,NAME,B10052_001EA,B10052_001MA,B10052_002EA,B10052_002MA,B10052_003MA,B10052_003EA,B10052_004MA,B10052_004EA,B10052_005EA,B10052_005MA,B10052_006EA,B10052_006MA,B10052_007EA,B10052_007MA,B10052_008EA,B10052_008MA,B10052_009MA,B10052_009EA,B10052_010MA,B10052_010EA,B10052_011EA,B10052_011MA,state
0400000US22,111451,7403,29443,3314,13741,2267,5740,1262,8001,1744,15702,2155,82008,6399,37206,4198,22737,2935,14469,2233,44802,4489,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19781,2589,6850,1331,1889,491,899,352,990,353,4961,1248,12931,1967,3238,836,1860,581,1378,530,9693,1708,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149727,8759,37229,3958,12608,2139,4708,1157,7900,1976,24621,2873,112498,7321,36620,4460,22675,3676,13945,2141,75878,5245,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124335,7790,28908,2988,6432,1331,2807,934,3625,996,22476,2880,95427,6537,25125,3640,13279,2317,11846,2471,70302,5449,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,172839,6791,47541,3073,14399,1546,7743,1285,6656,1022,33142,2637,125298,6078,46514,3730,27590,2976,18924,2417,78784,4383,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67203,4754,19857,2157,5247,1135,1875,638,3372,861,14610,1860,47346,3740,15702,1924,8719,1435,6983,1204,31644,3005,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,77051,4589,25651,2921,11148,1986,5247,1682,5901,1275,14503,2286,51400,4041,25081,2746,14263,2180,10818,1820,26319,3336,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,116474,7404,33282,3324,16112,2300,8240,1639,7872,1696,17170,2227,83192,5929,37688,3668,23869,2999,13819,2066,45504,4338,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16160,2199,4091,838,1513,456,538,239,975,387,2578,768,12069,1821,6966,1324,3550,1150,3416,866,5103,1235,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26369,2654,6960,1300,3095,928,1322,623,1773,658,3865,919,19409,2256,6424,1169,3841,932,2583,708,12985,1870,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,76563,4685,16717,2165,4615,1122,2244,731,2371,812,12102,1862,59846,3765,18277,3068,10021,2047,8256,1963,41569,3382,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25368,3510,6885,1570,1868,801,1072,622,796,427,5017,1267,18483,2709,6399,1467,4163,1172,2236,665,12084,2070,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,204358,9010,48399,4447,11414,2535,4252,1179,7162,2149,36985,3997,155959,7519,41985,4546,23219,3252,18766,2850,113974,6226,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,57871,5640,19985,3433,9227,2461,4333,1756,4894,1561,10758,2262,37886,4007,17956,2991,10930,2382,7026,1553,19930,3049,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,445242,13099,106188,5638,26708,2793,10986,1696,15722,2173,79480,5231,339054,11419,84938,6079,46258,4637,38680,3866,254116,9957,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,219723,9625,57387,3938,25116,2398,11112,2010,14004,1886,32271,2966,162336,8139,70743,5424,41289,3981,29454,3265,91593,6303,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7360,1396,1544,426,936,343,419,279,517,235,608,278,5816,1198,2585,752,1934,722,651,315,3231,1022,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,211101,9305,60926,4317,25864,2923,12291,2213,13573,1881,35062,2995,150175,7251,67317,4767,40185,3762,27132,2659,82858,4602,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88576,4495,30422,2614,14414,1824,6621,1072,7793,1357,16008,1824,58154,3829,26396,2660,15305,1903,11091,1508,31758,2926,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,76578,5676,21233,2718,7214,1673,2714,1261,4500,993,14019,1923,55345,4360,16577,2583,9058,1797,7519,1330,38768,3503,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,228411,8841,64207,4111,20356,2396,9298,1740,11058,1630,43851,3310,164204,7559,55649,3913,32244,2923,23405,2705,108555,5983,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20569,3107,6252,1677,1849,974,884,688,965,659,4403,1381,14317,2775,3286,1073,1617,577,1669,777,11031,2553,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119413,6483,38711,3378,16715,2341,8319,1683,8396,1465,21996,2649,80702,5901,38834,4075,22376,2646,16458,2571,41868,4090,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10984,1419,2884,686,1390,390,607,257,783,269,1494,537,8100,1296,4258,986,2577,899,1681,414,3842,1030,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,158341,8657,46242,4134,22394,3191,11110,2115,11284,1905,23848,3116,112099,7113,52290,4082,29962,2940,22328,2622,59809,5220,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760675,19170,190016,10141,61843,4750,27267,3749,34576,3112,128173,8766,570659,17931,209975,10976,132608,7706,77367,6214,360684,13641,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65598,5092,14959,2099,3637,946,1346,552,2291,736,11322,1831,50639,5059,14101,2394,8639,2126,5462,1097,36538,3792,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7312,1536,2472,811,935,522,642,417,293,214,1537,550,4840,1099,1799,779,1033,573,766,443,3041,763,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,183628,9087,48296,4455,14962,2829,7460,1635,7502,1787,33334,3415,135332,7285,46805,4717,26063,3281,20742,2560,88527,5487,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,143401,7103,36985,3066,10508,1843,5032,1210,5476,1334,26477,2642,106416,6855,36013,3808,20346,3018,15667,2381,70403,5549,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44341,4604,16686,2815,8392,1735,4351,1179,4041,1103,8294,1794,27655,3756,12130,2036,6695,1274,5435,1431,15525,2740,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69336,4193,18321,1926,5798,1209,3182,1093,2616,617,12523,1532,51015,3475,19801,2130,12645,1759,7156,1279,31214,2457,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8381,1767,2232,615,1222,518,496,334,726,407,1010,397,6149,1621,2952,1246,1079,551,1873,1039,3197,1160,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,81464,6842,28516,3649,9627,1801,3987,995,5640,1286,18889,2921,52948,5075,18682,3252,11710,2766,6972,1474,34266,4110,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
