GEO_ID,C27001H_001E,C27001H_001M,C27001H_002E,C27001H_002M,C27001H_003E,C27001H_003M,C27001H_004E,C27001H_004M,C27001H_005E,C27001H_005M,C27001H_006E,C27001H_006M,C27001H_007E,C27001H_007M,C27001H_008E,C27001H_008M,C27001H_009E,C27001H_009M,C27001H_010E,C27001H_010M,NAME,C27001H_001MA,C27001H_001EA,C27001H_002MA,C27001H_002EA,C27001H_003EA,C27001H_003MA,C27001H_004EA,C27001H_004MA,C27001H_005EA,C27001H_005MA,C27001H_006MA,C27001H_006EA,C27001H_007MA,C27001H_007EA,C27001H_008MA,C27001H_008EA,C27001H_009MA,C27001H_009EA,C27001H_010EA,C27001H_010MA,state
0400000US19,2664120,2115,607081,2790,590834,3698,16247,2633,1575539,2832,1492647,6142,82892,5421,481500,708,480450,877,1050,511,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2171480,2148,503698,2499,482991,4049,20707,3363,1281410,3067,1162744,6843,118666,5923,386372,738,385657,911,715,467,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3706357,3019,845598,3094,815938,7169,29660,5893,2227853,3463,2090547,7692,137306,6752,632906,1016,631629,1162,1277,550,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2691318,3875,594577,3235,579803,4071,14774,2579,1620344,3994,1463025,7655,157319,6610,476397,1045,475195,1222,1202,676,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1235091,1237,239739,1680,227594,2359,12145,1996,742423,1912,657382,5447,85041,4941,252929,482,252434,589,495,367,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3021225,4168,598813,2828,583889,3850,14924,2943,1840547,3921,1758029,6669,82518,5814,581865,1192,580502,1479,1363,791,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4854345,8170,908354,4913,898646,5285,9708,1772,3019956,6775,2933504,8979,86452,5318,926035,1656,924314,1716,1721,644,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7413944,3385,1551107,2868,1505563,4991,45544,4024,4474056,3899,4188279,9856,285777,9414,1388781,1651,1384974,1993,3807,1060,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4411286,1976,952859,2540,928744,3795,24115,2889,2681240,3223,2565543,6759,115697,5810,777187,935,776031,1132,1156,464,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1657972,2566,372490,3041,351999,4407,20491,3899,966021,3202,821669,9138,144352,8598,319461,1280,318865,1377,596,354,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4776429,4055,1060044,4486,1013285,5874,46759,4700,2855064,4029,2525851,12637,329213,12690,861321,1869,858956,2054,2365,748,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,894782,1283,188496,1190,180463,2205,8033,1978,531972,1419,477560,4135,54412,4235,174314,582,173619,789,695,471,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1496240,1380,347352,1785,334359,2824,12993,2258,886315,2207,812401,5130,73914,4438,262573,441,262157,471,416,238,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1445690,3088,249282,2242,236403,3104,12879,2616,872804,2712,784649,6541,88155,6019,323604,875,322450,992,1154,552,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1198566,1510,235422,1750,229654,1921,5768,1312,743792,2133,686877,4307,56915,4116,219352,472,218644,725,708,535,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4890322,4248,971326,3310,950062,4630,21264,3406,2923821,4743,2762347,8925,161474,7671,995175,1815,992589,1970,2586,850,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767115,1938,126528,1626,121345,2197,5183,1516,437969,2119,404984,3700,32985,3259,202618,826,201550,997,1068,636,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10817496,6194,2102201,4646,2048151,7487,54050,5910,6598839,7087,6287629,13398,311210,11035,2116456,2766,2110711,3126,5745,1421,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6353736,4687,1279883,4448,1236544,6122,43339,4097,3828523,5470,3377061,14133,451462,14258,1245330,1492,1243296,1589,2034,601,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,623641,1645,142464,1295,134533,1988,7931,1707,378477,1519,353329,3048,25148,2510,102700,339,102485,416,215,239,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9087643,3776,1976362,4357,1885116,9240,91246,8165,5463710,4910,5075667,15307,388043,14176,1647571,2188,1641946,2565,5625,1187,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2533009,2705,542144,1919,511198,3217,30946,2885,1503647,2733,1270129,6963,233518,6990,487218,1192,485728,1177,1490,398,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3104353,2781,588583,2485,570173,4006,18410,3395,1882573,3195,1740131,8832,142442,7897,633197,727,631552,945,1645,736,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9652761,4266,1903781,4202,1815055,8681,88726,7530,5808735,5283,5457043,13949,351692,13236,1940245,2067,1934135,2399,6110,1213,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,751994,1798,130802,1473,129027,1546,1775,638,469232,1873,451533,3264,17699,2615,151960,628,151564,692,396,284,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3149300,3372,642892,3976,616560,5974,26332,4369,1856997,4105,1611849,9770,245148,8547,649411,967,648111,1155,1300,625,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,704016,1405,164461,1459,157619,2397,6842,1632,411620,1595,375876,3252,35744,3256,127935,517,127699,606,236,232,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4896624,3144,1044971,3293,1009628,4990,35343,4185,2951779,4745,2603977,12469,347802,12145,899874,1100,897649,1323,2225,621,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11649304,9052,2466485,7131,2296149,11405,170336,10593,7056010,9452,6090873,20746,965137,19394,2126809,2964,2117108,3713,9701,1920,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2410836,3373,718573,2396,683885,4942,34688,4003,1393641,2589,1281305,6292,112336,6338,298622,572,297479,750,1143,519,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,573556,436,112709,1141,110721,1203,1988,761,350507,1217,326640,2745,23867,2461,110340,254,110138,344,202,228,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5106781,5049,1061470,3597,1017868,5672,43602,4364,3098981,4993,2822182,12585,276799,11598,946330,1311,943030,1901,3300,1311,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5009376,4242,982223,3671,960924,4582,21299,3038,3092376,4882,2903900,9288,188476,8737,934777,1326,932526,1490,2251,754,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1650339,3610,349698,3137,340713,3824,8985,1973,972647,3457,885159,5941,87488,5551,327994,827,327573,910,421,337,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4658774,4057,966204,3714,929576,4260,36628,3312,2828752,3785,2673995,6868,154757,5369,863818,944,861690,1267,2128,714,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,479111,1186,111997,1555,103642,2536,8355,2125,284486,1609,243590,4958,40896,5215,82628,149,82533,203,95,135,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22202,3962,5155,2147,5155,2147,0,262,13074,2691,11289,2441,1785,1068,3973,1038,3973,1038,0,262,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
