C07001_043M,C07001_044E,C07001_044M,C07001_045E,C07001_045M,C07001_046E,C07001_046M,C07001_047E,C07001_047M,C07001_048E,C07001_048M,C07001_049E,C07001_049M,C07001_050E,C07001_050M,C07001_051E,C07001_051M,C07001_052E,C07001_052M,C07001_053E,C07001_053M,C07001_054E,C07001_054M,C07001_055E,C07001_055M,C07001_056E,C07001_056M,C07001_057E,C07001_057M,C07001_058E,C07001_058M,C07001_059E,C07001_059M,C07001_060E,C07001_060M,GEO_ID,C07001_001E,C07001_001M,C07001_002E,C07001_002M,C07001_003E,C07001_003M,C07001_004E,C07001_004M,C07001_005E,C07001_005M,C07001_006E,C07001_006M,C07001_007E,C07001_007M,C07001_008E,C07001_008M,C07001_009E,C07001_009M,C07001_010E,C07001_010M,C07001_011E,C07001_011M,C07001_012E,C07001_012M,C07001_013E,C07001_013M,C07001_014E,C07001_014M,C07001_015E,C07001_015M,C07001_016E,C07001_016M,C07001_017E,C07001_017M,C07001_018E,C07001_018M,C07001_019E,C07001_019M,C07001_020E,C07001_020M,C07001_021E,C07001_021M,C07001_022E,C07001_022M,C07001_023E,C07001_023M,C07001_024E,C07001_024M,C07001_025E,C07001_025M,C07001_026E,C07001_026M,C07001_027E,C07001_027M,C07001_028E,C07001_028M,C07001_029E,C07001_029M,C07001_030E,C07001_030M,C07001_031E,C07001_031M,C07001_032E,C07001_032M,C07001_033E,C07001_033M,C07001_034E,C07001_034M,C07001_035E,C07001_035M,C07001_036E,C07001_036M,C07001_037E,C07001_037M,C07001_038E,C07001_038M,C07001_039E,C07001_039M,C07001_040E,C07001_040M,C07001_041E,C07001_041M,C07001_042E,C07001_042M,C07001_043E,C07001_043MA,C07001_044EA,C07001_044MA,C07001_045EA,C07001_045MA,C07001_046EA,C07001_046MA,C07001_047MA,C07001_047EA,C07001_048MA,C07001_048EA,C07001_049MA,C07001_049EA,C07001_050EA,C07001_050MA,C07001_051EA,C07001_051MA,C07001_052MA,C07001_052EA,C07001_053MA,C07001_053EA,C07001_054MA,C07001_054EA,C07001_055EA,C07001_055MA,C07001_056EA,C07001_056MA,C07001_057EA,C07001_057MA,C07001_058MA,C07001_058EA,C07001_059MA,C07001_059EA,C07001_060MA,C07001_060EA,NAME,C07001_001EA,C07001_001MA,C07001_002EA,C07001_002MA,C07001_003MA,C07001_003EA,C07001_004MA,C07001_004EA,C07001_005MA,C07001_005EA,C07001_006EA,C07001_006MA,C07001_007EA,C07001_007MA,C07001_008MA,C07001_008EA,C07001_009MA,C07001_009EA,C07001_010MA,C07001_010EA,C07001_011EA,C07001_011MA,C07001_012EA,C07001_012MA,C07001_013MA,C07001_013EA,C07001_014MA,C07001_014EA,C07001_015MA,C07001_015EA,C07001_016MA,C07001_016EA,C07001_017EA,C07001_017MA,C07001_018EA,C07001_018MA,C07001_019EA,C07001_019MA,C07001_020EA,C07001_020MA,C07001_021MA,C07001_021EA,C07001_022EA,C07001_022MA,C07001_023MA,C07001_023EA,C07001_024MA,C07001_024EA,C07001_025MA,C07001_025EA,C07001_026MA,C07001_026EA,C07001_027MA,C07001_027EA,C07001_028EA,C07001_028MA,C07001_029EA,C07001_029MA,C07001_030EA,C07001_030MA,C07001_031MA,C07001_031EA,C07001_032MA,C07001_032EA,C07001_033MA,C07001_033EA,C07001_034MA,C07001_034EA,C07001_035MA,C07001_035EA,C07001_036MA,C07001_036EA,C07001_037MA,C07001_037EA,C07001_038EA,C07001_038MA,C07001_039EA,C07001_039MA,C07001_040EA,C07001_040MA,C07001_041MA,C07001_041EA,C07001_042MA,C07001_042EA,C07001_043EA,state
4831,52771,5371,64439,5916,36084,4317,26441,4174,22099,3549,11657,2225,7307,1703,57259,6329,3432,1088,7739,2690,8187,1707,16206,3091,7325,1772,5207,1308,4401,1226,2640,933,2122,988,0400000US13,10299497,6400,525341,7671,1859542,5539,1018588,7355,1421366,8357,1384136,7919,1418289,7699,1270385,3827,870469,5289,531381,4640,8760762,36118,425301,8544,1617223,14447,739094,11950,1066636,11941,1174422,10914,1261441,9629,1166535,7550,815965,6533,494145,4951,723011,21638,48502,4611,130168,9860,110932,7274,164387,7999,102754,7408,76044,5343,46948,4796,25857,3137,17419,2372,479576,17845,31221,4541,63206,6979,107604,6654,109698,7099,63551,4861,49156,4074,30402,3673,14350,1667,10388,1887,278889,16483,16885,2853,41206,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
1506,9278,1587,11894,2108,7584,1889,3434,958,3511,989,1140,478,748,397,17270,3559,892,382,1850,928,2713,1250,4235,1225,2574,1070,2247,1015,1691,675,717,398,351,320,0400000US15,1410750,1722,72785,1707,216424,456,123797,1427,206064,1711,181837,1787,173608,1439,182485,834,144861,999,108889,999,1231340,10978,60345,2401,189413,3659,99482,2454,164044,3950,152349,3725,156446,2417,167639,2208,138164,1641,103458,1648,108377,9733,7783,2059,19266,3504,11459,1676,23698,2688,17852,2845,10933,1511,8790,1579,4336,1216,4260,1145,7306,1638,330,304,462,338,865,495,2193,864,1478,667,548,487,854,518,504,339,72,91,46457,5358,3435,883,5433,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
2787,13521,2434,12444,2315,9419,2351,5937,1602,6348,1643,4953,1686,1891,764,6629,2456,558,599,1404,908,1541,705,1303,628,880,611,302,306,323,482,144,154,174,200,0400000US16,1694182,2325,93465,2418,327059,2257,161870,2958,221528,3473,215657,3224,198380,2427,213629,1874,160366,1500,102228,1093,1405344,15502,70790,3870,275657,5437,102111,4035,160452,5652,180870,4783,176463,3384,195398,2838,148729,2380,94874,1807,156668,13499,12874,2957,29949,4423,28499,3314,36687,4560,18779,2642,12088,2125,8640,2008,4804,1192,4348,889,53642,6238,3793,1312,8113,2281,16198,2810,10642,1971,5709,1540,3590,1136,2920,883,1736,763,941,473,71899,7189,5450,1717,11936,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
3712,45231,4070,56540,4687,24914,2964,13492,1706,11657,1943,5727,1351,4359,901,71419,5809,2671,936,11495,2794,11668,1967,19169,2735,9635,2012,5481,1225,4507,1025,3887,904,2906,902,0400000US17,12659328,5300,624653,5965,2127742,2982,1199876,3960,1765429,5694,1647140,4521,1678264,4031,1668629,3183,1123624,3282,823971,2177,11026895,37393,515559,7125,1891736,12382,900413,9647,1360131,13670,1427238,11401,1541055,8047,1559487,6774,1064277,4984,766999,3669,1031520,27905,75725,5131,162222,8953,162564,6689,248574,11441,138911,8337,93857,5626,69417,5026,40651,3339,39599,3166,334402,16902,21284,2984,38531,5113,80000,4823,81015,5400,46442,5119,24379,2935,23561,2619,9082,1444,10108,1620,195092,11000,9414,1668,23758,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
2444,37122,2894,29542,3154,16453,3094,13425,2133,10230,1804,6428,1232,5035,1200,23650,3542,1463,835,2955,1139,7093,1618,5098,1455,1891,665,1287,572,2788,999,620,364,455,336,0400000US18,6591598,4170,344332,4926,1154479,3228,657470,4853,868016,5040,818483,4597,855973,4547,868959,3024,599762,2611,424124,2020,5633171,21965,276684,5511,1004667,9212,442010,7853,668291,7379,699290,7109,775268,6513,806711,4792,565613,3992,394637,2882,546402,17976,42124,3620,100102,7718,107824,5682,110394,5878,69210,4556,47954,3895,32917,2657,19751,2354,16126,1818,246085,11325,16549,2729,30212,3848,63421,4235,54691,3984,31639,3371,18039,2311,16313,2173,7350,1285,7871,1429,142290,8504,7512,1354,16543,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
2082,21092,2446,18078,2319,8655,1884,5074,1161,4977,1244,2240,651,1491,540,12237,2764,433,263,1365,808,3843,1066,2893,1029,1792,889,483,333,680,556,429,285,319,195,0400000US19,3106880,2770,159792,3600,531727,2905,321452,3224,392787,4033,374473,3549,382916,3251,419109,2119,291104,1545,233520,1232,2654666,12669,131020,3246,468780,5967,196498,5821,295856,6079,325522,5689,349810,4330,390563,2978,277622,2229,218995,2025,251167,11089,16544,1916,38584,3837,61974,4578,51909,3933,28423,2726,18898,2443,16554,2070,8124,1375,10157,1333,111738,6644,6559,1257,12769,1962,38045,3547,24051,3376,10081,1610,8651,1770,6335,1113,2689,657,2558,753,77072,4978,5236,1364,10229,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
2585,19583,2342,22035,2410,9818,1800,5854,1250,5085,1079,4331,1491,2240,678,11483,2776,711,424,2106,986,1926,780,2857,1061,1663,667,826,450,720,415,177,170,497,316,0400000US20,2876925,2252,156851,3163,519526,2979,296020,4001,384111,4309,354624,3626,343221,3172,375121,2403,255640,1997,191811,1523,2413141,16713,126921,3378,449095,6027,182733,6022,284789,5939,302544,5164,306283,3911,345798,3504,239093,2869,175885,2603,260147,13342,16672,2468,42989,4471,59710,5666,52342,4011,30323,3435,22591,2335,16810,1931,9036,1576,9674,1321,106000,7217,6840,1499,13835,2046,32068,3744,22088,3036,10276,1856,7667,1136,6708,1132,3003,814,3515,932,86154,6863,5707,1743,11501,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
2828,22439,1967,25887,3020,12944,2185,9542,1816,6795,1461,2868,933,1856,808,15473,2667,454,346,2071,1029,2954,940,3854,1081,1867,767,1727,674,1577,746,517,273,452,278,0400000US21,4404279,3412,226446,3793,738248,3606,420632,4012,573771,4324,555670,4162,584245,3130,596219,2833,424189,1797,284859,1748,3721100,18613,178163,4661,630055,6901,284411,6188,420999,7472,471105,6170,521566,5644,547542,4772,400672,3033,266587,2863,390671,14096,29718,3064,68950,5110,68792,4465,85511,5211,48802,4078,34725,3211,28193,3270,14470,2041,11510,1852,173050,9113,10688,1951,22941,3170,42036,3373,37520,3777,20952,2419,16685,2157,12112,1948,5662,1393,4454,894,103985,7510,7423,1697,14231,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
1819,16870,2989,16725,2689,8657,2161,7693,1668,6342,1570,2684,902,1430,620,12776,2507,179,179,1208,681,2404,1002,3225,1298,1896,798,1448,676,1538,616,387,252,491,389,0400000US22,4629962,4671,251842,5771,803029,3524,454814,5212,654476,6276,588273,6250,577426,4929,603991,2518,420819,3502,275292,2938,4030674,23379,206173,6119,701275,8642,345873,8461,517918,8993,509682,7590,524664,6499,563842,4826,399728,3811,261519,3489,349374,16701,27606,4223,69434,7112,52929,4605,77255,5833,47644,4819,30185,3601,22934,3262,12617,1970,8770,1301,164302,12115,12874,2714,23687,3543,36738,4366,39353,4202,20394,2641,13436,1895,9335,1917,5403,1123,3082,819,72836,6749,5010,1753,7425,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
662,7946,1376,8361,1465,3949,1233,3665,1304,3629,1000,2489,937,1561,751,4017,1191,345,252,664,438,795,420,730,591,170,150,601,485,318,244,137,105,257,216,0400000US23,1322591,1567,51074,1702,189812,1286,109965,1550,158713,1776,151118,1700,184823,1455,210345,1024,159161,927,107580,668,1140136,8998,42724,1922,167935,2782,74573,3267,116493,3169,131435,2740,166196,2489,193292,2451,148823,1897,98665,1749,99353,6301,4833,965,15026,2103,17008,2406,22279,2867,11421,2157,9606,1363,9042,1757,4948,1248,5190,1222,44833,4627,2240,658,4467,972,9643,1944,10850,1588,4143,1231,4755,1023,4064,1130,2764,867,1907,683,34252,3384,932,404,1720,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
3062,29605,3054,46618,4191,23011,3113,14342,2205,8686,1553,5392,1199,5371,1477,48118,5690,3350,1359,8363,2245,7447,1834,9591,2496,8336,2000,4653,1195,2815,1140,1709,680,1854,774,0400000US24,5988007,3186,299143,3377,983637,1996,537623,3708,837271,3764,772536,3588,844542,3429,810669,1954,532895,1754,369691,1901,5168350,22507,243396,5209,849773,8693,420761,6745,629040,8718,656125,7438,762204,5222,756915,3820,505393,3064,344743,3080,440573,18974,30521,3567,83725,6692,50913,4534,104322,6476,62175,5254,49141,4352,32327,3020,14782,2013,12667,1774,165312,10738,10687,2230,20336,3366,28897,3403,47700,4077,22889,3375,14202,1939,9926,1665,5619,1272,5056,1045,165654,9442,11189,2000,21440,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
2269,47511,4086,39479,3404,13895,2270,9814,1983,7752,1545,4333,995,4142,1230,77653,7313,3880,1199,8711,1693,19575,2584,19839,2756,9549,2136,6904,1630,5387,1538,2379,901,1429,462,0400000US25,6789798,4401,290315,4613,1010248,1444,700662,2261,972147,3106,835762,3107,942394,2381,930446,1663,636036,1830,471788,1931,5888011,21681,240187,5933,909297,7311,507480,8957,727012,9466,725191,6846,865454,5178,870121,5361,604269,3431,439000,3361,477834,18069,28631,3544,64583,6326,77099,6025,124840,7421,62923,4984,44208,3934,36133,3710,18100,2579,21317,2192,200001,10776,10617,2421,15284,2797,48997,4198,60977,4218,24204,3256,16014,2215,11053,1845,6955,1438,5900,1106,146299,9016,7000,1661,12373,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
2616,32131,3221,34422,3410,16824,2635,11517,1901,12268,1814,7812,1400,5172,1215,48448,4526,2459,799,7476,1687,8161,1526,11730,1886,6425,1534,4384,1091,4006,1026,2333,735,1474,599,0400000US26,9851330,4904,461389,5272,1603491,2667,967140,3829,1266361,4123,1157393,3842,1328423,3965,1402020,2208,978239,2228,686874,1956,8450559,29643,365555,6774,1395832,9719,676712,9300,950779,9587,993813,7138,1204489,7133,1297905,5057,928121,3678,637353,3349,820211,24768,61931,5207,138790,8452,149112,6686,176765,7247,97761,5709,76287,4611,62764,4404,26722,2668,30079,2459,383325,11800,20936,2556,43260,4085,101024,3868,92665,5322,42570,3328,31746,2746,25077,2177,13251,1375,12796,1812,148787,8966,10508,2080,18133,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
1971,31181,3042,31401,3200,13908,2183,6976,1313,7869,1353,3748,1063,3452,899,23259,3670,1787,798,5059,1844,4401,1086,4845,1260,2252,652,2068,751,1308,424,804,347,735,465,0400000US27,5510902,3342,288156,3526,943922,2435,500408,3114,758807,4039,701136,3761,708904,2845,750665,2013,492811,1534,366093,1434,4728748,17295,239230,4963,836589,6164,330012,5600,562114,7926,613674,5602,647757,4210,700443,3770,465020,2574,333909,2803,401563,15092,25916,2630,64910,5976,70717,4228,97967,5604,46918,3895,34751,2891,26444,2442,14527,1746,19413,2105,241709,8407,14890,1882,26609,3227,64097,4075,62480,3989,24384,2165,17352,1834,14601,1881,8712,1253,8584,1517,115623,6938,6333,1490,10755,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
2583,17548,2320,13180,2324,11981,2240,6916,1644,4892,1609,3076,991,2170,678,6478,1463,0,217,238,226,1386,465,1278,539,1307,731,743,508,837,405,336,260,353,260,0400000US28,2946971,3473,145338,3853,532086,2798,310206,5235,362723,7451,377902,6494,371222,5485,381775,2437,279707,3326,186012,2415,2553271,15365,115030,3769,465774,6529,226068,6525,283672,8086,324010,7555,339303,6530,358011,3824,265007,3780,176396,2741,201092,12130,18458,2597,40000,4899,35061,4191,39931,4038,26393,3435,16012,2470,13242,2127,7802,1886,4193,905,112581,7593,8959,1953,15179,2558,30143,3216,24662,3284,14211,2180,8248,1648,4793,1360,3486,784,2900,893,73549,6399,2891,1045,10895,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
2857,41090,3760,38771,4110,17347,2658,13851,2029,13133,2033,7059,1633,4081,1010,24477,3896,1928,1042,2937,1140,5251,1437,5784,1695,2337,978,2482,758,1544,574,1145,445,1069,637,0400000US29,6039877,3888,300346,4843,1013660,4350,575596,4905,814462,5215,729164,5066,773476,4937,822904,3078,583687,2846,426582,1869,5108238,22203,239086,5488,869756,8729,374866,9427,605590,8858,623343,7293,694160,6575,759388,5231,544678,4368,397371,3256,491377,17506,35964,3701,85741,6889,97137,6698,102332,6033,58415,4191,43458,4601,32166,3059,18797,2432,17367,2226,250828,11303,13650,2173,35319,4526,57252,4531,61985,4723,27722,3330,19525,2165,16673,1951,12008,2188,6694,1345,164957,10094,9718,2054,19907,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
1551,8709,1195,6450,1559,4353,1090,2500,745,3479,859,1664,591,1471,806,3972,1508,22,53,1228,874,895,563,444,424,891,495,86,81,56,89,59,66,291,300,0400000US30,1039170,1406,50082,1905,168490,1435,96932,2045,132667,2125,125034,1906,123311,2060,152438,1102,114268,944,75948,1124,883342,6867,40601,2228,148643,3002,57835,3309,100774,3345,107453,2758,110210,2443,140429,1964,108266,1443,69131,1480,83667,5723,5865,1400,9097,1862,21376,2690,17850,2509,8803,1578,8491,1985,6147,1380,2499,674,3539,1174,32733,2979,1734,680,4552,1198,8117,1521,7149,1380,3534,717,2024,567,2327,768,1780,787,1516,625,35456,3743,1860,806,4970,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1646,12999,1920,12475,2080,6301,1518,3438,901,3296,881,1458,440,1803,496,11189,2380,581,526,3703,1401,1746,702,2002,805,1531,631,445,253,542,350,387,334,252,226,0400000US31,1894217,1845,105820,2125,342918,1199,186225,2586,259071,3573,235957,2790,225511,2384,243810,1497,167846,1442,127059,818,1586729,11557,84081,2599,293667,5004,114021,4548,190531,5273,202165,3493,201601,2749,227304,2580,156748,2277,116611,1381,174670,10132,13725,2114,29340,3481,37455,2974,39030,3565,18867,2730,13480,1831,8903,1518,6677,1608,7193,1291,69122,5413,3211,1129,9693,2314,20004,1887,15033,2219,7093,1520,6547,1810,3765,1055,2576,1006,1200,409,52507,4964,4222,1090,6515,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
3550,15950,2216,29283,3693,20820,2962,13967,2577,13621,2201,10191,1814,3799,1192,17152,3228,1148,557,2478,1033,2390,866,3001,1087,2987,1212,1761,884,1392,753,871,397,1124,769,0400000US32,2963456,3069,149472,3338,499902,1021,250902,2208,436060,2719,400006,2275,396715,1982,371720,1217,286595,1327,172084,1080,2430163,15771,113405,3884,415730,6347,179328,4138,316237,6425,324353,5019,340654,4951,327851,3568,256228,2694,156377,2433,357716,15708,25588,2926,61085,5365,48763,3492,81971,5832,48880,3859,37905,3547,26557,2641,17932,2239,9035,1665,25351,4242,1587,722,2910,1069,4471,1291,5568,1378,2966,841,2428,803,2299,701,1373,567,1749,775,133074,9455,7744,1648,17699,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
1529,11477,1925,16054,2681,4440,1081,3056,899,4628,1363,3180,944,1771,599,6393,1992,293,289,624,473,1014,428,1351,565,1017,757,789,478,995,566,203,196,107,138,0400000US33,1330742,1551,51470,1645,194672,1262,126595,1832,163877,2378,151687,2073,196140,1667,209980,1383,143104,960,93217,543,1134244,9693,39115,2070,173692,3075,86008,3510,112142,4054,129876,2640,179354,2685,194288,2367,133286,1853,86483,1318,101474,6491,5683,1270,13495,2139,20469,3083,23045,2841,12481,1788,9891,1959,7029,1165,5379,1362,4002,1031,35738,4400,2709,901,2244,849,7627,1374,11285,1770,3873,1187,3050,1006,3040,1348,1056,566,854,435,52893,5645,3670,1416,4617,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
