GEO_ID,B11009_001E,B11009_001M,B11009_002E,B11009_002M,B11009_003E,B11009_003M,B11009_004E,B11009_004M,B11009_005E,B11009_005M,B11009_006E,B11009_006M,B11009_007E,B11009_007M,NAME,B11009_001MA,B11009_001EA,B11009_002EA,B11009_002MA,B11009_003MA,B11009_003EA,B11009_004MA,B11009_004EA,B11009_005MA,B11009_005EA,B11009_006EA,B11009_006MA,B11009_007EA,B11009_007MA,state
0400000US20,1128983,6821,61811,4753,1463,578,31499,3302,1699,589,27150,2906,1067172,6319,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1725034,10346,106070,4690,1847,506,54144,3151,2234,637,47845,3757,1618964,10069,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737123,11255,106734,5819,2322,663,51165,4655,2955,805,50292,3662,1630389,12139,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,540959,6050,47602,3481,457,267,22662,2474,1492,441,22991,2604,493357,5212,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2207343,8135,118086,5396,2545,797,58262,3951,3036,822,54243,3856,2089257,9767,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2604954,9148,171595,6636,4731,890,76962,4928,4970,878,84932,5041,2433359,11271,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3930017,12926,258331,8140,4072,818,128526,5422,6250,1337,119483,5327,3671686,13731,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2162211,7968,148996,5403,2972,782,71404,4066,3515,992,71105,3775,2013215,8593,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1091980,9693,49976,3814,572,408,27955,3262,1178,551,20271,2022,1042004,9841,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2385135,13054,147232,5689,2855,714,73598,4369,2828,719,67951,3352,2237903,12834,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,423091,4068,25459,2490,112,154,13496,2095,665,350,11186,1816,397632,4568,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,754490,4583,43721,3151,481,297,22356,2287,722,384,20162,1905,710769,5154,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1094613,6821,81200,4045,2766,783,39509,2995,1124,527,37801,2924,1013413,7934,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,528700,4349,45358,3641,315,210,21561,2800,1387,618,22095,2107,483342,5100,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3218798,8951,176231,6401,3675,922,88239,4722,4750,1163,79567,4319,3042567,10805,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,767705,6614,53890,3768,1273,627,27940,2643,1457,556,23220,2518,713815,7032,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7304332,18884,438046,9322,15473,1718,207855,7165,11071,1527,203647,7234,6866286,19746,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3955069,14774,227909,8850,5111,1110,112307,6040,6575,1445,103916,6483,3727160,15508,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,316306,3300,20182,2350,54,92,11656,2081,446,269,8026,1517,296124,3690,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4667192,13650,321449,9817,6155,1241,154015,6918,10112,1438,151167,6820,4345743,16346,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1470364,5913,86240,4151,1758,551,43125,3166,2358,607,38999,2749,1384124,7020,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1603635,8695,121457,5578,2587,715,57551,4303,4293,1140,57026,3855,1482178,9199,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,5008751,12653,319282,8013,5944,988,153280,6504,7607,1387,152451,5364,4689469,14595,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,408748,4427,24306,2796,618,344,11197,1854,716,382,11775,1841,384442,5030,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1905100,10277,92438,5125,2252,793,44433,3502,3166,892,42587,3514,1812662,10839,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,344260,3147,20701,2415,119,138,10495,1618,191,132,9896,1666,323559,3591,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2588655,10916,141465,6834,2912,772,70700,4726,3875,857,63978,4960,2447190,11617,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9623874,22217,489284,13203,16304,2603,232705,8562,16429,2327,223846,9865,9134590,25627,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,975448,5045,46908,3541,1524,638,24778,2761,1596,616,19010,2374,928540,5638,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,256629,3631,19736,1983,411,311,9020,1362,477,269,9828,1510,236893,3777,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3120880,13665,161633,6346,4110,956,78173,4186,4729,946,74621,4690,2959247,13683,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2840377,11168,216152,8520,5414,1325,99631,6680,4873,1043,106234,4939,2624225,13278,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,715308,7000,44833,3746,555,313,23809,2287,1215,645,19254,2308,670475,7127,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2350293,7563,171618,5505,2482,621,83643,4355,3735,805,81758,3999,2178675,9427,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,225796,3968,14424,2262,79,89,6449,1371,256,448,7640,1634,211372,4136,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1191305,10722,94338,6023,1849,861,46544,3606,950,476,44995,4236,1096967,11671,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
