B06001_016M,B06001_017E,B06001_017M,B06001_018E,B06001_018M,B06001_019E,B06001_019M,B06001_020E,B06001_020M,B06001_021E,B06001_021M,B06001_022E,B06001_022M,B06001_023E,B06001_023M,B06001_024E,B06001_024M,B06001_025E,B06001_025M,B06001_026E,B06001_026M,B06001_027E,B06001_027M,B06001_028E,B06001_028M,B06001_029E,B06001_029M,B06001_030E,B06001_030M,B06001_031E,B06001_031M,B06001_032E,B06001_032M,B06001_033E,B06001_033M,B06001_034E,B06001_034M,B06001_035E,B06001_035M,B06001_036E,B06001_036M,B06001_037E,B06001_037M,B06001_038E,B06001_038M,B06001_039E,B06001_039M,B06001_040E,B06001_040M,B06001_041E,B06001_041M,B06001_042E,B06001_042M,B06001_043E,B06001_043M,B06001_044E,B06001_044M,B06001_045E,B06001_045M,B06001_046E,B06001_046M,B06001_047E,B06001_047M,B06001_048E,B06001_048M,B06001_049E,B06001_049M,B06001_050E,B06001_050M,B06001_051E,B06001_051M,B06001_052E,B06001_052M,B06001_053E,B06001_053M,B06001_054E,B06001_054M,B06001_055E,B06001_055M,B06001_056E,B06001_056M,B06001_057E,B06001_057M,B06001_058E,B06001_058M,B06001_059E,B06001_059M,B06001_060E,B06001_060M,GEO_ID,B06001_001E,B06001_001M,B06001_002E,B06001_002M,B06001_003E,B06001_003M,B06001_004E,B06001_004M,B06001_005E,B06001_005M,B06001_006E,B06001_006M,B06001_007E,B06001_007M,B06001_008E,B06001_008M,B06001_009E,B06001_009M,B06001_010E,B06001_010M,B06001_011E,B06001_011M,B06001_012E,B06001_012M,B06001_013E,B06001_013M,B06001_014E,B06001_014M,B06001_015E,B06001_015M,B06001_016E,B06001_016MA,B06001_017EA,B06001_017MA,B06001_018MA,B06001_018EA,B06001_019MA,B06001_019EA,B06001_020MA,B06001_020EA,B06001_021EA,B06001_021MA,B06001_022EA,B06001_022MA,B06001_023EA,B06001_023MA,B06001_024MA,B06001_024EA,B06001_025MA,B06001_025EA,B06001_026EA,B06001_026MA,B06001_027EA,B06001_027MA,B06001_028EA,B06001_028MA,B06001_029MA,B06001_029EA,B06001_030MA,B06001_030EA,B06001_031EA,B06001_031MA,B06001_032EA,B06001_032MA,B06001_033EA,B06001_033MA,B06001_034EA,B06001_034MA,B06001_035MA,B06001_035EA,B06001_036EA,B06001_036MA,B06001_037EA,B06001_037MA,B06001_038EA,B06001_038MA,B06001_039EA,B06001_039MA,B06001_040MA,B06001_040EA,B06001_041MA,B06001_041EA,B06001_042EA,B06001_042MA,B06001_043EA,B06001_043MA,B06001_044EA,B06001_044MA,B06001_045EA,B06001_045MA,B06001_046MA,B06001_046EA,B06001_047EA,B06001_047MA,B06001_048EA,B06001_048MA,B06001_049EA,B06001_049MA,B06001_050EA,B06001_050MA,B06001_051MA,B06001_051EA,B06001_052MA,B06001_052EA,B06001_053EA,B06001_053MA,B06001_054EA,B06001_054MA,B06001_055EA,B06001_055MA,B06001_056EA,B06001_056MA,B06001_057MA,B06001_057EA,B06001_058EA,B06001_058MA,B06001_059EA,B06001_059MA,B06001_060EA,B06001_060MA,NAME,B06001_001MA,B06001_001EA,B06001_002MA,B06001_002EA,B06001_003EA,B06001_003MA,B06001_004EA,B06001_004MA,B06001_005EA,B06001_005MA,B06001_006MA,B06001_006EA,B06001_007MA,B06001_007EA,B06001_008MA,B06001_008EA,B06001_009EA,B06001_009MA,B06001_010EA,B06001_010MA,B06001_011MA,B06001_011EA,B06001_012MA,B06001_012EA,B06001_013MA,B06001_013EA,B06001_014EA,B06001_014MA,B06001_015EA,B06001_015MA,B06001_016EA,state
8010,569145,10985,454054,9093,532433,8785,267077,6270,103845,5112,128699,5060,311724,5522,234647,5638,2061645,26551,54218,3921,228331,9126,130406,6007,226252,7537,235106,7003,323420,7741,183789,6612,79107,3990,104730,3860,271564,5438,224722,6251,214613,8481,5246,1370,27057,3327,15993,2883,26915,3069,25850,2591,32469,3063,19642,1900,8020,1493,8496,1516,27129,2341,17796,1861,2055062,24340,17776,2522,103749,6885,115630,6424,340082,9332,444781,9499,389638,8163,169836,5458,63761,3758,80919,4467,191152,5761,137738,5320,0400000US34,9005644,-555555555,520361,1480,1458435,1854,792310,2566,1162394,3375,1159791,3428,1277960,2819,640344,8174,254733,6652,322844,6934,801569,2331,614903,2540,4674324,33181,443121,5057,1099298,10479,530281,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
5145,152219,5995,125227,4971,103099,3982,59595,3306,22905,2532,27551,2633,72806,3444,50843,1906,735209,11483,17138,2303,68307,4897,56409,4503,92018,5906,81189,3983,93713,4350,64599,3688,26091,2401,42710,3190,117209,3277,75826,2390,24122,2532,1105,767,4474,1651,1807,906,3330,1058,3489,1030,3079,827,2415,893,509,292,1229,557,1721,713,964,496,195508,10145,1691,1214,10838,2512,15840,2677,26496,3399,40239,3730,39893,3649,14906,2080,6655,1436,8390,1709,20435,2162,10125,1531,0400000US35,2088070,-555555555,126427,1745,363295,2143,206873,3312,274063,3903,250144,3870,239784,4114,141515,4143,56160,3874,79880,4568,212171,2006,137758,1824,1133231,13400,106493,3358,279676,5945,132817,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
12007,1663804,15034,1236533,12721,1466985,13298,774425,12703,313828,7987,397529,10228,989894,8616,738646,8519,2312756,22215,55222,4505,208124,8493,241181,7245,460417,11488,317106,8332,286179,8107,155599,6497,65362,4727,83652,4351,241733,5417,198181,6636,511503,15088,15292,2134,58534,5408,42559,3951,73341,5106,55697,4505,61282,4333,31564,3034,15796,2395,21786,2572,68406,4404,67246,4524,4540381,36548,27507,3346,197711,9213,279022,10179,725805,12209,862377,13723,846771,10136,384959,9086,157151,7710,202135,7052,486367,7704,370576,8423,0400000US36,19849399,-555555555,1157597,2713,2995900,3197,1874770,4808,2923367,5221,2471713,4210,2661217,4448,1346547,14602,552137,10451,705102,13085,1786400,3177,1374649,2330,12484759,39338,1059576,6403,2531531,13005,1312008,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
10602,648193,11864,568953,9886,644670,10538,337340,7590,136620,5052,191094,6436,522724,8746,378783,6593,3517839,32959,67477,5132,355302,12771,315223,9870,517151,11714,506646,9429,570171,10546,286350,8628,111564,5242,150247,5776,406831,7614,230877,5933,130225,7439,5006,1420,18448,2575,18323,2845,25500,3161,19614,2589,17594,2061,9584,1755,2716,734,3812,1093,6244,1368,3384,1102,829416,17576,8290,2250,55388,4913,71215,5591,161310,7723,210059,6439,157610,6625,51376,3930,14100,2014,18913,2222,52148,3713,29007,2789,0400000US37,10273419,-555555555,601181,3291,1700009,4629,981044,7113,1352154,8576,1305272,7606,1390045,6967,684650,10421,265000,7422,364066,9160,987947,4692,642051,2998,5795939,32166,520408,5988,1270871,12122,576283,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
3070,55686,2522,50557,2310,46451,1885,28402,1879,13743,1273,18130,1725,44222,1618,40314,1155,248345,8702,7817,1541,31720,3961,40835,2975,45915,3109,31742,2255,31441,2106,17559,1728,5980,1115,9221,1250,16038,1495,10077,1143,6828,1630,345,335,1032,844,1066,595,1730,702,878,517,709,344,419,349,93,104,198,169,358,302,0,161,31062,3169,231,334,1970,715,2820,894,11048,1985,6229,1674,3715,997,2132,953,353,241,904,450,831,367,829,338,0400000US38,755393,-555555555,52802,1701,120334,2206,86353,2210,114379,2448,89406,2501,82316,1953,48512,2354,20169,1539,28453,1822,61449,842,51220,370,469158,7890,44409,1911,85612,4013,41632,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
9044,1097965,9966,1001711,8660,1094247,8641,600870,8728,248147,7145,323065,7939,739842,7981,503837,6575,2311877,27259,52344,3789,208396,8528,192913,8255,297388,9868,260599,6981,327066,7720,183449,5637,71862,4419,111138,4352,329795,7557,276927,6950,100571,6166,3562,890,13586,2237,9360,1570,19345,2458,16551,2595,14252,1595,7828,1348,2485,748,2173,534,6908,1158,4521,890,528291,18004,6556,1598,35832,5193,45989,4016,110703,5937,104165,5931,84096,4790,34474,2935,12428,1910,16262,2218,41867,2621,35919,2730,0400000US39,11658609,-555555555,695130,2713,1906867,3330,1074727,3927,1525401,6199,1383026,5264,1519661,4524,826621,9451,334922,8284,452638,9150,1118412,2599,821204,2448,8717870,26931,632668,4787,1649053,10539,826465,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
5170,311501,5731,260969,6022,224507,5077,125099,4278,48876,2868,72800,3278,192248,3775,149683,3423,1262618,14529,28015,2397,130712,5912,114419,4465,172151,5695,171014,5427,197910,4602,112071,4031,42275,2565,58934,3262,143587,3599,91530,3441,37454,3433,1532,695,5938,1463,3546,783,7083,1282,5623,1091,6169,1156,3089,600,1112,373,1588,495,1631,543,143,99,223883,7211,2110,728,11712,1640,25240,2455,47726,4074,48799,2527,39562,2502,14835,1806,5243,914,6346,1028,14029,1841,8281,1038,0400000US40,3930864,-555555555,262561,2101,698922,1907,382967,3004,538461,3846,486405,3718,468148,3376,255094,4832,97506,4030,139668,4133,351495,2155,249637,1731,2406909,15655,230904,2968,550560,6715,239762,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
6892,247924,7564,207449,7231,165595,5371,93265,4913,39608,3024,59525,4186,132023,4334,75311,3953,1771188,24584,33851,3852,133966,6860,117068,5880,244333,6858,236499,7481,265967,6256,144621,5629,62471,3661,91300,5099,265842,5077,175270,4007,55498,5555,1737,823,6387,1641,9073,2687,10438,2099,8895,1626,7287,1340,3656,1095,1254,552,2017,712,3560,983,1194,624,408718,12712,1853,763,19798,3889,31176,3193,75839,4270,96646,4870,78986,4296,25902,2600,10114,1819,12736,1748,31113,2607,24555,2274,0400000US41,4142776,-555555555,232253,1969,641521,2400,367807,4165,578534,4560,549489,3793,517835,3757,267444,6902,113447,4373,165578,5376,432538,2634,276330,2056,1907372,22965,194812,4314,481370,7108,210490,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
9517,1112657,10609,961838,9252,1143847,8199,655365,9845,267883,8177,373647,8408,922298,6904,750203,6899,2431620,26202,54844,3772,267984,10134,256396,8065,365477,8371,313231,9285,368649,7231,192852,6249,75144,3824,101754,5422,257304,6068,177985,5708,232823,11781,5126,1555,33858,4403,23262,3099,37970,3817,36171,4656,35209,3353,16604,2049,5232,1188,7074,1231,20070,2062,12247,1925,893769,18083,8143,1832,59254,5614,76241,4601,165618,7362,177981,6337,152137,6282,59331,4288,25312,2689,33316,2932,79179,4332,57257,3752,0400000US42,12805537,-555555555,705018,2291,1959953,2595,1179724,4331,1681722,4432,1489221,4352,1699842,3804,924152,11152,373571,8829,515791,10892,1278851,2754,997692,2491,9247325,27381,636905,5004,1598857,11077,823825,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
3335,74678,3677,52716,2675,69667,2739,38760,2833,15060,1824,21959,2417,54389,2410,44707,2080,302485,10366,8991,1789,25359,3143,44831,3498,42852,3720,41154,2909,41044,2573,24795,2327,10357,1759,11010,1716,32113,2103,19979,1707,21617,2404,891,575,2481,1041,2017,836,3469,877,2333,890,4756,1230,1423,508,702,474,954,501,1482,640,1109,608,147017,6555,1290,706,8168,2101,12058,2085,24757,3128,26984,2168,27190,2568,10413,1384,5694,1081,7670,1972,13101,1705,9692,1718,0400000US44,1059639,-555555555,55019,1018,151953,927,115698,1799,145756,1768,123187,1438,142657,1499,75391,3123,31813,2211,41593,2923,101085,982,75487,779,588520,10072,43847,1940,115945,4000,56792,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
7518,340787,7684,308337,7731,310825,8702,161732,5330,71152,4385,99802,5057,257897,5888,164745,4299,1905975,21066,43587,3854,203604,8132,175657,6699,254337,7513,241402,7081,285073,8309,150548,6077,60877,3726,85304,4170,257249,5245,148337,4527,52336,3864,1135,512,6872,1412,4759,1132,8998,2552,8675,1692,8024,1534,4052,897,2051,708,2840,896,3376,719,1554,580,244294,8606,1969,818,17152,3327,19296,2262,44357,3559,61349,3941,40232,3844,15545,2402,4887,1044,6848,1735,19120,2697,13539,1584,0400000US45,5024369,-555555555,289539,2522,812181,2964,478798,5236,648479,5985,619763,6011,644154,5225,331877,7484,138967,4597,194794,6401,537642,2984,328175,2440,2821764,21715,242848,4212,584553,8183,279086,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
2005,66335,2553,58325,2505,56475,2243,35825,2246,14282,1710,20564,2069,49873,1859,41911,1745,268884,6656,7979,1534,28304,2641,28752,2002,40677,2826,35088,2077,38530,2240,22100,1806,7257,1278,12549,1567,30301,1829,17347,1689,7298,1635,204,191,1282,617,899,437,1269,532,1229,594,1016,563,769,472,200,183,145,170,170,182,115,119,29401,3289,276,267,2840,1222,4078,1144,7780,1580,5339,1215,3490,961,1328,533,347,290,1754,890,1301,491,868,402,0400000US46,869666,-555555555,60460,1614,152768,1764,81879,1495,116061,2291,99981,1694,99511,1585,60022,2532,22086,1978,35012,2693,81645,1019,60241,712,564083,6697,52001,1894,120342,2863,48150,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
8765,478471,8611,433972,8278,444835,9004,224160,6876,85756,4009,135223,5040,346525,7170,248834,5426,2300452,29525,36937,3700,210544,9373,187605,7970,336606,8782,315711,8130,380673,8338,201721,5249,81187,4815,106648,4869,275121,6896,167699,5469,56370,4168,1149,574,5979,1476,5715,1431,12415,1887,10169,1942,8942,1595,4256,876,2567,793,1620,520,2739,909,819,443,347754,11957,4162,1509,30030,3567,31778,3378,77866,5257,81996,4452,57378,4183,19332,2532,7801,1717,8748,1664,18265,2073,10398,1390,0400000US47,6715984,-555555555,405128,2702,1103124,3902,619279,4846,905358,6078,841848,5273,891828,4699,449469,7864,177311,6352,252239,6511,642650,2512,427750,2701,4011408,27672,362880,4871,856571,9502,394181,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
20155,2286403,22326,1786500,23160,1548448,18346,775730,12008,316689,9881,426285,10538,1023627,15578,707476,9916,6124074,50639,129884,8009,702101,21255,489888,15160,871577,15910,861690,15165,964257,13896,513423,10973,187108,7127,274612,9464,688754,13520,440780,9468,441550,16032,21144,3367,74625,5878,49998,4005,80325,6830,68317,5379,59837,5458,31319,3090,10291,1330,12943,2335,22113,3399,10638,1676,4854140,42073,42050,3816,284862,13665,347024,12684,884434,15765,1116532,16901,966847,13435,353177,10146,124189,6007,162921,6708,355854,8910,216250,6589,0400000US48,28304596,-555555555,2020164,4595,5344999,6352,2790087,9692,4122739,12290,3833039,12155,3539389,10932,1673649,17385,638277,13792,876761,15149,2090348,5122,1375144,4899,16884832,65089,1827086,10715,4283411,23219,1903177,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
5250,247496,6435,222962,4747,145122,4366,72150,3366,30553,2834,43692,3174,103564,3688,69266,2367,880587,14152,20984,2028,109278,7618,104474,5944,146714,5459,131125,5156,117948,4462,58675,3495,24983,2558,32894,2703,81503,3821,52009,2528,32439,4031,1009,535,5052,1882,4478,1174,7391,2027,6182,1561,3723,994,1353,527,349,206,588,305,1064,556,1250,830,269239,7865,2306,1130,16318,2423,26136,3018,51837,4323,63910,2868,50204,2676,18424,2372,6308,1209,7257,1448,15736,1781,10803,1490,0400000US49,3101833,-555555555,253089,1602,672005,1813,349704,2882,453438,3437,424179,2766,316997,2399,150602,4347,62193,3864,84431,4201,201867,1433,133328,1381,1919568,14185,228790,2637,541357,7744,214616,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
1956,37280,2402,35051,1985,39803,1666,21455,2148,8900,1308,11161,1401,28807,1469,20990,1377,268332,5743,5720,854,22442,1997,30719,2097,30948,2491,29851,2079,37939,1720,24280,1696,10756,1362,14403,1418,38932,1514,22342,1363,5630,1054,82,92,552,344,917,519,465,312,963,381,655,317,590,255,474,360,317,233,303,206,312,227,28083,2467,329,288,1562,660,3902,1215,5171,1059,3372,763,4378,1162,1848,686,1045,477,1012,381,2919,744,2545,612,0400000US50,623657,-555555555,30096,849,87659,1096,66635,1332,73864,1575,69237,926,82775,1063,48173,2250,21175,1610,26893,1752,70961,702,46189,411,321612,5614,23965,1235,63103,2226,31097,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
9872,512370,9733,408160,7168,422125,9783,225029,7577,92141,3932,124583,5442,313879,6586,223792,4848,3077754,27098,67666,4195,300857,8502,272537,9160,433129,9610,423105,7574,495332,9032,256400,8788,100161,4869,134672,4769,362568,6892,231327,5050,163383,8974,5640,1283,27890,3428,15948,2567,30581,3529,27795,2760,23488,2402,12157,1701,4702,995,4948,930,6607,1017,3627,1197,1062370,16028,9200,1712,61690,4959,84937,5098,189086,6866,248670,6029,200388,5200,75385,4326,26722,2495,36488,3107,79225,3655,50579,2976,0400000US51,8470020,-555555555,501972,3672,1366109,3735,822718,6935,1165166,7260,1107730,6792,1141333,6473,568971,9154,223726,6249,300691,7798,762279,3865,509325,3824,4166513,25984,419466,5397,975672,9141,449296,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
8205,465741,10360,341996,7994,321198,7353,178934,5908,70179,4116,105541,5190,239247,5782,126374,4604,2737027,21307,49240,3622,236881,9008,204336,7637,412014,9945,377973,7391,416530,8041,222868,6567,90796,4229,134936,5399,351381,6237,240072,4917,136240,6423,4511,1092,22799,3083,14064,2102,22463,3156,23709,2366,20507,2364,9845,1574,2577,704,4068,773,8352,1505,3345,853,1060153,17490,10346,1705,62398,5024,76087,5515,205125,7352,233689,6604,187905,5564,72458,4287,26880,2575,36277,2930,84958,4250,64030,3658,0400000US53,7405743,-555555555,455015,2122,1191718,2721,657042,4791,1105343,5219,977367,4351,946140,4000,484105,8629,190432,6502,280822,7440,683938,2923,433821,2703,3472323,24131,390918,4137,869640,9966,362555,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
2929,136800,4156,148008,4279,146329,4317,85339,3771,42883,2889,52858,3400,153617,2955,110019,2624,505083,12209,16003,2046,64362,4364,52739,3224,66939,3810,65032,4265,84052,4143,37133,2344,14869,2028,23692,2441,49902,2885,30360,2635,9705,1636,261,218,897,478,1291,825,1078,535,1901,644,2063,673,792,500,310,224,297,236,798,485,17,29,29954,3269,235,262,1171,590,4286,1358,3780,892,5692,1475,5295,1450,1582,597,835,421,1219,595,3267,1074,2592,963,0400000US54,1815857,-555555555,97887,1845,275516,2505,163104,2604,208597,2546,220633,2441,237739,2382,124846,4010,58897,3198,78066,4024,207584,1130,142988,1147,1271115,12389,81388,2425,209086,5102,104788,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
