GEO_ID,B14005_001E,B14005_001M,B14005_002E,B14005_002M,B14005_003E,B14005_003M,B14005_004E,B14005_004M,B14005_005E,B14005_005M,B14005_006E,B14005_006M,B14005_007E,B14005_007M,B14005_008E,B14005_008M,B14005_009E,B14005_009M,B14005_010E,B14005_010M,B14005_011E,B14005_011M,B14005_012E,B14005_012M,B14005_013E,B14005_013M,B14005_014E,B14005_014M,B14005_015E,B14005_015M,B14005_016E,B14005_016M,B14005_017E,B14005_017M,B14005_018E,B14005_018M,B14005_019E,B14005_019M,B14005_020E,B14005_020M,B14005_021E,B14005_021M,B14005_022E,B14005_022M,B14005_023E,B14005_023M,B14005_024E,B14005_024M,B14005_025E,B14005_025M,B14005_026E,B14005_026M,B14005_027E,B14005_027M,B14005_028E,B14005_028M,B14005_029E,B14005_029M,NAME,B14005_001MA,B14005_001EA,B14005_002EA,B14005_002MA,B14005_003EA,B14005_003MA,B14005_004EA,B14005_004MA,B14005_005MA,B14005_005EA,B14005_006MA,B14005_006EA,B14005_007EA,B14005_007MA,B14005_008MA,B14005_008EA,B14005_009EA,B14005_009MA,B14005_010MA,B14005_010EA,B14005_011MA,B14005_011EA,B14005_012EA,B14005_012MA,B14005_013EA,B14005_013MA,B14005_014EA,B14005_014MA,B14005_015EA,B14005_015MA,B14005_016MA,B14005_016EA,B14005_017MA,B14005_017EA,B14005_018EA,B14005_018MA,B14005_019EA,B14005_019MA,B14005_020EA,B14005_020MA,B14005_021MA,B14005_021EA,B14005_022MA,B14005_022EA,B14005_023EA,B14005_023MA,B14005_024EA,B14005_024MA,B14005_025EA,B14005_025MA,B14005_026EA,B14005_026MA,B14005_027MA,B14005_027EA,B14005_028MA,B14005_028EA,B14005_029EA,B14005_029MA,state
0400000US47,360611,7373,183984,5688,151346,5601,44435,3562,7906,1495,99005,5005,32638,3111,24455,2154,14758,1787,4177,1333,5520,1168,8183,1844,2511,1045,382,320,5290,1633,176627,4682,153510,4489,51223,3598,7653,1521,94634,4270,23117,2674,19508,2471,10504,1907,2954,1267,6050,1351,3609,1116,1040,540,566,313,2003,812,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,1627019,14844,831525,10039,680744,10569,157200,7349,34797,3436,488747,9991,150781,6627,108989,5318,64301,4145,13334,2081,31354,3089,41792,3827,16364,2390,4536,1248,20892,2730,795494,9815,678742,10815,170197,7084,33172,3405,475373,10132,116752,6808,84147,5785,42612,4449,8521,1549,33014,4163,32605,3379,9896,1996,3009,1062,19700,2501,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,195119,3753,100546,2545,80441,2597,30512,2545,4496,1031,45433,2574,20105,1982,15121,1743,12466,1722,1268,613,1387,540,4984,1050,2063,813,988,528,1933,747,94573,2514,78914,2546,36037,2601,3667,1006,39210,2308,15659,1753,12934,1570,8542,1241,949,532,3443,781,2725,796,813,353,284,302,1628,650,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,32845,1485,16661,1059,14338,1069,5029,801,334,213,8975,996,2323,627,1623,479,1274,427,75,98,274,224,700,492,12,22,479,464,209,199,16184,1144,14555,1109,5620,786,777,336,8158,1204,1629,496,1010,446,539,334,236,228,235,182,619,343,380,286,110,127,129,113,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,444640,8051,225488,5162,189028,4901,45935,3465,9515,1547,133578,4280,36460,3777,29953,3494,19720,2321,4540,1379,5693,1305,6507,1195,2811,833,752,429,2944,849,219152,6048,195899,6070,61868,3923,10312,1786,123719,5091,23253,2547,20230,2350,13400,2008,2824,914,4006,1258,3023,994,1097,619,345,261,1581,610,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,356645,5553,182601,4270,151928,4566,37544,3069,10477,1684,103907,3842,30673,2610,21474,2140,14882,1847,2682,807,3910,966,9199,1702,3492,972,1346,770,4361,1145,174044,3618,150776,3589,46251,2829,8798,1666,95727,3623,23268,2502,16768,2037,11385,1899,1069,552,4314,1198,6500,1529,2068,849,1356,722,3076,934,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,94167,3717,47418,3088,36777,2498,8878,1718,2420,694,25479,2113,10641,1804,8768,1539,3432,1028,1428,546,3908,1200,1873,770,319,229,133,142,1421,686,46749,2916,40713,3061,9119,1324,2293,930,29301,2725,6036,1273,5046,1217,2437,937,1286,724,1323,685,990,390,156,157,13,21,821,383,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,302755,4561,152350,3205,128317,3187,53778,3012,4331,771,70208,3112,24033,2189,18352,1951,13250,1769,1984,660,3118,816,5681,940,2935,727,433,286,2313,611,150405,3222,131796,3200,62414,2665,5664,1086,63718,3033,18609,1923,15662,1865,10547,1534,1981,757,3134,858,2947,573,816,368,220,168,1911,490,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31984,2457,17452,1683,13629,1593,3412,880,1533,1069,8684,1368,3823,986,3120,919,1831,713,551,452,738,606,703,369,485,347,164,226,54,81,14532,1624,12423,1529,4534,1060,451,267,7438,1328,2109,1030,1884,1013,1114,660,0,201,770,754,225,196,0,201,35,61,190,193,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,190937,6613,101107,4630,83270,4567,3717,1428,2963,1445,76590,4596,17837,2827,13023,2440,3949,1594,2795,1120,6279,1847,4814,1507,488,414,554,460,3772,1373,89830,4934,78924,4669,3727,1186,4277,1118,70920,4559,10906,1968,8504,1730,1241,634,1276,625,5987,1620,2402,1071,0,262,438,411,1964,994,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
