GEO_ID,C21001A_001E,C21001A_001M,C21001A_002E,C21001A_002M,C21001A_003E,C21001A_003M,C21001A_004E,C21001A_004M,C21001A_005E,C21001A_005M,C21001A_006E,C21001A_006M,C21001A_007E,C21001A_007M,C21001A_008E,C21001A_008M,C21001A_009E,C21001A_009M,C21001A_010E,C21001A_010M,C21001A_011E,C21001A_011M,C21001A_012E,C21001A_012M,C21001A_013E,C21001A_013M,C21001A_014E,C21001A_014M,C21001A_015E,C21001A_015M,NAME,C21001A_001MA,C21001A_001EA,C21001A_002MA,C21001A_002EA,C21001A_003EA,C21001A_003MA,C21001A_004EA,C21001A_004MA,C21001A_005EA,C21001A_005MA,C21001A_006EA,C21001A_006MA,C21001A_007EA,C21001A_007MA,C21001A_008MA,C21001A_008EA,C21001A_009EA,C21001A_009MA,C21001A_010EA,C21001A_010MA,C21001A_011EA,C21001A_011MA,C21001A_012EA,C21001A_012MA,C21001A_013MA,C21001A_013EA,C21001A_014MA,C21001A_014EA,C21001A_015EA,C21001A_015MA,state
0400000US22,2273887,5352,1108841,3753,883117,3670,68655,4636,814462,5776,225724,721,89410,3910,136314,3877,1165046,3537,885039,3351,10152,2238,874887,3889,280007,890,2276,637,277731,1145,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1032096,1372,499448,1094,380256,1026,40101,2955,340155,3072,119192,525,53930,1903,65262,1985,532648,886,390398,870,5311,1056,385087,1354,142250,281,2073,667,140177,703,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2660026,8442,1286151,5159,1013946,4903,102957,5100,910989,5523,272205,1040,115050,3629,157155,3587,1373875,4371,1033317,4220,19491,2143,1013826,4552,340558,1268,4099,774,336459,1475,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4401589,11135,2107056,7050,1677765,6712,97850,4379,1579915,8107,429291,1244,160514,5058,268777,5109,2294533,6216,1734714,5897,12451,1659,1722263,6068,559819,1780,4900,1033,554919,2091,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6233165,6177,3056442,3736,2405136,3689,180637,5729,2224499,7105,651306,1013,265467,5138,385839,5300,3176723,3638,2387204,3447,22827,1945,2364377,4431,789519,1061,7313,1003,782206,1515,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3652716,4808,1799240,3008,1431135,2945,103952,4894,1327183,5832,368105,775,163484,3577,204621,3533,1853476,2903,1409585,2856,13442,1370,1396143,3209,443891,680,3727,741,440164,1045,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1363260,3186,659331,2284,512482,2204,48384,3494,464098,4160,146849,887,57989,2912,88860,3013,703929,1695,517671,1758,7398,1719,510273,2648,186258,944,1440,545,184818,1152,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3941373,5461,1914721,4175,1511884,4022,148154,6212,1363730,7072,402837,1052,183409,5188,219428,5023,2026652,3162,1526171,2963,20631,2585,1505540,4256,500481,969,5655,1006,494826,1382,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,740843,2000,371373,1384,283941,1342,32402,3212,251539,3648,87432,438,40723,1969,46709,1978,369470,1148,275961,1147,5717,1151,270244,1525,93509,522,1251,439,92258,684,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1283374,3225,631918,2168,505024,2188,43966,2686,461058,3177,126894,740,56571,2296,70323,2397,651456,1890,496315,1919,6872,1120,489443,2358,155141,603,2072,526,153069,794,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1535809,11843,779982,6532,607003,6039,66260,4557,540743,7559,172979,1613,80502,2890,92477,3058,755827,6944,571979,6671,10092,1826,561887,7076,183848,1603,3374,863,180474,1843,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1015639,2266,495786,1866,390788,1858,34189,2775,356599,3346,104998,466,47992,2047,57006,2081,519853,1285,394795,1161,5823,1234,388972,1698,125058,672,2180,789,122878,1097,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4856828,15607,2346894,9059,1862754,8589,79010,3961,1783744,8948,484140,2116,177065,4119,307075,4429,2509934,8599,1874029,7967,8601,1358,1865428,7973,635905,2413,3930,1024,631975,2426,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1227640,8188,597154,4648,461645,4797,51868,4037,409777,6239,135509,1444,59588,2944,75921,3134,630486,5286,469539,4832,10011,1846,459528,4894,160947,1613,2684,781,158263,1754,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,10120392,25789,4911657,15340,3880034,14353,197961,7357,3682073,15792,1031623,3709,352127,6811,679496,7002,5208735,14320,3880106,13158,26022,2498,3854084,14077,1328629,4810,8682,1144,1319947,4838,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,5573559,10543,2673244,6897,2096843,6832,204999,7396,1891844,9655,576401,1490,243576,4948,332825,5063,2900315,5964,2177319,6042,33159,2432,2144160,6232,722996,1614,8234,1521,714762,2213,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,509038,2172,258989,1783,209118,1791,20589,2149,188529,2744,49871,157,19484,1385,30387,1349,250049,1044,191084,1043,2611,602,188473,1131,58965,140,392,212,58573,230,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7513697,5775,3642540,3850,2881605,3872,255119,7922,2626486,8214,760935,940,327705,5375,433230,5462,3871157,3377,2908451,3182,33680,2984,2874771,4326,962706,1395,8908,1407,953798,1874,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2212106,4908,1078667,3342,850555,3369,93022,4375,757533,5174,228112,710,106880,2862,121232,3057,1133439,2751,852399,2697,15156,1760,837243,3083,281040,824,3780,895,277260,1029,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2810111,8394,1379554,5275,1076543,5450,96351,5504,980192,7881,303011,1232,138839,4172,164172,4141,1430557,4650,1073335,4493,13999,2008,1059336,4975,357222,1260,4951,976,352271,1568,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8367170,10231,4052968,6671,3154702,6653,235367,5997,2919335,8410,898266,1297,384448,5903,513818,6076,4314202,5681,3167049,5579,30498,2806,3136551,6263,1147153,1529,10480,1469,1136673,2116,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,711025,4496,339867,2717,269179,2530,17946,1933,251233,2992,70688,817,28728,1840,41960,1942,371158,2878,278047,2733,1855,861,276192,2772,93111,621,793,376,92318,800,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2692116,5909,1299944,4108,994143,4067,113854,5409,880289,7271,305801,1176,141531,4087,164270,4122,1392172,3540,1025890,3330,15146,2246,1010744,4024,366282,1170,4779,953,361503,1506,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,571952,1768,284445,1333,222238,1333,21805,2250,200433,2753,62207,275,28449,1763,33758,1768,287507,1101,215590,1118,2523,698,213067,1344,71917,128,965,387,70952,398,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4120945,6228,1990701,4290,1573801,4170,149293,6790,1424508,7840,416900,893,184471,4803,232429,4823,2130244,3365,1614042,3193,22488,3029,1591554,4258,516202,950,5619,1339,510583,1679,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15589913,34974,7669536,21062,6385364,20235,537432,12011,5847932,22528,1284172,4083,508270,7772,775902,7572,7920377,18220,6345040,17504,92264,4934,6252776,18919,1575337,5264,17551,2214,1557786,6052,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1887170,5857,934549,3559,788282,3417,46525,3421,741757,4670,146267,872,60840,2897,85427,2937,952621,3482,782778,3377,7170,1104,775608,3406,169843,913,1449,460,168394,1014,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,480133,1001,234057,845,181671,805,14101,1786,167570,1863,52386,178,19414,1456,32972,1486,246076,670,184070,672,2108,647,181962,952,62006,287,611,292,61395,327,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4486223,11946,2172757,7986,1726716,7958,235522,6396,1491194,9294,446041,1692,208335,4608,237706,4818,2313466,5953,1769618,5845,46738,3498,1722880,6855,543848,1574,9471,1204,534377,1969,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4434680,9580,2188842,5858,1742228,5938,205422,6939,1536806,9557,446614,1554,209680,4910,236934,5104,2245838,5816,1718653,5396,37035,2814,1681618,5962,527185,1492,9491,1406,517694,2063,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1352081,2896,657353,2079,504298,2029,48830,3318,455468,3607,153055,260,65561,2563,87494,2563,694728,1619,510013,1312,6223,1434,503790,1882,184715,766,1293,468,183422,832,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3946126,6254,1945324,3713,1535543,3722,114748,4336,1420795,5129,409781,1057,170967,3347,238814,3693,2000802,3269,1509262,3319,15981,1928,1493281,3696,491540,995,4080,649,487460,1243,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,405672,2046,205081,1604,163076,1580,20392,2538,142684,3051,42005,681,19058,1533,22947,1667,200591,1610,155560,1654,1881,657,153679,1898,45031,363,499,292,44532,467,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1780658,20182,813010,11285,616764,10438,17206,2477,599558,10048,196246,4162,32942,2382,163304,5112,967648,11919,698878,11106,881,562,697997,10967,268770,4803,684,393,268086,4804,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
