GEO_ID,B19101A_001E,B19101A_001M,B19101A_002E,B19101A_002M,B19101A_003E,B19101A_003M,B19101A_004E,B19101A_004M,B19101A_005E,B19101A_005M,B19101A_006E,B19101A_006M,B19101A_007E,B19101A_007M,B19101A_008E,B19101A_008M,B19101A_009E,B19101A_009M,B19101A_010E,B19101A_010M,B19101A_011E,B19101A_011M,B19101A_012E,B19101A_012M,B19101A_013E,B19101A_013M,B19101A_014E,B19101A_014M,B19101A_015E,B19101A_015M,B19101A_016E,B19101A_016M,B19101A_017E,B19101A_017M,NAME,B19101A_001MA,B19101A_001EA,B19101A_002MA,B19101A_002EA,B19101A_003EA,B19101A_003MA,B19101A_004MA,B19101A_004EA,B19101A_005EA,B19101A_005MA,B19101A_006EA,B19101A_006MA,B19101A_007MA,B19101A_007EA,B19101A_008MA,B19101A_008EA,B19101A_009EA,B19101A_009MA,B19101A_010EA,B19101A_010MA,B19101A_011EA,B19101A_011MA,B19101A_012MA,B19101A_012EA,B19101A_013MA,B19101A_013EA,B19101A_014EA,B19101A_014MA,B19101A_015EA,B19101A_015MA,B19101A_016EA,B19101A_016MA,B19101A_017EA,B19101A_017MA,state
0400000US21,1012455,10581,53635,4002,33274,2726,37229,3199,44694,3447,40872,2745,47875,3147,48000,3859,44373,2689,42062,2805,86265,4041,108901,5509,149597,6001,102583,4255,66015,3855,56167,3236,50913,3002,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,739299,9321,26206,3415,16718,2570,20838,2509,30149,2277,30682,3376,28184,2691,25660,2503,31866,2624,28924,2875,56393,3609,81787,4296,105222,5408,89564,4557,54295,3808,57303,3621,55508,3436,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,318954,6192,7198,1276,7101,1214,8266,1419,8372,1173,13556,1768,14342,1647,12714,1400,14957,1608,11594,1480,26771,2264,39571,2988,54862,3065,37561,3014,23070,2512,21202,2071,17817,2131,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,872761,7555,13510,1941,9672,1433,12774,1574,13007,1656,15682,2114,22213,2380,21053,2264,23334,2648,21197,2121,45648,3476,72517,3590,117445,4437,114634,4665,87346,4599,124953,4521,157776,4982,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1340695,13102,33903,2642,19895,2504,25778,3263,26114,2485,29237,3171,35507,3015,33107,2838,35601,2887,34866,2680,67986,4198,112934,5498,178502,6892,165633,7187,128489,4309,177760,6193,235383,7619,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2066713,12196,62686,3548,41462,2894,49598,3143,65221,3375,69913,4054,83476,3693,87333,4152,89137,4376,87782,3835,175139,5534,238781,6957,328530,5651,238940,7279,147673,4747,155505,4803,145537,5506,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1204405,9358,17759,1756,14548,1895,16274,1942,22545,1630,29065,2466,34917,2027,35924,2180,41813,2313,37404,2498,86603,3646,130468,4198,198709,4531,171578,5484,113340,4295,125236,4025,128222,4938,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,446485,7288,13960,1871,10411,1863,14519,2457,17467,2404,16677,2008,18565,2173,19689,2535,20515,2380,20189,2596,39103,3255,54948,3698,76105,4538,47056,3739,27398,2782,26632,2590,23251,2346,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1303624,12776,38680,3000,31067,2763,34882,3047,44291,3699,48863,3674,56301,3979,56928,3767,55944,3281,58217,3996,110754,5403,153818,5401,207470,6083,145380,5318,92277,4363,87582,3946,81170,3912,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,240894,4974,6583,1396,3857,934,6429,1429,8579,1176,10583,1535,11446,1632,9723,1494,9987,1276,10678,1474,20721,2135,28742,2533,39392,2748,29047,2130,16764,1833,16029,1605,12334,1590,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,438410,5796,9413,1451,6711,1270,8773,1345,12101,1479,13086,1688,16082,1693,18332,1956,17930,1621,16669,1736,35230,2432,55893,3329,77081,4036,56269,2951,33325,2031,33278,2314,28237,1932,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,482554,7662,13427,2040,7205,1444,10101,1427,15011,1929,15744,2038,20394,2568,21607,1999,19296,2069,19390,2312,43779,3610,53916,3364,77782,4228,58757,3344,36280,2525,34616,3011,35249,2420,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,326744,5308,7261,1623,4973,1336,5138,1092,7947,1716,7061,1436,10235,1588,8495,1523,10053,1325,10260,1714,21781,2475,34306,2814,50874,3302,43016,3413,33604,2815,37246,2720,34494,2334,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1577670,11670,31953,3180,20229,2141,27658,2818,35242,2754,34198,3155,45290,3597,38871,3404,43145,3245,41165,2718,83800,5113,133082,6091,210584,6449,194834,6906,151125,6575,198612,6410,287882,7343,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,377818,8252,21822,3045,12620,1963,14260,1958,16316,2055,18276,2126,16528,2454,17731,2278,16941,1984,15234,2142,32422,3055,42217,3728,50802,3839,38859,3073,21265,1888,22911,2384,19614,1785,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3062264,17736,82139,4427,59206,3933,63615,4222,83599,4468,87934,4377,92605,4558,95003,4663,95465,4590,90154,3908,195452,7367,282778,8330,427004,10408,349345,8914,256894,7052,331486,8418,469585,8416,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1879504,13854,58238,4805,38167,3759,50738,3343,68056,4831,70246,4304,75510,4483,73933,4502,82772,4573,74962,4275,151488,5626,218318,7927,289863,7650,204072,7481,132810,6425,140209,5451,150122,5648,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,170120,3629,4572,1027,2268,614,2881,637,4348,871,3852,821,4840,894,5143,961,5169,891,5372,1230,11666,1257,20788,1899,31163,2591,24405,2051,15537,1739,15058,1616,13058,2022,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2498582,14048,77955,3960,55347,4066,64424,4335,76115,4123,89840,4258,103566,5462,99059,4021,107334,4565,102661,4767,204386,7246,294370,7802,403766,8439,295723,7079,183816,6320,177154,6488,163066,5417,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,744047,7251,28941,2192,19289,1961,24151,2112,27900,1962,32187,2677,35858,2210,31077,2265,36052,2680,31874,2109,66625,3300,86563,3781,116313,4196,76918,3714,44211,2837,44945,2637,41143,2459,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,886392,10651,28364,2689,17637,2322,23003,2611,28700,3144,31239,2735,36767,3131,34774,3035,35339,3123,35444,3049,72625,4185,103774,5366,137473,5619,102945,4924,63319,3358,68213,3447,66776,3187,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2692747,14908,71140,4335,46345,3284,59220,3372,74475,3984,87794,5169,100817,4653,96847,4610,102934,4371,100560,4209,208273,5666,309769,7733,436087,8898,316098,7580,214037,5577,228824,6777,239527,5589,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,213327,5398,4680,1159,4151,1112,5218,1205,5479,1232,5843,1273,6809,1288,7217,1261,5683,1110,5380,1230,14417,1889,19082,2353,34437,2585,29839,2712,21291,2303,23048,2281,20753,2102,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,892436,10375,29847,3007,16140,2115,22264,2234,31468,3251,30801,2717,35711,2990,36853,3055,43132,3345,38785,3247,74266,3879,101950,4673,140455,5549,102033,4879,61404,4140,64148,3980,63179,3325,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,192044,3428,4408,964,2592,708,4452,1008,6360,1157,6363,1049,6389,1056,6301,1201,6642,1246,7453,1007,14669,1653,26427,2330,36383,2661,25173,2000,14717,1603,12579,1418,11136,1417,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1389290,13544,46931,3434,37194,3356,46883,3704,54772,3461,55532,3859,66369,3707,65634,3621,62891,3497,57227,3898,124326,4759,161000,6597,207016,6687,142862,5727,84570,3944,84444,4465,91639,4310,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5099068,20880,190560,7544,128139,6804,165246,6580,189511,7345,194757,9470,214556,9192,200413,6839,209131,7893,197911,8004,384122,10514,535031,11218,712758,15051,542357,11439,368675,11487,403702,10879,462199,9753,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,641133,7486,13434,1880,10803,1659,12063,2094,13941,1797,17232,2082,18490,2071,21988,2701,26058,2550,22034,2440,51642,3286,83547,4070,111287,4858,88254,4340,51409,3316,52762,3502,46189,2972,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,147719,3429,3689,905,2762,726,4786,1127,5053,859,5447,1253,6414,1302,5167,1013,5626,1108,5453,891,11387,1524,18001,2003,24741,1994,17443,1534,11770,1284,9395,1226,10585,1273,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1489954,11112,37324,3720,20270,2286,27113,2714,33483,3293,37954,3076,42442,3060,44475,3242,47042,3270,44863,2967,97615,4758,146659,6370,218610,7225,182490,6147,127123,5177,169309,5938,213182,6818,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1460538,13163,36453,3521,24977,2754,27085,2571,32945,3239,37403,3117,40908,2792,44942,3043,49787,3983,51230,3293,105122,4278,157367,6927,226206,6314,182940,6197,127393,5507,150941,6107,164839,4377,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,439708,6475,25255,2903,16833,2138,21889,2581,21119,2391,20941,2140,22048,2377,22626,2449,20828,1874,17536,1954,39933,2707,51302,3329,60558,3422,40346,3123,21662,2060,20294,2400,16538,2103,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1316208,9730,25946,2519,24383,1996,26598,2042,36005,2599,38968,2586,48860,3033,48700,2919,54792,3091,51617,3265,105682,4070,155943,4701,233546,5903,169677,5652,104479,3938,104528,4018,86484,3793,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,135662,3523,4736,1377,2178,853,3143,1042,3550,1160,3700,1050,6448,1583,4860,984,5507,1097,5352,1286,11302,1479,16465,2044,22452,2214,19038,1979,10690,1478,9397,1482,6844,1141,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,529865,11752,118042,6212,52396,4370,54467,3242,48417,4200,35003,2977,32403,3400,24613,2917,25360,3037,21996,3167,34896,3563,27840,3213,24730,2609,11657,1773,7065,1679,3975,993,7005,1354,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
