GEO_ID,C25055_001E,C25055_001M,C25055_002E,C25055_002M,C25055_003E,C25055_003M,C25055_004E,C25055_004M,C25055_005E,C25055_005M,NAME,C25055_001EA,C25055_001MA,C25055_002EA,C25055_002MA,C25055_003MA,C25055_003EA,C25055_004MA,C25055_004EA,C25055_005EA,C25055_005MA,state
0400000US32,462895,8980,332084,8029,63928,3433,42789,2640,24094,2252,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,154201,4734,104082,3822,24058,2219,12799,1858,13262,1810,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1129441,12076,762706,10561,173619,6698,106140,4199,86976,4388,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,224577,6783,162449,6109,32976,3015,17124,1756,12028,1532,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3255748,20629,2127134,19402,510002,9134,335931,7672,282681,7158,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1280412,15400,947598,13037,167782,6752,96471,4544,68561,3829,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,107867,3634,82166,3750,11570,1390,5719,1019,8412,1291,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1516601,15083,1071111,12749,218250,7272,123534,6258,103706,5082,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,463286,7203,347721,5684,56832,2769,32917,2550,25816,2070,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,573421,9839,411901,8876,74194,4234,45477,3055,41849,3242,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1491279,16792,987057,14103,209203,6729,139783,4998,155236,5415,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,154825,4583,99990,4183,22282,2064,16576,1742,15977,1792,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,545954,11858,404043,10302,76333,4611,40189,3068,25389,2624,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,104764,3806,70479,3062,12912,1778,9198,1329,12175,1385,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,828612,13672,620763,10795,108142,6381,63391,3514,36316,3026,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3486567,28563,2705974,23265,408684,12320,218998,8085,152911,5749,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,281943,6252,228786,5480,27384,2482,13415,1678,12358,1581,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,73452,3449,48314,3007,10364,1557,7987,1105,6787,1051,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,990189,11278,737283,9156,129931,5351,70445,3706,52530,3000,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1013454,14151,748739,11632,124963,5898,72617,4017,67135,3870,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,166391,6120,115633,5128,26338,2447,13932,1732,10488,1489,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,751576,9645,526084,9098,93570,4227,63487,3170,68435,3348,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,59964,3676,42226,3375,9334,1411,5137,1136,3267,874,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,225245,8141,155580,7175,30370,2990,22911,2396,16384,1945,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
