GEO_ID,B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,NAME,B20017F_001EA,B20017F_001MA,B20017F_002MA,B20017F_002EA,B20017F_003EA,B20017F_003MA,B20017F_004EA,B20017F_004MA,B20017F_005MA,B20017F_005EA,B20017F_006MA,B20017F_006EA,B20017F_007MA,B20017F_007EA,state
0400000US23,27077,9842,23250,18256,25563,5606,3681,1153,42576,13521,44619,4017,10267,13097,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,26369,891,31407,1000,35270,1319,15465,2374,20700,863,27257,2096,11066,902,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,27122,1350,30423,1288,37318,1622,10671,2731,23917,2298,33957,2323,10987,835,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,23456,2283,27863,1789,33157,3529,12261,3092,17671,1670,28202,4442,7709,1412,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25530,2038,28883,2411,35394,2525,13787,2547,17852,3283,32346,2011,10916,1938,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,24194,4967,27988,5326,30377,3230,11566,10411,15168,6115,30261,3371,4173,786,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,22226,2741,26371,3478,32258,4719,10982,921,18937,3329,27664,5047,9893,2615,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,22857,2502,23445,6517,31168,9762,16780,6434,22354,4429,23596,1511,2499,-333333333,Montana,null,null,null,null,null,null,null,null,null,null,null,null,***,"2,500-",30
0400000US31,26824,2001,33419,1698,35787,2311,16808,8726,17975,7173,26781,1934,7979,3826,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,26499,863,31219,907,35751,1427,11036,1165,21719,723,27280,1764,12061,1372,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,39325,14654,45860,12008,52098,13759,25262,31262,31750,11332,51190,42800,25458,20593,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,25507,715,30092,1492,35840,1437,13628,1655,20682,568,30227,1714,11362,600,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,24003,2045,25296,2831,32086,1107,10927,1826,22299,1972,32189,2448,8801,1600,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,25329,431,29518,964,34688,1220,13253,1383,20529,484,30919,742,11301,333,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,22149,565,25247,833,27418,1440,12342,2810,18329,1079,23834,1509,9437,2281,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,30253,7699,37504,16947,51731,15181,25353,21648,26612,23442,33451,1817,11827,1796,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,24319,2542,26802,2623,32939,2925,10469,2131,20981,1780,31288,3002,10458,1442,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,23508,1913,27507,2006,32349,3352,12279,1698,16942,2140,22268,1991,8378,2084,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,25369,1667,28763,3079,35214,3258,13966,2474,20280,2098,31367,1638,10286,1783,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,25246,1193,29090,2406,36171,1820,11621,3860,19261,2154,31579,2163,8582,1500,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,22044,2509,29396,4585,37337,6716,10990,10130,20543,1389,26268,3953,10525,2045,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,23922,2613,26158,1266,30186,1785,12566,3910,16412,1943,26900,3306,9266,843,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,30535,1455,30892,872,31192,825,4772,11409,21654,4988,24694,7445,10326,7050,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,21118,951,23183,2117,26940,3892,15149,1655,16129,1221,22522,1975,8438,3123,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,25335,455,29502,977,33905,1546,11996,773,19678,823,26782,734,9310,483,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,25884,1230,29744,1644,33209,1437,12153,3192,21466,1059,29131,2770,10247,2000,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,16579,5509,21554,23819,44143,60889,2499,-333333333,15434,5335,-666666666,-222222222,15434,5335,Vermont,null,null,null,null,null,null,"2,500-",***,null,null,**,-,null,null,50
0400000US51,27998,2143,32139,1639,36864,1739,17775,4757,22266,1893,28181,4251,10322,1585,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,24780,1294,28906,2030,35330,1252,16532,906,19474,1637,27697,3053,10797,1101,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19521,15933,21020,32660,65517,33013,2499,-333333333,18697,12542,38750,26368,3738,10258,West Virginia,null,null,null,null,null,null,"2,500-",***,null,null,null,null,null,null,54
0400000US55,25215,1520,29521,1698,32430,2513,12263,2030,18859,1929,26730,2346,8320,1879,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31931,13550,30391,18439,45395,21541,25239,12189,35321,20593,39083,20971,11804,12937,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15954,467,15727,456,20044,1571,7235,803,16370,933,21846,1327,7227,812,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
