GEO_ID,C17012_001E,C17012_001M,C17012_002E,C17012_002M,C17012_003E,C17012_003M,C17012_004E,C17012_004M,C17012_005E,C17012_005M,C17012_006E,C17012_006M,C17012_007E,C17012_007M,C17012_008E,C17012_008M,C17012_009E,C17012_009M,C17012_010E,C17012_010M,C17012_011E,C17012_011M,NAME,C17012_001MA,C17012_001EA,C17012_002EA,C17012_002MA,C17012_003EA,C17012_003MA,C17012_004EA,C17012_004MA,C17012_005EA,C17012_005MA,C17012_006EA,C17012_006MA,C17012_007EA,C17012_007MA,C17012_008MA,C17012_008EA,C17012_009MA,C17012_009EA,C17012_010EA,C17012_010MA,C17012_011EA,C17012_011MA,state
0400000US32,700449,9375,63517,3984,17677,2167,26627,2880,16175,2326,3038,930,636932,10213,352024,8041,230382,6981,49532,3588,4994,1208,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,346213,5110,16962,2241,4695,986,9202,1610,2957,1087,108,133,329251,5091,199475,4856,106140,4010,22778,2528,858,405,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2235231,15874,163127,6809,46636,3482,78814,4625,31862,3157,5815,1267,2072104,16546,1143274,12527,776588,12821,144315,6525,7927,1643,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,479092,8736,72629,3999,22261,2812,35225,2649,13347,1652,1796,808,406463,8204,238437,6342,134668,4885,31139,3105,2219,683,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620008,22062,481948,10308,137912,6089,238537,7620,87122,5556,18377,2251,4138060,21829,2382953,19512,1468987,16388,263209,8280,22911,2588,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2590180,17902,275466,8835,70249,4472,137963,6741,58265,4756,8989,1751,2314714,18204,1328377,14569,835553,16116,142661,6557,8123,1445,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,190217,4208,11644,1393,3743,894,5657,1082,1649,626,595,371,178573,4250,101755,3444,60803,2699,14924,1913,1091,419,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2951170,15802,289955,8347,69750,3698,142834,6341,65144,4370,12227,1916,2661215,14383,1556666,13053,896834,12393,193404,6788,14311,1889,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,964144,7994,111543,4691,26630,1799,54086,3219,26700,2359,4127,932,852601,8054,474530,6152,299179,6767,72788,3875,6104,1092,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1010975,11385,89471,5572,26239,2602,42281,3789,18060,2553,2891,1046,921504,11352,535623,9258,317216,7601,64021,3858,4644,1082,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3177289,15474,255788,8649,71746,4380,122970,4959,52315,4425,8757,1390,2921501,13989,1742736,10553,976411,13780,186267,6531,16087,1855,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,251811,6010,19788,2832,4290,992,11447,2086,3740,1148,311,234,232023,5765,135183,4573,82223,4136,14499,2049,118,163,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1253260,14383,141086,5864,35519,2618,69871,4705,31604,3383,4092,1205,1112174,13649,668447,11435,370638,9061,68465,4129,4624,1309,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213402,3931,17910,1813,4833,964,7548,1294,4268,956,1261,511,195492,3969,110637,3671,65336,3440,17831,1543,1688,510,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1707488,14892,186917,6304,49174,3521,94334,5096,38549,3921,4860,1108,1520571,15258,891625,12585,524214,9866,96934,4555,7798,1715,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6696061,22045,758203,13848,178765,7051,347098,10580,197096,8265,35244,3848,5937858,23931,3034816,25944,2309735,24663,556060,12619,37247,3437,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,723175,7738,48446,3547,11789,1354,20245,2414,14124,1918,2288,762,674729,7721,320111,6827,227653,6022,110483,4551,16482,1741,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,153648,3466,10822,1610,3053,666,6068,1207,1606,607,95,110,142826,3435,89837,3363,45811,2442,6813,1081,365,352,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2091237,14871,149002,7059,40191,3415,70896,5342,33308,3306,4607,1258,1942235,14619,1079672,10962,714566,11770,136023,5348,11974,1817,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1833793,15146,130438,5965,34321,2968,62631,4558,27838,2794,5648,1437,1703355,15636,951579,11272,620158,11220,119912,6640,11706,1577,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461542,6702,65092,4086,20590,2205,34384,3312,9454,1571,664,418,396450,6881,250309,6161,126831,5877,18398,2317,912,458,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1478375,11053,104945,5258,27943,2103,49305,3470,23375,2162,4322,1086,1373430,10305,799089,9460,457455,7699,107597,5283,9289,1168,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145719,3619,11003,1819,3012,859,5307,1497,2438,738,246,216,134716,3730,76044,2986,44114,3343,12908,1600,1650,620,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,805573,12009,329568,7906,155039,5815,147794,6894,25632,3262,1103,726,476005,11944,324845,10109,141065,6820,9992,2078,103,135,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
