GEO_ID,C15010A_001E,C15010A_001M,C15010A_002E,C15010A_002M,C15010A_003E,C15010A_003M,C15010A_004E,C15010A_004M,C15010A_005E,C15010A_005M,C15010A_006E,C15010A_006M,NAME,C15010A_001MA,C15010A_001EA,C15010A_002MA,C15010A_002EA,C15010A_003MA,C15010A_003EA,C15010A_004EA,C15010A_004MA,C15010A_005MA,C15010A_005EA,C15010A_006MA,C15010A_006EA,state
0400000US15,119219,4372,43971,2862,10982,1647,19575,2309,13551,1624,31140,2838,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,279619,8231,90953,4432,32636,3060,48321,4048,42487,3002,65222,4420,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2335004,18917,721781,11262,214886,6307,502440,10290,331512,8120,564385,10708,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1038611,15522,288674,8721,138329,6079,212426,7400,176196,6818,222986,7813,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,565200,8893,163277,5256,58397,3496,114821,3919,109821,3846,118884,4740,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,576892,7537,163918,5136,60617,3622,119511,5235,109679,4471,123167,5176,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,646883,13497,182612,7631,77840,4517,126161,6166,108256,5275,152014,5371,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,566598,12210,158119,6968,70307,4129,115538,5520,86254,4098,136380,5538,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,300450,7539,102687,4968,30829,2714,42491,2970,40555,2976,83888,3882,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1059381,12991,433208,8660,86115,4275,173423,6512,109673,4214,256962,6479,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1744869,16889,671424,11928,140104,5633,309345,9942,171360,6315,452636,10406,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1656834,15380,527361,10395,186500,7016,350168,9456,247551,7282,345254,7567,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1215794,12579,397183,8136,125024,4651,238031,5980,174252,5394,281304,8011,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,306864,10651,76758,4950,39496,3464,67639,4292,62424,4320,60547,4100,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1053065,15281,295950,8451,115534,4690,230646,7673,176328,6436,234607,7426,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,220110,6389,76694,4463,24145,2579,33679,2667,39155,3091,46437,3588,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,367900,7376,100774,4442,40134,2976,81271,3668,69359,3677,76362,3392,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,369206,10164,122700,5704,31362,2649,78813,4451,51041,3500,85290,4797,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,330258,7792,121413,4578,29243,2547,62724,4013,38119,2437,78759,4389,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1746500,17572,593819,10979,130122,5638,398315,8752,229678,6916,394566,9648,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,318503,8143,114326,4061,30159,2364,50001,4084,50571,3510,73446,3873,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3656815,22511,1222779,15005,290008,7309,664035,13049,453540,10171,1026453,15111,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1710322,18341,564102,11606,163992,5789,349713,10197,226555,7199,405960,10086,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,137340,5050,36668,3048,20172,1874,28484,2672,23948,1993,28068,2463,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1928744,21175,559270,12178,220097,6537,418654,10132,326654,10175,404069,9379,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,536615,8200,148112,5150,51980,3288,122860,4393,107734,4090,105929,4144,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,855912,11922,333973,8711,74349,4081,125650,5473,90925,5081,231015,7672,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2421062,16625,780401,11768,257775,7408,474520,10600,378602,8288,529764,9773,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,216982,5773,71148,3778,22615,2521,44398,3358,26830,2731,51991,3546,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,790974,12560,244144,7522,78213,4455,169099,6870,125234,5421,174284,7568,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,151726,5409,42134,2790,19618,2139,29788,2857,29893,2250,30293,2324,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1039984,16243,303854,7990,106693,4945,238942,7603,155235,6532,235260,7246,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,4069206,33501,1344616,22846,349385,10004,932230,16411,554521,12021,888454,13856,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,576293,10455,182892,6611,58498,3639,107171,5130,84786,4285,142946,5256,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,160756,5211,61314,3626,13138,1600,20589,1823,20002,1974,45713,2985,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1659583,17340,649342,12446,126197,4890,297596,8226,173971,6809,412477,8707,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1435792,16217,575619,11030,123526,5206,228195,8420,155282,5630,353170,9600,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,242483,8070,67258,4383,33422,2816,47418,3298,50012,3140,44373,3138,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1098256,13764,344200,7132,120110,4444,216509,6119,183678,5444,233759,6399,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,101550,4783,35736,3351,9933,1682,14262,1992,19290,2136,22329,2201,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,429665,13462,105501,6630,51445,5298,133530,7777,80912,5214,58277,5130,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
