GEO_ID,C15002I_001E,C15002I_001M,C15002I_002E,C15002I_002M,C15002I_003E,C15002I_003M,C15002I_004E,C15002I_004M,C15002I_005E,C15002I_005M,C15002I_006E,C15002I_006M,C15002I_007E,C15002I_007M,C15002I_008E,C15002I_008M,C15002I_009E,C15002I_009M,C15002I_010E,C15002I_010M,C15002I_011E,C15002I_011M,NAME,C15002I_001EA,C15002I_001MA,C15002I_002MA,C15002I_002EA,C15002I_003MA,C15002I_003EA,C15002I_004MA,C15002I_004EA,C15002I_005MA,C15002I_005EA,C15002I_006EA,C15002I_006MA,C15002I_007MA,C15002I_007EA,C15002I_008MA,C15002I_008EA,C15002I_009MA,C15002I_009EA,C15002I_010MA,C15002I_010EA,C15002I_011EA,C15002I_011MA,state
0400000US37,476705,4055,243793,3701,103652,5019,62391,4235,45581,4126,32169,2641,232912,2544,87160,4425,53205,3870,52958,3814,39589,3286,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,13249,808,7463,1099,1600,681,2919,1160,2421,734,523,282,5786,733,1099,550,1765,607,1796,713,1126,505,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,227001,2543,115719,1743,29358,2406,38333,3199,29939,2479,18089,2071,111282,2247,23384,2526,33902,2722,30189,2588,23807,2255,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,197987,1850,103680,1750,41837,2847,31650,2823,20318,1879,9875,1535,94307,1694,29817,2266,27226,2376,23885,1790,13379,1806,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,277055,2358,145409,1872,49984,3086,41230,3596,33506,3141,20689,2455,131646,1949,38067,3410,28993,3010,39476,3349,25110,2498,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,497044,3051,249870,2562,74856,4798,89611,4438,51190,4108,34213,3004,247174,1627,59382,3976,79922,3896,62253,4386,45617,3533,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,89333,997,43140,935,9731,1730,20734,2143,7149,1591,5526,1461,46193,766,10622,1781,18970,2189,10286,1422,6315,1429,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,151542,2663,81528,2877,28642,2656,24577,3254,17988,2538,10321,1822,70014,2173,20095,2434,18981,2076,17637,2086,13301,2111,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,15743,954,9379,1150,2384,989,3762,915,1768,595,1465,705,6364,991,1569,701,2198,786,1262,558,1335,544,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,176098,3042,96235,2704,40249,2898,28981,3056,14286,1958,12719,2091,79863,2485,25790,2576,24418,2471,15530,2057,14125,2242,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6230377,6657,3099806,4622,1088992,16778,896601,16364,708001,14807,406212,10955,3130571,5063,1016936,15289,839088,16913,779595,16335,494952,13598,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,215503,1511,110293,1371,34763,2937,35002,3291,24967,2811,15561,2037,105210,1186,29632,2672,31318,2884,28855,2539,15405,2073,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,5641,716,2365,555,472,241,183,136,727,362,983,408,3276,520,350,234,383,264,918,357,1625,402,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,439050,3373,223494,2980,68702,4600,58164,4300,43969,3320,52659,4889,215556,2494,57872,4066,47621,3837,53589,4524,56474,3920,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,474071,2416,248704,1495,86806,4743,66474,3374,57559,3785,37865,3123,225367,1991,75405,4942,52380,3859,59404,4135,38178,3326,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,12328,1575,5867,1210,847,395,1945,651,1874,636,1201,525,6461,983,1370,627,1340,653,1943,738,1808,730,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,197858,1820,102642,1710,32221,2677,33869,2647,23373,1818,13179,1851,95216,1464,27259,2402,24738,2180,26916,2158,16303,1828,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,31371,1581,17477,1131,4321,1005,6970,1475,4197,1243,1989,834,13894,1319,3393,870,3533,991,4506,1100,2462,811,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2320692,5225,1061631,3334,282287,7281,332304,11267,231154,8926,215886,8492,1259061,3210,274076,7657,316012,8413,291149,8449,377824,9576,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
