B08124_003E,B08124_003M,B08124_004E,B08124_004M,B08124_005E,B08124_005M,B08124_006E,B08124_006M,B08124_007E,B08124_007M,B08124_008E,B08124_008M,B08124_009E,B08124_009M,B08124_010E,B08124_010M,B08124_011E,B08124_011M,B08124_012E,B08124_012M,B08124_013E,B08124_013M,B08124_014E,B08124_014M,B08124_015E,B08124_015M,B08124_016E,B08124_016M,B08124_017E,B08124_017M,B08124_018E,B08124_018M,B08124_019E,B08124_019M,B08124_020E,B08124_020M,B08124_021E,B08124_021M,B08124_022E,B08124_022M,B08124_023E,B08124_023M,B08124_024E,B08124_024M,B08124_025E,B08124_025M,B08124_026E,B08124_026M,B08124_027E,B08124_027M,B08124_028E,B08124_028M,B08124_029E,B08124_029M,B08124_030E,B08124_030M,B08124_031E,B08124_031M,B08124_032E,B08124_032M,B08124_033E,B08124_033M,B08124_034E,B08124_034M,B08124_035E,B08124_035M,B08124_036E,B08124_036M,B08124_037E,B08124_037M,B08124_038E,B08124_038M,B08124_039E,B08124_039M,B08124_040E,B08124_040M,B08124_041E,B08124_041M,B08124_042E,B08124_042M,B08124_043E,B08124_043M,B08124_044E,B08124_044M,B08124_045E,B08124_045M,B08124_046E,B08124_046M,B08124_047E,B08124_047M,B08124_048E,B08124_048M,B08124_049E,B08124_049M,GEO_ID,B08124_001E,B08124_001M,B08124_002E,B08124_002M,B08124_003EA,B08124_003MA,B08124_004MA,B08124_004EA,B08124_005MA,B08124_005EA,B08124_006EA,B08124_006MA,B08124_007EA,B08124_007MA,B08124_008EA,B08124_008MA,B08124_009MA,B08124_009EA,B08124_010MA,B08124_010EA,B08124_011MA,B08124_011EA,B08124_012EA,B08124_012MA,B08124_013EA,B08124_013MA,B08124_014MA,B08124_014EA,B08124_015MA,B08124_015EA,B08124_016MA,B08124_016EA,B08124_017MA,B08124_017EA,B08124_018MA,B08124_018EA,B08124_019MA,B08124_019EA,B08124_020EA,B08124_020MA,B08124_021MA,B08124_021EA,B08124_022MA,B08124_022EA,B08124_023MA,B08124_023EA,B08124_024MA,B08124_024EA,B08124_025EA,B08124_025MA,B08124_026MA,B08124_026EA,B08124_027MA,B08124_027EA,B08124_028MA,B08124_028EA,B08124_029EA,B08124_029MA,B08124_030MA,B08124_030EA,B08124_031MA,B08124_031EA,B08124_032MA,B08124_032EA,B08124_033MA,B08124_033EA,B08124_034MA,B08124_034EA,B08124_035MA,B08124_035EA,B08124_036EA,B08124_036MA,B08124_037EA,B08124_037MA,B08124_038EA,B08124_038MA,B08124_039MA,B08124_039EA,B08124_040MA,B08124_040EA,B08124_041EA,B08124_041MA,B08124_042EA,B08124_042MA,B08124_043EA,B08124_043MA,B08124_044MA,B08124_044EA,B08124_045MA,B08124_045EA,B08124_046EA,B08124_046MA,B08124_047EA,B08124_047MA,B08124_048EA,B08124_048MA,B08124_049MA,B08124_049EA,NAME,B08124_001EA,B08124_001MA,B08124_002EA,B08124_002MA,state
787693,17248,1118651,17559,423459,13616,649098,17416,28228,2608,3765494,28187,1425812,22650,598453,15028,896825,16917,308441,11479,516780,17282,19183,2276,472742,13703,128017,7235,97934,5879,87495,6152,80673,6502,76996,5437,1627,636,102295,7160,31237,4022,28698,3100,23028,3114,4686,1494,14178,2557,468,426,74886,5380,18971,2448,21919,3326,19818,2721,4333,1662,6736,1747,3109,865,90702,6177,24588,3573,19398,2825,17062,2761,9096,2120,20329,3349,229,207,276462,9732,146827,6550,21291,3067,74423,4815,16230,3108,14079,2015,3612,1269,0400000US13,4782581,26117,1775452,24275,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,13
159350,6886,165709,7006,67717,4688,52199,3246,25953,2506,475638,8015,158663,5473,103677,5649,108371,4910,52599,3948,37238,2967,15090,1873,93324,5482,31410,3334,19694,2660,24730,2492,8221,1769,6533,1275,2736,910,43263,3269,9017,1374,17165,2662,12430,1962,1047,503,3237,1001,367,400,38388,3392,12061,1950,9394,1939,7959,1784,1800,549,1837,626,5337,1293,22682,2662,5775,1310,5534,1336,4648,1490,2894,883,2043,796,1788,667,30644,2673,16085,1802,3886,920,7571,1266,1156,490,1311,588,635,401,0400000US15,703939,7810,233011,6414,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,15
132022,5631,172533,7989,98118,4449,102604,6246,1638,747,612010,10878,208569,7440,102841,5335,139026,6978,78266,4738,81909,6311,1399,752,78853,4534,23025,2489,13600,2060,15136,1993,13712,2166,13357,2219,23,37,4859,1065,1595,563,1172,466,1145,616,356,221,469,320,122,30,17473,2029,5450,1011,4695,1240,4131,1132,1969,719,1182,529,46,6,16798,2145,5933,1346,3211,1082,2669,866,1795,664,3142,1015,48,85,44006,3786,22512,3016,6503,1518,10426,1643,2020,562,2545,1183,0,201,0400000US16,773999,10081,267084,8141,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,16
1057687,16066,1433036,19596,445744,10191,863006,15134,9637,1805,4476740,24100,1642348,17745,739681,12216,1067751,14810,361560,8600,661663,12860,3737,1148,476743,14276,124352,5827,106442,5743,97621,5286,46658,4387,101376,6928,294,240,588347,12393,286053,8215,104500,6619,140239,7291,12791,1918,44660,3994,104,122,177158,6111,70590,3983,44766,3376,37747,2933,5218,1056,16047,2247,2790,1633,111846,6260,43781,3702,19976,2818,21517,2382,5871,1302,20362,2357,339,421,298212,9371,152812,6167,42322,3383,68161,5310,13646,1864,18898,2456,2373,1222,0400000US17,6129046,25518,2319936,22193,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,17
506173,12059,696010,12309,271221,8399,573137,13917,2058,637,2577077,20992,896719,16439,403949,11282,580978,11912,221324,7602,472217,13610,1890,601,273274,9697,71598,4440,47937,3964,52795,3853,32160,3501,68724,4336,60,70,29104,2905,8569,1469,8631,1590,5711,1184,1591,724,4602,1162,0,197,65561,3912,21488,2047,20060,2372,14703,1808,3128,1090,6146,1196,36,98,47399,4755,12766,2058,8890,1650,7641,1596,4557,1188,13473,2472,72,111,133909,5688,66585,4168,16706,2193,34182,3429,8461,1758,7975,1510,0,197,0400000US18,3126324,19561,1077725,17636,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,18
256938,7737,362237,8948,158008,5302,250076,7630,777,559,1300546,11377,467900,8300,195377,6985,302097,8478,130973,5008,203423,6897,776,559,127722,6330,34000,2834,23602,2201,25276,2404,14891,2021,29953,2915,0,163,13667,1766,4897,1117,2871,948,2640,785,156,137,3103,779,0,163,51025,2782,15661,1776,16356,1965,10812,1415,4049,991,4146,843,1,4,22834,2409,5995,1068,6306,1141,3548,1235,1870,584,5115,1108,0,163,81705,4337,41010,3149,12426,1473,17864,2129,6069,1171,4336,895,0,163,0400000US19,1597499,9307,569463,8969,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,19
231902,8274,314815,7642,134193,5394,188879,6925,7605,1506,1179785,9578,463404,9271,179931,6746,263563,6856,108598,5165,157539,6110,6750,1453,124688,6220,39322,3107,24944,2849,23338,2327,16528,2345,20354,2630,202,170,6101,1342,2051,874,1172,525,1100,582,528,364,1250,726,0,177,33316,2733,11293,1672,10440,1469,6505,1125,2602,711,2135,679,341,323,19452,2205,4361,1027,4245,1151,3158,799,2793,860,4583,1422,312,209,67715,3897,33232,2731,11170,1592,17151,2469,3144,766,3018,785,0,177,0400000US20,1431057,8730,553663,9190,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,20
315366,9215,461865,9693,176361,7056,332758,9771,8517,1695,1597996,13828,543612,10884,245023,8299,386670,8059,143883,6425,272758,8153,6050,1338,182526,7333,48542,3462,36096,3730,37460,2619,22278,2521,37474,4140,676,519,20508,2766,4956,1366,6449,1457,4509,1131,721,483,3873,1075,0,195,40974,3146,11364,1714,12116,1764,8241,1356,2395,962,5129,1225,1729,920,29764,2882,7209,1317,6104,1394,6357,1576,2368,913,7726,1672,0,195,76840,5192,38058,3488,9578,1565,18628,2112,4716,1360,5798,1814,62,108,0400000US21,1948608,13560,653741,11790,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,21
380284,13211,471781,12978,228297,8114,247724,10034,7123,1562,1657080,19059,566430,12440,299000,11489,397696,11948,175420,6883,212566,10011,5968,1347,184808,9396,48744,3868,39585,4119,37753,3874,38456,3903,19508,2689,762,642,21422,3007,3361,914,8160,1884,5399,1266,2036,948,2424,910,42,67,33755,3133,9485,1730,10766,1757,7792,1498,3071,1013,2433,1084,208,315,39537,4100,9356,1571,12139,2206,5575,1081,5525,1710,6799,1799,143,223,66894,4158,30911,2899,10634,2049,17566,2368,3789,1069,3994,1074,0,214,0400000US22,2003496,18402,668287,13234,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,22
119698,5558,151795,6299,70395,3918,73932,4248,379,201,516861,9042,192143,5617,90417,5228,121076,5457,55264,3665,57705,3919,256,204,61644,3915,18373,2129,12747,1793,12445,1763,8821,1488,9258,1651,0,175,3819,953,727,387,1093,570,1008,467,231,214,760,423,0,175,26835,3041,7532,1360,8279,1485,5834,1380,2690,933,2410,833,90,108,9828,1664,2836,894,1725,619,2686,1053,706,312,1861,613,14,28,38973,3086,20150,2011,5437,1236,8746,1320,2683,743,1938,564,19,33,0400000US23,657960,7348,241761,6414,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,23
510527,11134,644851,12325,239350,7791,248746,8542,14587,2467,2257654,17828,1059852,15928,347189,9691,468724,11646,181164,7250,189315,8570,11410,2191,278721,9898,96761,5267,58192,4251,59121,4108,37274,3259,26172,3160,1201,568,259404,8653,117647,5742,55076,3986,59471,4325,9201,1840,17517,2596,492,356,65595,4226,23445,2504,18933,2330,15750,1898,2628,754,3891,1039,948,579,50387,3752,17653,2176,12363,2085,10750,1920,3094,983,6117,1477,410,323,149679,6644,88021,5032,18774,2309,31035,2945,5989,1625,5734,1545,126,165,0400000US24,3061440,14044,1403379,17081,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,24
617950,13261,730969,13108,240664,9397,303420,9781,2417,698,2469684,20286,1122016,14558,412271,10012,514223,11544,187416,8340,232032,7586,1726,626,255099,10065,88091,5288,57540,4983,50530,4015,28108,3658,30698,3711,132,161,366993,9650,195719,7027,71939,5185,75362,4216,9021,1927,14909,2567,43,72,169562,6333,82085,4082,35426,2864,37490,3150,4397,1058,10048,2127,116,202,78485,5248,35264,2742,15984,2710,12675,1833,5098,1547,9421,1756,43,71,186344,7454,107572,4439,24790,2994,40689,3560,6624,1529,6312,1628,357,271,0400000US25,3526167,17582,1630747,16114,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,25
