GEO_ID,B24091_001E,B24091_001M,B24091_002E,B24091_002M,B24091_003E,B24091_003M,B24091_004E,B24091_004M,B24091_005E,B24091_005M,B24091_006E,B24091_006M,B24091_007E,B24091_007M,B24091_008E,B24091_008M,B24091_009E,B24091_009M,NAME,B24091_001MA,B24091_001EA,B24091_002MA,B24091_002EA,B24091_003MA,B24091_003EA,B24091_004EA,B24091_004MA,B24091_005EA,B24091_005MA,B24091_006MA,B24091_006EA,B24091_007EA,B24091_007MA,B24091_008MA,B24091_008EA,B24091_009EA,B24091_009MA,state
0400000US25,61004,270,60571,322,60146,398,77967,5298,60706,759,67290,1439,67769,2779,66789,2290,46045,1195,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,46795,292,45724,330,45309,335,60543,1589,50014,1268,51754,776,56716,1045,64542,3043,32361,1135,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,51254,230,50679,289,50344,309,62013,1540,52925,1392,54570,1461,56927,1048,60655,2551,41482,767,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,37829,900,36761,473,36467,497,51266,3493,42247,1763,36334,1171,39172,1484,55039,5342,35530,6260,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,42190,270,42055,341,41789,341,53889,4326,43408,2178,44330,1178,40499,1060,58028,4258,32437,3673,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,40852,532,39939,1195,38430,1552,50517,7849,40903,2359,40924,1263,47527,3131,55852,3662,35047,6024,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,44845,779,43009,1115,42335,606,60672,5604,47829,2454,48860,2288,46888,1559,59950,4500,36661,1487,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,41582,330,40259,394,39977,735,63621,7217,44460,3380,58664,3000,51948,1475,59286,4517,39064,3806,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,52161,457,52040,548,52010,566,52760,16224,53498,4979,51955,1218,50994,2410,65735,3683,46561,8174,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,58438,874,56900,547,56333,556,72001,3539,60188,1647,61672,757,63389,2680,71279,3551,43455,4763,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,40245,627,36427,853,35907,904,56501,8062,44071,4865,40062,1950,43794,3283,63224,4307,31001,1077,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,51835,167,50587,181,50200,195,64661,3194,53453,1196,61556,471,63156,1458,63961,2375,36148,1323,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,42112,213,41722,291,41347,297,55012,3623,49783,1198,41887,611,43818,992,59777,1933,30823,664,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,47475,1000,47019,1058,46683,1085,55077,11646,45341,4369,47447,2246,53225,3568,52207,8644,43445,3629,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,45805,258,44144,588,43320,602,61503,1107,47610,1095,50753,515,52537,1012,66364,2671,36163,1282,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,40748,263,40529,389,40186,451,51442,1571,41061,899,37993,1202,40355,729,55420,2681,36155,1490,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,46925,613,45104,790,44064,1044,60099,4407,50729,1520,56314,1607,51952,1328,61946,3390,37033,2094,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,48436,443,46859,313,46388,322,61112,1104,50552,534,52453,1058,54278,1180,60882,650,37120,1004,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,51276,499,50159,1079,48752,2503,75287,7569,55163,2680,64300,7636,70518,3431,61941,8433,33735,2499,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,40557,315,39892,759,38873,981,54436,4828,43914,2609,40785,970,42253,1138,56259,2995,33487,4091,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,41217,511,40455,730,40124,1039,60552,9179,45468,2239,39753,1385,43781,2782,57161,6393,41634,2535,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,40894,288,40033,476,39446,720,62379,5812,45813,1283,42240,904,43244,1733,61159,1171,36674,1228,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,45030,298,43105,658,42358,205,63737,3736,49405,1072,48014,790,47978,889,60713,985,35819,660,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,46413,572,43966,1356,42206,409,71135,2149,52193,1994,47487,1551,50913,1750,62442,2629,41996,2698,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,45594,901,43052,1894,42531,1797,47667,6845,47627,2495,51378,1230,54143,4110,61621,4362,31143,2265,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,51741,231,49351,650,48487,649,61805,1138,55592,1657,49567,1000,51110,840,93990,2704,36461,1360,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,55088,573,53156,1125,52312,407,70037,5593,55391,1520,61039,870,56609,1220,65330,1830,40938,1565,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,41057,556,40684,725,40453,782,57021,11021,41214,3068,37369,1661,41658,1317,64867,5531,31397,4626,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,46845,353,45821,438,45498,443,57126,4069,49598,1526,51727,648,52393,1288,60349,1083,35404,1227,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,46962,1206,45896,1583,45353,1817,55602,10143,43945,5080,48707,1319,52876,4347,57884,6257,41080,4813,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,23406,397,21911,411,21805,422,24830,5827,22135,1949,19790,1055,29931,975,42465,9565,20662,2612,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
