GEO_ID,B21001H_001E,B21001H_001M,B21001H_002E,B21001H_002M,B21001H_003E,B21001H_003M,B21001H_004E,B21001H_004M,B21001H_005E,B21001H_005M,B21001H_006E,B21001H_006M,B21001H_007E,B21001H_007M,B21001H_008E,B21001H_008M,B21001H_009E,B21001H_009M,B21001H_010E,B21001H_010M,B21001H_011E,B21001H_011M,B21001H_012E,B21001H_012M,B21001H_013E,B21001H_013M,B21001H_014E,B21001H_014M,B21001H_015E,B21001H_015M,B21001H_016E,B21001H_016M,B21001H_017E,B21001H_017M,B21001H_018E,B21001H_018M,B21001H_019E,B21001H_019M,B21001H_020E,B21001H_020M,B21001H_021E,B21001H_021M,B21001H_022E,B21001H_022M,B21001H_023E,B21001H_023M,B21001H_024E,B21001H_024M,B21001H_025E,B21001H_025M,B21001H_026E,B21001H_026M,B21001H_027E,B21001H_027M,B21001H_028E,B21001H_028M,B21001H_029E,B21001H_029M,B21001H_030E,B21001H_030M,B21001H_031E,B21001H_031M,B21001H_032E,B21001H_032M,B21001H_033E,B21001H_033M,NAME,B21001H_001MA,B21001H_001EA,B21001H_002EA,B21001H_002MA,B21001H_003EA,B21001H_003MA,B21001H_004EA,B21001H_004MA,B21001H_005EA,B21001H_005MA,B21001H_006EA,B21001H_006MA,B21001H_007MA,B21001H_007EA,B21001H_008EA,B21001H_008MA,B21001H_009MA,B21001H_009EA,B21001H_010EA,B21001H_010MA,B21001H_011MA,B21001H_011EA,B21001H_012MA,B21001H_012EA,B21001H_013EA,B21001H_013MA,B21001H_014MA,B21001H_014EA,B21001H_015EA,B21001H_015MA,B21001H_016MA,B21001H_016EA,B21001H_017MA,B21001H_017EA,B21001H_018MA,B21001H_018EA,B21001H_019EA,B21001H_019MA,B21001H_020MA,B21001H_020EA,B21001H_021MA,B21001H_021EA,B21001H_022MA,B21001H_022EA,B21001H_023MA,B21001H_023EA,B21001H_024EA,B21001H_024MA,B21001H_025MA,B21001H_025EA,B21001H_026EA,B21001H_026MA,B21001H_027MA,B21001H_027EA,B21001H_028EA,B21001H_028MA,B21001H_029EA,B21001H_029MA,B21001H_030MA,B21001H_030EA,B21001H_031MA,B21001H_031EA,B21001H_032EA,B21001H_032MA,B21001H_033EA,B21001H_033MA,state
0400000US39,7336762,2320,3556344,1798,980867,1557,39978,3377,940889,3270,1154837,1078,116104,4754,1038733,4778,667310,396,95249,4603,572061,4636,460899,378,177741,4047,283158,4059,292431,234,147737,3555,144694,3554,3780418,1325,957582,778,6598,1391,950984,1598,1168044,856,16214,1934,1151830,2188,701964,359,10222,1503,691742,1595,516724,117,4270,896,512454,906,436104,363,4201,905,431903,990,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2055805,1972,997666,1591,273751,1321,15797,1682,257954,2033,318493,1135,40025,2521,278468,2909,181596,98,31873,1958,149723,1940,134406,269,57480,2083,76926,2168,89420,260,48154,1826,41266,1834,1058139,1018,269343,1038,2643,797,266700,1202,319830,939,6212,1130,313618,1398,192943,150,4860,963,188083,967,150572,57,1676,462,148896,467,125451,165,2085,669,123366,680,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2575686,1727,1257394,1245,332192,897,13277,2036,318915,2311,404411,635,42806,3471,361605,3592,225743,251,35609,2968,190134,2963,185859,274,76084,3075,109775,3086,109189,80,60380,2386,48809,2393,1318292,851,325363,916,2894,1036,322469,1467,400150,920,6013,1357,394137,1599,244733,305,4767,1144,239966,1151,202990,158,2244,714,200746,736,145056,143,2647,648,142409,658,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7995223,2215,3870239,1569,1021800,1171,31724,2557,990076,2745,1216355,1061,106981,4089,1109374,4195,747882,517,88594,4089,659288,4096,528294,311,191785,4337,336509,4381,355908,172,189948,4308,165960,4315,4124984,1160,992126,790,4880,1053,987246,1435,1224841,504,15427,1816,1209414,1853,781254,627,8998,1209,772256,1355,587082,141,4823,678,582259,682,539681,228,5599,1258,534082,1269,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,641012,1490,304983,925,83064,642,3195,1156,79869,1275,94206,514,7122,1186,87084,1271,59430,253,6875,1094,52555,1101,41522,85,14435,1320,27087,1336,26761,61,14202,1380,12559,1382,336029,932,82720,491,369,332,82351,591,98639,661,1331,716,97308,956,64807,91,103,128,64704,155,46820,176,111,106,46709,206,43043,178,682,367,42361,408,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2576649,2171,1238371,2051,323416,2332,17948,2564,305468,3700,393305,1482,47491,3489,345814,3814,220823,226,43768,2940,177055,2999,190470,476,78462,3377,112008,3439,110357,430,61889,2328,48468,2307,1338278,1149,326532,1535,3887,1157,322645,1920,407877,1290,5614,1088,402263,1749,243221,222,4608,1147,238613,1155,212511,247,2723,702,209788,714,148137,248,2056,703,146081,745,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,559176,884,277810,813,77531,862,4000,949,73531,1347,85415,472,10168,1417,75247,1461,52974,76,7197,1204,45777,1196,37958,191,15262,1430,22696,1427,23932,146,13091,1046,10841,1089,281366,238,73706,304,691,387,73015,478,82727,343,982,327,81745,508,53123,34,813,479,52310,484,37871,147,584,333,37287,340,33939,144,381,236,33558,261,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3967005,2332,1910325,1947,522098,2206,23457,2740,498641,3365,637385,1773,67133,4441,570252,4681,337392,325,55839,3575,281553,3550,258845,217,100927,3944,157918,3962,154605,101,82116,2660,72489,2664,2056680,1010,525659,1234,4292,1168,521367,1658,654090,1024,10688,1973,643402,2345,365182,290,6540,1459,358642,1483,289616,140,3714,1241,285902,1254,222133,166,1865,600,220268,598,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9488739,6598,4643627,4895,1260579,5083,74170,5546,1186409,7419,1535277,3580,203060,6964,1332217,7729,853131,1246,131622,6723,721509,6889,612994,1470,231808,5115,381186,5289,381646,1017,206899,4527,174747,4610,4845112,3122,1229943,3152,14685,2267,1215258,3750,1528376,3083,33539,3398,1494837,4260,887465,1394,20006,2356,867459,2627,670682,1232,9446,1441,661236,1825,528646,974,5843,1164,522803,1576,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1742985,1746,864748,1036,304664,820,7650,1353,297014,1442,294105,749,21250,2238,272855,2400,124652,253,15968,1764,108684,1788,86553,43,30725,2214,55828,2207,54774,115,28658,1705,26116,1705,878237,1114,299223,649,1933,611,297290,768,287945,692,3238,884,284707,1178,129185,347,1553,551,127632,648,93799,96,716,335,93083,359,68085,74,622,378,67463,386,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,473994,323,231190,303,62953,395,2018,728,60935,801,70785,266,5880,1033,64905,1046,45291,2,6102,962,39189,962,33308,2,10990,1108,22318,1108,18853,4,8407,874,10446,874,242804,91,61075,4,406,284,60669,284,72699,81,996,430,71703,441,47605,36,663,333,46942,334,35247,21,329,178,34918,178,26178,2,219,183,25959,183,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4161658,4265,2012237,3907,544200,3480,35986,2718,508214,3797,662469,2586,109221,4562,553248,5280,370297,408,75389,2924,294908,2912,270662,767,113378,3485,157284,3443,164609,582,91784,3225,72825,3054,2149421,1962,549293,2435,8195,1460,541098,2738,682791,2097,21637,2204,661154,2999,387519,447,13445,1393,374074,1474,298926,1048,5506,867,293420,1399,230892,899,3918,932,226974,1232,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4119739,3258,2030173,3043,552490,2421,31735,3811,520755,4723,664574,1535,89320,4708,575254,5065,375654,372,74466,3838,301188,3861,277372,411,116236,3821,161136,3858,160083,348,90758,2812,69325,2860,2089566,1221,530222,1075,7957,1574,522265,1984,653893,1195,15527,1822,638366,2314,391017,523,11143,1454,379874,1571,300477,216,5341,812,295136,825,213957,397,3959,1081,209998,1095,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1342198,2380,652884,1740,169399,1568,7066,1378,162333,2022,210752,1085,23914,2329,186838,2734,119960,283,17413,2011,102547,2084,95694,174,36723,1918,58971,1923,57079,51,28773,1768,28306,1766,689314,1376,164806,874,1369,560,163437,1146,213089,1236,2723,948,210366,1445,127757,120,1870,773,125887,772,103145,560,689,367,102456,659,80517,7,604,359,79913,360,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3799032,2371,1871067,1355,497056,907,16154,2061,480902,1928,604501,718,51177,2896,553324,3003,364264,475,45319,2437,318945,2541,248554,273,90089,2995,158465,3055,156692,107,79972,1924,76720,1927,1927965,1303,478546,661,1584,441,476962,873,594802,906,8493,1492,586309,1636,370005,318,5698,990,364307,1004,262208,259,1867,486,260341,571,222404,19,2190,522,220214,522,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,379110,1032,191114,837,53705,765,3787,1258,49918,1512,60007,292,9679,1552,50328,1582,36800,129,5924,1169,30876,1177,26172,702,10652,1269,15520,1344,14430,702,8036,893,6394,804,187996,442,50608,307,403,326,50205,470,57017,221,428,292,56589,353,36242,127,949,542,35293,563,25869,892,24,41,25845,891,18260,870,410,265,17850,914,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17579,2884,9444,2112,2505,1195,177,259,2328,1155,3067,1123,249,255,2818,1095,1730,691,55,90,1675,701,1232,721,193,178,1039,663,910,493,187,189,723,447,8135,1872,2363,1046,0,262,2363,1046,2743,1210,50,85,2693,1224,1198,508,0,262,1198,508,862,418,0,262,862,418,969,510,0,262,969,510,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
