GEO_ID,B21001A_001E,B21001A_001M,B21001A_002E,B21001A_002M,B21001A_003E,B21001A_003M,B21001A_004E,B21001A_004M,B21001A_005E,B21001A_005M,B21001A_006E,B21001A_006M,B21001A_007E,B21001A_007M,B21001A_008E,B21001A_008M,B21001A_009E,B21001A_009M,B21001A_010E,B21001A_010M,B21001A_011E,B21001A_011M,B21001A_012E,B21001A_012M,B21001A_013E,B21001A_013M,B21001A_014E,B21001A_014M,B21001A_015E,B21001A_015M,B21001A_016E,B21001A_016M,B21001A_017E,B21001A_017M,B21001A_018E,B21001A_018M,B21001A_019E,B21001A_019M,B21001A_020E,B21001A_020M,B21001A_021E,B21001A_021M,B21001A_022E,B21001A_022M,B21001A_023E,B21001A_023M,B21001A_024E,B21001A_024M,B21001A_025E,B21001A_025M,B21001A_026E,B21001A_026M,B21001A_027E,B21001A_027M,B21001A_028E,B21001A_028M,B21001A_029E,B21001A_029M,B21001A_030E,B21001A_030M,B21001A_031E,B21001A_031M,B21001A_032E,B21001A_032M,B21001A_033E,B21001A_033M,NAME,B21001A_001EA,B21001A_001MA,B21001A_002MA,B21001A_002EA,B21001A_003MA,B21001A_003EA,B21001A_004EA,B21001A_004MA,B21001A_005EA,B21001A_005MA,B21001A_006EA,B21001A_006MA,B21001A_007EA,B21001A_007MA,B21001A_008MA,B21001A_008EA,B21001A_009EA,B21001A_009MA,B21001A_010MA,B21001A_010EA,B21001A_011EA,B21001A_011MA,B21001A_012EA,B21001A_012MA,B21001A_013MA,B21001A_013EA,B21001A_014MA,B21001A_014EA,B21001A_015MA,B21001A_015EA,B21001A_016MA,B21001A_016EA,B21001A_017EA,B21001A_017MA,B21001A_018EA,B21001A_018MA,B21001A_019MA,B21001A_019EA,B21001A_020EA,B21001A_020MA,B21001A_021MA,B21001A_021EA,B21001A_022EA,B21001A_022MA,B21001A_023EA,B21001A_023MA,B21001A_024MA,B21001A_024EA,B21001A_025MA,B21001A_025EA,B21001A_026MA,B21001A_026EA,B21001A_027EA,B21001A_027MA,B21001A_028EA,B21001A_028MA,B21001A_029EA,B21001A_029MA,B21001A_030MA,B21001A_030EA,B21001A_031EA,B21001A_031MA,B21001A_032EA,B21001A_032MA,B21001A_033EA,B21001A_033MA,state
0400000US38,509038,2172,258989,1783,86970,1469,3939,1060,83031,1740,76988,979,9488,1640,67500,1737,45160,313,7162,1073,37998,1055,29675,154,9751,898,19924,884,20196,43,9733,1068,10463,1061,250049,1044,75514,893,688,365,74826,958,71461,760,1312,480,70149,907,44109,386,611,305,43498,518,29225,122,245,180,28980,210,29740,77,147,115,29593,135,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,7513697,5775,3642540,3850,1020562,3112,40599,3342,979963,4297,1184367,2597,118049,4944,1066318,5120,676676,1019,96471,4545,580205,4773,465768,863,179028,4045,286740,4241,295167,740,148677,3547,146490,3623,3871157,3377,997741,2430,6915,1399,990826,2738,1198284,2141,16513,1936,1181771,2803,712426,1350,10252,1508,702174,2230,522534,1088,4707,1014,517827,1254,440172,862,4201,905,435971,1284,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2212106,4908,1078667,3342,311794,2055,17303,1860,294491,2678,350023,2151,42737,2892,307286,3354,188738,995,32982,2044,155756,2259,137052,630,58134,2082,78918,2269,91060,452,48746,1876,42314,1902,1133439,2751,302653,2374,2818,782,299835,2316,349904,1746,7420,1257,342484,2317,199842,831,4918,960,194924,1394,153590,693,1676,462,151914,882,127450,600,2104,667,125346,773,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2810111,8394,1379554,5275,387960,3900,14215,2119,373745,4620,452060,3041,45300,3483,406760,4897,236523,1395,36836,3165,199687,3152,190184,927,77054,3047,113130,3073,112827,941,61785,2392,51042,2448,1430557,4650,374395,3667,2894,1036,371501,4003,443844,3400,6202,1401,437642,3633,255096,1207,4903,1143,250193,1839,208937,1154,2304,726,206633,1227,148285,858,2647,648,145638,1150,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,8367170,10231,4052968,6671,1101312,4600,34144,2545,1067168,5533,1284623,3384,110727,4201,1173896,4756,768767,1883,90496,4019,678271,3966,537689,1255,193134,4413,344555,4472,360577,875,191314,4381,169263,4502,4314202,5681,1068785,4094,5173,1069,1063612,4348,1296425,3015,16114,1783,1280311,3224,801839,1476,9211,1246,792628,1896,598502,1294,4849,688,593653,1420,548651,1118,5631,1260,543020,1735,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,711025,4496,339867,2717,98422,1593,3257,1169,95165,2025,107600,1695,7665,1254,99935,1908,63157,573,7024,1136,56133,1307,43617,756,14435,1320,29182,1467,27071,341,14293,1409,12778,1384,371158,2878,96937,1887,369,332,96568,1853,112378,1511,1383,721,110995,1614,68732,747,103,128,68629,766,48890,445,111,106,48779,435,44221,467,682,367,43539,618,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2692116,5909,1299944,4108,349212,3601,19844,2646,329368,4644,417593,2823,48419,3623,369174,4958,227338,1344,45591,2975,181747,3083,193128,823,79098,3398,114030,3513,112673,936,62433,2470,50240,2427,1392172,3540,348656,2507,4335,1241,344321,2902,428453,2112,6148,1186,422305,2380,248781,1159,4663,1132,244118,1727,216036,1037,2723,702,213313,1239,150246,768,2056,703,148190,1048,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,571952,1768,284445,1333,80935,978,4179,969,76756,1400,87576,757,10429,1438,77147,1749,53727,555,7197,1204,46530,1258,38211,277,15344,1450,22867,1410,23996,165,13105,1046,10891,1086,287507,1101,77181,946,728,402,76453,984,84804,764,982,327,83822,864,53605,345,813,479,52792,633,37921,189,584,333,37337,349,33996,164,381,236,33615,275,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4120945,6228,1990701,4290,559283,3960,24380,2856,534903,4669,669978,3441,68329,4491,601649,5475,344540,1594,56584,3609,287956,3907,261550,835,102128,3963,159422,4026,155350,420,82343,2671,73007,2738,2130244,3365,558919,2468,4454,1191,554465,2751,684018,2370,11442,2097,672576,3289,371105,1119,6592,1462,364513,1776,292185,723,3754,1223,288431,1519,224017,760,1865,600,222152,924,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,15589913,34974,7669536,21062,2493710,14413,101447,6397,2392263,14910,2688259,11952,268918,8233,2419341,13703,1203395,5368,167067,7709,1036328,9681,802252,4044,276141,6035,526111,6827,481920,2906,232129,5146,249791,4883,7920377,18220,2403245,11125,23801,2889,2379444,11443,2676674,10164,45052,4325,2631622,10771,1265121,5186,23411,2513,1241710,6080,892595,4412,10942,1573,881653,4852,682742,2948,6609,1273,676133,3328,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1887170,5857,934549,3559,336967,2551,8243,1395,328724,2811,318845,1837,21838,2197,297007,2796,132470,1316,16444,1828,116026,2159,90049,780,31898,2344,58151,2394,56218,380,28942,1724,27276,1770,952621,3482,331973,2470,2110,653,329863,2530,314286,1911,3507,918,310779,2076,136519,1059,1553,551,134966,1217,99329,841,773,345,98556,862,70514,546,676,389,69838,635,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,480133,1001,234057,845,64734,783,2018,728,62716,1041,71559,401,5918,1029,65641,1097,45378,98,6165,958,39213,965,33329,42,10990,1108,22339,1110,19057,162,8424,876,10633,904,246076,670,62453,505,406,284,62047,602,73854,457,1015,429,72839,639,47763,168,687,334,47076,388,35747,291,392,219,35355,231,26259,113,219,183,26040,221,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4486223,11946,2172757,7986,609987,6074,39658,2983,570329,6187,729846,4433,117271,4780,612575,5745,386883,1905,78593,2900,308290,3120,277618,1415,115013,3595,162605,3642,168423,959,93322,3134,75101,3214,2313466,5953,612996,4973,9618,1569,603378,5150,748964,4254,23147,2284,725817,4856,407658,1928,13973,1461,393685,2338,306654,1533,5553,865,301101,1761,237194,1397,3918,932,233276,1668,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,4434680,9580,2188842,5858,625722,4716,34858,3967,590864,6225,724332,3296,94288,5033,630044,6396,392174,1577,76276,3870,315898,4165,283788,1333,118006,3996,165782,4153,162826,886,91674,2865,71152,2910,2245838,5816,598199,3669,8502,1620,589697,4101,714093,2900,17272,1970,696821,3509,406361,1545,11261,1467,395100,2135,307588,1063,5532,845,302056,1264,219597,1276,3959,1081,215638,1654,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1352081,2896,657353,2079,170641,1690,7169,1401,163472,2114,212663,1240,24106,2346,188557,2731,120994,591,17555,2035,103439,2203,95887,235,36788,1924,59099,1954,57168,147,28773,1768,28395,1753,694728,1619,166676,1179,1369,560,165307,1383,215107,1297,2865,955,212242,1506,128230,370,1989,799,126241,791,103698,742,689,367,103009,789,81017,331,604,359,80413,495,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3946126,6254,1945324,3713,529593,2517,16559,2108,513034,2968,633614,2307,52384,3078,581230,3431,372336,1205,45805,2407,326531,2794,251549,804,90683,3005,160866,3234,158232,610,80284,1926,77948,1978,2000802,3269,509565,1971,1631,446,507934,2109,623289,2301,8652,1482,614637,2663,376408,977,5698,990,370710,1323,265761,726,1890,490,263871,901,225779,666,2190,522,223589,867,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,405672,2046,205081,1604,59749,1233,4149,1327,55600,1899,64599,1004,10061,1540,54538,1832,38728,721,6182,1177,32546,1400,26989,883,10885,1263,16104,1420,15016,808,8173,902,6843,896,200591,1610,56890,1420,454,348,56436,1563,60720,897,428,292,60292,899,37950,746,999,531,36951,982,26519,958,89,93,26430,958,18512,855,410,265,18102,905,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1780658,20182,813010,11285,231335,7256,2678,1055,228657,7085,256095,7389,6047,1360,250048,7475,129334,3889,8481,1671,120853,3955,112677,3196,13436,1867,99241,3355,83569,3304,19506,1973,64063,3350,967648,11919,237386,6674,94,156,237292,6664,298147,6927,417,303,297730,6894,163345,4186,370,382,162975,4215,145457,3693,475,331,144982,3631,123313,3735,209,204,123104,3732,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
