GEO_ID,B28009A_001E,B28009A_001M,B28009A_002E,B28009A_002M,B28009A_003E,B28009A_003M,B28009A_004E,B28009A_004M,B28009A_005E,B28009A_005M,B28009A_006E,B28009A_006M,NAME,B28009A_001EA,B28009A_001MA,B28009A_002MA,B28009A_002EA,B28009A_003MA,B28009A_003EA,B28009A_004MA,B28009A_004EA,B28009A_005EA,B28009A_005MA,B28009A_006EA,B28009A_006MA,state
0400000US39,9248640,9331,8638384,18216,25914,3407,8135488,25501,476982,17398,610256,15899,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2766280,7250,2583297,9660,7109,1798,2347358,12650,228830,9916,182983,6937,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3430033,13626,3290480,16006,6701,1364,3103641,21153,180138,13317,139553,8961,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10039607,17191,9249560,21381,45527,3434,8689819,26975,514214,19849,790047,16770,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,833892,7099,782244,8996,1332,597,750370,10757,30542,5386,51648,5739,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3302148,8833,3109948,13769,6639,1527,2879520,17583,223789,12322,192200,10720,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,709980,2747,667070,3933,1439,504,621092,6388,44539,4989,42910,2929,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5116999,9224,4724234,15920,11356,2958,4340784,25403,372094,19673,392765,14039,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20524418,49619,19371299,57188,36903,5245,17585956,69823,1748440,45596,1153119,31353,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2619136,9171,2560372,9894,4803,1280,2396639,15361,158930,12807,58764,4851,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,565301,1470,529137,3233,2335,611,482919,5535,43883,4911,36164,3244,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5569216,16103,5286200,18529,12786,2224,4972308,23824,301106,17671,283016,11804,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5484616,15209,5295647,18549,15431,2123,5058365,22896,221851,12657,188969,10086,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1648052,3968,1481774,10874,3533,1170,1345682,14286,132559,9113,166278,9978,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4829556,10788,4529970,12887,23545,2262,4274699,17086,231726,11866,299586,7786,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,516666,3172,491429,4902,1139,624,455411,5929,34879,5054,25237,3844,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2183444,25472,1692120,30386,25773,4964,1424813,29221,241534,14301,491324,20320,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
