GEO_ID,B18101I_001E,B18101I_001M,B18101I_002E,B18101I_002M,B18101I_003E,B18101I_003M,B18101I_004E,B18101I_004M,B18101I_005E,B18101I_005M,B18101I_006E,B18101I_006M,B18101I_007E,B18101I_007M,B18101I_008E,B18101I_008M,B18101I_009E,B18101I_009M,B18101I_010E,B18101I_010M,NAME,B18101I_001EA,B18101I_001MA,B18101I_002MA,B18101I_002EA,B18101I_003EA,B18101I_003MA,B18101I_004MA,B18101I_004EA,B18101I_005MA,B18101I_005EA,B18101I_006EA,B18101I_006MA,B18101I_007EA,B18101I_007MA,B18101I_008EA,B18101I_008MA,B18101I_009EA,B18101I_009MA,B18101I_010MA,B18101I_010EA,state
0400000US19,184124,1387,71081,1669,2544,1005,68537,1761,107632,1818,6674,1243,100958,1943,5411,1100,1556,529,3855,968,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,339392,1312,130333,901,4425,1141,125908,1382,194537,1873,15072,2147,179465,2821,14522,1181,5559,1069,8963,1256,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,151770,2575,60429,1904,4177,1285,56252,2048,86179,2396,7115,1750,79064,2733,5162,819,1587,536,3575,802,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,236561,2355,73001,1353,2228,790,70773,1494,146786,2156,11978,2084,134808,2557,16774,1058,6929,1211,9845,1207,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,21060,964,7748,1073,980,451,6768,1126,11380,939,1736,804,9644,1161,1932,581,465,282,1467,611,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,605475,1532,204348,669,6359,1775,197989,1934,372571,1989,24007,2866,348564,3493,28556,1177,7973,1291,20583,1513,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,800927,1186,250778,245,15377,2505,235401,2521,502500,1312,63416,4858,439084,5129,47649,823,20597,1735,27052,1980,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,499329,1055,181272,1227,11450,1767,169822,2018,290000,1855,28428,3109,261572,3530,28057,1314,11394,1281,16663,1529,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,293945,1186,113388,1353,6806,1345,106582,1863,170838,1689,13309,1989,157529,2402,9719,1182,4195,768,5524,943,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,81053,2791,30303,1688,1496,669,28807,1563,46346,2242,3753,1112,42593,2397,4404,1129,1634,647,2770,930,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,250438,2526,93839,2454,3354,1145,90485,2613,142493,2990,14014,2331,128479,2954,14106,1615,5322,1068,8784,1384,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,37975,734,14374,902,964,616,13410,1072,21644,961,1994,673,19650,1229,1957,645,602,320,1355,574,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,207922,840,82289,695,3434,821,78855,957,117359,1350,10601,1464,106758,1942,8274,1082,2921,931,5353,778,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,856635,1092,281240,164,9539,2458,271701,2476,526096,1281,35499,3121,490597,3271,49299,851,17633,1732,31666,1816,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,48994,1360,16461,1216,900,466,15561,1343,29801,1041,2507,838,27294,1343,2732,707,283,253,2449,771,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1825292,1555,532954,318,24225,2908,508729,2866,1152367,1582,83129,4687,1069238,4677,139971,883,45501,2776,94470,2863,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1003225,1512,293201,1206,12659,2352,280542,2427,597037,2227,84682,5499,512355,5647,112987,991,50178,3136,62809,3171,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3769658,2583,1030677,1131,57816,5516,972861,5595,2393872,2292,241123,9254,2152749,9170,345109,1864,137982,4539,207127,4402,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,943869,3494,369647,2203,12510,2706,357137,3345,542817,4516,33349,3499,509468,5426,31405,2466,10404,1741,21001,2229,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,25293,624,8910,632,401,335,8509,638,15704,761,892,518,14812,848,679,411,121,90,558,388,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,430344,1784,157685,1501,12428,1700,145257,2173,249173,2599,28814,2932,220359,3998,23486,1685,8877,1477,14609,1376,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,407782,1229,164349,510,9101,1397,155248,1435,227718,1838,22024,2449,205694,3113,15715,1301,6553,1095,9162,1302,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,535632,982,192572,493,7318,1606,185254,1709,320223,1657,23594,2428,296629,2631,22837,1361,8322,1397,14515,1433,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,921731,2174,321321,1392,24967,3496,296354,3868,551380,2347,71920,4573,479460,4968,49030,1542,20352,1853,28678,2036,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,161788,662,52080,304,3140,1201,48940,1245,101061,457,11721,1595,89340,1684,8647,415,3308,963,5339,987,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,276238,1845,100316,1703,4932,1348,95384,2044,161671,3041,11038,2120,150633,3776,14251,1738,4222,1123,10029,1450,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,30101,881,11814,894,410,406,11404,946,17697,894,438,305,17259,892,590,315,50,115,540,302,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,356957,2580,142871,2681,5196,1568,137675,3188,203639,2466,12634,2244,191005,3153,10447,1565,3829,877,6618,1466,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11023449,4936,3642928,2441,147581,8499,3495347,8752,6604598,5371,560402,14128,6044196,16416,775923,3356,330050,6163,445873,6276,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,429737,899,162341,852,6950,1769,155391,1797,249134,1434,18656,2273,230478,2850,18262,908,4840,1152,13422,1304,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,11527,858,3394,705,183,106,3211,714,7256,899,850,484,6406,787,877,369,434,221,443,294,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,770436,2832,256568,2568,8759,1638,247809,3141,478237,3421,24876,2995,453361,3990,35631,2060,11505,1947,24126,2006,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,926008,1825,348890,507,15322,2055,333568,2134,538654,2501,43477,3271,495177,3357,38464,1988,16154,2306,22310,2172,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,21251,1687,7138,1010,683,412,6455,912,12384,1447,1534,634,10850,1286,1729,697,1090,563,639,424,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,393569,924,151529,907,7954,1507,143575,1926,225209,1775,17363,1932,207846,2229,16831,1426,6928,1126,9903,1431,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,56485,437,19793,576,1249,845,18544,949,33344,1009,4441,1345,28903,1617,3348,868,1589,510,1759,734,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3280536,4717,650519,2351,53571,4353,596948,4939,1982003,3659,338132,12091,1643871,12422,648014,1490,316555,7563,331459,7428,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
