GEO_ID,C27001B_001E,C27001B_001M,C27001B_002E,C27001B_002M,C27001B_003E,C27001B_003M,C27001B_004E,C27001B_004M,C27001B_005E,C27001B_005M,C27001B_006E,C27001B_006M,C27001B_007E,C27001B_007M,C27001B_008E,C27001B_008M,C27001B_009E,C27001B_009M,C27001B_010E,C27001B_010M,NAME,C27001B_001MA,C27001B_001EA,C27001B_002MA,C27001B_002EA,C27001B_003EA,C27001B_003MA,C27001B_004EA,C27001B_004MA,C27001B_005EA,C27001B_005MA,C27001B_006MA,C27001B_006EA,C27001B_007MA,C27001B_007EA,C27001B_008EA,C27001B_008MA,C27001B_009EA,C27001B_009MA,C27001B_010EA,C27001B_010MA,state
0400000US13,3212605,15254,906658,10715,850292,11840,56366,6219,1990957,10391,1611287,15076,379670,14438,314990,3504,313157,3507,1833,730,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,18131,2055,3948,1241,3948,1241,0,187,12884,1509,12624,1566,260,260,1299,342,1299,342,0,187,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,10317,2607,3515,1589,3408,1556,107,143,5564,1486,4477,1397,1087,1093,1238,630,1238,630,0,201,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1754138,10638,474510,7490,459623,7579,14887,3218,1064227,6490,953512,8947,110715,6940,215401,2515,213419,2558,1982,802,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,604740,7119,182712,4819,170899,5326,11813,2839,360663,4580,309582,5927,51081,3990,61365,2082,60431,2289,934,625,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,103052,4481,35445,3360,33749,3278,1696,727,61740,2564,56366,2793,5374,1351,5867,876,5500,697,367,411,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,158145,5325,46402,3407,43675,3437,2727,1222,97112,3193,79873,3726,17239,2588,14631,926,14631,926,0,177,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,347050,6476,97511,4395,94196,4340,3315,1341,213487,4216,193671,4326,19816,3115,36052,1845,35935,1844,117,192,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1474221,7450,439854,6168,428125,6000,11729,3471,868968,5617,755476,9598,113492,7260,165399,2082,164121,2098,1278,569,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,15689,1381,5477,918,5306,848,171,192,9486,1101,8178,1163,1308,494,726,394,726,394,0,175,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1768433,11539,436987,7544,421284,7778,15703,3293,1120359,6746,1032470,8332,87889,6163,211087,2148,209202,2310,1885,960,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,521721,11280,139435,6505,135735,6155,3700,1947,331678,6324,311038,6455,20640,3149,50608,1777,50143,1772,465,278,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1336840,9533,362392,6905,352185,7053,10207,2210,811916,5806,736451,7677,75465,5908,162532,1625,161972,1666,560,326,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,354269,6242,131756,4402,126918,4496,4838,1809,204424,3339,186983,3958,17441,2489,18089,1129,17820,1150,269,261,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1108273,6167,329607,5715,318203,6256,11404,2883,658559,4772,518502,7672,140057,7613,120107,2321,119678,2343,429,374,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,672932,8691,192382,5127,181524,5051,10858,2843,404344,5629,327984,6469,76360,5603,76206,2003,75129,1938,1077,666,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,4316,1075,749,493,733,489,16,29,3134,768,2395,680,739,505,433,314,259,213,174,242,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,84573,3379,26048,2515,23943,2468,2105,1386,52156,1960,43500,2204,8656,1725,6369,667,5961,743,408,362,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,265573,5263,74214,3931,69599,4084,4615,1948,163130,3062,141830,3946,21300,3270,28229,1322,27977,1230,252,221,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21050,2938,5768,1467,5768,1467,0,192,14091,1943,11619,1888,2472,1116,1191,818,1191,818,0,192,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1182619,10693,299573,6225,284236,6649,15337,3215,744154,7733,654364,9434,89790,7344,138892,1741,136561,2089,2331,939,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,41937,3176,10648,2285,10633,2285,15,27,25814,1996,24898,1981,916,388,5475,1097,5475,1097,0,201,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3060748,21808,755120,11681,737431,12289,17689,3079,1918624,13419,1750184,15300,168440,9239,387004,3793,382232,3947,4772,1000,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2152180,12135,563470,9029,539949,10095,23521,4948,1323606,8206,1112669,11489,210937,9296,265104,2861,263467,2958,1637,751,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,22242,2101,8073,1298,7496,1691,577,755,13821,1494,11105,1681,2716,950,348,347,348,347,0,161,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1395626,11260,395649,8126,379686,8334,15963,3335,837214,7354,750249,9132,86965,6546,162763,2253,161544,2276,1219,562,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,272755,5296,80644,3749,76706,3787,3938,1205,164993,3589,131017,3464,33976,2848,27118,1104,27092,1103,26,41,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,75216,3762,21774,2673,21225,2654,549,377,46263,2482,42179,2548,4084,1127,7179,1061,7132,1077,47,82,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1383545,14633,385565,9052,371749,8917,13816,3093,841962,8099,759316,9443,82646,6511,156018,2825,154979,2786,1039,511,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,65394,5267,19431,2436,19035,2463,396,263,40489,3466,36576,3467,3913,1440,5474,868,5336,836,138,232,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1322841,9199,355166,6246,337794,6109,17372,3651,796397,5360,651609,8386,144788,8424,171278,1297,170263,1365,1015,524,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,16564,1925,6109,1355,6031,1375,78,117,9672,1104,7792,1200,1880,937,783,632,783,632,0,163,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1091059,8290,304710,6521,290382,6984,14328,3524,673457,5788,575516,8053,97941,6990,112892,2199,112275,2251,617,370,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3312013,17543,940676,10808,862294,13862,78382,8453,2064678,11971,1651586,16899,413092,14810,306659,3780,302384,4114,4275,1532,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,36258,2899,13315,1860,12652,1816,663,579,21331,1856,19163,1775,2168,750,1612,688,1612,688,0,192,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7945,1187,2645,623,2645,623,0,157,5033,937,4854,912,179,161,267,247,267,247,0,157,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1565397,10804,400985,6550,382645,7435,18340,3582,973410,8475,826853,10005,146557,7871,191002,2766,188870,2924,2132,1104,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,261794,8613,67729,5545,65719,5509,2010,1453,172783,5691,155963,5349,16820,2719,21282,1044,21201,1062,81,99,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,66015,3909,17702,2586,17168,2619,534,575,39265,2634,33831,2749,5434,1323,9048,953,8938,976,110,174,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,353423,4460,118292,3324,115457,3683,2835,1372,206894,2508,184691,3476,22203,2753,28237,891,27988,981,249,343,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,5401,1736,2054,1039,1433,917,621,898,3012,1033,2413,795,599,359,335,370,335,370,0,201,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,399862,18650,81532,7290,77506,7173,4026,1433,241763,12529,215517,12237,26246,3184,76567,5360,75913,5303,654,488,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
