GEO_ID,C01001I_001E,C01001I_001M,C01001I_002E,C01001I_002M,C01001I_003E,C01001I_003M,C01001I_004E,C01001I_004M,C01001I_005E,C01001I_005M,C01001I_006E,C01001I_006M,C01001I_007E,C01001I_007M,C01001I_008E,C01001I_008M,C01001I_009E,C01001I_009M,NAME,C01001I_001MA,C01001I_001EA,C01001I_002EA,C01001I_002MA,C01001I_003MA,C01001I_003EA,C01001I_004EA,C01001I_004MA,C01001I_005MA,C01001I_005EA,C01001I_006MA,C01001I_006EA,C01001I_007MA,C01001I_007EA,C01001I_008MA,C01001I_008EA,C01001I_009EA,C01001I_009MA,state
0400000US13,1001472,3345,522986,4311,189109,3252,317707,3148,16170,1526,478486,4969,177714,3423,280789,3439,19983,1619,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,150125,-555555555,76821,380,28474,379,44917,361,3430,361,73304,380,27571,380,41479,163,4254,163,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,213619,555,109308,2080,40341,1568,64831,1380,4136,836,104311,2106,40991,1517,58965,1176,4355,878,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2206927,1564,1130269,2799,364064,1588,704983,1934,61222,1204,1076658,2712,350098,1724,653088,2193,73472,1292,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,461618,1780,239051,3118,91522,2671,137896,2100,9633,1220,222567,2684,82125,2340,130037,1816,10405,1087,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,185746,1391,96631,2114,37625,1791,56879,1548,2127,685,89115,1796,33762,1702,52008,1502,3345,759,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,345510,919,178278,2092,67377,1585,104029,1843,6872,689,167232,1989,63689,1563,95409,1547,8134,862,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,155163,2309,84808,2643,31575,1686,50709,1913,2524,551,70355,2183,29101,1757,38616,1866,2638,597,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,243620,2482,132043,3272,40404,2459,84475,2233,7164,743,111577,2890,32702,2103,69057,1929,9818,888,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,21899,892,12412,1268,5188,1222,6077,865,1147,531,9487,991,2574,728,6040,686,873,324,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,612709,502,318264,1848,105779,1676,200919,1093,11566,804,294445,1906,99073,1713,178239,1211,17133,825,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,811292,150,404244,1193,129387,1067,254519,538,20338,638,407048,1172,122116,1069,256020,406,28912,424,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,504398,804,258901,2215,94422,1981,151322,1503,13157,946,245497,2316,87013,1924,143124,1325,15360,914,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,296666,938,153833,2283,56423,1780,92982,1655,4428,866,142833,2212,57133,1897,80276,1570,5424,672,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,86035,3238,45124,3295,14340,1759,28625,2423,2159,845,40911,2352,16106,1919,22395,1457,2410,812,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,255803,2366,129512,2884,47024,2567,76011,2334,6477,1080,126291,3151,47004,2163,71338,2141,7949,1049,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,38933,616,19568,1225,7068,946,11410,935,1090,475,19365,1179,7534,926,10964,897,867,452,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,209917,624,110595,1866,42543,1567,63659,1039,4393,740,99322,1904,39996,1654,55317,1184,4009,650,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,864663,-555555555,439212,1372,143774,1096,272931,721,22507,668,425451,1372,137725,1096,260438,667,27288,599,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,50393,1243,25271,1161,7867,950,16295,1060,1109,485,25122,1268,8613,1014,14813,801,1696,669,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1840433,-555555555,922543,879,271585,861,590380,469,60578,470,917890,879,261699,861,573948,493,82243,519,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1018344,-555555555,507577,2487,150474,2333,306430,1647,50673,772,510767,2486,143321,2496,304032,669,63414,399,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3811654,476,1882307,2191,526667,1777,1213327,1765,142313,989,1929347,2136,505934,1781,1211387,1220,212026,884,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,962466,2657,495806,5063,190984,3908,291140,3546,13682,1275,466660,4827,179319,3847,269366,2860,17975,2067,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,26479,431,14014,1105,4084,757,9601,1032,329,195,12465,1132,4826,757,7289,947,350,320,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,436762,1528,222620,3023,80893,2267,131254,1790,10473,866,214142,2823,77533,2065,122961,1975,13648,1253,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,417708,-555555555,218621,2091,84636,1384,126303,1375,7682,821,199087,2092,80141,1318,110494,1491,8452,905,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,540924,-555555555,280848,2048,99368,1845,170312,1386,11168,1155,260076,2047,93590,1871,154512,1299,11974,857,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,938428,1252,478633,2255,167312,1940,289029,1830,22292,982,459795,2004,155369,1556,276418,1385,28008,1080,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,163346,578,81676,868,26644,591,51115,613,3917,374,81670,848,25556,633,51316,727,4798,120,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,285990,942,152378,2789,51863,2604,94092,2599,6423,1188,133612,2802,48487,2341,77162,1917,7963,1296,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,31278,818,17097,1516,5633,1090,11054,1298,410,307,14181,1459,6181,1183,7815,974,185,148,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,361203,2416,190570,3253,72224,3153,113839,2346,4507,885,170633,3321,70792,2557,93832,2117,6009,1075,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,11158751,144,5619794,5369,1860795,5295,3411672,3093,347327,2222,5538957,5354,1786208,4748,3309910,3333,442839,1913,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,434290,-555555555,223150,1645,83624,1313,131258,1295,8268,582,211140,1646,78951,1415,121836,907,10353,692,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,11932,812,5504,817,1593,500,3686,866,225,178,6428,845,2008,565,3768,618,652,310,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,790662,1672,407865,3295,134327,3136,257161,2597,16377,1614,382797,3542,122687,2886,240274,2259,19836,1133,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,940792,-555555555,484159,1885,176313,1748,290234,1439,17612,1380,456633,1884,173022,1711,262287,1517,21324,1251,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22807,1672,11416,1297,3787,949,7312,1086,317,223,11391,1192,3424,751,6555,1117,1412,618,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,397847,619,203678,2362,76320,2025,119607,1307,7751,951,194169,2330,75209,1909,109835,1366,9125,884,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,58122,-555555555,30468,1576,9938,1207,18653,1141,1877,736,27654,1574,9942,1149,16221,1271,1491,323,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3306460,4712,1575914,5437,342872,4769,950821,2202,282221,953,1730546,5266,308307,4986,1050967,2162,371272,798,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
