GEO_ID,B15012_001E,B15012_001M,B15012_002E,B15012_002M,B15012_003E,B15012_003M,B15012_004E,B15012_004M,B15012_005E,B15012_005M,B15012_006E,B15012_006M,B15012_007E,B15012_007M,B15012_008E,B15012_008M,B15012_009E,B15012_009M,B15012_010E,B15012_010M,B15012_011E,B15012_011M,B15012_012E,B15012_012M,B15012_013E,B15012_013M,B15012_014E,B15012_014M,B15012_015E,B15012_015M,B15012_016E,B15012_016M,NAME,B15012_001MA,B15012_001EA,B15012_002MA,B15012_002EA,B15012_003EA,B15012_003MA,B15012_004MA,B15012_004EA,B15012_005EA,B15012_005MA,B15012_006MA,B15012_006EA,B15012_007MA,B15012_007EA,B15012_008EA,B15012_008MA,B15012_009EA,B15012_009MA,B15012_010EA,B15012_010MA,B15012_011EA,B15012_011MA,B15012_012MA,B15012_012EA,B15012_013MA,B15012_013EA,B15012_014EA,B15012_014MA,B15012_015EA,B15012_015MA,B15012_016EA,B15012_016MA,state
0400000US13,2269874,25863,129925,6246,126280,6835,67619,5469,103013,5731,151050,5585,160244,6782,11691,1992,214830,7737,530148,12882,279931,9536,83846,5476,99189,5988,86065,5932,95463,5794,130580,6826,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,346638,8706,11954,1471,22193,2306,11033,1510,17378,1672,34449,2965,22480,2204,1850,709,36675,3242,72289,3860,43343,2886,13884,1866,15207,1758,13077,1653,11590,1474,19236,2340,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,319651,9483,12120,2050,26169,2716,10332,1922,13202,2057,20476,2162,21485,2555,3487,995,36510,3406,54987,4243,46606,3202,13165,2207,17244,2749,10986,2118,10776,1662,22106,2533,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3230067,25997,157616,6999,174451,6276,94164,5163,157163,5898,243129,6601,219991,6372,25244,2307,315358,7515,667522,12901,403745,9566,139959,5606,154868,6055,141969,5931,160392,6061,174496,7387,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1286099,18907,50891,3952,77484,5006,41671,3796,53031,3778,70166,4298,83656,4348,6381,1229,167276,6359,252792,7715,197084,6935,44911,3857,68079,4192,44193,3761,46889,2970,81595,4880,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,666576,11831,22640,2143,57156,3493,16580,2100,29923,2391,40473,3364,35185,2843,3414,949,67994,4000,128801,4821,119644,4033,22533,2563,28837,2481,21810,2058,25542,2660,46044,3260,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,700670,9796,27724,2194,47989,3803,20976,1998,31154,2652,38810,2937,42337,2624,4125,900,73459,4341,138936,5655,121366,4879,19475,2064,33301,2576,25011,2625,27820,2704,48187,3151,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,783647,14873,30423,2886,49040,3578,19637,2177,39560,3007,49964,3490,41741,3444,4295,1016,92349,5153,145586,6840,121180,5383,31550,2915,38695,3121,27414,2511,32326,2905,59887,3797,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,785833,14735,21205,2423,49299,4170,27061,2812,31813,3124,42622,3343,47141,4011,4529,1308,94979,5818,156140,6085,120839,5290,23179,2399,57494,4008,25493,2375,30809,3081,53230,3490,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,338987,8365,9282,1339,28123,2397,10621,1719,16651,2111,30163,2566,18588,2079,4465,997,34802,2833,45739,2964,43363,2960,24783,2567,21442,2222,18157,2058,10143,1520,22665,2184,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1780447,20372,117794,5619,124046,4802,67560,4261,88841,4203,188435,6643,135755,5653,14743,1640,159986,5710,301323,8824,165656,5414,91677,4504,94885,4168,66383,4113,63578,3445,99785,4777,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2253156,20476,116123,5074,142742,5054,83045,5520,134741,5228,232054,8527,192540,7200,14550,1805,187354,6773,379267,9866,197544,6285,147219,5633,132344,6348,102278,5198,78118,4045,113237,5235,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2148411,21926,87642,4082,124131,4733,72112,4054,92803,4350,118813,5383,220011,7313,12167,1506,240829,8432,427418,8947,292853,7069,76622,3787,89953,3994,69047,3184,80064,4024,143946,5168,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1504889,15024,68504,4457,106858,4504,46541,2789,75027,3828,124095,5167,92771,4465,9742,1273,149487,5027,280896,7241,193549,5890,65451,3324,69050,3687,63661,3796,69881,3727,89376,4563,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,451635,14572,13971,2308,29979,2587,11296,1861,17899,2318,19877,2910,20650,2240,2837,908,56687,4501,93816,5291,91026,5381,13815,2041,20888,2262,13080,1886,10963,2108,34851,3224,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1298855,18935,53790,3521,83853,4882,35476,2873,62877,4244,71789,4293,70221,4201,7541,1369,142264,5329,275909,8673,198860,7045,46051,3125,63283,3878,46834,3588,59706,4340,80401,4075,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,255077,7736,7243,1432,29974,2351,8735,1658,7977,1131,18683,2051,14617,1847,2103,917,28317,2996,37993,2927,43000,3259,11518,2039,12139,1441,10521,1440,7186,1237,15071,1942,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,429503,8919,17376,2204,34615,2451,14176,1897,18068,2077,20429,1682,15748,1891,3525,769,46657,3289,91349,3828,74603,3639,14121,1475,18550,1484,11991,1486,16326,1957,31969,2209,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,545687,13008,18650,2307,29306,2836,16149,2372,25422,2842,42159,3407,41962,3312,4677,1138,55726,4084,122565,5362,65132,3884,16138,1941,22341,2425,25074,2684,24334,2623,36052,2911,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,382070,9004,19080,2085,30263,2538,12994,1613,21477,2413,29553,2267,29384,2398,3764,931,34738,3077,69003,4071,41736,2504,22561,2291,20986,2336,15133,2063,10555,1340,20843,2104,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2660481,24585,166539,6621,137175,5436,99762,5453,145508,5774,225986,7354,224558,7815,13430,1706,227409,8080,568070,10895,285189,7646,125209,5755,125950,5604,96774,4553,104533,5192,114389,5191,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,410085,10941,15774,1760,28444,3027,19475,2105,20972,2264,32611,2914,31041,2657,2175,644,39744,3299,61481,4205,62010,4351,23336,2224,18596,1975,20858,2522,11578,1902,21990,2716,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,5383010,34096,244788,8525,253460,7935,154542,6490,320696,9257,556119,12685,295001,8577,43117,3425,467130,8821,982258,17854,585006,13571,321214,7948,308529,7815,366427,9676,228605,7550,256118,8783,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2358421,24485,118660,5682,150828,6541,80341,4364,120164,5307,175550,5950,155267,6085,18569,2614,226988,7371,464227,11214,287869,8788,106975,4751,121413,5718,82358,4987,88623,4694,160589,6985,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,165874,6111,5440,1422,14627,1933,4316,1202,5810,1244,8076,1232,8556,1799,1000,407,24786,2164,32103,2787,27220,2192,3937,786,5413,1117,3654,934,4419,959,16517,2053,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2393908,24673,98950,4831,131973,6077,74109,4524,100425,4934,146736,5799,175432,7309,16598,1963,269507,7219,496989,11005,366823,10474,87832,4514,101174,4879,91042,4906,104447,4837,131871,6264,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,705863,10057,23697,2398,47344,2667,23498,2128,31460,2290,34383,2419,35613,2499,4878,994,72532,3979,155215,5141,131273,4855,19169,2066,33953,2405,20738,2245,25450,2172,46660,2876,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1078020,13982,39875,2601,90282,4683,42355,3205,62475,3697,113678,4897,71295,4787,12237,1683,97568,4931,154315,6028,104533,5268,62032,4185,70642,4051,61924,3831,42088,3375,52721,4302,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3033466,20347,133649,5108,192680,7188,101597,4724,157537,5857,218613,8005,204334,6865,21991,1943,322701,8777,570775,11721,428471,8816,132154,5624,146660,5457,104681,5166,118934,5257,178689,6290,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,270046,6821,9926,1682,15771,1900,8260,1388,16694,2035,21548,2418,19230,2393,2489,711,26617,2855,52593,3732,31182,3003,16812,2172,11873,1622,12657,1804,8978,1370,15416,1815,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1028446,16012,37294,3263,60434,4046,32216,3425,50195,3173,63310,3391,69082,4399,8951,1506,101211,5050,213782,8019,157731,6570,49469,3923,56538,4403,33770,3322,33675,2937,60788,3840,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,177641,6145,4765,1064,15254,1659,4308,969,7046,1399,11610,1437,8079,1289,1300,582,22125,2121,33078,2873,32824,2484,5315,1147,6460,1073,3964,999,7387,1251,14126,1718,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1353678,20469,50072,4131,86727,5552,47363,3493,64087,4019,69837,4013,81592,4443,10444,1601,142347,6556,301168,8214,188589,6871,53404,4047,60466,4217,53098,3652,53340,4111,91144,5698,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,5736510,40997,292336,10168,350754,10934,202609,8011,234725,8559,342685,11250,539385,14309,63642,4277,537662,12961,1274939,21842,680499,13192,209637,7708,252686,7367,179193,6362,219325,8096,356433,10121,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,684304,12545,32042,2860,39010,3026,19068,1963,31375,2775,51835,3512,43856,2974,7797,1432,68857,4129,124706,5281,94412,4664,36702,2707,23344,2443,27809,2776,28871,2559,54620,3621,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,182557,6295,5302,996,17442,1989,5137,971,11185,1236,18977,1876,10936,1311,1827,453,14418,1634,22346,1955,21729,1999,14951,1471,10916,1444,12216,1629,4762,928,10413,1699,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2430185,25187,154617,6092,133020,5646,81885,4261,125100,5980,265856,7702,195883,6624,26266,2232,190683,5862,437375,10249,230007,8359,130320,5112,141380,6089,88590,4386,85715,4540,143488,6248,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1985814,21044,122201,4904,146584,6027,64715,4355,97490,5202,193751,5955,189263,6481,22776,2552,175908,6457,307810,9537,186622,6111,105420,5776,103097,5160,90376,4814,79512,4815,100289,5481,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,278536,8531,9150,1456,19004,2105,9276,1645,12906,1617,15284,1905,14133,1721,1538,502,37932,2873,52057,3421,53007,3207,7184,1326,12539,1766,7154,1442,8050,1314,19322,2297,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1322779,16381,48904,2976,102144,4168,40740,3085,60822,3260,93266,4170,81956,3851,8208,1207,142534,5040,245122,6819,204524,5511,51706,3135,55004,3036,49177,3264,60151,3973,78521,4391,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,116929,5387,2216,723,12281,1552,4280,946,5750,1242,8828,1577,7357,1193,436,369,11816,1875,15441,2007,21708,2404,4108,1040,5678,994,3451,947,2912,743,10667,1571,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,615886,14983,20504,3286,28290,3263,24933,2670,21170,2914,26497,3253,29137,3293,2708,1052,75997,6272,185594,9046,116132,5691,5262,1542,17420,2667,10897,2089,9228,2416,42117,4476,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
