GEO_ID,B10056_001E,B10056_001M,B10056_002E,B10056_002M,B10056_003E,B10056_003M,B10056_004E,B10056_004M,B10056_005E,B10056_005M,B10056_006E,B10056_006M,B10056_007E,B10056_007M,B10056_008E,B10056_008M,B10056_009E,B10056_009M,B10056_010E,B10056_010M,B10056_011E,B10056_011M,NAME,B10056_001EA,B10056_001MA,B10056_002EA,B10056_002MA,B10056_003MA,B10056_003EA,B10056_004MA,B10056_004EA,B10056_005MA,B10056_005EA,B10056_006EA,B10056_006MA,B10056_007EA,B10056_007MA,B10056_008MA,B10056_008EA,B10056_009MA,B10056_009EA,B10056_010EA,B10056_010MA,B10056_011MA,B10056_011EA,state
0400000US13,252880,11088,85227,5306,33856,3175,17442,2363,16414,2026,51371,4390,167653,7050,63149,4639,38929,3694,24220,3037,104504,5979,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,57545,4246,23407,2130,4191,859,1978,659,2213,592,19216,2160,34138,2662,6113,1060,2417,563,3696,907,28025,2382,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,29879,3330,11189,1515,4319,997,1756,639,2563,885,6870,1210,18690,2311,6597,1552,4715,1440,1882,738,12093,1931,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,260192,11008,91474,4986,24260,2456,12467,1682,11793,1645,67214,4363,168718,7385,48153,3917,26925,2845,21228,2214,120565,6666,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,119824,8293,44802,3816,20405,2095,11573,1741,8832,1461,24397,2911,75022,5217,31508,2763,18961,2108,12547,1595,43514,4180,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,34226,3446,11501,1595,4146,792,2347,557,1799,478,7355,1318,22725,2322,8236,1288,5164,988,3072,768,14489,1859,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,43678,3733,16739,1804,7230,976,3503,784,3727,754,9509,1567,26939,2449,10202,1338,5801,1219,4401,982,16737,2127,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,109663,6478,38969,3094,18582,2121,9990,1559,8592,1342,20387,2070,70694,4094,33291,2988,21925,2464,11366,1463,37403,2914,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,111451,7403,36157,4012,17537,2387,8266,1534,9271,1681,18620,2735,75294,4674,33410,3296,20211,2371,13199,1758,41884,3381,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,19812,2588,7414,1301,2226,546,1071,401,1155,381,5188,1180,12398,1664,2932,721,1719,521,1213,491,9466,1434,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,149727,8759,53587,4069,16707,2371,8834,1648,7873,1498,36880,3153,96140,5605,32521,3421,18549,2683,13972,2373,63619,3907,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124335,7790,43647,3743,10735,2105,4838,1201,5897,1526,32912,3193,80688,4984,20822,2298,11248,1831,9574,1670,59866,4388,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,172905,6790,63269,3509,22537,1977,11569,1568,10968,1344,40732,3033,109636,4412,38414,2868,23802,2467,14612,1639,71222,3063,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,67203,4754,24343,2204,7592,1166,3305,728,4287,831,16751,1984,42860,3000,13357,1659,7289,1227,6068,1051,29503,2492,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,77051,4589,25363,2296,11675,1698,5340,1291,6335,1057,13688,1761,51688,3662,24554,2664,14170,2102,10384,1743,27134,3135,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,116474,7404,40160,3365,18821,2358,9724,1536,9097,1702,21339,2230,76314,4971,34979,3120,22385,2540,12594,1690,41335,3396,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,16160,2199,6696,1153,3194,707,1664,577,1530,399,3502,882,9464,1350,5285,1021,2424,724,2861,863,4179,954,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,26369,2654,10184,1326,3735,858,1755,510,1980,684,6449,1108,16185,1737,5784,1072,3408,812,2376,690,10401,1381,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,76563,4685,28149,2792,9056,1807,4524,1294,4532,1304,19093,2301,48414,3232,13836,2340,7741,1539,6095,1503,34578,2967,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,25368,3510,10080,1709,3304,1023,2188,855,1116,405,6776,1374,15288,2153,4963,1084,3047,817,1916,632,10325,1647,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,204358,9010,74167,4334,18292,2671,8053,1553,10239,1988,55875,3752,130191,5830,35107,3676,19418,2608,15689,2365,95084,4976,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,58002,5633,22867,2987,11396,1982,6135,1467,5261,1260,11471,2103,35135,3330,15918,2534,9259,1942,6659,1452,19217,2359,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,445242,13099,152962,7209,35733,3006,16510,2294,19223,2022,117229,6276,292280,7659,75913,4831,40734,3733,35179,3077,216367,7491,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,219800,9608,76857,4493,35594,3325,17482,2342,18112,2443,41263,3500,142943,6507,60342,3613,34996,3219,25346,2342,82601,5024,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7394,1392,2962,765,1450,451,1104,444,346,168,1512,594,4432,774,2071,549,1249,470,822,320,2361,644,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,211168,9312,76501,4910,34606,3125,17677,2192,16929,1990,41895,3383,134667,5783,58575,4014,34799,3259,23776,2397,76092,3709,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,88620,4507,32299,2311,14670,1499,7207,973,7463,1019,17629,2025,56321,2934,26184,2259,14763,1700,11421,1230,30137,2162,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,76578,5676,31637,3097,9830,1820,4964,1314,4866,1042,21807,2322,44941,3209,13961,1912,6808,1337,7153,1185,30980,2595,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,228411,8841,83661,4542,27862,2403,13059,1525,14803,1675,55799,3522,144750,5761,48143,3283,28483,2332,19660,2351,96607,4929,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20569,3107,7941,1670,1923,772,1075,613,848,436,6018,1543,12628,1977,3212,951,1426,674,1786,649,9416,1850,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119531,6500,41251,2942,18707,2079,8949,1564,9758,1616,22544,2385,78280,4545,36842,3301,21746,2309,15096,2109,41438,3488,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,10984,1419,3161,550,1880,450,920,341,960,326,1281,406,7823,1219,3768,815,2264,774,1504,349,4055,982,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,158449,8662,60032,4248,29239,2604,14193,1779,15046,1986,30793,3046,98417,5584,45553,3518,26987,2820,18566,1892,52864,4451,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,760803,19182,278916,9862,100593,5499,53040,4055,47553,3695,178323,7922,481887,11642,171225,6884,106835,5880,64390,4191,310662,10510,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65598,5092,26917,2682,8198,1471,4334,1202,3864,833,18719,1906,38681,3052,9540,1436,5651,1196,3889,781,29141,2527,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,7312,1536,3082,791,1144,598,694,436,450,298,1938,526,4230,926,1590,587,981,467,609,315,2640,681,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,183894,9109,64963,4644,21107,2523,9852,1838,11255,1709,43856,3576,118931,5740,40842,3755,23853,2428,16989,2290,78089,4846,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,143401,7103,53104,3740,17938,2143,8832,1543,9106,1567,35166,2990,90297,4366,28583,2432,16546,2202,12037,1594,61714,3716,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44341,4604,17199,2260,8144,1315,3654,906,4490,1023,9055,1649,27142,2997,12378,1684,7392,1212,4986,1214,14764,2130,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,69450,4192,26354,1917,9689,1347,5349,1092,4340,859,16665,1554,43096,2839,15953,1759,10521,1418,5432,988,27143,1988,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8381,1767,3628,1080,2008,806,677,370,1331,637,1620,706,4753,948,2166,726,898,402,1268,624,2587,851,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,81464,6842,27496,2888,9924,1874,4132,1043,5792,1360,17572,2499,53968,4758,18385,2761,11565,2488,6820,1290,35583,3867,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
