B13014_019E,B13014_019M,B13014_020E,B13014_020M,B13014_021E,B13014_021M,B13014_022E,B13014_022M,B13014_023E,B13014_023M,B13014_024E,B13014_024M,B13014_025E,B13014_025M,B13014_026E,B13014_026M,B13014_027E,B13014_027M,GEO_ID,B13014_001E,B13014_001M,B13014_002E,B13014_002M,B13014_003E,B13014_003M,B13014_004E,B13014_004M,B13014_005E,B13014_005M,B13014_006E,B13014_006M,B13014_007E,B13014_007M,B13014_008E,B13014_008M,B13014_009E,B13014_009M,B13014_010E,B13014_010M,B13014_011E,B13014_011M,B13014_012E,B13014_012M,B13014_013E,B13014_013M,B13014_014E,B13014_014M,B13014_015E,B13014_015M,B13014_016E,B13014_016M,B13014_017E,B13014_017M,B13014_018E,B13014_018M,B13014_019EA,B13014_019MA,B13014_020MA,B13014_020EA,B13014_021MA,B13014_021EA,B13014_022MA,B13014_022EA,B13014_023MA,B13014_023EA,B13014_024EA,B13014_024MA,B13014_025EA,B13014_025MA,B13014_026MA,B13014_026EA,B13014_027EA,B13014_027MA,NAME,B13014_001EA,B13014_001MA,B13014_002EA,B13014_002MA,B13014_003EA,B13014_003MA,B13014_004MA,B13014_004EA,B13014_005MA,B13014_005EA,B13014_006EA,B13014_006MA,B13014_007EA,B13014_007MA,B13014_008EA,B13014_008MA,B13014_009MA,B13014_009EA,B13014_010MA,B13014_010EA,B13014_011EA,B13014_011MA,B13014_012EA,B13014_012MA,B13014_013EA,B13014_013MA,B13014_014EA,B13014_014MA,B13014_015MA,B13014_015EA,B13014_016MA,B13014_016EA,B13014_017EA,B13014_017MA,B13014_018EA,B13014_018MA,state
310669,10768,247492,8364,165412,7233,1431213,17833,345069,8357,330009,12638,456524,10990,207352,8639,92259,6659,0400000US13,2596009,7657,141334,8179,85236,5174,7786,1599,17652,2826,23490,2538,23513,2650,12795,2005,56098,5927,8751,1782,20048,3130,20652,3476,5021,1665,1626,736,2454675,10996,1023462,16593,94150,5984,205739,8356,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
41622,3077,37373,3185,18795,1675,164911,3653,28254,1437,46361,3306,53017,4032,27243,2511,10036,1838,0400000US15,318332,1807,19672,1962,14515,1888,803,493,2615,672,6456,1412,3102,705,1539,614,5157,1247,446,336,2203,778,1972,758,270,234,266,219,298660,2588,133749,4088,6111,1297,29848,2682,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
71521,4564,42012,3115,15646,2107,185138,5482,49929,2603,48213,4706,59816,4541,20246,2797,6934,1634,0400000US16,390629,2839,24723,2550,18635,2141,717,518,4140,1054,7299,1644,4936,1262,1543,689,6088,1305,1301,818,2838,992,1904,795,0,201,45,93,365906,3872,180768,5264,12074,1939,39515,3335,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
322625,8578,324432,8512,220121,7489,1696269,12886,365996,6568,350982,10250,557107,9585,292881,8381,129303,5288,0400000US17,3036571,5530,153400,6254,99720,4540,6418,1264,13357,2232,24581,2995,31960,2603,23404,2060,53680,3923,9222,1669,18622,2439,20726,2503,3651,977,1459,595,2883171,8318,1186902,12845,99638,5902,220086,6598,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
211321,6740,167149,6453,75140,4364,830794,11333,203870,5578,206132,8067,274499,8919,112434,4117,33859,3375,0400000US18,1554098,5450,77269,4446,48296,3585,4274,978,8458,1643,14826,2122,14349,1714,6389,1200,28973,2645,5427,1195,11855,1928,9311,1863,2179,745,201,190,1476829,7767,646035,9565,54059,4045,138366,5518,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
104740,4569,83568,3887,41935,2715,363557,6260,77926,2691,70712,4390,140722,5201,57551,4757,16646,1778,0400000US19,703390,3115,41142,3077,30204,2600,2784,835,4389,986,9833,1577,8159,1167,5039,946,10938,1827,1941,729,4202,955,3869,1030,664,347,262,256,662248,4564,298691,5990,17441,2125,51007,3084,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
95786,4782,81180,3699,46904,2985,324309,7085,77879,3207,62377,4455,121662,5458,46076,3415,16315,2320,0400000US20,658164,3752,38940,2826,28900,2540,2375,718,3795,922,9292,1524,9184,1499,4254,981,10040,1835,1206,541,3058,780,4876,1398,636,464,264,197,619224,4600,294915,6507,24667,2365,46378,3024,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
156508,5883,88711,3941,62914,3968,527604,8304,124585,4434,130368,5687,185604,6413,62481,4060,24566,2472,0400000US21,1024808,4597,53444,3431,34937,2812,2971,1005,6553,1464,11119,1608,8020,1364,6274,1171,18507,2491,2558,720,6888,1391,8085,1808,600,330,376,347,971364,5784,443760,7784,34686,2775,100941,5119,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
120183,6093,93448,4930,49939,3709,654014,9702,158977,5211,166854,8677,218275,8741,77943,5285,31965,3555,0400000US22,1114054,4435,58623,5103,31221,3087,1841,701,5878,1334,9311,1700,10035,1720,4156,939,27402,3743,6852,1923,8767,2157,9573,2032,1804,855,406,394,1055431,7444,401417,8706,34065,3115,103782,6032,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
34193,2356,31368,2427,18472,1870,155293,4212,29502,1558,38453,3849,53016,3614,25275,1966,9047,1514,0400000US23,284247,1896,14945,1807,10430,1652,256,225,1289,474,2808,882,3586,1000,2491,771,4515,1114,567,289,1632,727,2120,836,196,240,0,175,269302,2583,114009,3907,3654,1086,26322,2675,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
137736,6185,150977,6107,140306,5057,812635,10118,169623,5545,166282,6785,255412,7582,140854,6990,80464,3936,0400000US24,1445888,4101,74868,4386,50533,3556,2586,772,5411,1175,11492,2006,16075,1864,14969,1904,24335,2779,5529,1420,8158,1744,7906,1489,1730,694,1012,776,1371020,6515,558385,9545,40019,3511,89347,5182,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
136500,6986,177551,6127,171077,5781,974437,10283,185282,4771,176191,6701,295052,7326,215906,7571,102006,5308,0400000US25,1669962,3565,76690,5348,50305,3935,1992,781,6294,1409,8977,1593,17427,2306,15615,1986,26385,3332,3179,1107,9385,1984,9089,1970,3096,1094,1636,754,1593272,6419,618835,9863,36038,3427,97669,4991,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
297587,8225,223101,6176,140087,5096,1277103,10872,284474,6032,285931,8151,465477,9247,173442,6451,67779,3676,0400000US26,2265857,4934,117528,5227,75681,3970,6810,1319,11313,1687,23012,1994,21232,1764,13314,1616,41847,3309,7901,1440,14748,2124,16020,1937,2096,663,1082,426,2148329,7513,871226,10761,48366,3320,162085,5625,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
166208,6841,172166,5501,97543,4374,665378,9354,144097,3314,121604,5597,236060,6784,125170,4104,38447,3044,0400000US27,1272536,3660,70957,3841,54090,3304,4276,1388,5505,1069,15039,1708,18690,2129,10580,1306,16867,1601,2860,840,5145,990,6384,1200,1951,649,527,394,1201579,5710,536201,8084,29161,2616,71123,3540,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
103431,6734,50331,3587,32254,2955,401333,8032,96370,4804,95947,5218,151901,6119,39401,3628,17714,2505,0400000US28,707332,5197,38333,4124,18634,2625,1775,791,3320,1284,6572,1504,4533,1146,2434,811,19699,2889,3294,973,4494,1191,10601,2099,960,516,350,457,668999,6799,267666,7010,22999,3028,58651,4959,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
182788,7089,140523,4948,89159,4492,746625,11157,169060,4677,161399,7648,264368,9030,109691,5250,42107,3321,0400000US29,1393765,4905,80273,3905,50434,3159,2608,764,8887,1498,15852,2190,14423,1536,8664,1175,29839,2497,4080,1080,10803,1773,13005,2257,1796,916,155,158,1313492,6266,566867,10109,37572,3081,116825,5676,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
31997,2830,28034,2277,12148,1817,116868,4284,28088,1970,27967,2712,38078,3026,17375,2215,5360,1237,0400000US30,227365,2033,13055,1876,9693,1724,831,516,2385,841,3516,1176,2037,545,924,548,3362,930,719,402,849,412,1448,597,239,289,107,115,214310,2654,97442,4176,4357,840,20906,2243,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
62604,3844,55897,2979,28410,2000,213431,5087,50127,2246,40750,3343,80413,3880,31447,2166,10694,1476,0400000US31,432721,2448,29620,2592,21619,2073,2579,1072,2740,740,6221,1149,6369,1104,3710,773,8001,1247,1238,624,3478,951,2731,794,384,320,170,172,403101,3779,189670,4484,14717,1896,28042,2454,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
89954,4730,55241,3934,28422,2907,387648,7050,93358,3839,100051,5129,130965,5877,45236,4296,18038,2598,0400000US32,707423,2163,37802,3381,23410,2746,3429,1033,6069,1398,7325,1566,4378,1203,2209,709,14392,2038,3953,1169,4758,1320,4612,1189,809,546,260,349,669621,3914,281973,7103,36321,3183,72035,4779,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
36010,2805,37454,2539,22895,2362,164340,4065,33264,2269,35552,3444,56154,3695,27341,2218,12029,1772,0400000US33,298149,2813,13862,1735,9093,1458,286,326,1255,659,2377,740,2494,709,2681,964,4769,1200,665,503,1904,706,1283,678,815,529,102,173,284287,3315,119947,3553,3268,915,20320,2180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
187268,6936,270206,8629,189293,5899,1139005,12989,250486,5385,239686,7564,326549,10490,231924,9109,90360,4488,0400000US34,2100680,3804,98578,5606,72466,4487,3449,1089,11469,1982,14952,2188,22728,2269,19868,2419,26112,3277,3186,1331,8613,1893,8783,1997,3666,1093,1864,743,2002102,6839,863097,12329,55839,4052,160491,6719,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
58143,4428,28553,3069,20656,2510,275501,6425,67938,3694,62085,4515,100766,4874,30682,3055,14030,1759,0400000US35,470244,3404,28338,3140,14804,1935,1302,732,2537,1029,5452,1166,2713,1017,2800,1024,13534,2483,3005,1274,4861,1404,5196,1628,276,184,196,312,441906,5254,166405,4534,22243,3009,36810,3243,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
416095,9888,422018,10207,391336,9641,2821033,18268,566478,9530,528458,13112,846187,16692,601862,11749,278048,9319,0400000US36,4799180,7760,219214,7747,151709,6728,13488,1881,25616,3098,33221,2672,40679,3499,38705,3261,67505,5115,11395,1975,21337,2787,21971,2493,9195,1623,3607,1114,4579966,11400,1758933,17613,179804,7830,349680,9590,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
337701,7605,265677,7284,152090,5847,1310545,15576,309926,8017,257630,8857,460756,12396,203705,8411,78528,5162,0400000US37,2457927,6631,127760,5742,81674,4321,6327,1500,12276,1983,22442,2412,24148,2559,16481,1873,46086,4312,9162,1889,12680,2257,19216,3141,4199,1227,829,572,2330167,9294,1019622,13809,87823,6228,176331,7032,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
24484,2386,26348,2399,9502,1652,84095,3729,15818,1362,16435,1787,32428,2490,14585,2021,4829,1396,0400000US38,168998,1960,10777,1395,7757,1173,337,279,894,472,2137,585,3498,933,891,421,3020,832,812,374,788,477,1035,493,228,186,157,220,158221,2369,74126,3107,2671,792,11121,1424,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
324496,9190,255762,7753,160778,4755,1471792,12276,337178,6482,359697,10165,501730,9551,194657,7321,78530,4027,0400000US39,2657129,5900,151068,6588,95618,5244,6014,1291,18490,2293,26492,2630,24765,2569,19857,2185,55450,4079,10324,1945,21565,2636,18801,2491,3415,1358,1345,548,2506061,8378,1034269,11950,62909,4145,230324,6480,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
129210,4529,87783,3579,40442,2547,458015,6268,115054,3487,108623,4651,164689,5747,53640,3476,16009,1814,0400000US40,908348,3198,59955,3174,38035,2723,3024,686,8290,1299,12956,1515,9883,1456,3882,1025,21920,2383,4401,1040,8816,1530,6775,1191,1681,898,247,172,848393,4456,390378,6631,36001,2345,96942,3906,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
124810,5076,106619,5123,66141,3372,516123,9889,112243,3840,98773,6202,182944,6990,87519,4732,34644,2815,0400000US41,966206,3833,48087,3511,33208,2676,2762,911,5653,1213,12352,1991,6963,1200,5478,1080,14879,2529,2907,1042,5385,1640,5621,1406,594,322,372,307,918119,4807,401996,8163,35960,3753,68466,4290,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
295060,8732,302601,8293,212881,6829,1629787,12045,334016,6871,420752,10322,496749,11154,269065,8674,109205,4447,0400000US42,2888159,5110,143272,6371,96185,4535,7695,1192,17480,2370,21299,2396,26294,2479,23417,1813,47087,3931,6449,1317,19477,2445,16169,2383,3540,1140,1452,504,2744887,7806,1115100,11571,64676,4054,239882,7997,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
23491,2786,22394,2024,15789,1768,154959,3779,27544,2003,39781,2999,52286,3825,25769,2933,9579,1570,0400000US44,255137,2060,11713,1776,8203,1597,343,352,864,405,1888,767,2995,918,2113,724,3510,1117,1206,717,1457,618,523,337,324,233,0,217,243424,2755,88465,3741,6762,1554,20029,2789,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
145796,6857,104760,4858,63685,4021,649895,9885,147054,4923,159087,6934,229319,8662,81789,5889,32646,3409,0400000US45,1166121,5040,66875,5092,37708,3408,2706,985,6934,1402,12079,1910,9603,1583,6386,1578,29167,3402,5391,1471,12114,2625,8670,1556,2025,923,967,561,1099246,6157,449351,9784,32171,3147,102939,6062,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
29381,2342,22309,1998,10055,1489,93410,3118,24730,1885,20109,2233,31844,2538,13298,1593,3429,898,0400000US46,186271,2404,12915,1866,8848,1240,784,457,1446,489,3411,801,2099,544,1108,514,4067,1315,803,661,1152,502,1984,930,41,69,87,110,173356,2831,79946,2547,3384,905,14817,1714,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
208621,7330,154375,6381,86780,4665,838905,10148,188181,5714,202402,8174,281172,9411,115708,6814,51442,4097,0400000US47,1582664,5391,76574,5313,46672,4095,3153,925,9141,1455,15163,2363,11866,1783,7349,1469,29902,3024,5023,1480,11395,1759,11311,2057,1727,680,446,348,1506090,7696,667185,11583,49584,3704,167825,7041,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
884042,17163,699474,15771,355652,9639,3588918,25570,929251,13075,784341,19462,1188002,23067,508369,15557,178955,7102,0400000US48,6994872,10815,395121,11292,270131,9913,31665,3451,56111,4422,75942,5702,68593,4745,37820,3953,124990,6785,25002,3005,39479,4736,50252,4396,7576,1753,2681,997,6599751,14191,3010833,25283,441613,11064,630052,14672,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
