GEO_ID,C17018_001E,C17018_001M,C17018_002E,C17018_002M,C17018_003E,C17018_003M,C17018_004E,C17018_004M,C17018_005E,C17018_005M,C17018_006E,C17018_006M,C17018_007E,C17018_007M,C17018_008E,C17018_008M,C17018_009E,C17018_009M,C17018_010E,C17018_010M,C17018_011E,C17018_011M,NAME,C17018_001MA,C17018_001EA,C17018_002EA,C17018_002MA,C17018_003EA,C17018_003MA,C17018_004MA,C17018_004EA,C17018_005EA,C17018_005MA,C17018_006MA,C17018_006EA,C17018_007EA,C17018_007MA,C17018_008EA,C17018_008MA,C17018_009EA,C17018_009MA,C17018_010MA,C17018_010EA,C17018_011EA,C17018_011MA,state
0400000US18,1660102,12057,153371,6313,37500,3980,55336,3410,47317,3581,13218,2077,1506731,12719,117758,5032,422447,8936,474624,10269,491902,9893,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,794614,8064,53223,3390,9315,1518,18527,1641,19589,2119,5792,1167,741391,7660,41062,2664,190384,4520,254922,5843,255023,5611,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,733649,7787,58235,3251,11195,1814,19138,1986,21211,1987,6691,1314,675414,7801,42744,2973,143259,4424,224831,5953,264580,5047,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1129828,12032,145997,5304,40376,2877,50307,3251,44441,3697,10873,1572,983831,12470,85379,4505,284916,6904,313899,8449,299637,8305,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1107245,13193,163281,7082,44834,3851,58429,4239,50085,4676,9933,1864,943964,13522,87542,5420,284567,9585,287623,8991,284232,6556,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,330106,6496,20919,2229,3341,731,8267,1430,7121,1445,2190,549,309187,6042,12688,1417,80392,3738,97390,3585,118717,4837,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1469830,12332,91780,3816,22098,2758,29665,2928,26359,2642,13658,1575,1378050,13235,95602,4673,267334,7823,373881,10837,641233,11130,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1652214,13374,119694,5175,28002,2990,39674,3303,34187,2932,17831,2222,1532520,14082,94799,5455,307250,9210,371487,9004,758984,11825,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2518003,14120,244660,6889,52754,3664,85118,4979,82755,3662,24033,2317,2273343,14494,135735,5605,533424,10050,796652,11763,807532,10563,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1388742,11141,80450,4362,20030,2541,23661,2486,27341,2269,9418,1462,1308292,10634,56272,3591,255705,6863,441868,7705,554447,8043,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,716451,10880,106921,5365,24737,2650,37506,3169,38481,3564,6197,1274,609530,9658,66390,4648,153484,6731,215543,7461,174113,6648,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1527260,14698,140934,6046,33517,3149,47619,3721,45216,3258,14582,2104,1386326,14329,93042,4912,358437,8747,444939,10120,489908,9939,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,262726,5181,20328,2505,2243,632,7285,1338,8165,1500,2635,644,242398,5204,10350,1296,57277,2985,81840,3899,92931,4027,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,484989,6677,35128,3384,8439,1516,10630,1627,12941,1884,3118,849,449861,6887,27319,2245,97014,3962,158242,5089,167286,4585,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,700449,9375,63517,3984,15338,2481,22128,2612,19401,2239,6650,1222,636932,10213,67688,3997,149849,6241,234695,7570,184700,6839,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,346213,5110,16962,2241,2904,810,6031,1511,5087,1215,2940,917,329251,5091,13100,2106,74995,4379,99878,4563,141278,4458,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2235231,15874,163127,6809,44820,3885,55051,3935,39097,3395,24159,2563,2072104,16546,130625,5838,463919,10053,503350,10811,974210,10876,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,479092,8736,72629,3999,20335,2413,23417,2391,22883,2320,5994,1397,406463,8204,42104,3254,87143,4385,139869,5950,137347,4964,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4620008,22062,481948,10308,148484,7231,154247,6681,122274,5166,56943,4102,4138060,21829,387613,8549,960494,15049,1083280,14296,1706673,16651,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2590180,17902,275466,8835,76951,5353,83490,4553,88649,5252,26376,2918,2314714,18204,184477,7412,500375,12358,755079,12179,874783,12569,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,190217,4208,11644,1393,1220,512,4243,986,4106,893,2075,594,178573,4250,9279,1433,40266,2315,66272,3411,62756,3451,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2951170,15802,289955,8347,62938,3940,113148,4577,93141,5633,20728,2290,2661215,14383,169308,6290,765758,10010,827399,12290,898750,11201,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,964144,7994,111543,4691,25625,2253,41825,2785,35955,2923,8138,1249,852601,8054,66362,3593,226645,5669,286585,6260,273009,6048,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1010975,11385,89471,5572,19853,3155,26373,3194,30593,3404,12652,1701,921504,11352,60390,4029,172811,6861,328778,8169,359525,7757,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3177289,15474,255788,8649,56002,3994,109405,5831,66528,4846,23853,2337,2921501,13989,186272,5948,871804,11485,758405,12714,1105020,10665,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,251811,6010,19788,2832,4569,1244,8456,1918,4706,1333,2057,635,232023,5765,19760,2293,58459,4370,59895,3953,93909,4162,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1253260,14383,141086,5864,33976,3052,50899,3735,44690,4094,11521,1630,1112174,13649,90472,4540,274277,8297,364947,9292,382478,8839,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,213402,3931,17910,1813,2794,1013,6816,1129,6592,1264,1708,583,195492,3969,9537,1190,50317,3213,66854,3573,68784,3403,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1707488,14892,186917,6304,47176,4007,73186,4571,51666,3999,14889,1881,1520571,15258,123725,5109,427720,9783,458900,10947,510226,9892,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6696061,22045,758203,13848,276469,9936,224653,8203,194003,7466,63078,4846,5937858,23931,758860,15037,1240832,17569,1839217,22223,2098949,18366,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,723175,7738,48446,3547,7591,1520,11972,1654,19427,2074,9456,1677,674729,7721,41064,3203,117503,5492,245624,6328,270538,5569,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,153648,3466,10822,1610,1082,455,4594,1129,2782,686,2364,675,142826,3435,6971,1286,33333,2440,40841,2521,61681,2599,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2091237,14871,149002,7059,36497,3942,48634,3727,46241,3388,17630,2136,1942235,14619,138677,5549,374910,8516,544697,10601,883951,12657,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1833793,15146,130438,5965,30947,3286,35177,3568,46314,4324,18000,1961,1703355,15636,102173,4945,306080,7776,593126,10941,701976,10870,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461542,6702,65092,4086,14826,2106,29655,2900,17472,2510,3139,1185,396450,6881,35656,3168,149777,5141,112145,4276,98872,4181,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1478375,11053,104945,5258,19347,2262,38763,2870,36370,2688,10465,1315,1373430,10305,73177,3896,352248,8042,453248,8305,494757,8509,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145719,3619,11003,1819,1041,634,4020,1168,4580,1113,1362,659,134716,3730,6450,1433,36005,3465,48623,3281,43638,2663,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,805573,12009,329568,7906,100010,4966,114783,5948,81592,5324,33183,3452,476005,11944,69174,5103,111864,4883,116194,6437,178773,7419,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
