GEO_ID,C21001I_001E,C21001I_001M,C21001I_002E,C21001I_002M,C21001I_003E,C21001I_003M,C21001I_004E,C21001I_004M,C21001I_005E,C21001I_005M,C21001I_006E,C21001I_006M,C21001I_007E,C21001I_007M,C21001I_008E,C21001I_008M,C21001I_009E,C21001I_009M,C21001I_010E,C21001I_010M,C21001I_011E,C21001I_011M,C21001I_012E,C21001I_012M,C21001I_013E,C21001I_013M,C21001I_014E,C21001I_014M,C21001I_015E,C21001I_015M,NAME,C21001I_001EA,C21001I_001MA,C21001I_002EA,C21001I_002MA,C21001I_003MA,C21001I_003EA,C21001I_004MA,C21001I_004EA,C21001I_005EA,C21001I_005MA,C21001I_006EA,C21001I_006MA,C21001I_007EA,C21001I_007MA,C21001I_008EA,C21001I_008MA,C21001I_009EA,C21001I_009MA,C21001I_010EA,C21001I_010MA,C21001I_011EA,C21001I_011MA,C21001I_012EA,C21001I_012MA,C21001I_013EA,C21001I_013MA,C21001I_014EA,C21001I_014MA,C21001I_015MA,C21001I_015EA,state
0400000US17,1490317,1804,764232,2088,703010,2049,19549,2443,683461,3028,61222,1204,8454,1454,52768,1801,726085,1866,652613,2233,2565,786,650048,2226,73472,1292,332,241,73140,1304,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,287836,1863,147394,2085,137761,2105,7643,1912,130118,2613,9633,1220,2363,766,7270,1142,140442,1815,130037,1816,1696,763,128341,2020,10405,1087,0,197,10405,1087,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,114341,1779,59005,1631,56878,1548,1602,522,55276,1672,2127,685,438,239,1689,587,55336,1395,51991,1496,327,295,51664,1537,3345,759,0,163,3345,759,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,212301,1353,109006,1682,102134,1829,6313,1268,95821,2197,6872,689,2138,524,4734,711,103295,1328,95161,1578,381,312,94780,1621,8134,862,0,177,8134,862,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,92751,2275,51545,2133,49021,2000,2971,845,46050,2069,2524,551,778,487,1746,444,41206,1895,38568,1851,990,510,37578,1890,2638,597,50,85,2588,574,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,169100,2141,90296,2390,83132,2278,4227,1346,78905,2572,7164,743,1857,581,5307,736,78804,2036,68986,1935,992,517,67994,1954,9818,888,128,141,9690,875,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,14006,926,7093,923,5946,857,329,278,5617,854,1147,531,521,329,626,378,6913,613,6040,686,22,43,6018,691,873,324,0,175,873,324,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,404039,1408,209127,1565,197561,1648,10030,1449,187531,2100,11566,804,2284,722,9282,905,194912,1031,177779,1302,2544,898,175235,1635,17133,825,80,95,17053,833,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,558969,614,274089,740,253751,789,8119,1505,245632,1636,20338,638,1848,796,18490,856,284880,320,255968,409,1129,693,254839,831,28912,424,169,173,28743,476,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,322660,1177,164189,1335,151032,1507,6342,1137,144690,2059,13157,946,4180,962,8977,838,158471,1372,143111,1323,1064,514,142047,1422,15360,914,327,243,15033,916,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,182930,1384,97230,1688,92802,1675,3422,955,89380,1785,4428,866,1077,435,3351,840,85700,1406,80276,1570,477,299,79799,1526,5424,672,13,37,5411,671,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,54703,2758,30054,2446,27895,2445,1731,859,26164,2400,2159,845,895,557,1264,723,24649,1380,22239,1452,829,593,21410,1454,2410,812,69,84,2341,815,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,159000,3086,80169,2726,73692,2528,4710,1398,68982,2318,6477,1080,2260,719,4217,887,78831,2278,70882,2149,951,545,69931,2054,7949,1049,151,166,7798,1040,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,24045,885,12214,942,11124,939,1076,565,10048,1010,1090,475,443,288,647,398,11831,922,10964,897,286,286,10678,933,867,452,36,95,831,425,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,127075,698,67819,1032,63426,1042,2103,728,61323,1178,4393,740,981,342,3412,791,59256,1122,55247,1193,531,307,54716,1262,4009,650,46,78,3963,634,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,582354,561,294743,824,272236,876,12047,2104,260189,2295,22507,668,6273,1016,16234,1156,287611,573,260323,649,1377,621,258946,937,27288,599,461,387,26827,619,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,33550,942,17041,1002,15932,1053,1315,699,14617,1195,1109,485,292,261,817,516,16509,766,14813,801,320,294,14493,823,1696,669,83,136,1613,652,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1304648,731,648734,719,588156,821,16328,2525,571828,2628,60578,470,6880,1423,53698,1447,655914,349,573671,555,2407,696,571264,973,82243,519,526,405,81717,695,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,722523,1529,355337,1576,304664,1925,19165,2542,285499,3249,50673,772,19426,1604,31247,1532,367186,633,303772,740,4173,1255,299599,1510,63414,399,632,358,62782,574,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2774486,1446,1351811,1927,1209498,1995,33285,3764,1176213,4350,142313,989,17303,1993,125010,2376,1422675,1463,1210649,1399,4057,951,1206592,1553,212026,884,676,404,211350,977,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,579025,3540,292778,4224,279096,4170,16270,1799,262826,4022,13682,1275,3814,911,9868,1311,286247,2354,268272,2831,3861,903,264411,2927,17975,2067,190,224,17785,2101,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,16623,747,9522,1031,9193,1044,566,353,8627,1024,329,195,184,145,145,127,7101,848,6751,909,143,233,6608,912,350,320,0,161,350,320,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,278084,1809,141519,1712,131046,1814,6379,1341,124667,2151,10473,866,2903,747,7570,809,136565,1807,122917,1978,1030,503,121887,2025,13648,1253,495,403,13153,1183,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,250525,809,131967,1449,124285,1520,7634,1545,116651,2066,7682,821,2486,502,5196,972,118558,1402,110106,1519,1741,808,108365,1708,8452,905,19,34,8433,910,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,347824,567,181338,1240,170170,1440,6619,1527,163551,2217,11168,1155,3173,840,7995,1174,166486,1110,154512,1299,618,426,153894,1307,11974,857,60,103,11914,861,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,615356,1328,310930,1724,288638,1861,12407,2567,276231,3079,22292,982,3703,925,18589,1150,304426,1306,276418,1385,1706,549,274712,1507,28008,1080,58,63,27950,1075,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,110944,408,54877,722,50960,613,1478,630,49482,846,3917,374,91,156,3826,306,56067,687,51269,727,320,315,50949,725,4798,120,0,217,4798,120,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,179794,2357,96479,2773,90056,2816,6365,1720,83691,3054,6423,1188,1180,491,5243,1115,83315,2282,75352,2262,1569,661,73783,2324,7963,1296,0,211,7963,1296,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18985,847,10985,1169,10575,1249,549,239,10026,1317,410,307,189,181,221,252,8000,967,7815,974,238,344,7577,1004,185,148,0,163,185,148,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,215854,2924,116155,2724,111648,2518,4160,1096,107488,2450,4507,885,1733,669,2774,602,99699,2233,93690,2120,1272,799,92418,2299,6009,1075,40,67,5969,1076,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,7494260,2800,3744346,3496,3397019,3734,159707,7325,3237312,9211,347327,2222,79543,3759,267784,4265,3749914,2991,3307075,3436,29473,3055,3277602,4776,442839,1913,3792,1584,439047,2414,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,271544,863,139394,1175,131126,1285,2956,861,128170,1535,8268,582,2509,685,5759,719,132150,878,121797,910,488,327,121309,935,10353,692,111,130,10242,689,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8331,889,3911,869,3686,866,193,153,3493,830,225,178,17,33,208,178,4420,585,3768,618,43,47,3725,624,652,310,63,106,589,248,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,519117,2755,261680,2960,245303,3100,23011,2638,222292,3771,16377,1614,4852,1109,11525,1117,257437,2331,237601,2250,6103,1602,231498,2608,19836,1133,165,172,19671,1102,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,582330,1676,300271,1597,282659,1860,14125,2221,268534,2800,17612,1380,4923,950,12689,1464,282059,1149,260735,1649,4569,1382,256166,2020,21324,1251,409,247,20915,1283,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,15404,1555,7566,1117,7249,1063,668,461,6581,1052,317,223,100,110,217,207,7838,1171,6426,1123,261,220,6165,1120,1412,618,0,200,1412,618,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,245707,909,127080,1195,119329,1351,3653,1051,115676,1605,7751,951,1562,567,6189,955,118627,1325,109502,1380,419,312,109083,1419,9125,884,44,50,9081,881,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,37546,639,19851,1267,17974,1212,1573,804,16401,1404,1877,736,429,339,1448,639,17695,1184,16204,1277,143,152,16061,1302,1491,323,65,103,1426,337,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2654123,3702,1232103,2433,949882,2363,24388,2918,925494,3505,282221,953,42782,2802,239439,2814,1422020,2256,1050748,2139,2125,1065,1048623,2553,371272,798,859,423,370413,879,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
