GEO_ID,B18101A_001E,B18101A_001M,B18101A_002E,B18101A_002M,B18101A_003E,B18101A_003M,B18101A_004E,B18101A_004M,B18101A_005E,B18101A_005M,B18101A_006E,B18101A_006M,B18101A_007E,B18101A_007M,B18101A_008E,B18101A_008M,B18101A_009E,B18101A_009M,B18101A_010E,B18101A_010M,NAME,B18101A_001EA,B18101A_001MA,B18101A_002MA,B18101A_002EA,B18101A_003MA,B18101A_003EA,B18101A_004MA,B18101A_004EA,B18101A_005EA,B18101A_005MA,B18101A_006EA,B18101A_006MA,B18101A_007MA,B18101A_007EA,B18101A_008MA,B18101A_008EA,B18101A_009MA,B18101A_009EA,B18101A_010EA,B18101A_010MA,state
0400000US13,6029383,19789,1326098,9303,54154,4225,1271944,9876,3706391,12190,380660,13422,3325731,16296,996894,2861,349500,6912,647394,7284,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,325117,4798,54790,2556,1628,895,53162,2727,200557,3338,16107,2022,184450,3856,69770,724,18626,1860,51144,2025,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1527325,8233,385639,4225,19046,2535,366593,4859,893120,4819,109868,6628,783252,7846,248566,1663,88221,3807,160345,3904,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9011537,27093,1891978,12599,61829,3606,1830149,13485,5598967,17092,481452,12220,5117515,21497,1520592,4307,490048,7991,1030544,8672,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5504327,9124,1229363,5580,63656,4552,1165707,6738,3370859,5484,401175,10810,2969684,12490,904105,2236,321562,6431,582543,6450,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2792841,6091,620246,3003,22472,2492,597774,3728,1686965,4100,153710,5577,1533255,7473,485630,1153,146400,4549,339230,4554,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2418471,8322,569932,4137,20553,2354,549379,4329,1451529,5266,158411,5696,1293118,7278,397010,1376,140747,4750,256263,4689,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3807446,6402,831952,3307,46927,3267,785025,4075,2337882,4476,383878,11343,1954004,11932,637612,1272,258104,5818,379508,5906,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2839850,8254,605404,3912,28731,3303,576673,4756,1744454,5574,216329,8497,1528125,9830,489992,1531,185056,5550,304936,5898,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1249171,1712,227596,1068,14062,2297,213534,2407,766954,1417,106338,5765,660616,5683,254621,793,87747,3654,166874,3682,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,3273422,13210,642789,6084,23591,2497,619198,6620,2032861,7917,179026,7106,1853835,9881,597772,2093,181389,5333,416383,5786,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5330746,16168,980535,7449,40447,4275,940088,8293,3394801,10545,307857,11150,3086944,13781,955410,2482,300256,7656,655154,8109,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7749183,10070,1576700,5231,68852,4720,1507848,6203,4763575,6122,538618,10576,4224957,11854,1408908,2157,471442,6648,937466,6775,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4564911,7518,955007,4172,32533,3079,922474,4193,2826654,4926,246047,7667,2580607,9287,783250,1388,237688,4979,545562,5170,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1702665,5062,364236,2592,18833,2600,345403,3604,1015751,3074,149026,7741,866725,7929,322678,1663,135293,5340,187385,5274,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4932249,7973,1057458,4663,50701,5068,1006757,6822,3002966,5737,374571,8746,2628395,9499,871825,2460,321085,7063,550740,7418,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,918409,2538,187076,1419,6955,1216,180121,1773,555549,1915,61117,3984,494432,4633,175784,793,60009,2865,115775,2969,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1654484,5198,389205,3112,13923,1748,375282,3320,995259,3286,95223,4691,900036,5916,270020,1164,92024,3208,177996,3235,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1917352,16626,394753,6989,13217,2527,381536,7506,1169314,11167,118610,6122,1050704,11194,353285,2612,120981,3993,232304,4644,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1234771,2946,231957,1454,12329,2120,219628,2597,781260,1925,79419,4864,701841,5148,221554,813,71832,3823,149722,3912,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6054228,22473,1247646,9818,43829,3432,1203817,10559,3716109,14699,283457,8027,3432652,15430,1090473,4109,324202,7258,766271,7448,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1557259,11670,346734,6057,15094,2562,331640,5726,917924,7753,124103,6518,793821,10271,292601,2502,109869,4911,182732,4864,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,12383618,35453,2378792,15313,95833,6354,2282959,15086,7714671,23575,676656,13067,7038015,26180,2290155,7225,717280,10664,1572875,11217,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,6934611,16949,1419285,9537,57749,4710,1361536,9695,4246663,10962,457975,12882,3788688,15584,1268663,2164,439767,7263,828896,7645,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,639879,2664,139186,1142,4378,931,134808,1574,397639,2127,30424,2176,367215,3164,103054,483,30976,2164,72078,2134,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9360043,9045,1956231,4918,90878,5415,1865353,5956,5739245,5784,671272,13479,5067973,13780,1664567,2759,561199,8795,1103368,8700,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2786861,7328,612932,3903,30361,2744,582571,4341,1677659,4958,243122,7685,1434537,10258,496270,1783,203651,5055,292619,5074,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3466628,13633,683208,6669,31650,3297,651558,7257,2133264,8297,247424,9169,1885840,11915,650156,1937,226647,5973,423509,6421,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,10202848,16824,1963759,9042,94813,5172,1868946,9245,6265156,10615,683352,12140,5581804,15543,1973933,3077,660012,10071,1313921,10037,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,854190,7040,152276,3368,8354,1760,143922,3417,544301,4207,60920,4099,483381,5695,157613,1173,49177,2962,108436,2943,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3325067,9001,662784,4535,32732,3366,630052,5376,2002389,6219,240492,9650,1761897,10343,659894,1830,219186,6162,440708,6515,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,724050,3008,161823,1674,3926,855,157897,1947,433873,1839,39631,3285,394242,3958,128354,547,39895,2362,88459,2440,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,5152703,8789,1086126,4366,53379,3356,1032747,5471,3158816,6222,425223,10502,2733593,12451,907761,1933,352805,7032,554956,6978,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,20618946,49724,5272466,23269,204429,8665,5068037,23212,12564905,33297,1187507,19189,11377398,37935,2781575,8536,1031511,12886,1750064,12795,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2637146,9141,765401,4895,29421,3352,735980,5939,1560425,5589,131398,5437,1429027,7471,311320,1518,104281,3763,207039,4197,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,581819,1292,106411,635,5236,944,101175,1265,364262,968,43919,3542,320343,3466,111146,433,35604,2069,75542,2095,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,5581886,16665,1146649,6723,43699,4087,1102950,6949,3464439,11937,331230,9733,3133209,15052,970798,2899,311344,7367,659454,7521,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5506411,15169,1112590,7589,46929,3729,1065661,7697,3437309,9763,384372,10328,3052937,14448,956512,2670,343092,7103,613420,7197,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1663453,3930,330224,1959,18582,2295,311642,2929,1003900,2650,179852,7005,824048,7382,329329,986,144507,3801,184822,3997,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4892216,10722,993473,5713,38341,2893,955132,5993,3023507,6441,281871,8662,2741636,10761,875236,1804,265038,6027,610198,6379,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,519911,3219,119620,1826,5853,1724,113767,2442,315367,2121,37543,3575,277824,3462,84924,853,32161,2722,52763,2779,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2192849,25751,427863,9423,31116,4331,396747,9259,1304543,18536,226279,9855,1078264,18841,460443,7061,227356,7051,233087,6608,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
