B27003_001E,GEO_ID,B27003_001M,B27003_002E,B27003_002M,B27003_003E,B27003_003M,B27003_004E,B27003_004M,B27003_005E,B27003_005M,B27003_006E,B27003_006M,B27003_007E,B27003_007M,B27003_008E,B27003_008M,B27003_009E,B27003_009M,B27003_010E,B27003_010M,B27003_011E,B27003_011M,B27003_012E,B27003_012M,B27003_013E,B27003_013M,B27003_014E,B27003_014M,B27003_015E,B27003_015M,B27003_016E,B27003_016M,B27003_017E,B27003_017M,B27003_018E,B27003_018M,B27003_019E,B27003_019M,B27003_020E,B27003_020M,B27003_021E,B27003_021M,B27003_022E,B27003_022M,B27003_023E,B27003_023M,B27003_024E,B27003_024M,B27003_025E,B27003_025M,B27003_026E,B27003_026M,B27003_027E,B27003_027M,B27003_028E,B27003_028M,B27003_029E,B27003_029M,B27003_030E,B27003_030M,B27003_031E,B27003_031M,B27003_032E,B27003_032M,B27003_033E,B27003_033M,B27003_034E,B27003_034M,B27003_035E,B27003_035M,B27003_036E,B27003_036M,B27003_037E,B27003_037M,B27003_038E,B27003_038M,B27003_039E,B27003_039M,B27003_040E,B27003_040M,B27003_041E,B27003_041M,B27003_042E,B27003_042M,B27003_043E,B27003_043M,B27003_044E,B27003_044M,B27003_045E,B27003_045M,B27003_046E,B27003_046M,B27003_047E,B27003_047M,B27003_048E,B27003_048M,B27003_049E,B27003_049M,B27003_050E,B27003_050M,B27003_051E,B27003_051M,B27003_052E,B27003_052M,B27003_053E,B27003_053M,B27003_054E,B27003_054M,B27003_055E,B27003_055M,B27003_056E,B27003_056M,B27003_057E,B27003_057M,B27003_001EA,B27003_001MA,NAME,B27003_002EA,B27003_002MA,B27003_003MA,B27003_003EA,B27003_004MA,B27003_004EA,B27003_005MA,B27003_005EA,B27003_006MA,B27003_006EA,B27003_007EA,B27003_007MA,B27003_008EA,B27003_008MA,B27003_009EA,B27003_009MA,B27003_010EA,B27003_010MA,B27003_011MA,B27003_011EA,B27003_012EA,B27003_012MA,B27003_013MA,B27003_013EA,B27003_014MA,B27003_014EA,B27003_015MA,B27003_015EA,B27003_016MA,B27003_016EA,B27003_017MA,B27003_017EA,B27003_018EA,B27003_018MA,B27003_019EA,B27003_019MA,B27003_020EA,B27003_020MA,B27003_021MA,B27003_021EA,B27003_022MA,B27003_022EA,B27003_023MA,B27003_023EA,B27003_024MA,B27003_024EA,B27003_025MA,B27003_025EA,B27003_026MA,B27003_026EA,B27003_027MA,B27003_027EA,B27003_028EA,B27003_028MA,B27003_029EA,B27003_029MA,B27003_030EA,B27003_030MA,B27003_031MA,B27003_031EA,B27003_032MA,B27003_032EA,B27003_033MA,B27003_033EA,B27003_034EA,B27003_034MA,B27003_035EA,B27003_035MA,B27003_036EA,B27003_036MA,B27003_037MA,B27003_037EA,B27003_038MA,B27003_038EA,B27003_039MA,B27003_039EA,B27003_040EA,B27003_040MA,B27003_041EA,B27003_041MA,B27003_042MA,B27003_042EA,B27003_043MA,B27003_043EA,B27003_044MA,B27003_044EA,B27003_045EA,B27003_045MA,B27003_046EA,B27003_046MA,B27003_047EA,B27003_047MA,B27003_048MA,B27003_048EA,B27003_049MA,B27003_049EA,B27003_050MA,B27003_050EA,B27003_051EA,B27003_051MA,B27003_052EA,B27003_052MA,B27003_053EA,B27003_053MA,B27003_054EA,B27003_054MA,B27003_055EA,B27003_055MA,B27003_056EA,B27003_056MA,B27003_057EA,B27003_057MA,state
2054301,0400000US35,1433,1007766,4136,77363,3310,48704,3620,28659,3064,186720,4082,99882,4741,86838,4891,100257,4266,31683,3446,68574,4143,117410,3189,38269,3058,79141,3361,119344,2805,33473,2804,85871,3198,116873,3429,35276,3102,81597,3571,132659,1597,45445,2915,87214,3092,98092,1469,93769,1774,4323,1059,59048,1219,58331,1269,717,340,1046535,3992,73028,2824,44864,3033,28164,2655,185709,3748,98051,4703,87658,5249,95666,2903,38923,3291,56743,3361,118098,3093,46791,3373,71307,3704,123653,2518,39398,3461,84255,3317,119478,2465,33195,3129,86283,3373,143202,1110,44133,3343,99069,3341,112183,1591,106701,1957,5482,1133,75518,1425,74280,1500,1238,579,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
19608066,0400000US36,2106,9476188,5651,705327,6134,315110,8203,390217,8658,1541722,7049,630283,13464,911439,12560,944685,8363,234774,8087,709911,10691,1273010,8256,282606,9301,990404,11541,1190149,3574,252013,7652,938136,8190,1270676,3548,279016,7446,991660,7919,1231775,2467,320312,7648,911463,8244,803469,2204,738251,3992,65218,3280,515375,1999,508631,2383,6744,1274,10131878,5438,671361,5642,301427,7849,369934,7466,1484734,7745,589759,12056,894975,11369,951526,8861,258334,8705,693192,10276,1306425,7147,363899,9686,942526,10058,1253205,3230,321048,7739,932157,7727,1365438,3102,322900,7998,1042538,7710,1351501,2168,372271,8149,979230,8363,958355,2671,897027,4259,61328,3942,789333,2843,778766,3315,10567,1739,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
10070781,0400000US37,3392,4844279,7906,367332,6207,172543,6786,194789,6044,884538,7979,353275,9467,531263,9321,451910,7302,49697,4648,402213,7297,558423,5979,62323,3889,496100,6863,606244,5664,65378,5253,540866,7022,662927,5103,92144,5431,570783,6921,613423,3351,149106,5564,464317,5504,448940,3100,430820,3558,18120,2417,250542,2131,248461,2034,2081,705,5226502,7234,356765,6224,174413,6111,182352,6671,842276,7645,328710,10750,513566,10763,455344,6011,83481,5477,371863,6582,612481,7283,103778,5252,508703,7867,668488,4715,84592,4606,583896,6036,710620,4606,89402,4667,621218,5720,690749,3035,132852,5094,557897,5757,530018,3692,513417,3794,16601,2072,359761,2678,357079,2836,2682,916,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
738177,0400000US38,1431,377790,2426,33385,1690,7499,1235,25886,1676,61778,2152,10954,1861,50824,2567,43777,2573,2580,904,41197,2688,53687,1895,3839,842,49848,2010,45014,1790,4793,1310,40221,1977,42368,1271,5274,1107,37094,1483,48730,800,8014,1249,40716,1277,30287,380,27878,684,2409,653,18764,340,18758,340,6,11,360387,2049,29821,1349,8540,1615,21281,1391,58609,1938,13016,2663,45593,2609,39722,1603,3983,1110,35739,2139,45659,1661,5774,1181,39885,1831,42160,1369,4582,1397,37578,1534,39188,1220,3157,875,36031,1346,47683,994,5504,868,42179,1173,30484,821,29232,998,1252,486,27061,522,26761,596,300,213,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
11485078,0400000US39,1447,5600497,6227,419105,5047,179092,6835,240013,5877,990296,7407,346305,11849,643991,11205,534149,6138,89850,4606,444299,7186,661357,6438,127083,5878,534274,8084,667507,3594,122662,5894,544845,7024,734284,3373,138669,5802,595615,5586,768939,2318,184086,5022,584853,5525,513843,2014,488760,3200,25083,2484,311017,2079,307548,2126,3469,862,5884581,5958,404459,4509,175206,5845,229253,5282,945436,5611,322861,8809,622575,10094,526934,6366,135262,6038,391672,6835,674264,5642,201586,6651,472678,7786,692776,3589,153648,6361,539128,6615,766693,3040,147741,5181,618952,5356,828691,2325,184059,4646,644632,5022,587343,2663,560651,3486,26692,2711,457985,3172,450680,3149,7305,1245,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
3851302,0400000US40,1847,1890297,4538,162183,3054,81438,3340,80745,3519,361799,3672,153348,4884,208451,4700,187317,3653,13594,1562,173723,3457,227147,3248,24357,2100,202790,3531,232932,2661,28902,2034,204030,3048,225071,2468,31905,2618,193166,3148,232738,2177,50799,2182,181939,3039,162415,1750,155873,1671,6542,843,98695,1156,97560,1225,1135,429,1961005,3758,150888,2724,72388,2941,78500,3446,343883,3668,145378,4993,198505,4979,178907,3403,23233,2043,155674,3860,239836,3513,33690,2759,206146,4215,239652,2467,27908,2227,211744,3150,234067,2179,29837,2239,204230,3008,250601,1519,47785,2301,202816,2618,184104,1541,176841,1960,7263,1173,139067,1801,137777,1815,1290,390,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
4102901,0400000US41,1020,2024505,4244,141548,2920,67249,4180,74299,3940,335077,4542,128276,5762,206801,5363,182185,4186,40908,3558,141277,4624,258265,3856,58065,3775,200200,4731,270932,2643,50558,3130,220374,3700,254948,2276,51204,3328,203744,3382,260696,1902,71552,3787,189144,3801,204792,2096,195665,2310,9127,1514,116062,1385,114850,1421,1212,570,2078396,4036,133842,3029,61839,3869,72003,3815,317648,4098,119311,5698,198337,5529,180853,4005,46155,3909,134698,4830,256602,3598,68767,4764,187835,5395,272322,2959,60640,3996,211682,4197,257498,2482,52899,3557,204599,4074,282837,1693,71946,3602,210891,4019,224756,2005,218616,2059,6140,1125,152038,1641,150852,1738,1186,463,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
12602472,0400000US42,1128,6139951,4643,428739,4593,178580,5792,250159,6178,1021152,6460,354846,10276,666306,10879,576946,5864,97185,5070,479761,7399,735693,5633,128123,5665,607570,7272,721945,2989,119900,5272,602045,5436,821581,3030,135647,4769,685934,4978,867889,2216,182263,5511,685626,5900,589639,2262,559865,3387,29774,2429,376367,2438,373234,2507,3133,728,6462521,4539,411190,4688,169541,6551,241649,6635,973835,5642,333818,8309,640017,8934,580833,6523,120008,6190,460825,8328,738548,5934,179422,6740,559126,7212,741518,3296,153268,6579,588250,6853,857776,2626,160084,5771,697692,5846,927769,2116,201115,5875,726654,6149,671659,2297,640590,3515,31069,2876,559393,2793,553699,3033,5694,1091,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
1044111,0400000US44,858,504557,1863,33125,1191,12184,1594,20941,1833,80496,1742,30816,2974,49680,3174,55748,2423,8801,1940,46947,3036,63420,2067,14185,2352,49235,2725,59482,1041,10330,1418,49152,1710,67573,999,14482,2376,53091,2422,70618,1267,15871,1886,54747,2215,47074,780,43485,1202,3589,1031,27021,753,26691,737,330,249,539554,1934,32476,1617,15732,1820,16744,1722,77911,2450,26631,2581,51280,2952,56725,2395,13604,2042,43121,2562,63936,1858,18859,2312,45077,2429,62372,980,15288,1782,47084,1960,74169,1172,18039,2186,56130,2229,76002,904,20125,1896,55877,1810,52463,635,48844,1194,3619,1050,43500,816,42962,904,538,368,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
4928260,0400000US45,2320,2364975,6595,173075,4019,86052,3997,87023,3783,419978,6456,169854,7235,250124,7409,228669,5914,26215,2910,202454,6245,264460,6350,32476,3415,231984,6542,288899,4587,33696,3322,255203,5542,301962,3683,51725,4070,250237,5244,308826,1699,80599,3883,228227,4187,245125,2058,235825,2358,9300,1894,133981,2065,131937,2306,2044,795,2563285,6116,171850,3955,87300,4761,84550,4335,404460,5486,161561,5515,242899,7288,218963,5364,39424,3723,179539,5411,296814,4767,58751,4462,238063,6118,315455,3452,50912,4397,264543,5297,333881,3378,51819,3847,282062,4617,352625,1838,76603,4032,276022,4509,287841,2142,278785,2493,9056,1683,181396,1601,179736,1764,1660,641,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
851826,0400000US46,955,427382,2875,36874,1702,14924,1790,21950,2033,78396,2544,21080,1901,57316,2897,39375,1757,2412,960,36963,1753,52342,1570,5320,1201,47022,1776,49737,1221,5882,1110,43855,1446,49332,1062,5853,1141,43479,1382,58213,1021,9086,1220,49127,1365,40388,810,38875,978,1513,567,22725,548,22634,559,91,107,424444,2791,37143,2389,13948,2286,23195,1925,72001,2024,23487,2081,48514,2246,39135,1591,4565,1338,34570,1603,48636,1847,7548,1502,41088,1691,48263,1233,4505,929,43758,1081,48831,1207,4776,1011,44055,1053,57800,991,7404,1009,50396,1243,40285,733,38846,868,1439,437,32350,877,32156,878,194,167,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
6612552,0400000US47,2386,3199559,5840,241918,4615,110817,4903,131101,5791,570415,6592,222561,8734,347854,8396,298833,5927,40129,3842,258704,6850,383680,5850,49026,3853,334654,5721,398632,3750,58493,4509,340139,5565,429165,3501,79376,4328,349789,5188,414803,2608,101368,4806,313435,5298,295501,1779,281818,2218,13683,1557,166612,1725,165279,1858,1333,545,3412993,6037,237201,3832,114473,5417,122728,5765,550888,5300,225333,8314,325555,8737,304803,5629,64042,4990,240761,5945,403894,5191,89557,5417,314337,6150,425744,3413,90374,4899,335370,5443,452955,3181,76197,3884,376758,4291,458362,2087,97901,5101,360461,5081,340540,1694,329718,2308,10822,1760,238606,2183,236366,2386,2240,727,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
27836924,0400000US48,4153,13704361,9643,1228834,10439,562348,13006,666486,13080,2745103,13962,991614,20333,1753489,20877,1374379,14315,90348,5853,1284031,14123,1782155,13281,155683,7451,1626472,15317,1840377,8874,168522,7059,1671855,11288,1709000,6865,182482,7168,1526518,9712,1516526,3723,278158,7312,1238368,7961,965435,3579,890899,6760,74536,5557,542552,3375,531033,3973,11519,2169,14132563,9109,1170917,11059,532237,10592,638680,12181,2636991,15253,950845,19247,1686146,21844,1336827,9613,143895,6955,1192932,11036,1806728,11100,193896,8358,1612832,12065,1909534,6825,176228,9217,1733306,10564,1775012,6448,176965,7138,1598047,10159,1634830,4250,267648,7138,1367182,7573,1098200,3784,1021277,5718,76923,5316,763524,3580,738772,5049,24752,3403,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
3076318,0400000US49,925,1545177,3135,151797,2607,35314,2761,116483,3149,349740,3047,62307,4046,287433,5307,175463,3836,8245,1373,167218,3853,198821,3919,17856,1980,180965,3932,210219,1730,12488,1640,197731,2288,159069,1933,13945,1980,145124,2655,145820,1342,20124,2014,125696,2256,95170,1119,87539,1637,7631,1426,59078,883,58239,921,839,453,1531141,3167,148129,2730,34385,2831,113744,3398,322935,4237,56888,4503,266047,5318,165864,3141,10163,1572,155701,3405,202921,2808,22010,2674,180911,3405,209136,2064,16403,1678,192733,2473,156040,1487,13986,2046,142054,2244,150229,974,18422,2327,131807,2404,104884,1240,99631,1418,5253,859,71003,1186,69530,1308,1473,566,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
617556,0400000US50,273,304204,1259,19469,1146,10592,1151,8877,1184,46111,1506,20979,1647,25132,1578,33406,1428,6858,1331,26548,1453,32396,1176,10961,1626,21435,1717,33879,612,9411,1160,24468,1292,40103,593,7835,1312,32268,1283,46625,570,12458,1335,34167,1446,33705,482,32067,540,1638,506,18510,419,18375,484,135,152,313352,1189,17481,795,9618,1206,7863,1193,44044,1110,23280,1765,20764,1514,30213,1443,7113,1393,23100,1640,33519,1326,11358,1348,22161,1797,35025,597,9692,1115,25333,1287,42371,720,8994,1281,33377,1244,49187,619,13323,1507,35864,1607,36714,603,35207,822,1507,532,24798,426,24732,439,66,84,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
8256810,0400000US51,4827,3997118,7290,307525,4688,97733,5446,209792,5352,700759,6503,181257,7677,519502,9673,385066,6233,23807,3035,361259,6255,478764,4769,41798,4034,436966,5321,512528,4773,44736,3720,467792,5733,542609,4423,70618,4217,471991,5511,514703,2738,89859,4578,424844,4476,352864,2541,324479,3179,28385,2412,202300,2436,198150,2804,4150,1100,4259692,6007,295873,4660,91625,5777,204248,4822,678849,6623,171803,6851,507046,8781,390123,6178,35012,3033,355111,6413,506774,6364,65162,4163,441612,6808,553238,4678,57823,3889,495415,4975,577911,4146,58705,4091,519206,4907,568125,2564,83087,4183,485038,5133,401713,2886,378289,3510,23424,2639,287086,2802,281294,2776,5792,1280,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
7299812,0400000US53,2782,3619124,4673,280398,4171,119613,6137,160785,6311,606419,5390,229829,7425,376590,7492,329074,6400,60915,4864,268159,6330,490281,6231,92870,5277,397411,7180,478759,2960,78909,4823,399850,5039,469189,2735,84387,4972,384802,5260,463423,2171,110730,4044,352693,4310,323280,2150,302714,3071,20566,2409,178301,1427,176064,1377,2237,769,3680688,4107,267002,4482,110910,5168,156092,5999,586013,5494,219995,8610,366018,8184,320027,6625,70306,4555,249721,6818,475370,5548,114674,5885,360696,6264,479950,2957,84410,4238,395540,5031,468536,2376,80484,4325,388052,4299,487386,1847,101844,4501,385542,4546,354629,1947,338083,2488,16546,1695,241775,2347,238050,2184,3725,1327,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
1787126,0400000US54,719,877573,3347,62731,2392,33084,2856,29647,2493,140908,3435,64580,3979,76328,3479,84967,2738,18742,2326,66225,2960,86898,2206,25684,2991,61214,3256,105965,1822,30285,2578,75680,2699,115543,1293,34740,2456,80803,2468,126058,1012,43760,2607,82298,2666,97811,968,95389,1229,2422,784,56692,819,56354,903,338,262,909553,3271,55666,2380,31587,2624,24079,2482,140047,3649,66838,4294,73209,3544,73726,2744,22652,2220,51074,2645,92890,2171,36163,2781,56727,2829,108763,1563,31983,2533,76780,2846,117445,1671,32495,2734,84950,3155,133609,1011,43029,2789,90580,2931,107441,937,104837,1136,2604,769,79966,1304,79325,1338,641,359,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
5723963,0400000US55,784,2832224,4246,204442,3186,74749,2992,129693,3008,488111,4075,143503,6072,344608,6632,270861,4052,31022,2814,239839,4795,325051,3873,47534,2786,277517,4446,344711,2848,44891,2936,299820,3603,374375,2335,51110,2752,323265,3269,402001,2020,76601,3289,325400,3355,264986,1367,252105,2118,12881,1566,157686,1402,156522,1443,1164,406,2891739,4172,195642,3058,71003,3602,124639,3843,473313,4226,139664,5707,333649,6036,264815,3604,46363,3248,218452,4535,320868,3073,63864,3941,257004,4138,344301,2261,58367,3567,285934,3920,379061,1724,50783,3342,328278,3542,408314,1820,69924,3240,338390,3390,283244,1636,275002,1739,8242,1170,222181,1450,220143,1525,2038,533,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
568891,0400000US56,1060,288544,2571,21461,1617,5957,1421,15504,1603,53598,1912,11925,1921,41673,2666,25745,2011,1534,736,24211,2036,35828,1684,3963,1159,31865,1833,35712,1514,3708,940,32004,1866,32461,1155,3246,917,29215,1342,40922,846,7860,1235,33062,1368,27417,963,26402,919,1015,461,15400,918,15073,914,327,306,280347,2527,22474,1573,6827,1260,15647,1533,48371,1976,9824,1451,38547,2532,25163,1823,4018,1243,21145,1775,33378,1875,3218,939,30160,1976,33441,975,3295,928,30146,1454,31584,656,3087,846,28497,1061,40597,953,6252,1223,34345,1353,27340,1075,26722,1098,618,345,17999,904,17877,901,122,133,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
3309977,0400000US72,1047,1569208,5008,100264,4449,67311,4664,32953,3717,270148,5646,153004,6807,117144,6910,166048,5079,82010,4926,84038,6059,162515,4447,72861,4627,89654,4582,194453,3703,85805,5082,108648,5741,198163,3345,89782,5206,108381,4837,194868,469,109021,4212,85847,4336,165222,1493,158765,2174,6457,1678,117527,1433,116224,1507,1303,667,1740769,5004,80165,4287,53575,3859,26590,3042,254759,4946,151150,6121,103609,5861,161708,4853,87783,4938,73925,4290,182715,4506,100554,5312,82161,5379,228160,2952,109734,4600,118426,4935,229263,2287,110003,4889,119260,5121,233472,11,125110,4546,108362,4545,202132,317,192096,1765,10036,1710,168395,642,163909,1421,4486,1180,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
