GEO_ID,C27001_001E,C27001_001M,C27001_002E,C27001_002M,C27001_003E,C27001_003M,C27001_004E,C27001_004M,C27001_005E,C27001_005M,C27001_006E,C27001_006M,C27001_007E,C27001_007M,C27001_008E,C27001_008M,C27001_009E,C27001_009M,C27001_010E,C27001_010M,C27001_011E,C27001_011M,C27001_012E,C27001_012M,C27001_013E,C27001_013M,C27001_014E,C27001_014M,C27001_015E,C27001_015M,C27001_016E,C27001_016M,C27001_017E,C27001_017M,C27001_018E,C27001_018M,C27001_019E,C27001_019M,C27001_020E,C27001_020M,C27001_021E,C27001_021M,NAME,C27001_001EA,C27001_001MA,C27001_002EA,C27001_002MA,C27001_003EA,C27001_003MA,C27001_004MA,C27001_004EA,C27001_005MA,C27001_005EA,C27001_006EA,C27001_006MA,C27001_007EA,C27001_007MA,C27001_008MA,C27001_008EA,C27001_009MA,C27001_009EA,C27001_010MA,C27001_010EA,C27001_011MA,C27001_011EA,C27001_012EA,C27001_012MA,C27001_013EA,C27001_013MA,C27001_014MA,C27001_014EA,C27001_015EA,C27001_015MA,C27001_016MA,C27001_016EA,C27001_017EA,C27001_017MA,C27001_018EA,C27001_018MA,C27001_019EA,C27001_019MA,C27001_020MA,C27001_020EA,C27001_021EA,C27001_021MA,state
0400000US18,6391470,950,3132505,4540,821850,3216,746398,6310,75452,5515,1962643,3642,1532436,10028,430207,9721,348012,1760,346744,1751,1268,563,3258965,4486,780470,3371,713250,5185,67220,4591,2019723,3300,1648384,9695,371339,9145,458772,2609,456338,2717,2434,733,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3004885,571,1483717,3817,367351,2873,352780,3634,14571,2347,930050,2621,790314,6107,139736,5603,186316,1087,185675,1110,641,333,1521168,3843,354411,3080,339936,3749,14475,2292,924766,2161,814974,4629,109792,4370,241991,1285,241395,1268,596,339,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2804461,1848,1379541,3843,371188,3235,338399,4245,32789,3403,850271,2862,676382,6011,173889,5904,158082,1606,157404,1614,678,413,1424920,3890,354249,3373,327255,4187,26994,2786,868256,2475,714013,6175,154243,5874,202415,1733,201562,1776,853,479,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4242714,4353,2065844,4964,526090,3772,493168,4762,32922,3637,1297854,4482,984209,9125,313645,8875,241900,1677,241512,1731,388,275,2176870,5805,492285,3757,464027,4435,28258,3109,1370126,4137,1099303,8468,270823,7949,314459,1758,313454,1763,1005,485,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4440314,1830,2146775,5421,568772,5051,538093,6114,30679,3005,1346768,5476,970511,10468,376257,10537,231235,1949,229536,2034,1699,683,2293539,5059,544557,4002,513518,5405,31039,4303,1441656,3030,1092198,9160,349458,8986,307326,2094,305471,2211,1855,647,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1313037,991,640864,2086,140497,1106,134479,1441,6018,1041,409860,1592,336619,4579,73241,4150,90507,716,90323,740,184,144,672173,1794,132601,1190,127684,1526,4917,957,426619,1192,377952,3358,48667,3139,112953,852,112915,856,38,57,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5687998,2852,2730888,4561,689853,3158,655772,4913,34081,3967,1748894,3282,1431085,10207,317809,9708,292141,1505,288330,1703,3811,1014,2957110,4114,660158,2936,629941,4099,30217,3671,1902044,3248,1653901,8288,248143,8177,394908,2410,388108,2639,6800,1555,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6478067,1529,3126920,3073,721791,1755,711176,2786,10615,2110,2039337,2361,1872698,8595,166639,8331,365792,1686,364282,1704,1510,734,3351147,2622,692955,1926,681888,2868,11067,2400,2160196,2089,2065255,5909,94941,6101,497996,1896,497051,2038,945,457,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9763683,1209,4771428,4679,1194627,3227,1146487,5167,48140,4350,2997973,3477,2364570,11897,633403,11994,578828,1904,577411,1943,1417,447,4992255,4631,1136848,3013,1089885,5251,46963,4190,3108521,3069,2633637,10923,474884,10668,746886,2255,744309,2344,2577,803,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5252092,680,2602043,3879,655641,2802,612311,4259,43330,3853,1656207,2541,1428096,6969,228111,6561,290195,1728,289135,1686,1060,435,2650049,3664,625381,2930,584546,4982,40835,4100,1658093,2845,1496258,5757,161835,5703,366575,2160,365487,2188,1088,499,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2902907,1467,1391938,5326,382928,3654,350418,4867,32510,4032,852663,4094,610507,7769,242156,7240,156347,1559,155399,1680,948,530,1510969,5148,369057,3655,338065,5163,30992,3763,928455,3456,707363,8296,221092,7773,213457,1541,213060,1482,397,301,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5879864,2130,2855555,4690,722624,3490,675502,4989,47122,4075,1783075,3851,1422754,10309,360321,9985,349856,2038,348435,2264,1421,607,3024309,4845,691106,3531,650083,4943,41023,4289,1879436,3811,1557335,9822,322101,9021,453767,2246,451861,2226,1906,649,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,975562,1190,490286,2609,115203,1617,100902,2728,14301,2348,308318,2385,232864,4446,75454,3824,66765,772,66593,751,172,166,485276,2630,106252,1546,92995,2516,13257,1902,303133,2083,237596,4168,65537,3501,75891,695,75631,732,260,211,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1802049,954,889093,3223,234139,2307,220708,2921,13431,1728,553002,2146,452685,5026,100317,4552,101952,1489,101666,1507,286,257,912956,2989,224730,2128,212427,2555,12303,1965,555277,1987,474380,4225,80897,3824,132949,1220,132530,1211,419,291,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2668966,1868,1338942,3747,339430,1931,279792,5449,59638,4743,845977,3595,587948,8326,258029,8763,153535,1114,150387,1602,3148,1137,1330024,3442,324312,2110,268611,4512,55701,4186,836034,3208,612460,8254,223574,7589,169678,1115,166068,1443,3610,1085,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1302639,468,639624,1981,145436,1422,138958,2166,6478,1542,416428,1572,346256,4914,70172,4654,77760,822,77531,828,229,189,663015,1949,140294,1514,133093,1988,7201,1803,428123,1378,367751,4183,60372,3959,94598,959,94037,1087,561,396,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8693541,1177,4212072,3146,1050288,3158,989078,6163,61210,5253,2677835,2733,2109587,12167,568248,12190,483949,1556,474358,2393,9591,1962,4481469,3061,1007167,2171,944921,4901,62246,4575,2806131,1962,2368378,10167,437753,10374,668171,2065,656061,2722,12110,1716,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2032699,1222,996613,3527,263103,2281,237244,3335,25859,2807,610744,2604,427121,7464,183623,7109,122766,1159,121316,1174,1450,589,1036086,3187,254555,2583,227523,4875,27032,3863,634548,2089,476124,7135,158424,6733,146983,1402,144813,1517,2170,683,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19134281,2566,9220963,5179,2200191,3084,2090868,6818,109323,6296,5962860,5437,4778420,21190,1184440,20525,1057912,3288,1045703,3639,12209,1841,9913318,5466,2101470,3311,2002332,7018,99138,6316,6345074,3939,5488009,16504,857065,16088,1466774,3502,1451567,4406,15207,2204,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9360661,4149,4502110,9126,1169913,6626,1081828,8943,88085,6505,2819697,5821,2076298,16494,743399,15119,512500,2461,509321,2443,3179,972,4858551,7916,1110736,6773,1022121,7885,88615,6300,3061444,4383,2418766,14933,642678,14844,686371,2862,682490,2874,3881,1081,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,660611,725,335069,1655,78887,1368,73121,1546,5766,1242,215114,1357,182611,2602,32503,2428,41068,487,40967,518,101,101,325542,1650,71221,1248,67284,1608,3937,933,203428,1149,181305,2251,22123,2019,50893,680,50788,650,105,110,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11358640,5507,5515965,8035,1384710,4109,1302777,6694,81933,5592,3464441,7972,2783011,16228,681430,14672,666814,3080,663700,3180,3114,947,5842675,6104,1330412,3876,1250391,6067,80021,5548,3618393,4550,3070262,12732,548131,13299,893870,4545,889556,4930,4314,1300,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3677206,1908,1792398,4530,472169,2998,425540,4504,46629,3180,1104229,3622,789708,7762,314521,7120,216000,1882,214693,1902,1307,512,1884808,4541,457180,3461,411288,4056,45892,3738,1152583,3322,868985,8508,283598,7515,275045,1817,273441,1972,1604,773,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3799107,882,1871966,3734,446081,2561,407182,4815,38899,3914,1193122,2637,882666,9265,310456,9086,232763,1765,230674,1977,2089,783,1927141,3671,419281,2567,382429,4585,36852,4138,1215630,2337,954067,8481,261563,7895,292230,1704,290585,1837,1645,651,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12506000,1361,6060720,5472,1420218,3326,1345148,6579,75070,5966,3838285,5085,3217241,14210,621044,12756,802217,2714,798274,3048,3943,1081,6445280,5272,1358015,3153,1288901,6237,69114,5429,4002797,3832,3504929,12925,497868,12013,1084468,2913,1080327,3096,4141,1067,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1036743,1079,499116,1554,114912,1120,109595,1858,5317,1517,323567,1374,258381,4474,65186,4254,60637,682,59944,822,693,454,537627,1444,109058,1128,101885,2013,7173,1786,344862,1541,297626,3551,47236,3198,83707,945,83128,1057,579,419,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4536835,2329,2176225,5572,545134,3777,495669,5048,49465,4235,1362516,3502,993004,10971,369512,10611,268575,1641,267047,1795,1528,550,2360610,5408,533343,3993,480951,5374,52392,4689,1478979,3165,1158675,9733,320304,9091,348288,1513,346214,1637,2074,738,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,798141,664,399370,2505,105103,1809,95855,2389,9248,1991,244471,1746,200114,3528,44357,3101,49796,770,49750,774,46,59,398771,2444,95790,1872,88343,2454,7447,1391,241372,1388,203810,3169,37562,3031,61609,924,61383,853,226,313,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6259546,1957,3028111,6070,762141,4776,721669,6388,40472,4639,1905390,4924,1449543,11765,455847,12959,360580,2095,357998,2156,2582,870,3231435,6546,730956,4604,692184,5655,38772,4015,2027641,5400,1669661,11297,357980,10021,472838,3280,469930,3279,2908,1014,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24779450,4528,12159072,10119,3517467,7197,3009683,14428,507784,13527,7527147,8580,5018376,27067,2508771,27528,1114458,3757,1093115,4092,21343,2111,12620378,8698,3358555,6153,2869846,14727,488709,12808,7839554,6326,5522919,27331,2316635,26459,1422269,4065,1390037,5470,32232,3513,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2750354,1102,1377933,2277,448589,1764,400806,4924,47783,4422,817050,1878,640230,7683,176820,7841,112294,916,111486,901,808,564,1372421,2263,421794,1786,374886,5133,46908,4854,816459,2070,667596,5930,148863,5740,134168,1235,133426,1267,742,328,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,619886,304,304862,1283,66943,1105,65442,1163,1501,580,198725,1031,168166,2572,30559,2488,39194,477,39182,477,12,22,315024,1264,62718,800,61592,1024,1126,523,203791,1031,187216,2100,16575,1876,48515,564,48408,582,107,112,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7807416,5241,3770982,7746,949138,5575,888526,6955,60612,5406,2406840,7097,1935100,11938,471740,11382,415004,2415,410968,2504,4036,1000,4036434,6989,900527,5339,839759,7646,60768,5060,2596062,4741,2179033,12627,417029,10192,539845,2769,533900,3346,5945,1262,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6638081,3035,3275497,4678,810796,2840,759444,4954,51352,4139,2100843,4100,1630383,12999,470460,12628,363858,1967,361913,1987,1945,607,3362584,4154,772140,3010,721878,5819,50262,5542,2144227,3313,1776713,10505,367514,11010,446217,2350,442161,2469,4056,845,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1823372,786,891894,3214,197744,2341,189261,3270,8483,1921,567101,2856,437506,6309,129595,5803,127049,903,126620,975,429,335,931478,2993,187530,2580,178495,3063,9035,1623,581148,2576,463289,5417,117859,5336,162800,1127,162040,1241,760,535,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5613402,872,2776963,3756,682805,2904,645824,4021,36981,3308,1764285,3386,1491192,9664,273093,8519,329873,1473,328764,1575,1109,632,2836439,3684,651353,2916,621224,4447,30129,3045,1765824,3008,1578950,7664,186874,6748,419262,1869,418248,1844,1014,360,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,555010,816,279740,2744,69325,1700,64392,2080,4933,1320,178812,1644,140969,3229,37843,3049,31603,750,31523,749,80,102,275270,2379,66904,1752,61069,2290,5835,1440,172173,1294,138413,2877,33760,2804,36193,742,35808,759,385,427,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3695636,871,1765448,2964,461940,2643,442065,3681,19875,2673,1068291,1348,912262,5525,156029,5596,235217,854,233707,1066,1510,568,1930188,2791,435500,2661,416763,3332,18737,2067,1191306,1067,1092923,4985,98383,4707,303382,1244,300977,1401,2405,696,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
