GEO_ID,C17002_001E,C17002_001M,C17002_002E,C17002_002M,C17002_003E,C17002_003M,C17002_004E,C17002_004M,C17002_005E,C17002_005M,C17002_006E,C17002_006M,C17002_007E,C17002_007M,C17002_008E,C17002_008M,NAME,C17002_001EA,C17002_001MA,C17002_002MA,C17002_002EA,C17002_003EA,C17002_003MA,C17002_004EA,C17002_004MA,C17002_005MA,C17002_005EA,C17002_006MA,C17002_006EA,C17002_007EA,C17002_007MA,C17002_008EA,C17002_008MA,state
0400000US13,9446906,4877,770279,24609,918653,27234,510225,24428,493383,21088,721557,23693,253565,13939,5779244,42885,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1326373,1510,74002,7919,68183,7515,42496,6345,43668,5769,69461,8002,27971,5857,1000592,14630,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1541860,1275,97868,8805,144404,10105,91039,7830,98489,9840,126867,8252,47936,6518,935257,14744,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12543457,3191,764391,24556,967320,27541,534043,22231,571758,24100,802082,24647,312898,17907,8590965,44601,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6294417,3609,439555,19202,523220,18747,297939,13864,332221,15094,474834,19809,182349,11059,4044299,33372,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2950251,2192,157108,9028,213399,11035,128967,7130,125854,8548,199672,10468,81565,6142,2043686,15675,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2775355,2167,163768,9929,213762,12632,142841,11114,130510,10030,183016,11679,75148,6937,1866310,21158,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4215643,2986,346810,16179,453416,17104,238622,12846,227821,12681,312810,14817,126244,9241,2509920,29367,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4413890,3449,355972,15454,469172,18523,241103,13866,238605,14709,327471,17560,123373,10120,2658194,28251,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1293012,1146,60853,5840,106389,6416,63875,6679,63349,5369,94013,6633,38161,4661,866372,12795,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5643821,3530,275335,14285,281805,15911,164106,11859,177152,14520,277735,14710,116209,11270,4351479,30934,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6333611,2630,333283,15969,391860,17312,224555,14641,210169,11559,298514,15300,116732,10524,4758498,28040,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9656449,3934,733180,18698,885077,25482,453066,17436,464752,16902,654994,20477,253885,14061,6211495,38165,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5189200,2281,260981,13132,338535,13432,207059,9886,204887,11137,294189,12231,119354,7700,3764195,21019,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2875594,2515,278168,13455,365715,17421,186110,12269,180024,12162,219294,12220,86981,9450,1559302,24236,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5817852,2620,385117,16667,503453,18055,276118,13917,299525,14267,431219,17257,166642,12233,3755778,29626,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,964509,2420,60917,6682,80052,7284,53406,5422,50820,6609,73259,6446,26835,3641,619220,12535,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1776166,2053,92656,8443,137267,10372,79450,6987,83770,7000,124807,8387,45247,4509,1212969,13190,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2666662,1598,187341,15415,210686,15749,120010,11632,134238,11436,201320,14632,82240,8949,1730827,26181,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1276614,1142,48341,5527,57445,5898,37038,4605,48046,5786,65341,6054,25713,4018,994690,10356,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8626524,2857,395509,16774,489280,19535,281843,18003,281758,16512,426396,20438,180152,12362,6571586,37492,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2024716,1715,175457,11583,238394,17023,120704,9987,116960,10835,148697,11314,63542,8752,1160962,19425,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18879810,5820,1293030,37963,1528440,35079,810561,27830,817169,25305,1142784,32571,440147,17922,12847679,61293,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9304553,3703,728842,23901,898760,26293,502887,19642,498448,18618,670648,24257,244418,16049,5760550,38257,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,651415,600,38432,4557,46463,4542,28139,4056,23704,2995,39506,4042,13776,2587,461395,6639,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11224969,4110,823208,24988,955824,23791,508322,22997,519686,19047,769944,24797,309758,14024,7338227,38372,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3646849,2289,262612,11099,353998,14790,203365,10946,210357,10748,275281,15065,112321,9352,2228915,19661,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3765919,2565,271430,11282,324978,14247,194851,11410,207097,13321,278536,14309,114815,8658,2374212,22496,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12298955,4096,726102,24082,922082,25740,512287,20834,532341,18358,756222,24593,329381,16061,8520540,43523,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1012200,827,61141,5934,81047,8269,43927,6427,41986,4602,62344,6385,23719,4839,698036,12680,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4493865,3196,377849,17430,437906,18989,239315,14689,251313,15773,347565,16567,124088,9632,2715829,28801,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,788226,1027,49608,5232,64152,6219,40218,5242,40177,5606,54194,5219,20296,3081,519581,8062,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6195120,3574,490491,20396,604975,22530,339711,15932,335851,15915,488923,21830,179616,12970,3755553,33711,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,24652927,7949,1830919,45038,2583562,47451,1411313,43334,1363841,40342,1847082,42524,682426,29983,14933784,76233,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2730176,1935,153298,11134,205944,12584,109062,9608,142293,14439,203182,13966,91641,9849,1824756,22128,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,600850,1125,34295,3584,42057,4358,23835,3479,26290,3854,37765,4044,18440,2505,418168,7034,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,7780635,2803,374894,15870,487075,17547,284087,14217,322998,17984,444467,21076,167061,12042,5700053,37024,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6615922,2965,400377,18473,488341,19830,261241,14706,289491,15021,398571,19550,147183,10219,4630718,31232,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1799960,1852,129899,9778,196608,11121,100929,8920,100903,7828,128542,8365,61985,7003,1081094,18118,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5535803,3152,307430,12050,424049,14084,221871,12131,243149,10527,362788,14721,150186,9809,3826330,25827,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,551120,851,25693,3359,35884,5882,22297,4364,24695,4545,37369,6003,13753,3249,391429,8825,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3685731,1892,931622,22151,728170,19236,318508,15715,274641,14762,328772,15418,105322,8407,998696,20326,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
