GEO_ID,B01001G_001E,B01001G_001M,B01001G_002E,B01001G_002M,B01001G_003E,B01001G_003M,B01001G_004E,B01001G_004M,B01001G_005E,B01001G_005M,B01001G_006E,B01001G_006M,B01001G_007E,B01001G_007M,B01001G_008E,B01001G_008M,B01001G_009E,B01001G_009M,B01001G_010E,B01001G_010M,B01001G_011E,B01001G_011M,B01001G_012E,B01001G_012M,B01001G_013E,B01001G_013M,B01001G_014E,B01001G_014M,B01001G_015E,B01001G_015M,B01001G_016E,B01001G_016M,B01001G_017E,B01001G_017M,B01001G_018E,B01001G_018M,B01001G_019E,B01001G_019M,B01001G_020E,B01001G_020M,B01001G_021E,B01001G_021M,B01001G_022E,B01001G_022M,B01001G_023E,B01001G_023M,B01001G_024E,B01001G_024M,B01001G_025E,B01001G_025M,B01001G_026E,B01001G_026M,B01001G_027E,B01001G_027M,B01001G_028E,B01001G_028M,B01001G_029E,B01001G_029M,B01001G_030E,B01001G_030M,B01001G_031E,B01001G_031M,NAME,B01001G_001MA,B01001G_001EA,B01001G_002MA,B01001G_002EA,B01001G_003EA,B01001G_003MA,B01001G_004EA,B01001G_004MA,B01001G_005MA,B01001G_005EA,B01001G_006EA,B01001G_006MA,B01001G_007MA,B01001G_007EA,B01001G_008MA,B01001G_008EA,B01001G_009EA,B01001G_009MA,B01001G_010EA,B01001G_010MA,B01001G_011MA,B01001G_011EA,B01001G_012EA,B01001G_012MA,B01001G_013MA,B01001G_013EA,B01001G_014MA,B01001G_014EA,B01001G_015EA,B01001G_015MA,B01001G_016MA,B01001G_016EA,B01001G_017MA,B01001G_017EA,B01001G_018MA,B01001G_018EA,B01001G_019MA,B01001G_019EA,B01001G_020EA,B01001G_020MA,B01001G_021EA,B01001G_021MA,B01001G_022EA,B01001G_022MA,B01001G_023MA,B01001G_023EA,B01001G_024EA,B01001G_024MA,B01001G_025MA,B01001G_025EA,B01001G_026MA,B01001G_026EA,B01001G_027EA,B01001G_027MA,B01001G_028EA,B01001G_028MA,B01001G_029EA,B01001G_029MA,B01001G_030MA,B01001G_030EA,B01001G_031EA,B01001G_031MA,state
0400000US44,28928,3153,14606,2117,2139,772,2361,893,1935,921,672,386,876,500,842,461,1207,809,948,466,1009,364,1465,741,829,380,287,213,0,291,36,61,14322,1812,2463,823,1378,596,1442,542,1236,578,531,238,1195,425,604,434,860,447,1403,528,1215,573,1245,601,524,254,226,222,0,291,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,84424,7091,42184,4359,8163,1741,7774,2205,4263,1242,2042,622,2264,904,4113,1325,2657,673,1738,681,2481,1019,3191,906,2079,854,967,496,452,341,0,296,42240,3732,8010,1808,5979,1200,5519,1211,2716,817,2289,728,2684,786,2645,942,1858,682,3825,1011,3353,856,1718,580,911,427,233,228,500,292,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,16096,2591,9421,1869,2337,761,1429,778,1153,631,490,259,325,249,811,422,918,477,521,441,581,346,349,319,123,127,82,130,176,192,126,247,6675,1255,906,409,1350,568,636,353,456,247,151,143,401,271,410,283,311,285,966,631,262,169,414,276,322,231,70,103,20,35,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,107997,7211,50025,4524,9489,1655,8235,1761,5729,1111,2083,728,2027,890,3206,947,3178,1036,2197,807,4836,1348,4224,980,2402,639,998,367,1159,579,262,291,57972,4401,11785,1792,7826,1630,8185,1651,3324,950,1472,585,3222,932,4406,1102,2149,621,4293,1183,4706,1026,3736,932,1630,566,957,480,281,325,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,548048,20535,270969,12105,42938,3379,39271,4098,31942,2916,20103,2591,9211,1572,18934,2501,15173,2464,15308,2030,26694,2662,24741,2449,14495,1746,8034,1464,3200,827,925,476,277079,11465,42915,3810,34784,4123,32590,2926,15791,2211,11096,1967,19626,2001,20807,2525,16471,2132,27565,2971,25323,2193,16431,1606,7661,1428,4257,882,1762,525,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,65490,5960,33680,3622,7043,1486,5874,1330,5422,1233,2702,924,1245,592,2749,850,2177,934,1421,662,2633,766,1297,461,518,292,389,293,152,199,58,97,31810,3287,6198,960,5342,1185,3768,1006,1939,616,2013,767,2910,767,1872,618,2522,682,2010,732,1473,561,1077,417,391,289,198,161,97,104,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,10315,1582,4583,1002,906,327,1053,629,735,325,111,94,113,99,224,177,148,115,301,203,229,221,357,229,301,228,0,211,75,95,30,39,5732,1055,972,336,710,407,636,416,389,224,42,58,595,316,357,294,298,201,524,304,521,356,514,323,85,75,65,72,24,40,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,219298,10898,105189,6103,20426,2603,15205,1837,14322,1998,7672,1360,4252,1108,7326,1482,4829,1206,7020,1514,9830,1781,6224,1185,4204,1055,2750,870,850,402,279,220,114109,6462,19594,2469,17872,2441,14691,1897,5729,1296,3999,1064,8418,1894,8067,1497,6048,1355,9065,1873,9526,1681,5912,1125,3349,748,1367,559,472,322,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,303255,11858,150163,7751,23690,2904,19426,2853,20763,2599,10772,1776,6123,1514,10763,1527,10347,1738,10074,2115,16209,2322,10659,1376,6951,1013,2329,675,1493,537,564,262,153092,6484,21301,1966,19550,2199,17891,2121,10369,1438,6369,1309,15582,2009,10157,1494,8688,1356,16850,2238,12641,1626,7230,1120,3808,831,1353,509,1303,512,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,36159,3150,17302,2166,2161,841,2645,763,2375,738,940,403,781,684,1343,646,771,392,1431,444,1141,499,2190,653,1118,496,150,139,256,219,0,269,18857,2269,2413,609,3007,747,1864,592,1579,496,995,676,1030,482,923,475,1091,548,1409,466,1391,453,1467,501,859,448,487,331,342,272,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,120805,7010,61798,4580,11361,1964,9280,1659,8382,1460,5320,1151,2762,826,5357,1219,2476,714,3929,1068,6099,1206,3395,923,2162,593,753,356,493,263,29,42,59007,4030,10573,1681,9582,1519,8822,1621,3717,864,2691,897,5018,1115,3003,831,3160,904,5309,1188,3124,812,2350,791,883,355,524,256,251,187,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,15118,2528,7483,1628,1880,897,782,408,646,425,233,246,261,224,283,259,663,528,708,465,901,383,647,428,317,224,123,129,19,39,20,27,7635,1511,1330,738,1245,514,728,408,381,271,374,316,587,362,892,507,312,268,819,455,260,219,499,312,95,130,104,123,9,16,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,497879,14329,245197,8931,18556,1827,17989,2384,22563,2011,13006,1468,7503,1305,20696,2192,17065,1976,17981,2087,32840,2987,32923,2654,23961,2009,12741,1457,6028,1199,1345,586,252682,8211,17271,1886,16566,2022,20206,2361,11162,1769,6075,1227,20183,2077,18448,1960,21485,2089,35394,2791,33721,2103,26443,2182,14223,1546,8450,1224,3055,730,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
