GEO_ID,B16005I_001E,B16005I_001M,B16005I_002E,B16005I_002M,B16005I_003E,B16005I_003M,B16005I_004E,B16005I_004M,B16005I_005E,B16005I_005M,B16005I_006E,B16005I_006M,B16005I_007E,B16005I_007M,B16005I_008E,B16005I_008M,B16005I_009E,B16005I_009M,B16005I_010E,B16005I_010M,B16005I_011E,B16005I_011M,NAME,B16005I_001EA,B16005I_001MA,B16005I_002MA,B16005I_002EA,B16005I_003MA,B16005I_003EA,B16005I_004MA,B16005I_004EA,B16005I_005MA,B16005I_005EA,B16005I_006EA,B16005I_006MA,B16005I_007MA,B16005I_007EA,B16005I_008EA,B16005I_008MA,B16005I_009EA,B16005I_009MA,B16005I_010MA,B16005I_010EA,B16005I_011EA,B16005I_011MA,state
0400000US36,3151235,2095,1787259,20177,549940,16974,1237319,20837,956247,18476,281072,9885,1363976,20043,56810,4402,1307166,20071,375263,11432,931903,22047,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,697924,2961,308823,9818,111010,6903,197813,9148,152688,8775,45125,4345,389101,9767,14168,2490,374933,10251,112816,7505,262117,9864,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,11817,1035,10728,1066,8272,1376,2456,951,2049,848,407,285,1089,505,252,204,837,430,365,209,472,305,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,312291,2044,225710,5634,134084,6715,91626,4523,67371,4414,24255,2155,86581,5232,5435,1382,81146,5043,28297,3712,52849,3933,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,288119,1349,170510,5702,92029,6257,78481,5064,61973,4494,16508,2516,117609,5534,6518,1454,111091,5522,28838,3134,82253,4902,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,396273,990,227010,7744,114451,7390,112559,5404,94287,5261,18272,2565,169263,7488,8355,2290,160908,7291,45917,3998,114991,7647,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,641583,1580,478192,9292,189315,9327,288877,9944,200106,8123,88771,5859,163391,9079,14698,2624,148693,8372,42782,3799,105911,7222,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,118239,473,61983,3966,14087,2207,47896,3697,36802,2838,11094,2725,56256,4052,2046,887,54210,4298,12801,2221,41409,3514,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,202175,2191,93875,5093,41353,4506,52522,3802,43691,3283,8831,1900,108300,4921,5413,1608,102887,4729,24828,3028,78059,4961,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,17610,1459,12449,1632,7944,1529,4505,805,3636,786,869,512,5161,1065,546,317,4615,1035,1526,631,3089,1052,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,249279,3069,113878,6241,59333,5464,54545,4298,41896,3908,12649,2519,135401,6469,5136,1543,130265,6249,36121,3869,94144,5767,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8554386,1955,5626276,35445,1846084,28054,3780192,31947,2993167,34823,787025,17513,2928110,35276,88982,5417,2839128,36285,747053,20770,2092075,28029,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,316610,734,185052,6034,103451,6530,81601,5253,68714,5479,12887,2113,131558,5978,6069,1343,125489,6118,41708,4116,83781,4862,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9054,736,6890,1022,5234,967,1656,731,1622,722,34,56,2164,911,375,263,1789,869,554,304,1235,853,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,562381,2471,253165,7829,112335,7273,140830,6863,113850,6397,26980,3730,309216,7605,16857,2696,292359,7563,106478,6354,185881,6897,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,665673,1159,396442,7728,193431,9369,203011,8073,151912,8218,51099,4471,269231,7780,11585,2229,257646,8032,72094,5252,185552,7440,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,20120,1883,16182,2024,12256,1936,3926,1096,2928,893,998,548,3938,1089,353,254,3585,1096,1085,453,2500,936,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,293246,1446,187537,5733,93665,6122,93872,5772,70919,5199,22953,2392,105709,5743,6993,1623,98716,5290,28305,2605,70411,4507,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,44234,1073,36046,2145,24975,2414,11071,2106,8677,1865,2394,1086,8188,1805,358,383,7830,1730,3491,1271,4339,1263,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3459448,3277,3360817,7487,134904,7472,3225913,10894,502770,12601,2723143,15049,98631,6506,3455,896,95176,6660,10166,1770,85010,6238,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
