GEO_ID,C17004_001E,C17004_001M,C17004_002E,C17004_002M,C17004_003E,C17004_003M,C17004_004E,C17004_004M,C17004_005E,C17004_005M,C17004_006E,C17004_006M,C17004_007E,C17004_007M,C17004_008E,C17004_008M,C17004_009E,C17004_009M,NAME,C17004_001EA,C17004_001MA,C17004_002MA,C17004_002EA,C17004_003MA,C17004_003EA,C17004_004EA,C17004_004MA,C17004_005MA,C17004_005EA,C17004_006MA,C17004_006EA,C17004_007EA,C17004_007MA,C17004_008MA,C17004_008EA,C17004_009MA,C17004_009EA,state
0400000US13,7265656,6497,1135986,26565,102888,5369,348226,10956,684872,19137,6129670,27344,2898906,21119,1337730,16810,1893034,20646,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1062248,1814,105262,6100,8603,1537,34263,3163,62396,4441,956986,6205,457304,7604,217865,7377,281817,6478,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1163024,2092,169551,7825,16397,2117,74199,5447,78955,5828,993473,7813,420169,7712,280340,7364,292964,6447,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,9821075,6383,1193053,21576,95307,5304,402274,11381,695472,15685,8628022,22618,3917496,20869,2167462,23358,2543064,20248,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4902119,4810,653911,16161,44200,3399,245993,8882,363718,11907,4248208,17812,1895832,15819,1069702,16439,1282674,13584,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2322907,3234,266221,9416,23641,2577,122691,5989,119889,6115,2056686,9594,1026710,9245,523898,8325,506078,6760,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2140430,3714,258102,9874,25538,2456,106343,5294,126221,5988,1882328,10456,937030,12053,464143,10131,481155,8108,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3326068,4781,560906,13230,40381,3609,176063,7172,344462,9924,2765162,14692,1217855,14902,633001,11178,914306,12615,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3436560,4678,552053,13957,57469,4598,171311,7703,323273,10741,2884507,14879,1356772,14436,636845,12476,890890,13348,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1059317,1868,124806,5115,7014,1194,42745,3514,75047,4062,934511,5557,418024,6498,251823,6410,264664,5910,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4475110,3890,400771,13609,26592,3074,135727,7232,238452,10275,4074339,14528,2083957,16607,935389,13406,1054993,13269,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5104343,4381,547813,15333,24073,2922,181372,8073,342368,10882,4556530,15640,2114323,17168,1244341,15221,1197866,13543,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,7646810,4525,1134021,20526,72780,4958,392628,11744,668613,15506,6512789,21749,2557424,16682,1704715,16704,2250650,18647,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4070213,3152,426088,10069,31728,2586,188240,7031,206120,7630,3644125,10812,1737391,12954,1025695,12777,881039,9845,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2217383,3727,424874,15206,45118,4454,109742,5800,270014,11009,1792509,15848,816483,13189,355302,9994,620724,9607,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4592077,5030,625401,14502,53868,4577,219891,8181,351642,11696,3966676,14253,1846597,15475,958456,14269,1161623,13137,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,772099,3103,102020,6877,8306,1492,44367,3591,49347,4624,670079,6651,294698,6527,191203,6735,184178,4922,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1374405,2736,156609,7290,17367,2077,68461,4051,70781,4622,1217796,7110,633536,7582,311622,7565,272638,5902,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2086879,3056,266444,12834,21765,2740,90683,7128,153996,8783,1820435,13674,825212,12271,434545,12094,560678,8876,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1030370,1963,80370,5450,4417,1066,28944,3074,47009,4134,950000,5324,456225,7171,256680,6922,237095,5239,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,6831183,4442,621428,16686,48944,3860,173065,7934,399419,11901,6209755,17549,2903602,20311,1451277,18211,1854876,16454,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1570913,2903,276426,13577,28604,3368,85031,6317,162791,9015,1294487,13759,583220,11419,285664,9142,425603,8751,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,15163563,7190,2018829,33584,162560,8403,549012,14672,1307257,26691,13144734,35294,6139776,31171,2968449,26799,4036509,29265,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,7299004,6188,1119818,19538,91877,5792,388904,10038,639037,17143,6179186,21281,2779482,18766,1465613,19871,1934091,19911,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,519937,1443,63475,3767,6159,1125,28513,2519,28803,2317,456462,3908,242284,4337,120966,3482,93212,3244,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,8864946,6006,1210158,21498,86572,5182,429523,13608,694063,15729,7654788,23104,3395445,19031,1885583,19045,2373760,19048,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,2829542,3350,409211,9809,41631,3563,144431,6391,223149,6730,2420331,10051,1150593,12056,536344,10932,733394,9936,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3011562,3514,431938,12442,29045,3002,168282,7246,234611,9291,2579624,13287,1046011,12832,715327,11119,818286,11965,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,9902047,5723,1181813,17847,77090,4768,375743,10423,728980,16028,8720234,20123,3896523,20273,2130966,18933,2692745,21664,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,819146,1845,104485,6575,5520,1219,32333,3214,66632,4954,714661,6952,314341,6081,189087,5889,211233,6572,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,3546752,4424,563156,14981,41557,4031,188343,8161,333256,11935,2983596,15224,1326468,14121,663137,12653,993991,12780,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,612899,1812,80741,4952,7158,1233,34752,3224,38831,3816,532158,5066,281837,4963,131613,4421,118708,3954,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,4889140,4816,752973,18509,51524,4152,251168,10703,450281,14937,4136167,19416,1857500,18565,945616,14292,1333051,15648,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,18597872,10521,2819594,33418,349845,10520,966049,22115,1503700,21992,15778278,36318,7850164,39011,3441701,32531,4486413,29552,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1950124,2524,236848,9486,24235,3081,106780,6422,105833,6010,1713276,9239,778724,11010,477457,9468,457095,8237,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,491082,1533,57503,4050,4238,938,24255,2633,29010,2674,433579,4301,201377,4482,127218,3935,104984,3162,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,6164073,5170,623067,15589,48782,3660,221385,8397,352900,11408,5541006,17036,2795474,18831,1209338,16810,1536194,15427,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,5237336,4921,632083,18638,41993,3949,241153,11579,348937,13085,4605253,19268,2027583,16426,1216437,16046,1361233,13310,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1468997,3022,239884,8752,18553,2546,65166,3674,156165,6865,1229113,9195,506241,9000,241385,6333,481487,8258,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,4382021,4224,506615,11001,43702,3431,218201,6501,244712,8294,3875406,12837,1795085,14208,1055371,12986,1024950,9435,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,430815,1949,43699,4318,3845,1123,21902,2534,17952,2479,387116,4377,196426,5506,98835,4309,91855,3435,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,2913809,2744,1221542,16184,85210,5196,202789,7535,933543,14156,1692267,16459,703716,10776,254893,6575,733658,11547,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
