GEO_ID,C15010A_001E,C15010A_001M,C15010A_002E,C15010A_002M,C15010A_003E,C15010A_003M,C15010A_004E,C15010A_004M,C15010A_005E,C15010A_005M,C15010A_006E,C15010A_006M,NAME,C15010A_001EA,C15010A_001MA,C15010A_002MA,C15010A_002EA,C15010A_003MA,C15010A_003EA,C15010A_004EA,C15010A_004MA,C15010A_005MA,C15010A_005EA,C15010A_006EA,C15010A_006MA,state
0400000US23,243665,6752,84342,4108,22551,2171,34752,2881,41052,2698,60968,4343,Maine,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,950322,12622,390811,9619,72974,4172,148687,5609,108633,5567,229217,6697,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1509259,15691,563111,10540,117613,5482,282786,8297,158916,5711,386833,9644,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1405406,16669,433765,10729,139939,5064,308126,8008,243370,8076,280206,6781,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1027053,13080,333471,7677,93588,4087,203656,7360,163690,4949,232648,6558,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,275621,7915,71329,4398,30792,3088,62719,4078,60494,3766,50287,3673,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,902411,13579,254934,5077,92431,4812,193251,6351,165657,6340,196138,6912,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,185300,6698,63789,4252,19998,2299,28923,2803,34560,2504,38030,2796,Montana,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,317986,6663,83465,4037,34492,2543,69456,3747,67404,3477,63169,3351,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,294364,9364,89918,4739,23821,2637,66238,4124,42685,3268,71702,5151,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,280065,7109,100707,4139,21301,1701,56351,3061,36046,2742,65660,4057,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1556511,15014,516764,8868,109468,4747,348048,9543,227751,7274,354480,9120,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,287963,8144,108195,5358,25278,2388,41922,3090,47802,3921,64766,3609,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3239745,23539,1073508,15230,248052,5835,579310,12931,438791,11227,900084,13984,New York,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1349505,18814,446858,10242,121951,5259,272802,8014,200552,7668,307342,9640,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,116282,4103,29858,2406,15155,1641,21641,1827,26760,1896,22868,2175,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1673061,18618,490545,9352,166965,6011,357631,7828,316043,8571,341877,7966,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,462166,9569,128356,5920,44852,3087,104755,4914,94386,3783,89817,3645,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,673106,11008,253677,6850,53006,4278,94458,4344,91679,4533,180286,6404,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2067744,23806,680473,13624,201127,6698,394888,9415,351927,9822,439329,10388,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,194732,5584,63766,3605,19393,2167,34984,2796,26445,2616,50144,3772,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,614538,12477,190773,7194,59580,4072,135566,6450,98478,4692,130141,6076,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,131685,4705,39755,3005,16039,1520,23877,1844,29435,2489,22579,2186,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,835413,15033,240597,6935,80931,4168,188566,6524,143338,5747,181981,6698,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3254860,28020,1053412,14973,248820,7564,758393,14773,516331,11509,677904,14644,Texas,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,434897,8031,143292,5633,38082,2611,80092,4488,67452,3144,105979,4658,Utah,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,139525,4109,52074,3010,12329,1438,14345,1508,19185,1576,41592,2665,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1417528,16550,563162,10008,98458,4728,251965,6742,160557,6350,343386,8703,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1170070,15416,443314,8838,101899,5526,183768,7148,146277,5982,294812,8635,Washington,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,213818,7078,58007,3986,23618,2107,40328,2856,51760,3395,40105,3311,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,927556,11217,284116,6838,103533,4124,180730,5705,166491,5973,192686,5765,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,85430,4766,33347,3073,7663,1151,11361,1759,19107,2179,13952,1768,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,404861,9226,106835,5472,38353,2815,123849,5346,84336,3845,51488,3488,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,72
