GEO_ID,C17010H_001E,C17010H_001M,C17010H_002E,C17010H_002M,C17010H_003E,C17010H_003M,C17010H_004E,C17010H_004M,C17010H_005E,C17010H_005M,C17010H_006E,C17010H_006M,C17010H_007E,C17010H_007M,C17010H_008E,C17010H_008M,C17010H_009E,C17010H_009M,C17010H_010E,C17010H_010M,C17010H_011E,C17010H_011M,C17010H_012E,C17010H_012M,C17010H_013E,C17010H_013M,C17010H_014E,C17010H_014M,C17010H_015E,C17010H_015M,C17010H_016E,C17010H_016M,C17010H_017E,C17010H_017M,NAME,C17010H_001MA,C17010H_001EA,C17010H_002MA,C17010H_002EA,C17010H_003MA,C17010H_003EA,C17010H_004EA,C17010H_004MA,C17010H_005MA,C17010H_005EA,C17010H_006EA,C17010H_006MA,C17010H_007MA,C17010H_007EA,C17010H_008EA,C17010H_008MA,C17010H_009EA,C17010H_009MA,C17010H_010MA,C17010H_010EA,C17010H_011MA,C17010H_011EA,C17010H_012MA,C17010H_012EA,C17010H_013MA,C17010H_013EA,C17010H_014MA,C17010H_014EA,C17010H_015EA,C17010H_015MA,C17010H_016MA,C17010H_016EA,C17010H_017MA,C17010H_017EA,state
0400000US17,2150540,12184,120075,4491,47698,3484,27335,2740,72377,3415,12950,1476,8963,1402,59427,3189,49912,3039,2030465,11704,1695251,13590,683572,9899,335214,7793,106159,5254,52600,3850,229055,5551,115851,4763,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1412761,10056,125794,5327,47278,3314,29489,3061,78516,4522,13970,2051,10888,1786,64546,4111,58006,3998,1286967,9716,1060072,10737,416869,8322,226895,6487,73824,3719,43730,3111,153071,5100,87783,4022,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,731030,7003,49736,2531,19873,1935,11201,1491,29863,2423,4466,887,3184,752,25397,2290,23431,2165,681294,7136,575707,7681,218574,5499,105587,4372,36658,2833,22504,2389,68929,3541,41985,2992,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,597884,7304,41967,2973,14309,1737,8840,1491,27658,2589,4441,955,3505,898,23217,2607,21286,2527,555917,7859,468557,7335,178176,5328,87360,3693,29698,2445,17535,1949,57662,3335,36183,2547,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1005451,9470,130499,5185,53459,3733,29272,2600,77040,3956,15146,1999,11030,1617,61894,3699,54049,3417,874952,9634,716589,9395,279221,6834,158363,6099,49161,3519,26010,2656,109202,5411,60606,4248,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,727435,8923,58887,3227,22950,2195,11834,1723,35937,2748,5514,1268,3950,959,30423,2629,24773,2529,668548,7960,546568,8279,216481,6324,121980,4758,38053,2917,21071,2561,83927,4457,47808,3290,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,333167,4672,27422,2141,9518,1401,4644,918,17904,1738,2830,865,1927,745,15074,1603,13491,1549,305745,4862,249030,4591,86265,3759,56715,3199,19740,2234,11825,1637,36975,2938,22292,2259,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,848044,8935,31185,2899,12957,1977,6081,1383,18228,2154,3737,1294,2394,922,14491,1900,12815,1867,816859,9469,683063,9741,277493,6401,133796,6268,40701,3274,20010,2268,93095,5220,50191,4188,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1253987,11221,60389,4171,19674,2012,9709,1392,40715,3723,6730,1307,4582,1149,33985,3310,27678,2870,1193598,10865,968924,10292,407811,7326,224674,7732,58794,3400,25697,2714,165880,7093,83684,4741,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2017840,14023,177264,6688,74330,4127,44691,3012,102934,5179,18867,2184,13919,2018,84067,4583,72231,4102,1840576,12820,1525858,12979,580451,9488,314718,6835,99932,4530,51677,3329,214786,6119,112560,4977,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1184377,8695,59511,2740,22885,1877,11309,1424,36626,2670,6657,1136,4982,1090,29969,2495,27350,2367,1124866,8411,951582,8519,385624,5889,173284,5326,60234,3632,32640,2569,113050,4285,69345,3683,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,468754,6787,47728,4252,21055,2636,12095,2030,26673,3334,6348,1560,5106,1462,20325,2878,16644,2910,421026,7089,353993,6480,139987,5767,67033,4625,21159,2453,9637,1712,45874,3757,25339,2868,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1284646,10964,110052,4590,47314,2989,26505,2465,62738,3875,12965,1931,10254,1799,49773,3410,44531,3104,1174594,11290,977950,9958,376192,8241,196644,6611,64148,4130,36287,3293,132496,5150,73892,3997,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,233211,4631,21083,2345,10519,1669,5322,1125,10564,1812,2374,885,1689,777,8190,1721,7472,1649,212128,4556,179617,4334,63920,3317,32511,2292,11867,1265,6976,992,20644,2019,11940,1701,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,403106,5251,23979,2520,9031,1243,4786,990,14948,2180,3560,1062,2998,1046,11388,1781,10172,1723,379127,4885,321829,4482,124525,3472,57298,2660,20749,1900,11299,1157,36549,2153,22687,1852,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,383264,6765,25015,2436,10294,1618,5268,1383,14721,1888,3656,1047,2423,861,11065,1647,9346,1671,358249,6697,284894,6604,101820,4489,73355,4328,26320,2645,14518,2121,47035,3686,24714,2760,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,322471,5995,15704,1943,5296,1008,2465,799,10408,1709,1918,741,1524,632,8490,1448,7800,1437,306767,5716,254513,5426,98434,3896,52254,3669,17942,2483,11231,2131,34312,2661,17883,1993,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1376991,9776,50448,3826,23577,2121,13312,1635,26871,2896,4552,1352,3017,979,22319,2350,17988,2221,1326543,10068,1099216,10151,468377,6663,227327,7315,68884,3624,27029,2455,158443,6118,70300,4067,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,234023,5123,16130,1937,5816,1122,2927,834,10314,1815,2481,880,1931,901,7833,1519,7101,1530,217893,4899,180271,4842,58517,3473,37622,2754,14254,2042,7607,1481,23368,2167,13169,1884,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2852276,16531,173416,6253,84904,4628,51752,4100,88512,4593,15980,1972,11529,1802,72532,4286,58389,3598,2678860,16875,2192878,18779,875387,10537,485982,11892,150341,5621,66963,3547,335641,10155,158175,6638,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1692858,12036,137636,5579,59621,3861,32285,3117,78015,4849,14980,1935,10593,1774,63035,4466,52253,4071,1555222,11548,1314252,12780,494965,9056,240970,9285,69984,4552,35453,3454,170986,6987,93819,5498,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,157312,3099,9253,1150,4386,790,2059,664,4867,924,260,134,163,106,4607,905,4419,879,148059,3194,128018,3131,49015,2051,20041,1916,6993,1269,3751,830,13048,1593,7424,1186,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2491262,15003,224277,7476,83217,4584,47962,3283,141060,6045,25915,2756,20494,2297,115145,5862,100176,5522,2266985,14542,1863339,14502,724215,10296,403646,9055,127600,5350,66071,4368,276046,8123,147976,6249,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,708360,7185,65121,3671,26076,2267,15100,1957,39045,3120,5598,1283,4433,1137,33447,2998,29679,2738,643239,6847,530156,7206,196251,4914,113083,5299,34085,2837,19017,2293,78998,3779,43853,3433,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,796599,8559,70292,4692,28463,2980,14391,1899,41829,3567,6937,1286,4543,1098,34892,3222,30722,2988,726307,8685,591163,8675,214563,6478,135144,5781,43022,3184,22365,2704,92122,4783,51341,4731,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2664653,15076,171788,6499,66078,3742,35959,2688,105710,5440,19761,2084,14862,1805,85949,4931,74211,4682,2492865,14780,2051107,14130,761723,8853,441758,10058,144058,5187,69749,4158,297700,8202,150097,6095,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,196840,4600,10067,1718,2634,885,1479,661,7433,1447,1421,641,607,367,6012,1298,5210,1261,186773,4694,146303,4538,57019,3186,40470,2750,11543,1718,3897,953,28927,2293,14391,1785,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,816389,8122,68714,3999,28700,2664,15184,2259,40014,3397,6417,1490,4952,1251,33597,2834,27992,2560,747675,9288,623688,9148,228601,7078,123987,5952,37324,3287,17341,2342,86663,4384,47171,3396,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,181258,4226,10787,1323,4947,936,2186,666,5840,1110,801,382,714,393,5039,1036,4232,1055,170471,4285,146406,4266,55898,2509,24065,2456,9176,1609,5323,1284,14889,1595,10015,1314,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1305139,10997,136859,5663,62917,3680,36029,2878,73942,4566,13989,2167,10481,1870,59953,3928,51102,3667,1168280,9452,968061,10155,356086,7839,200219,5764,57879,3255,29033,2519,142340,5134,77561,4104,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3097882,16138,187030,8466,78991,4758,39778,3692,108039,6082,15875,2195,10345,1983,92164,5626,77796,5243,2910852,16243,2421815,17324,949254,11586,489037,9847,150968,6145,76524,4457,338069,8144,194633,6629,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,560004,6788,38697,2876,21274,1920,14275,1643,17423,2200,3643,1096,2767,950,13780,2047,11873,1889,521307,7101,447411,6336,229650,5360,73896,3654,22957,2355,12210,1537,50939,3135,28736,2821,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,154126,3374,12418,1506,4914,1021,2371,682,7504,1189,907,395,574,291,6597,1229,5812,1103,141708,3088,117121,2909,42672,2348,24587,1948,9581,1445,5771,1136,15006,1529,8764,1241,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1400745,11459,76419,3678,33648,2571,17637,2307,42771,3334,7935,1520,5802,1277,34836,2795,28705,2779,1324326,11692,1111880,12261,436061,7756,212446,7419,66819,4356,37077,3418,145627,6415,78893,4839,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1308384,10253,82964,5053,31582,3076,18693,2692,51382,3859,9609,1646,7386,1551,41773,3647,35715,3361,1225420,9898,1020973,9685,392284,7664,204447,6869,65008,4682,32911,3250,139439,5405,81099,4446,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,461797,6634,58054,3697,25434,2488,14485,1903,32620,3071,5740,1060,4376,1063,26880,2936,22295,2612,403743,6557,334202,6488,113634,4874,69541,3663,19864,2147,9685,1438,49677,3058,23979,2364,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1267923,9077,80046,4288,30812,2362,16758,1933,49234,3255,9806,1667,7383,1376,39428,3015,35432,2827,1187877,9250,1000645,10373,377745,5947,187232,6251,65322,3611,37552,2826,121910,5032,73498,3910,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,131235,3127,7770,1601,2930,934,2011,859,4840,1225,618,505,202,271,4222,1082,3406,876,123465,3226,105108,3396,41172,2593,18357,2142,6191,1117,4301,1092,12166,1799,7006,1335,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,6748,1221,2510,779,1061,499,403,316,1449,657,185,212,185,212,1264,620,1197,607,4238,887,3160,730,1215,439,1078,470,184,181,81,134,894,436,435,283,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
