GEO_ID,B20017F_001E,B20017F_001M,B20017F_002E,B20017F_002M,B20017F_003E,B20017F_003M,B20017F_004E,B20017F_004M,B20017F_005E,B20017F_005M,B20017F_006E,B20017F_006M,B20017F_007E,B20017F_007M,NAME,B20017F_001EA,B20017F_001MA,B20017F_002MA,B20017F_002EA,B20017F_003MA,B20017F_003EA,B20017F_004MA,B20017F_004EA,B20017F_005MA,B20017F_005EA,B20017F_006EA,B20017F_006MA,B20017F_007EA,B20017F_007MA,state
0400000US36,21393,327,22910,976,29238,1501,11361,492,19177,660,28062,1855,9928,473,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,16687,560,17439,870,22361,1018,11361,718,14685,1295,20997,1111,8137,1178,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,18648,3355,16502,2687,17462,4136,10551,5496,25649,12777,33909,23338,18238,3490,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,17626,1251,18907,1354,26025,2679,10341,1891,14858,3279,22174,2746,7576,3776,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18832,1548,21382,1049,25890,1582,11533,1828,13880,1659,21185,1218,6367,1177,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,16551,743,18335,1741,24657,3299,12032,1208,12323,1512,21504,1078,7797,1321,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,20223,1317,24493,2783,30267,1766,9009,1721,15240,2176,24908,1641,6426,746,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18632,1671,20551,2913,25726,3723,7993,1774,17686,1632,26693,4893,9631,997,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,16816,1328,19619,1774,21871,848,11512,889,11606,1274,19412,2792,7087,1382,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,18630,1718,19065,1559,19829,3661,3653,10486,16961,6103,19257,13066,11680,4928,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,16382,1019,17392,2305,24912,2593,10781,1468,13324,3222,19861,1821,7172,1351,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,19145,409,21441,347,26843,594,10726,319,15331,454,22403,582,7410,341,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,20501,844,22001,1351,25641,1756,11857,1920,17161,2293,23235,2087,10103,2786,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,21046,10452,21000,13836,27380,6652,6875,7838,21069,19391,40417,31134,5871,4399,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,23149,1619,25753,1348,30993,2388,15969,3462,20673,845,29566,4570,8424,2160,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,17517,1183,19969,1279,27056,3083,10538,875,13382,1568,22456,1805,7633,950,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,19012,3039,19767,2656,21819,6956,11377,15522,7898,31690,42251,191191,4815,3060,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,19962,2751,21020,2200,29062,3095,11152,1415,16499,3459,26969,1736,10139,1473,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,24867,2311,26217,1431,30283,7578,11591,12557,21825,6593,26663,6592,5395,1782,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,15839,554,16014,549,21335,1028,7413,767,15548,856,21342,1032,6965,955,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
