GEO_ID,C11010_001E,C11010_001M,C11010_002E,C11010_002M,C11010_003E,C11010_003M,C11010_004E,C11010_004M,C11010_005E,C11010_005M,C11010_006E,C11010_006M,C11010_007E,C11010_007M,C11010_008E,C11010_008M,C11010_009E,C11010_009M,C11010_010E,C11010_010M,C11010_011E,C11010_011M,NAME,C11010_001MA,C11010_001EA,C11010_002EA,C11010_002MA,C11010_003EA,C11010_003MA,C11010_004MA,C11010_004EA,C11010_005EA,C11010_005MA,C11010_006MA,C11010_006EA,C11010_007EA,C11010_007MA,C11010_008EA,C11010_008MA,C11010_009MA,C11010_009EA,C11010_010EA,C11010_010MA,C11010_011MA,C11010_011EA,state
0400000US13,1096451,15818,499947,11438,398623,10669,326983,9893,71640,4152,101324,5833,596504,11109,522382,10476,332086,9300,190296,5719,74122,4108,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,142737,5203,68553,3746,50504,3401,37664,2867,12840,1606,18049,2122,74184,3841,58368,3591,32914,2830,25454,2349,15816,1949,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,174903,5643,85696,3770,66067,3553,52410,3268,13657,1701,19629,2242,89207,3894,73842,3773,39587,2947,34255,1934,15365,1707,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1619044,15034,747891,10946,593792,10676,469113,9374,124679,5199,154099,6229,871153,11761,746602,11343,413584,9095,333018,6444,124551,5824,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,814519,11103,382245,9083,304811,8419,240153,7439,64658,3264,77434,4271,432274,6740,373649,6272,201782,5663,171867,3834,58625,3591,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,429671,7251,203532,5878,156804,5304,121493,4569,35311,2190,46728,2943,226139,4373,192932,4122,93894,3456,99038,2769,33207,2563,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,380066,7942,175198,6175,138329,5278,108999,4965,29330,1807,36869,3262,204868,4928,175061,4746,95331,4114,79730,2711,29807,2208,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,557663,8721,255883,6505,207407,5722,162273,5458,45134,2876,48476,3242,301780,6626,262696,6451,143512,4905,119184,4040,39084,2866,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,560705,9659,263879,6392,210212,5251,167010,5325,43202,2193,53667,3896,296826,7847,258641,7643,150604,6842,108037,4115,38185,2920,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,200089,5214,87280,3826,63361,3203,46967,2981,16394,1418,23919,2280,112809,3967,92262,3595,49196,3019,43066,2151,20547,2290,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,695481,12752,302093,9403,236822,8020,181086,8016,55736,2933,65271,4354,393388,8617,333566,8526,201367,6984,132199,4447,59822,3814,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,930162,11865,408951,8402,311621,7815,237162,7448,74459,3240,97330,5594,521211,9032,424699,8009,232723,7003,191976,5603,96512,4759,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1297841,15063,600398,10441,487189,8677,375391,8427,111798,3468,113209,5404,697443,9813,602937,9010,328286,7929,274651,5351,94506,4003,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,737790,9674,354786,6278,268191,6761,212049,6192,56142,2283,86595,4401,383004,7111,322933,6411,175599,5944,147334,3814,60071,3304,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,333884,6854,152885,5149,130671,4909,101878,4841,28793,2591,22214,2650,180999,4792,162514,4500,89674,4199,72840,2531,18485,2750,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,826550,13647,373923,8756,296175,8467,229890,7357,66285,3453,77748,4896,452627,8630,393186,7798,219068,6122,174118,4617,59441,3624,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,147548,5073,72862,3479,57024,2924,42381,2623,14643,1372,15838,1957,74686,3446,62738,3117,32239,2733,30499,1756,11948,1482,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,250897,5896,118447,4045,94199,3921,75033,3363,19166,1522,24248,2370,132450,4337,111064,4257,57306,3623,53758,2143,21386,2518,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,350125,8794,190348,6907,138468,5767,108728,5428,29740,2434,51880,3917,159777,5986,127764,4875,78094,4296,49670,2806,32013,2991,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,171374,6029,78832,4634,58043,4057,43656,3656,14387,1382,20789,2507,92542,3860,72284,3800,37423,2884,34861,2082,20258,2221,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,986689,11897,428586,8600,342300,8908,257565,7740,84735,3490,86286,4913,558103,9910,484994,8293,248076,6543,236918,5170,73109,4368,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,264091,7822,125962,5412,100077,4718,76143,4229,23934,1870,25885,2871,138129,5094,116627,5035,69377,4053,47250,2596,21502,2189,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,2563751,20711,1147892,14659,892097,13544,679342,12686,212755,6398,255795,8848,1415859,17293,1197719,15680,657828,12716,539891,8640,218140,7054,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1228943,15042,548049,9063,432703,9433,342257,9235,90446,4761,115346,5191,680894,11956,589314,11383,340049,8902,249265,6604,91580,4313,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,108467,3310,55208,2607,43552,2679,34402,2501,9150,975,11656,1623,53259,2431,44331,2355,22669,1935,21662,1422,8928,1163,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1564959,16686,711957,11881,574919,11838,440489,11031,134430,4697,137038,5959,853002,11431,740402,11657,399877,8169,340525,6885,112600,5324,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,478337,6919,231274,5582,186236,5816,143589,5298,42647,2793,45038,3435,247063,5408,214604,5393,114575,4504,100029,3393,32459,2388,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,543775,9361,251788,6928,182354,5909,138792,5610,43562,2885,69434,4321,291987,6879,234146,6459,131508,4743,102638,3809,57841,3804,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1738320,15791,770330,11648,618990,10920,457495,10295,161495,5108,151340,5852,967990,12702,839065,11400,421570,9629,417495,5695,128925,4900,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,156267,4843,71903,3653,55582,3378,40887,2947,14695,1765,16321,1978,84364,3363,69789,2952,36020,2190,33769,1938,14575,2187,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,580706,10592,267920,6838,217105,7596,165283,7545,51822,3207,50815,4340,312786,7488,272890,7426,150597,5739,122293,4497,39896,2653,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,114926,4038,55761,2895,44634,2881,33527,2513,11107,1291,11127,1660,59165,2907,50976,2767,26286,2221,24690,1558,8189,1382,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,795767,11345,366971,8866,298931,7647,235184,6996,63747,3469,68040,4497,428796,7702,376634,7216,210283,6104,166351,4420,52162,3802,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,2647074,20031,1278023,16629,999966,16824,816717,15750,183249,6387,278057,8578,1369051,15915,1166503,14146,713107,12468,453396,8169,202548,7801,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,214061,5947,99291,4062,73117,3978,57371,3620,15746,1771,26174,2596,114770,4617,91746,4026,50532,3389,41214,2403,23024,2349,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,97076,3857,44416,2279,32839,1979,25018,1899,7821,929,11577,1677,52660,2818,42404,2446,24334,2150,18070,1186,10256,1478,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,979212,16197,442120,9971,340556,8867,271389,7945,69167,3760,101564,5137,537092,10737,453979,10015,266844,7634,187135,5533,83113,4556,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,925477,12533,447801,9636,338183,8425,270071,8117,68112,3255,109618,5490,477676,9251,393269,9141,232343,7641,160926,5276,84407,4970,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,256288,6189,120615,4235,100083,4224,72770,4049,27313,1823,20532,1989,135673,3971,119765,3717,56907,3083,62858,3057,15908,2145,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,826200,11044,398803,7429,310437,7095,241994,7199,68443,2793,88366,4609,427397,8045,358669,6985,189856,5657,168813,4267,68728,3217,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,75409,3584,39814,2853,31733,2585,24892,2550,6841,941,8081,1460,35595,2645,30042,2742,16101,1893,13941,1591,5553,1170,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,353325,7996,155374,4802,132490,4376,90672,4163,41818,2377,22884,2229,197951,5792,173546,5683,89610,4330,83936,3636,24405,2640,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
