GEO_ID,B24081_001E,B24081_001M,B24081_002E,B24081_002M,B24081_003E,B24081_003M,B24081_004E,B24081_004M,B24081_005E,B24081_005M,B24081_006E,B24081_006M,B24081_007E,B24081_007M,B24081_008E,B24081_008M,B24081_009E,B24081_009M,NAME,B24081_001EA,B24081_001MA,B24081_002MA,B24081_002EA,B24081_003MA,B24081_003EA,B24081_004EA,B24081_004MA,B24081_005EA,B24081_005MA,B24081_006MA,B24081_006EA,B24081_007MA,B24081_007EA,B24081_008EA,B24081_008MA,B24081_009MA,B24081_009EA,state
0400000US24,41616,260,36330,403,35703,427,51705,1024,44527,1596,49259,1408,45030,1505,78648,2286,24449,1625,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,40295,202,38320,661,37396,389,53922,5274,41255,589,49842,1236,49779,1956,54377,1514,27936,2815,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,30571,168,29172,459,28415,449,42079,2069,33406,1024,40452,630,45254,1357,52057,989,16769,598,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,33989,509,33048,617,32455,349,41247,1077,34056,1534,41402,592,41637,783,51183,1135,21581,566,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,27077,351,26176,414,25854,403,40881,2730,27720,3520,30102,1632,32158,899,44609,4192,19336,1676,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,30190,177,29504,536,28928,532,39887,3002,30749,606,35884,827,31664,597,50846,1416,19445,1248,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,26950,668,25561,710,25022,850,35839,3155,28623,2322,32770,1692,35849,2227,42439,4243,20347,1228,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,29999,413,29107,591,28541,590,41247,3278,30276,857,34124,1635,32029,1397,49157,3902,21474,1005,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,31523,294,30541,321,30210,361,51988,3860,31410,2686,47118,1883,47083,3890,50811,2287,24248,2431,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,35728,524,35456,675,35009,924,48075,5509,34800,2254,41794,1325,38420,2362,53959,3632,25315,2232,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,41212,205,39758,642,38579,721,52290,2239,40826,749,50996,459,52836,1484,56305,1930,28460,2759,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,28281,1097,25710,536,25250,539,42105,4952,31055,1888,32362,1898,35250,2006,51388,2630,17242,1979,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,36187,156,33554,470,32436,192,50462,612,36418,502,49107,956,50489,510,52451,695,21535,436,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,29968,311,27873,484,27222,267,42566,3775,31634,542,34522,826,36781,673,44872,2596,18970,1200,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,30301,337,28042,1204,27072,578,43940,6448,29519,1410,32332,1393,40064,2546,43924,4970,24639,2302,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,30898,141,29903,314,29322,357,42162,1671,31908,496,40292,554,41088,819,52662,1305,21064,489,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,27694,557,26778,349,26275,357,41792,1619,25712,1056,31100,723,34185,1443,48848,2671,18633,1654,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,29780,573,28223,679,27427,498,40687,1374,31271,757,41019,801,38220,2190,52949,2954,18545,1516,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,32053,156,31239,186,30927,195,49583,2539,32665,693,41012,473,42353,648,51830,589,22201,578,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,33945,1235,31409,630,30999,614,50945,11856,33892,3040,51060,1622,49150,4334,59496,7508,25258,4675,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,29193,481,27400,409,26994,343,45603,3735,30302,1235,33752,1684,32818,1666,46853,1968,20761,738,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28118,913,27161,755,26725,722,40478,4065,28920,2414,31087,951,29503,3138,40190,3910,26003,1617,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,29331,433,27387,348,27030,286,47694,5380,32083,810,35211,714,34206,2122,52242,1808,21312,850,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,30557,127,29550,342,28833,335,47589,2108,31249,485,38033,931,36603,666,50729,509,20851,458,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,29946,544,27872,860,27152,410,42458,4774,30651,1975,33073,1951,35969,1362,51562,1514,17401,2163,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,30874,453,29855,888,28759,949,41849,2790,34084,2467,36488,2161,41732,2005,50199,4835,21990,1428,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,36787,279,32661,769,32234,289,44774,3730,38911,1613,40703,564,37908,1303,75553,1843,21641,606,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,35678,303,33877,762,33040,726,42294,1982,36114,863,46106,1030,42061,776,52328,984,21656,843,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,28044,826,26993,550,26731,566,41088,4670,26242,1769,31486,957,30767,1392,49159,2599,19401,2733,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,31244,167,30622,184,30337,184,42661,3118,31721,599,41154,551,41189,960,49507,1533,20500,586,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,32685,1952,31529,1054,31003,1058,44727,9574,32149,3180,37171,3736,41736,4098,47713,6421,24332,3435,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,17219,181,15957,204,15809,194,22742,1836,17679,1048,16404,397,26090,467,31517,1669,11120,571,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
