GEO_ID,C15002D_001E,C15002D_001M,C15002D_002E,C15002D_002M,C15002D_003E,C15002D_003M,C15002D_004E,C15002D_004M,C15002D_005E,C15002D_005M,C15002D_006E,C15002D_006M,C15002D_007E,C15002D_007M,C15002D_008E,C15002D_008M,C15002D_009E,C15002D_009M,C15002D_010E,C15002D_010M,C15002D_011E,C15002D_011M,NAME,C15002D_001EA,C15002D_001MA,C15002D_002MA,C15002D_002EA,C15002D_003MA,C15002D_003EA,C15002D_004MA,C15002D_004EA,C15002D_005MA,C15002D_005EA,C15002D_006EA,C15002D_006MA,C15002D_007MA,C15002D_007EA,C15002D_008EA,C15002D_008MA,C15002D_009EA,C15002D_009MA,C15002D_010MA,C15002D_010EA,C15002D_011MA,C15002D_011EA,state
0400000US29,58858,2628,26174,1727,2542,878,3975,988,3127,859,16530,1697,32684,1765,4538,980,6060,1191,5081,1006,17005,1973,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,3731,842,1362,499,208,291,140,153,586,362,428,285,2369,694,634,412,499,302,625,434,611,344,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,16842,1514,6868,809,1723,657,546,392,970,469,3629,817,9974,1055,2157,933,2142,672,1953,896,3722,1049,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,139585,2560,59722,1608,4539,1229,13077,2009,17182,1921,24924,2424,79863,1800,9091,1602,17847,2048,23004,2611,29921,2617,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,17792,1087,7808,854,677,323,1269,493,1029,417,4833,788,9984,780,1602,583,1584,670,1871,646,4927,883,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,494675,3661,235579,2198,14420,2029,25701,2839,26490,2575,168968,3501,259096,2454,24925,2845,30407,2691,35135,2765,168629,4692,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,18154,1734,7698,1232,915,569,1188,529,2089,650,3506,835,10456,1165,1438,542,1452,572,2591,738,4975,1126,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,987600,5761,463425,3195,96878,4449,87627,4837,66631,4033,212289,6047,524175,3736,123613,4831,99475,4407,71106,4279,229981,5867,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,130252,3653,59230,2110,6833,1588,7431,1422,9809,1513,35157,2400,71022,2660,12021,1717,13151,2132,13060,1772,32790,2125,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,4025,740,1826,512,464,333,252,313,182,235,928,552,2199,513,626,341,410,267,600,386,563,330,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,128688,2522,60136,1877,5194,1183,5456,1370,8727,1534,40759,2542,68552,1866,8084,1078,10461,1792,10567,1682,39440,2468,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,41651,1837,18659,1080,3405,1009,2345,631,4015,1164,8894,1264,22992,1340,5894,1242,4432,950,3611,775,9055,1287,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,94754,3025,41525,1703,5429,991,5457,1303,9975,1463,20664,2055,53229,2081,8884,1505,9871,1555,11934,1381,22540,2064,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,223292,3782,105143,2475,16737,1792,13435,2019,13762,1988,61209,2801,118149,2108,24281,1999,21247,2380,15234,1636,57387,2907,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,18655,1035,8965,671,1441,588,1070,537,1728,696,4726,783,9690,654,2222,794,2914,948,1266,726,3288,734,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,38945,2346,17245,1772,1309,589,2725,881,3183,1002,10028,1714,21700,1449,4144,1178,3109,859,5001,1132,9446,1367,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,4924,1539,2540,1231,1478,985,225,234,335,262,502,282,2384,644,680,364,282,272,479,512,943,366,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,60223,2362,26820,1402,3976,877,5013,1212,4052,1093,13779,1607,33403,1785,3774,811,8410,1374,6751,1339,14468,1568,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,639967,5491,303816,4217,33921,2676,40325,4121,58124,3093,171446,5661,336151,2961,57940,3667,57052,3834,60942,3384,160217,5416,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,34766,1301,15805,907,1353,584,3025,946,4686,1123,6741,1139,18961,816,3263,693,3474,1019,5103,917,7121,1226,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,4636,746,1801,361,438,241,158,106,216,170,989,411,2835,577,407,218,603,445,778,517,1047,394,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,296152,3866,135000,2663,11438,1784,14565,2383,27223,2612,81774,3014,161152,2565,21475,1768,24698,2607,33119,3092,81860,3347,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,331009,3819,145089,2717,18405,2091,23754,2488,33920,2806,69010,3134,185920,2402,31255,2483,33183,2869,40446,2965,81036,3222,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,7224,969,3278,668,126,114,318,322,471,356,2363,604,3946,815,730,378,779,489,542,342,1895,687,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,66534,1990,31699,1591,4782,1069,6037,1145,4729,1001,16151,1581,34835,1306,6733,1199,4728,1026,7322,1266,16052,1700,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,2408,819,974,541,0,269,127,210,384,293,463,362,1434,650,202,230,499,484,190,194,543,384,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,8303,1807,2670,795,814,520,934,466,557,404,365,302,5633,1270,2294,790,1226,501,1563,693,550,428,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
