GEO_ID,B12504_001E,B12504_001M,B12504_002E,B12504_002M,B12504_003E,B12504_003M,B12504_004E,B12504_004M,B12504_005E,B12504_005M,B12504_006E,B12504_006M,B12504_007E,B12504_007M,B12504_008E,B12504_008M,B12504_009E,B12504_009M,NAME,B12504_001MA,B12504_001EA,B12504_002MA,B12504_002EA,B12504_003EA,B12504_003MA,B12504_004EA,B12504_004MA,B12504_005MA,B12504_005EA,B12504_006EA,B12504_006MA,B12504_007EA,B12504_007MA,B12504_008MA,B12504_008EA,B12504_009EA,B12504_009MA,state
0400000US25,20.2,0.2,20.1,0.3,20.6,0.3,13.6,1.8,17.2,0.9,20.3,0.3,20.7,0.3,14.3,2.4,17.3,1.6,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,20.8,0.2,20.8,0.2,21.2,0.2,14.8,1.8,14.2,1.0,20.7,0.2,21.2,0.3,13.9,2.8,14.8,0.7,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,20.8,0.3,20.7,0.3,21.0,0.3,15.3,2.4,15.0,2.2,20.8,0.3,21.1,0.3,15.3,3.2,16.2,1.1,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,18.8,0.5,19.0,0.5,19.6,0.5,11.2,1.5,16.0,1.5,18.5,0.5,19.4,0.5,11.8,2.5,13.7,1.9,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,19.5,0.3,19.6,0.3,20.2,0.3,13.3,1.8,11.8,1.1,19.4,0.4,20.3,0.3,11.7,1.9,12.6,1.0,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,20.4,0.6,20.4,0.6,20.7,0.6,15.1,5.9,14.8,4.9,20.4,0.6,21.1,0.7,11.7,3.5,14.1,1.7,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,20.7,0.4,20.9,0.4,21.3,0.5,15.9,5.0,13.3,1.6,20.6,0.4,21.0,0.5,18.0,4.3,9.7,1.3,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,16.0,0.4,15.9,0.5,16.6,0.5,10.3,1.2,13.2,1.3,16.1,0.4,16.8,0.5,10.6,1.5,12.9,1.3,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,20.4,0.5,20.4,0.5,20.6,0.5,12.2,5.4,18.3,4.3,20.3,0.5,20.7,0.5,15.2,3.1,14.6,2.3,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,19.5,0.2,19.4,0.3,20.0,0.3,12.1,1.1,16.2,1.5,19.6,0.3,20.0,0.3,15.0,1.5,16.8,1.0,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,19.8,0.6,19.6,0.7,20.3,0.6,12.2,2.3,14.6,3.0,20.0,0.6,20.6,0.6,11.2,3.2,16.4,1.7,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19.7,0.2,19.6,0.2,20.2,0.2,11.7,0.6,17.9,0.7,19.9,0.2,20.4,0.2,12.5,0.9,18.5,0.6,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,18.2,0.3,18.2,0.3,18.9,0.3,11.0,1.0,13.3,0.8,18.2,0.3,18.9,0.3,11.8,1.0,13.6,0.7,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,22.4,0.5,22.4,0.5,22.3,0.5,25.8,4.4,21.0,8.7,22.3,0.6,22.4,0.6,24.6,6.4,15.4,5.4,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,20.5,0.2,20.5,0.2,21.0,0.2,12.5,1.1,14.1,1.2,20.4,0.2,21.0,0.2,15.2,1.8,13.2,0.8,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,18.4,0.4,18.4,0.4,19.3,0.4,9.9,1.2,10.5,0.6,18.4,0.5,19.4,0.5,12.0,2.0,10.8,1.0,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,18.4,0.3,18.4,0.4,18.9,0.4,13.0,2.4,13.2,1.2,18.4,0.4,18.9,0.4,11.4,2.2,14.0,2.2,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,21.6,0.2,21.6,0.2,22.0,0.2,14.2,1.6,17.5,1.0,21.6,0.2,22.2,0.2,15.4,1.9,15.8,1.0,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20.6,0.5,20.7,0.5,21.0,0.6,12.6,4.6,20.0,4.8,20.5,0.6,20.8,0.6,19.4,6.7,16.0,2.8,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,19.8,0.4,20.0,0.4,20.6,0.4,13.1,1.7,17.9,1.5,19.6,0.4,20.5,0.4,11.1,1.4,14.8,1.3,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,21.7,0.8,21.1,0.9,21.8,0.9,13.6,3.5,12.2,6.9,22.3,0.8,22.7,0.8,19.0,3.4,10.7,3.2,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,18.7,0.3,18.7,0.3,19.5,0.3,12.7,1.5,11.1,1.1,18.7,0.3,19.6,0.3,11.4,1.6,12.3,0.6,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,16.9,0.2,16.9,0.3,17.6,0.2,11.2,0.5,13.3,0.8,16.9,0.2,17.6,0.2,10.6,0.6,13.7,0.4,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,15.8,0.3,15.7,0.4,16.1,0.5,9.4,2.7,10.7,0.7,15.9,0.5,16.3,0.5,9.5,2.3,12.6,2.3,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,22.2,0.8,22.0,0.8,22.7,0.9,18.9,12.5,14.8,4.8,22.4,1.0,23.0,0.9,14.3,3.7,16.3,7.1,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,18.4,0.3,18.4,0.3,19.1,0.3,9.9,0.9,13.9,1.3,18.3,0.3,19.1,0.3,10.6,1.1,12.9,0.7,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,17.9,0.3,18.0,0.3,18.4,0.3,12.6,1.7,13.9,1.4,17.9,0.3,18.3,0.3,11.2,2.1,14.9,2.0,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,22.1,0.6,22.3,0.6,22.9,0.6,11.9,2.5,13.6,4.8,22.0,0.6,22.7,0.6,12.5,3.1,13.7,3.5,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,21.2,0.2,21.1,0.3,21.4,0.3,16.1,2.7,13.8,2.1,21.3,0.2,21.6,0.3,15.6,2.7,15.3,1.6,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,18.7,1.2,18.8,1.3,19.4,1.4,16.4,4.3,9.0,7.0,18.6,1.3,19.5,1.4,20.9,16.1,7.4,1.7,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,22.9,0.4,23.0,0.4,24.1,0.5,14.4,2.0,17.5,1.4,22.8,0.5,24.1,0.6,10.4,1.2,17.0,1.2,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
