GEO_ID,C11001G_001E,C11001G_001M,C11001G_002E,C11001G_002M,C11001G_003E,C11001G_003M,C11001G_004E,C11001G_004M,C11001G_005E,C11001G_005M,NAME,C11001G_001MA,C11001G_001EA,C11001G_002MA,C11001G_002EA,C11001G_003EA,C11001G_003MA,C11001G_004EA,C11001G_004MA,C11001G_005EA,C11001G_005MA,state
0400000US19,12878,1783,7439,1336,4736,1109,2703,850,5439,1061,Iowa,null,null,null,null,null,null,null,null,null,null,19
0400000US20,20569,2178,13514,1642,8091,1165,5423,1268,7055,1615,Kansas,null,null,null,null,null,null,null,null,null,null,20
0400000US21,15236,2021,10225,1534,6414,1128,3811,1007,5011,1213,Kentucky,null,null,null,null,null,null,null,null,null,null,21
0400000US22,16526,1806,9431,1427,6448,1236,2983,814,7095,1173,Louisiana,null,null,null,null,null,null,null,null,null,null,22
0400000US23,5378,893,3011,640,2055,498,956,448,2367,756,Maine,null,null,null,null,null,null,null,null,null,null,23
0400000US24,33844,2615,23045,2330,13321,1761,9724,1638,10799,1646,Maryland,null,null,null,null,null,null,null,null,null,null,24
0400000US25,44989,3765,30757,2839,14388,1855,16369,2137,14232,2104,Massachusetts,null,null,null,null,null,null,null,null,null,null,25
0400000US26,53644,3023,34811,2328,21719,1834,13092,1657,18833,1866,Michigan,null,null,null,null,null,null,null,null,null,null,26
0400000US27,25532,2528,15072,1700,8546,1299,6526,1183,10460,1819,Minnesota,null,null,null,null,null,null,null,null,null,null,27
0400000US28,6909,1451,4703,1107,2751,856,1952,692,2206,780,Mississippi,null,null,null,null,null,null,null,null,null,null,28
0400000US29,32545,2840,21674,2383,13317,1912,8357,1632,10871,1680,Missouri,null,null,null,null,null,null,null,null,null,null,29
0400000US30,6163,1152,3077,702,2000,622,1077,420,3086,1011,Montana,null,null,null,null,null,null,null,null,null,null,30
0400000US31,9166,1488,6397,1220,3161,837,3236,932,2769,866,Nebraska,null,null,null,null,null,null,null,null,null,null,31
0400000US32,23295,2755,14969,2124,8866,1601,6103,1468,8326,1633,Nevada,null,null,null,null,null,null,null,null,null,null,32
0400000US33,5825,1162,4255,1011,2619,703,1636,782,1570,593,New Hampshire,null,null,null,null,null,null,null,null,null,null,33
0400000US34,52796,3728,37796,3080,24138,2548,13658,2186,15000,2179,New Jersey,null,null,null,null,null,null,null,null,null,null,34
0400000US35,15354,1886,9421,1412,5512,1094,3909,1100,5933,1230,New Mexico,null,null,null,null,null,null,null,null,null,null,35
0400000US36,129426,5286,81451,3820,45432,3448,36019,2861,47975,3734,New York,null,null,null,null,null,null,null,null,null,null,36
0400000US37,47818,3893,28387,2940,17954,2490,10433,1677,19431,2598,North Carolina,null,null,null,null,null,null,null,null,null,null,37
0400000US38,2619,638,1523,427,423,225,1100,431,1096,537,North Dakota,null,null,null,null,null,null,null,null,null,null,38
0400000US39,50340,3089,34148,2391,19107,2049,15041,2215,16192,1836,Ohio,null,null,null,null,null,null,null,null,null,null,39
0400000US40,78250,3566,52514,2798,34040,2423,18474,2211,25736,2747,Oklahoma,null,null,null,null,null,null,null,null,null,null,40
0400000US41,35089,2707,22212,2237,14995,1743,7217,1325,12877,1737,Oregon,null,null,null,null,null,null,null,null,null,null,41
0400000US42,52843,4345,32998,3124,18998,2163,14000,1933,19845,2726,Pennsylvania,null,null,null,null,null,null,null,null,null,null,42
0400000US44,7085,1468,3580,898,1723,627,1857,717,3505,1209,Rhode Island,null,null,null,null,null,null,null,null,null,null,44
0400000US45,18867,2339,12724,1824,7803,1343,4921,1152,6143,1484,South Carolina,null,null,null,null,null,null,null,null,null,null,45
0400000US46,3326,847,1833,686,860,448,973,474,1493,698,South Dakota,null,null,null,null,null,null,null,null,null,null,46
0400000US47,25188,2602,15783,2103,10207,1617,5576,1112,9405,1731,Tennessee,null,null,null,null,null,null,null,null,null,null,47
0400000US48,135211,6153,87088,4617,58234,3754,28854,2941,48123,3974,Texas,null,null,null,null,null,null,null,null,null,null,48
0400000US49,11233,1556,7949,1400,5735,1022,2214,893,3284,977,Utah,null,null,null,null,null,null,null,null,null,null,49
0400000US50,2571,741,1670,570,1180,488,490,319,901,533,Vermont,null,null,null,null,null,null,null,null,null,null,50
0400000US51,43938,3687,29509,3140,21256,2771,8253,1558,14429,2000,Virginia,null,null,null,null,null,null,null,null,null,null,51
0400000US53,75143,4011,46657,3111,28310,2323,18347,2320,28486,2534,Washington,null,null,null,null,null,null,null,null,null,null,53
0400000US54,10523,1451,5024,911,2287,547,2737,689,5499,1225,West Virginia,null,null,null,null,null,null,null,null,null,null,54
0400000US55,24103,2473,16828,2102,9808,1656,7020,1469,7275,1416,Wisconsin,null,null,null,null,null,null,null,null,null,null,55
0400000US56,3452,888,2124,685,1416,617,708,383,1328,629,Wyoming,null,null,null,null,null,null,null,null,null,null,56
0400000US72,168589,5720,127262,4890,66785,3953,60477,3939,41327,3117,Puerto Rico,null,null,null,null,null,null,null,null,null,null,72
