GEO_ID,B09001_001E,B09001_001M,B09001_002E,B09001_002M,B09001_003E,B09001_003M,B09001_004E,B09001_004M,B09001_005E,B09001_005M,B09001_006E,B09001_006M,B09001_007E,B09001_007M,B09001_008E,B09001_008M,B09001_009E,B09001_009M,B09001_010E,B09001_010M,NAME,B09001_001MA,B09001_001EA,B09001_002MA,B09001_002EA,B09001_003EA,B09001_003MA,B09001_004MA,B09001_004EA,B09001_005MA,B09001_005EA,B09001_006EA,B09001_006MA,B09001_007MA,B09001_007EA,B09001_008EA,B09001_008MA,B09001_009MA,B09001_009EA,B09001_010MA,B09001_010EA,state
0400000US24,1351772,1655,1347951,2034,208366,4866,156486,4596,71914,4145,216100,6866,232792,6529,224907,5404,237386,1735,3821,1092,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1417121,714,1411797,1646,215994,4540,149835,4355,75831,3840,238570,8585,232220,6441,244513,6688,254834,1246,5324,1249,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2334907,2225,2328416,2327,351161,5604,241056,5596,122954,5924,377354,6571,398238,7036,410671,8132,426982,2002,6491,1272,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1283653,2135,1280518,2253,211282,4076,144583,3977,71506,3726,208697,5933,211491,5009,215524,6013,217435,1520,3135,502,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,753168,1673,751766,2037,122468,3584,86492,3193,40789,2981,122952,5126,127049,5065,124131,5289,127885,2234,1402,1108,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1417571,3752,1413164,3813,227123,4840,160303,5144,76436,4172,229921,6227,234627,6382,241747,5786,243007,2284,4407,665,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,222600,1197,220400,1329,37446,1634,24426,1384,11370,1462,35457,2536,36355,2422,37058,2342,38288,1118,2200,838,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,460366,1671,458109,2121,79555,2854,52082,2504,25280,2092,75851,3106,74925,3064,77462,3513,72954,1335,2257,1160,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,664773,973,663628,1101,108104,3727,78601,3668,38886,3453,107232,5424,110229,4696,110928,5629,109648,1299,1145,518,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,285764,1068,285445,1069,41571,2255,27302,2119,14743,1822,49796,3361,47475,2885,50735,3501,53823,862,319,291,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2062812,1019,2056391,2499,310490,6966,228081,6880,113354,5479,333694,8179,347046,7632,357901,7558,365825,2572,6421,2356,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,518646,1747,517658,1752,84814,3203,59202,2895,28665,3047,83575,4435,91685,4037,82501,3929,87216,1374,988,51,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4312463,2334,4286055,4848,680791,8505,465725,8159,229376,8166,694662,11011,708638,9159,729708,11373,777155,3239,26408,3989,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2284243,3275,2279109,3417,375512,7005,256508,7132,128474,5379,377273,10909,388331,9381,380032,9265,372979,3557,5134,1079,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,150457,978,149962,1021,26682,1498,17682,1422,11468,1435,22780,1614,23158,1441,22855,1755,25337,687,495,209,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2720846,2973,2713210,3252,416204,5604,299848,5502,148748,5900,445789,8734,466118,8171,461488,8700,475015,3177,7636,2661,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,930924,2114,928792,2171,157276,3986,106530,3749,49490,3305,158441,5086,151024,5639,159132,5490,146899,2062,2132,409,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,866511,1398,864909,1558,142026,4009,93980,3785,44260,3302,143993,5379,148087,4413,144954,5078,147609,2155,1602,865,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2785174,2242,2774559,2789,428645,5485,297053,5425,148786,5177,452000,9408,463873,8306,477559,8568,506643,2370,10615,1911,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,224023,731,223376,800,33084,2014,24028,2188,11736,1746,37493,2427,36682,2522,38804,2806,41549,1196,647,341,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1081430,1678,1077886,1776,177491,4206,124302,4564,56710,4071,176855,6851,184160,6800,179693,6448,178675,2443,3544,694,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,202080,1360,200594,1436,35043,1922,22445,1764,10530,1196,30475,2146,34045,2046,34734,2367,33322,886,1486,374,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1497234,2964,1492060,2961,244157,4905,162256,4661,82101,4396,242556,6550,257678,7011,252324,7027,250988,2658,5174,710,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6887547,3676,6873252,4082,1133151,12048,795824,12097,384192,11266,1161463,14606,1160149,15365,1127530,15191,1110943,4599,14295,2179,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,873676,959,870114,1080,161212,3261,102281,3367,52974,2953,146285,3959,144022,4416,135486,5083,127854,1569,3562,381,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,129661,1117,129255,1103,17832,1162,14436,1230,5811,1069,19484,1489,22448,1555,24801,1557,24443,561,406,243,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1853621,3715,1849027,3664,297091,6289,210341,5731,104739,5227,301335,6916,311555,7795,311570,7761,312396,3076,4594,1482,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1583583,2096,1582616,2190,264852,6188,173357,5930,89287,5382,259099,7149,263259,6429,261480,6663,271282,1813,967,544,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,386683,2369,384385,2646,59656,2984,42187,2769,18944,2332,66117,3251,64415,3270,66392,3277,66674,1444,2298,744,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1336208,2409,1332009,2764,209711,3613,144709,3735,74875,3487,212918,6135,225694,5040,231092,5126,233010,2038,4199,1347,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,136718,1453,136193,1440,23489,1749,17495,1654,9237,1856,22800,1860,21007,2059,21405,2133,20760,823,525,66,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,897644,-555555555,897137,528,130013,4053,93098,4081,43555,2778,143704,5349,153427,4525,164223,6130,169117,894,507,529,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
