GEO_ID,C17018_001E,C17018_001M,C17018_002E,C17018_002M,C17018_003E,C17018_003M,C17018_004E,C17018_004M,C17018_005E,C17018_005M,C17018_006E,C17018_006M,C17018_007E,C17018_007M,C17018_008E,C17018_008M,C17018_009E,C17018_009M,C17018_010E,C17018_010M,C17018_011E,C17018_011M,NAME,C17018_001EA,C17018_001MA,C17018_002MA,C17018_002EA,C17018_003MA,C17018_003EA,C17018_004EA,C17018_004MA,C17018_005MA,C17018_005EA,C17018_006MA,C17018_006EA,C17018_007EA,C17018_007MA,C17018_008MA,C17018_008EA,C17018_009EA,C17018_009MA,C17018_010MA,C17018_010EA,C17018_011MA,C17018_011EA,state
0400000US18,1656386,11547,181892,6598,49227,3434,66542,4127,55960,3695,10163,1861,1474494,11123,136661,5312,486088,8553,451049,8433,400696,8002,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,793768,7580,65423,3399,14017,2192,18763,1867,26803,2043,5840,1105,728345,7976,47385,2655,222623,5939,243894,5749,214443,6261,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,721592,9016,68317,4100,16935,2293,21704,2406,23504,2511,6174,1219,653275,9369,48990,3083,157621,5414,216159,6138,230505,6579,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1126685,9960,163415,6061,53854,3905,51416,3602,49556,3718,8589,1793,963270,10364,118842,4321,308720,7487,287773,8479,247935,6050,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1129117,11989,163646,5973,53127,4223,58587,3630,44783,3069,7149,1474,965471,10427,127256,5930,313775,8393,280266,7273,244174,6679,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,345328,4830,30399,2206,4592,1126,13527,1509,9459,1499,2821,805,314929,4967,19660,1705,96136,4315,99773,3872,99360,3799,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1431958,12327,94931,5235,22857,2705,36062,3353,26145,3044,9867,1615,1337027,12969,109512,5276,287762,7449,373000,10310,566753,10459,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1590257,14005,131047,6613,36803,3281,42856,3723,36844,2943,14544,2032,1459210,13611,110345,5171,333754,8362,375586,8389,639525,10366,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2508780,17418,302858,7772,67175,3991,100880,4588,113385,5685,21418,2346,2205922,15946,166419,5837,581619,10405,776307,13444,681577,10323,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1353758,11075,101698,3976,23147,2502,32741,2672,37579,2872,8231,1191,1252060,10165,65843,3381,297289,5553,431040,7976,457888,7581,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,746115,9375,132450,6296,41172,3254,42085,3651,42767,3144,6426,1256,613665,9726,79919,4797,171098,5899,212918,7536,149730,5384,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1524078,14162,161889,5873,43506,3547,54299,3783,51605,3696,12479,1676,1362189,13252,122505,4752,392725,7014,432560,8882,414399,8704,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,255199,5113,25541,2588,4698,1407,8490,1422,8982,1391,3371,840,229658,4980,12616,1452,62707,3515,78329,3893,76006,3574,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,468407,6176,41208,3862,11066,2158,11842,1877,14919,1981,3381,885,427199,5991,30226,2259,103536,4196,149611,4407,143826,4329,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,639686,9203,71187,4686,23568,2899,21595,2299,19774,2821,6250,1490,568499,9295,68722,4500,144957,6277,207905,6974,146915,6149,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,344057,6102,18142,2094,2695,698,6836,1320,6403,1451,2208,652,325915,5818,19796,2079,82238,4550,101083,3705,122798,3997,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2185732,12750,170117,6629,43565,3554,66651,4373,39362,3352,20539,2063,2015615,12335,169497,6610,505720,11546,501852,10959,838546,11205,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,501092,8213,78817,4704,27893,2885,21571,2606,25164,2434,4189,1046,422275,8519,49868,3112,98472,5658,145235,5614,128700,5407,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4632676,21902,530477,11710,180002,7316,172730,7382,128589,5694,49156,3444,4102199,23344,445467,9550,1023964,14509,1135917,16626,1496851,15029,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2441916,18415,324800,8659,101739,5763,93137,5105,108958,5925,20966,2224,2117116,17310,224385,7585,514516,10815,706695,13281,671520,11385,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,171945,3437,13412,1433,1736,502,3883,759,6270,1029,1523,505,158533,3487,10853,1236,37657,2214,59885,2788,50138,2771,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2960107,17479,347896,8601,87078,4451,125775,6454,113780,5581,21263,2240,2612211,17603,210047,7353,830099,15651,797001,12486,775064,10365,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,954622,8374,121095,4804,31049,2528,42602,2794,39520,3660,7924,1428,833527,7790,78833,4069,234367,6806,287735,6396,232592,6353,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,963362,9735,106178,5263,28393,2675,30421,2873,37720,3469,9644,1707,857184,9455,69691,3871,180772,6675,323427,7282,283294,6684,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3197710,17008,298448,9031,75805,4870,126237,5334,75626,4792,20780,2046,2899262,16763,227413,5925,985727,10768,750809,10883,935313,13255,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,246028,5431,22578,2406,7556,1497,6858,1503,5802,1378,2362,727,223450,5671,24703,3015,53775,3115,68200,4440,76772,3305,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1180687,11186,163071,6398,48382,4065,61125,3982,44063,3850,9501,1601,1017616,11559,110488,5404,273347,8941,327851,8432,305930,8365,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,204029,4559,18785,1969,4021,1030,6907,1252,6322,1180,1535,727,185244,4587,12740,1743,49714,2780,62877,2743,59913,3069,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1644896,14706,219964,7337,63329,3570,85595,5081,57214,4275,13826,1912,1424932,12746,160805,6174,427680,8830,422350,10564,414097,9049,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6091590,24172,843488,14263,346950,10348,241855,8262,204813,7804,49870,3629,5248102,25201,730469,11088,1173104,15772,1683653,19143,1660876,18921,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,665964,7680,64686,3506,14554,2181,18714,2317,22788,1949,8630,1362,601278,7720,41433,3768,119993,4826,229632,6692,210220,5516,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,159846,3532,13372,1534,2157,835,5489,1085,4333,952,1393,499,146474,3232,8738,1325,43405,2718,38176,2168,56155,2378,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2013520,16738,155973,5579,44434,3667,48202,3796,48578,4015,14759,1900,1857547,16257,176315,7511,415110,10543,530680,11586,735442,12315,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1681386,12734,154332,7272,43998,4491,39003,3520,56048,4348,15283,1766,1527054,12282,101219,5226,307177,8064,559299,10339,559359,9586,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,485652,6805,64210,3746,20378,2223,25325,2494,15673,2130,2834,751,421442,6718,50363,3326,167799,5092,112192,4422,91088,4114,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1453332,10977,132850,5407,31655,2470,46558,3126,44165,3626,10472,1977,1320482,10582,90556,3775,393877,6555,431577,8366,404472,6840,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,147394,3852,10619,1764,2234,1041,3604,963,3782,1069,999,471,136775,3716,7597,1278,38344,2775,54191,3286,36643,2875,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,966123,10138,398381,7426,166624,5492,121628,5040,81113,4038,29016,2356,567742,8614,106923,3555,129666,4800,139955,5944,191198,5486,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
