B25043_005M,B25043_006E,B25043_006M,B25043_007E,B25043_007M,B25043_008E,B25043_008M,B25043_009E,B25043_009M,B25043_010E,B25043_010M,B25043_011E,B25043_011M,B25043_012E,B25043_012M,B25043_013E,B25043_013M,B25043_014E,B25043_014M,B25043_015E,B25043_015M,B25043_016E,B25043_016M,B25043_017E,B25043_017M,B25043_018E,B25043_018M,B25043_019E,B25043_019M,GEO_ID,B25043_001E,B25043_001M,B25043_002E,B25043_002M,B25043_003E,B25043_003M,B25043_004E,B25043_004M,B25043_005E,B25043_005MA,B25043_006EA,B25043_006MA,B25043_007MA,B25043_007EA,B25043_008EA,B25043_008MA,B25043_009MA,B25043_009EA,B25043_010EA,B25043_010MA,B25043_011EA,B25043_011MA,B25043_012MA,B25043_012EA,B25043_013EA,B25043_013MA,B25043_014MA,B25043_014EA,B25043_015EA,B25043_015MA,B25043_016MA,B25043_016EA,B25043_017MA,B25043_017EA,B25043_018EA,B25043_018MA,B25043_019MA,B25043_019EA,NAME,B25043_001EA,B25043_001MA,B25043_002EA,B25043_002MA,B25043_003EA,B25043_003MA,B25043_004MA,B25043_004EA,B25043_005EA,state
6873,337540,4846,18675,1675,5231,932,11389,1320,2055,514,564220,7849,544329,7965,226649,6220,223852,6273,93828,3475,19891,2311,7775,1463,9716,1641,2400,803,0400000US27,2091548,8178,1527328,10448,1508653,10562,210700,4874,960413,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,27
7350,202170,3540,16755,2319,2193,911,11878,1861,2684,730,326625,7460,310157,7693,122049,4601,152147,5488,35961,2714,16468,1900,5129,1162,8984,1533,2355,759,0400000US28,1079999,8323,753374,9176,736619,9315,84702,3987,449747,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,28
9118,421449,5350,28437,2430,6148,1139,17693,1728,4596,854,729257,11761,693575,11867,270598,7574,318970,8198,104007,4782,35682,3033,16380,2128,16825,2279,2477,754,0400000US29,2350628,10288,1621371,13182,1592934,12924,198738,6166,972747,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,29
3486,76869,2448,6414,1303,1147,495,4030,1112,1237,512,122114,4642,116515,4361,44650,2730,53196,3589,18669,1492,5599,1239,1846,747,3138,931,615,367,0400000US30,402747,4175,280633,4455,274219,4581,31338,2226,166012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,30
4425,123040,2619,4660,874,1087,417,2760,629,813,319,234655,5829,224990,5781,96342,4229,96321,4081,32327,2386,9665,1564,4363,985,3931,927,1371,634,0400000US31,719304,4689,484649,6026,479989,5910,66404,3295,290545,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,31
7756,146062,3967,7847,1197,2000,639,4837,925,1010,500,423942,8805,408560,8321,144308,5695,217878,7185,46374,3182,15382,2032,3977,1016,9419,1556,1986,747,0400000US32,989811,6963,565869,9281,558022,9389,66741,4203,345219,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,32
4781,85663,2176,4102,716,538,310,2939,735,625,306,145983,5144,141094,5161,46484,3440,70490,4112,24120,1833,4889,1261,1428,659,3317,1012,144,142,0400000US33,515431,4523,369448,5293,365346,5272,31361,2439,248322,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,33
11173,543785,6381,16830,2620,3396,1130,10583,2054,2851,764,1065693,11891,1016998,11700,287259,7198,566442,10461,163297,4979,48695,3787,18371,2344,24017,2558,6307,1435,0400000US34,3172421,11815,2106728,14618,2089898,14407,172034,6545,1374079,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,34
6248,138337,4085,16693,2264,2333,774,10318,1695,4042,1010,245319,7043,225988,6897,89151,4466,109775,5150,27062,2542,19331,2468,7022,1374,10190,1673,2119,806,0400000US35,765183,5603,519864,7374,503171,7390,52279,2670,312555,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,35
15071,1029347,10695,49693,3711,10090,1587,32794,2953,6809,1269,3292304,17577,3139048,18030,924715,12356,1661401,17322,552932,8733,153256,7635,61623,4975,76394,5011,15239,1916,0400000US36,7196427,16507,3904123,16568,3854430,17283,323803,7826,2501280,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,36
13042,636285,7816,34060,2722,7293,1290,21873,2591,4894,1107,1205308,14092,1150216,13720,452007,9321,561449,11168,136760,5345,55092,4028,23427,3376,27695,2460,3970,1120,0400000US37,3670859,14413,2465551,18417,2431491,18288,261093,6736,1534113,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,37
2282,45926,1496,1291,354,319,219,760,270,212,141,92739,3625,89621,3643,43425,2357,31142,2597,15054,1255,3118,741,843,341,1504,584,771,391,0400000US38,280412,3191,187673,3460,186382,3426,26074,2005,114382,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,38
12807,818921,7982,51141,3509,11380,1609,34423,2834,5338,986,1429869,17019,1354447,17203,487656,11545,662062,10625,204729,5917,75422,4555,31581,3056,36620,2991,7221,1590,0400000US39,4525066,15956,3095197,18587,3044056,18413,329263,7986,1895872,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,39
7253,264666,4056,12621,1792,3089,886,8122,1362,1410,364,461581,7782,443068,7866,181558,6125,207583,6497,53927,2867,18513,1869,6621,1335,9909,1394,1983,688,0400000US40,1432959,7544,971378,9238,958757,9177,128722,4954,565369,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,40
7438,258878,4727,12465,1441,1828,609,8431,1359,2206,701,564463,10492,542210,10985,214761,6683,254369,8658,73080,3509,22253,2640,8688,1592,10919,1711,2646,857,0400000US41,1507137,8164,942674,8824,930209,8780,93225,4408,578106,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,41
11778,943628,6586,37672,2889,8549,1244,23401,2475,5722,1156,1474352,16039,1412312,15667,482320,10179,656126,10276,273866,6106,62040,4009,25214,2163,30242,2994,6584,1410,0400000US42,4936030,14212,3461678,15683,3424006,15640,330384,8109,2149994,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,42
3798,61636,2141,3618,1010,771,515,2283,881,564,321,157779,5612,150075,5397,44638,2953,76061,4435,29376,2251,7704,1642,2304,763,3965,1225,1435,706,0400000US44,402295,4265,244516,5053,240898,4909,20192,1964,159070,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,44
9703,336420,5215,20449,2612,3954,976,14073,2078,2422,698,551233,10628,521297,10212,197266,6688,264385,8706,59646,3776,29936,2990,10922,1992,15234,1845,3780,1001,0400000US45,1761393,10691,1210160,11085,1189711,11179,127392,5928,725899,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,45
2939,54355,1752,2232,651,606,337,1415,501,211,192,102134,3829,97955,3842,37306,2846,40817,2781,19832,1698,4179,992,1739,626,1725,669,715,353,0400000US46,318955,3470,216821,3676,214589,3648,29842,2289,130392,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,46
11359,436959,6334,30014,2856,6008,1436,19029,2216,4977,1049,777895,11156,739530,11543,274406,7830,371940,9775,93184,4239,38365,2997,15463,2035,19806,2355,3096,1001,0400000US47,2440663,12796,1662768,15433,1632754,14867,183525,6590,1012270,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,47
20938,1257733,9821,87639,4579,15344,2090,60828,3828,11467,1510,3182761,25433,3043005,25568,1292130,16352,1462054,19668,288821,7826,139756,7276,54719,4726,72864,5966,12173,1814,0400000US48,8738664,20291,5555903,27420,5468264,27396,680447,10755,3530084,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,48
4560,129569,2735,9819,1379,3257,790,5041,1068,1521,530,264883,6277,254913,6018,131715,4431,100571,4671,22627,2086,9970,1468,4905,895,3685,825,1380,769,0400000US49,880025,4985,615142,6267,605323,6274,113074,4229,362680,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,49
3097,44871,1699,2093,481,446,272,1278,404,369,208,76075,3506,72398,3510,26873,2029,33768,2688,11757,1420,3677,819,1677,638,1724,639,276,199,0400000US50,256922,2727,180847,3870,178754,3854,14483,1251,119400,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,50
12261,495967,6544,26982,3014,5527,1243,18948,2548,2507,744,967492,13869,916169,14722,365424,8842,441721,11380,109024,4832,51323,3723,19066,2093,28360,2711,3897,924,0400000US51,2992732,14604,2025240,16608,1998258,16144,200156,7350,1302135,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,51
9496,393621,5300,20925,2151,5037,1116,13966,1827,1922,555,961924,12195,926284,11872,369709,8324,438792,9413,117783,5057,35640,2820,17135,1985,14232,2075,4273,1292,0400000US53,2606863,9745,1644939,11518,1624014,11678,173785,5718,1056608,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,53
5510,167016,3599,11213,1593,1598,699,6155,1189,3460,873,188511,6311,172221,6287,65001,3431,82791,4864,24429,1995,16290,2010,3882,933,10462,1595,1946,730,0400000US54,741940,5724,553429,5834,542216,6028,53520,2374,321680,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,54
8618,379076,4525,19040,1827,3919,767,11928,1370,3193,767,713493,10686,687205,10907,271172,7516,300663,7720,115370,3939,26288,2389,10198,1730,12695,1617,3395,956,0400000US55,2279532,9375,1566039,12101,1546999,12061,185145,5626,982778,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,55
3126,35963,1651,1894,579,792,343,826,356,276,231,67525,3690,64369,3601,29759,2796,27329,2707,7281,1235,3156,814,1378,623,1490,530,288,204,0400000US56,222803,3575,155278,3397,153384,3475,20784,2134,96637,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,56
7474,276257,4849,44537,2979,3107,961,23481,2231,17949,1843,389617,7765,348446,7400,122700,4944,177686,5091,48060,2536,41171,2978,9365,1404,22979,2407,8827,1308,0400000US72,1319448,9440,929831,9777,885294,9403,78173,4316,530864,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,72
